average_payment,customer_id,customer_name,payment_count,risk_flag,staff_id,staff_name,total_amount
3.49,292,MISTY LAMBERT,2,0,2,Jon Stephens,6.98
3.49,307,JOSEPH JOY,4,0,1,Mike Hillyer,13.96
3.49,314,GEORGE LINTON,2,0,1,Mike Hillyer,6.98
3.49,319,RONALD WEINER,4,0,2,Jon Stephens,13.96
3.49,343,DOUGLAS GRAF,4,0,2,Jon Stephens,13.96
3.49,359,WILLIE MARKHAM,2,0,2,Jon Stephens,6.98
3.49,38,MARTHA GONZALEZ,4,0,2,Jon Stephens,13.96
3.49,410,CURTIS IRBY,2,0,2,Jon Stephens,6.98
3.49,450,JAY ROBB,4,0,1,Mike Hillyer,13.96
3.49,458,LLOYD DOWD,2,0,2,Jon Stephens,6.98
3.49,481,HERMAN DEVORE,4,0,2,Jon Stephens,13.96
3.49,518,GABRIEL HARDER,2,0,2,Jon Stephens,6.98
3.49,522,ARNOLD HAVENS,2,0,1,Mike Hillyer,6.98
3.49,534,CHRISTIAN JUNG,4,0,1,Mike Hillyer,13.96
3.49,579,DARYL LARUE,2,0,1,Mike Hillyer,6.98
3.49,581,VIRGIL WOFFORD,2,0,2,Jon Stephens,6.98
3.49,80,MARILYN ROSS,2,0,1,Mike Hillyer,6.98
3.49,86,JACQUELINE LONG,4,0,2,Jon Stephens,13.96
3.56,510,BEN EASTER,7,1,2,Jon Stephens,24.93
3.59,144,CLARA SHAW,5,1,1,Mike Hillyer,17.95
3.59,358,SAMUEL MARLOW,5,1,1,Mike Hillyer,17.95
3.59,454,ALEX GRESHAM,5,1,1,Mike Hillyer,17.95
3.59,472,GREG ROBINS,5,1,1,Mike Hillyer,17.95
3.66,123,SHANNON FREEMAN,3,0,2,Jon Stephens,10.97
3.66,143,LESLIE GORDON,3,0,1,Mike Hillyer,10.97
3.66,166,LYNN PAYNE,3,0,1,Mike Hillyer,10.97
3.66,214,KRISTIN JOHNSTON,3,0,2,Jon Stephens,10.97
3.66,233,LILLIE KIM,3,0,2,Jon Stephens,10.97
3.66,238,NELLIE GARRETT,3,0,1,Mike Hillyer,10.97
3.66,381,BOBBY BOUDREAU,3,0,1,Mike Hillyer,10.97
3.66,428,HERBERT KRUGER,3,0,1,Mike Hillyer,10.97
3.66,44,MARIE TURNER,3,0,1,Mike Hillyer,10.97
3.66,451,JIM REA,6,1,1,Mike Hillyer,21.94
3.66,452,TOM MILNER,3,0,2,Jon Stephens,10.97
3.66,463,DARRELL POWER,3,0,1,Mike Hillyer,10.97
3.66,473,JORGE OLIVARES,3,0,2,Jon Stephens,10.97
3.66,540,TYRONE ASHER,3,0,2,Jon Stephens,10.97
3.66,561,IAN STILL,3,0,2,Jon Stephens,10.97
3.66,59,CHERYL MURPHY,3,0,1,Mike Hillyer,10.97
3.66,86,JACQUELINE LONG,3,0,1,Mike Hillyer,10.97
3.74,196,ALMA AUSTIN,4,0,1,Mike Hillyer,14.96
3.74,230,JOY GEORGE,4,0,2,Jon Stephens,14.96
3.74,333,ANDREW PURDY,4,0,1,Mike Hillyer,14.96
3.74,85,ANNE POWELL,4,0,1,Mike Hillyer,14.96
3.79,27,SHIRLEY ALLEN,5,1,2,Jon Stephens,18.95
3.79,329,FRANK WAGGONER,5,1,1,Mike Hillyer,18.95
3.79,457,BILL GAVIN,5,1,1,Mike Hillyer,18.95
3.79,498,GENE SANBORN,5,1,1,Mike Hillyer,18.95
3.82,31,BRENDA WRIGHT,6,1,2,Jon Stephens,22.94
3.82,561,IAN STILL,6,1,1,Mike Hillyer,22.94
3.99,1,MARY SMITH,3,0,2,Jon Stephens,11.97
3.99,10,DOROTHY TAYLOR,1,0,2,Jon Stephens,3.99
3.99,105,DAWN SULLIVAN,3,0,2,Jon Stephens,11.97
3.99,107,FLORENCE WOODS,1,0,1,Mike Hillyer,3.99
3.99,132,ESTHER CRAWFORD,2,0,2,Jon Stephens,7.98
3.99,137,RHONDA KENNEDY,1,0,2,Jon Stephens,3.99
3.99,140,EVA RAMOS,2,0,1,Mike Hillyer,7.98
3.99,140,EVA RAMOS,2,0,2,Jon Stephens,7.98
3.99,147,JOANNE ROBERTSON,2,0,1,Mike Hillyer,7.98
3.99,151,MEGAN PALMER,1,0,1,Mike Hillyer,3.99
3.99,16,SANDRA MARTIN,2,0,2,Jon Stephens,7.98
3.99,160,ERIN DUNN,2,0,2,Jon Stephens,7.98
3.99,163,CATHY SPENCER,2,0,1,Mike Hillyer,7.98
3.99,164,JOANN GARDNER,2,0,2,Jon Stephens,7.98
3.99,165,LORRAINE STEPHENS,1,0,1,Mike Hillyer,3.99
3.99,169,ERICA MATTHEWS,2,0,1,Mike Hillyer,7.98
3.99,173,AUDREY RAY,2,0,1,Mike Hillyer,7.98
3.99,177,SAMANTHA DUNCAN,2,0,2,Jon Stephens,7.98
3.99,183,IDA ANDREWS,2,0,2,Jon Stephens,7.98
3.99,186,HOLLY FOX,4,0,1,Mike Hillyer,15.96
3.99,190,YOLANDA WEAVER,5,1,1,Mike Hillyer,19.95
3.99,192,LAURIE LAWRENCE,1,0,1,Mike Hillyer,3.99
3.99,194,KRISTEN CHAVEZ,5,1,1,Mike Hillyer,19.95
3.99,203,TARA RYAN,2,0,1,Mike Hillyer,7.98
3.99,206,TERRI VASQUEZ,3,0,2,Jon Stephens,11.97
3.99,207,GERTRUDE CASTILLO,1,0,2,Jon Stephens,3.99
3.99,216,NATALIE MEYER,2,0,2,Jon Stephens,7.98
3.99,234,CLAUDIA FULLER,2,0,1,Mike Hillyer,7.98
3.99,239,MINNIE ROMERO,2,0,2,Jon Stephens,7.98
3.99,24,KIMBERLY LEE,3,0,1,Mike Hillyer,11.97
3.99,248,CAROLINE BOWMAN,1,0,1,Mike Hillyer,3.99
3.99,256,MABEL HOLLAND,4,0,2,Jon Stephens,15.96
3.99,262,PATSY DAVIDSON,3,0,1,Mike Hillyer,11.97
3.99,264,GWENDOLYN MAY,1,0,2,Jon Stephens,3.99
3.99,269,CASSANDRA WALTERS,1,0,1,Mike Hillyer,3.99
3.99,27,SHIRLEY ALLEN,3,0,1,Mike Hillyer,11.97
3.99,275,CAROLE BARNETT,2,0,1,Mike Hillyer,7.98
3.99,277,OLGA JIMENEZ,3,0,1,Mike Hillyer,11.97
3.99,280,TRACEY BARRETT,1,0,1,Mike Hillyer,3.99
3.99,282,JENNY CASTRO,2,0,2,Jon Stephens,7.98
3.99,284,SONIA GREGORY,2,0,2,Jon Stephens,7.98
3.99,292,MISTY LAMBERT,2,0,1,Mike Hillyer,7.98
3.99,306,CHARLES KOWALSKI,2,0,2,Jon Stephens,7.98
3.99,311,PAUL TROUT,2,0,2,Jon Stephens,7.98
3.99,313,DONALD MAHON,2,0,2,Jon Stephens,7.98
3.99,319,RONALD WEINER,2,0,1,Mike Hillyer,7.98
3.99,32,AMY LOPEZ,4,0,2,Jon Stephens,15.96
3.99,340,PATRICK NEWSOM,5,1,1,Mike Hillyer,19.95
3.99,352,ALBERT CROUSE,4,0,1,Mike Hillyer,15.96
3.99,354,JUSTIN NGO,4,0,1,Mike Hillyer,15.96
3.99,372,STEVE MACKENZIE,3,0,1,Mike Hillyer,11.97
3.99,380,RUSSELL BRINSON,6,1,1,Mike Hillyer,23.94
3.99,384,ERNEST STEPP,4,0,2,Jon Stephens,15.96
3.99,388,CRAIG MORRELL,3,0,1,Mike Hillyer,11.97
3.99,390,SHAWN HEATON,3,0,2,Jon Stephens,11.97
3.99,4,BARBARA JONES,3,0,1,Mike Hillyer,11.97
3.99,400,BRYAN HARDISON,1,0,1,Mike Hillyer,3.99
3.99,400,BRYAN HARDISON,2,0,2,Jon Stephens,7.98
3.99,404,STANLEY SCROGGINS,2,0,1,Mike Hillyer,7.98
3.99,404,STANLEY SCROGGINS,2,0,2,Jon Stephens,7.98
3.99,405,LEONARD SCHOFIELD,3,0,1,Mike Hillyer,11.97
3.99,408,MANUEL MURRELL,2,0,2,Jon Stephens,7.98
3.99,410,CURTIS IRBY,4,0,1,Mike Hillyer,15.96
3.99,417,TRAVIS ESTEP,1,0,1,Mike Hillyer,3.99
3.99,420,JACOB LANCE,1,0,2,Jon Stephens,3.99
3.99,422,MELVIN ELLINGTON,3,0,1,Mike Hillyer,11.97
3.99,423,ALFRED CASILLAS,2,0,2,Jon Stephens,7.98
3.99,426,BRADLEY MOTLEY,5,1,1,Mike Hillyer,19.95
3.99,446,THEODORE CULP,2,0,1,Mike Hillyer,7.98
3.99,449,OSCAR AQUINO,2,0,2,Jon Stephens,7.98
3.99,46,CATHERINE CAMPBELL,2,0,1,Mike Hillyer,7.98
3.99,466,LEO EBERT,1,0,1,Mike Hillyer,3.99
3.99,468,TIM CARY,2,0,2,Jon Stephens,7.98
3.99,468,TIM CARY,4,0,1,Mike Hillyer,15.96
3.99,471,DEAN SAUER,4,0,2,Jon Stephens,15.96
3.99,476,DERRICK BOURQUE,2,0,2,Jon Stephens,7.98
3.99,478,LEWIS LYMAN,2,0,1,Mike Hillyer,7.98
3.99,484,ROBERTO VU,1,0,2,Jon Stephens,3.99
3.99,487,HECTOR POINDEXTER,1,0,2,Jon Stephens,3.99
3.99,489,RICARDO MEADOR,1,0,2,Jon Stephens,3.99
3.99,490,SAM MCDUFFIE,1,0,1,Mike Hillyer,3.99
3.99,492,LESTER KRAUS,3,0,2,Jon Stephens,11.97
3.99,493,BRENT HARKINS,1,0,2,Jon Stephens,3.99
3.99,499,MARC OUTLAW,3,0,2,Jon Stephens,11.97
3.99,5,ELIZABETH BROWN,1,0,1,Mike Hillyer,3.99
3.99,5,ELIZABETH BROWN,4,0,2,Jon Stephens,15.96
3.99,50,DIANE COLLINS,2,0,1,Mike Hillyer,7.98
3.99,506,LESLIE SEWARD,2,0,2,Jon Stephens,7.98
3.99,517,BRAD MCCURDY,2,0,2,Jon Stephens,7.98
3.99,52,JULIE SANCHEZ,2,0,1,Mike Hillyer,7.98
3.99,523,HARVEY GUAJARDO,2,0,2,Jon Stephens,7.98
3.99,524,JARED ELY,2,0,2,Jon Stephens,7.98
3.99,532,NEIL RENNER,1,0,2,Jon Stephens,3.99
3.99,540,TYRONE ASHER,2,0,1,Mike Hillyer,7.98
3.99,546,KELLY KNOTT,3,0,1,Mike Hillyer,11.97
3.99,551,CLAYTON BARBEE,1,0,1,Mike Hillyer,3.99
3.99,566,CASEY MENA,3,0,1,Mike Hillyer,11.97
3.99,575,ISAAC OGLESBY,2,0,2,Jon Stephens,7.98
3.99,587,SERGIO STANFIELD,2,0,1,Mike Hillyer,7.98
3.99,587,SERGIO STANFIELD,2,0,2,Jon Stephens,7.98
3.99,591,KENT ARSENAULT,2,0,2,Jon Stephens,7.98
3.99,592,TERRANCE ROUSH,3,0,1,Mike Hillyer,11.97
3.99,595,TERRENCE GUNDERSON,2,0,2,Jon Stephens,7.98
3.99,66,JANICE WARD,5,1,1,Mike Hillyer,19.95
3.99,69,JUDY GRAY,2,0,1,Mike Hillyer,7.98
3.99,76,IRENE PRICE,2,0,1,Mike Hillyer,7.98
3.99,77,JANE BENNETT,3,0,1,Mike Hillyer,11.97
3.99,79,RACHEL BARNES,2,0,2,Jon Stephens,7.98
3.99,8,SUSAN WILSON,2,0,2,Jon Stephens,7.98
3.99,87,WANDA PATTERSON,2,0,1,Mike Hillyer,7.98
3.99,94,NORMA GONZALES,2,0,1,Mike Hillyer,7.98
3.99,94,NORMA GONZALES,3,0,2,Jon Stephens,11.97
3.99,96,DIANA ALEXANDER,4,0,2,Jon Stephens,15.96
3.99,97,ANNIE RUSSELL,2,0,2,Jon Stephens,7.98
3.99,99,EMILY DIAZ,2,0,1,Mike Hillyer,7.98
4.16,459,TOMMY COLLAZO,6,1,2,Jon Stephens,24.94
4.19,215,JESSIE BANKS,5,1,2,Jon Stephens,20.95
4.19,479,ZACHARY HITE,5,1,2,Jon Stephens,20.95
4.19,515,ANDRE RAPP,5,1,2,Jon Stephens,20.95
4.24,196,ALMA AUSTIN,4,0,2,Jon Stephens,16.96
4.24,268,NINA SOTO,4,0,2,Jon Stephens,16.96
4.24,277,OLGA JIMENEZ,4,0,2,Jon Stephens,16.96
4.24,364,BENJAMIN VARNEY,4,0,2,Jon Stephens,16.96
4.24,365,BRUCE SCHWARZ,4,0,1,Mike Hillyer,16.96
4.24,516,ELMER NOE,4,0,1,Mike Hillyer,16.96
4.28,267,MARGIE WADE,7,1,2,Jon Stephens,29.93
4.32,129,CARRIE PORTER,3,0,1,Mike Hillyer,12.97
4.32,130,CHARLOTTE HUNTER,3,0,1,Mike Hillyer,12.97
4.32,133,PAULINE HENRY,3,0,2,Jon Stephens,12.97
4.32,146,JAMIE RICE,3,0,2,Jon Stephens,12.97
4.32,249,DORA MEDINA,3,0,2,Jon Stephens,12.97
4.32,293,MAE FLETCHER,3,0,2,Jon Stephens,12.97
4.32,299,JAMES GANNON,3,0,2,Jon Stephens,12.97
4.32,325,TIMOTHY BUNN,3,0,2,Jon Stephens,12.97
4.32,349,JOE GILLILAND,3,0,1,Mike Hillyer,12.97
4.32,363,ROY WHITING,3,0,2,Jon Stephens,12.97
4.32,371,BILLY POULIN,3,0,1,Mike Hillyer,12.97
4.32,402,LUIS YANEZ,3,0,2,Jon Stephens,12.97
4.32,430,RAY HOULE,3,0,1,Mike Hillyer,12.97
4.32,54,TERESA ROGERS,3,0,1,Mike Hillyer,12.97
4.32,55,DORIS REED,3,0,1,Mike Hillyer,12.97
4.32,562,WALLACE SLONE,3,0,1,Mike Hillyer,12.97
4.32,67,KELLY TORRES,3,0,1,Mike Hillyer,12.97
4.32,81,ANDREA HENDERSON,3,0,1,Mike Hillyer,12.97
4.49,116,VICTORIA GIBSON,2,0,1,Mike Hillyer,8.98
4.49,119,SHERRY MARSHALL,2,0,2,Jon Stephens,8.98
4.49,147,JOANNE ROBERTSON,2,0,2,Jon Stephens,8.98
4.49,15,HELEN HARRIS,2,0,1,Mike Hillyer,8.98
4.49,181,ANA BRADLEY,2,0,1,Mike Hillyer,8.98
4.49,187,BRITTANY RILEY,2,0,1,Mike Hillyer,8.98
4.49,200,JEANNE LAWSON,2,0,1,Mike Hillyer,8.98
4.49,25,DEBORAH WALKER,4,0,1,Mike Hillyer,17.96
4.49,267,MARGIE WADE,2,0,1,Mike Hillyer,8.98
4.49,307,JOSEPH JOY,2,0,2,Jon Stephens,8.98
4.49,310,DANIEL CABRAL,2,0,1,Mike Hillyer,8.98
4.49,318,BRIAN WYMAN,2,0,2,Jon Stephens,8.98
4.49,339,WALTER PERRYMAN,2,0,2,Jon Stephens,8.98
4.49,342,HAROLD MARTINO,2,0,1,Mike Hillyer,8.98
4.49,346,ARTHUR SIMPKINS,2,0,1,Mike Hillyer,8.98
4.49,392,SEAN DOUGLASS,4,0,2,Jon Stephens,17.96
4.49,42,CAROLYN PEREZ,2,0,1,Mike Hillyer,8.98
4.49,431,JOEL FRANCISCO,2,0,1,Mike Hillyer,8.98
4.49,437,RANDALL NEUMANN,2,0,2,Jon Stephens,8.98
4.49,439,ALEXANDER FENNELL,4,0,1,Mike Hillyer,17.96
4.49,442,LEROY BUSTAMANTE,2,0,1,Mike Hillyer,8.98
4.49,45,JANET PHILLIPS,2,0,1,Mike Hillyer,8.98
4.49,470,GORDON ALLARD,2,0,2,Jon Stephens,8.98
4.49,491,RICK MATTOX,4,0,2,Jon Stephens,17.96
4.49,497,GILBERT SLEDGE,2,0,1,Mike Hillyer,8.98
4.49,500,REGINALD KINDER,2,0,1,Mike Hillyer,8.98
4.49,502,BRETT CORNWELL,2,0,2,Jon Stephens,8.98
4.49,504,NATHANIEL ADAM,2,0,1,Mike Hillyer,8.98
4.49,526,KARL SEAL,4,0,1,Mike Hillyer,17.96
4.49,539,MATHEW BOLIN,2,0,2,Jon Stephens,8.98
4.49,571,JOHNNIE CHISHOLM,2,0,2,Jon Stephens,8.98
4.49,599,AUSTIN CINTRON,2,0,1,Mike Hillyer,8.98
4.49,71,KATHY JAMES,2,0,2,Jon Stephens,8.98
4.49,74,DENISE KELLY,2,0,2,Jon Stephens,8.98
4.49,83,LOUISE JENKINS,2,0,2,Jon Stephens,8.98
4.59,178,MARION SNYDER,5,1,2,Jon Stephens,22.95
4.59,200,JEANNE LAWSON,5,1,2,Jon Stephens,22.95
4.66,171,DOLORES WAGNER,6,1,2,Jon Stephens,27.94
4.66,229,TAMARA NGUYEN,3,0,1,Mike Hillyer,13.97
4.66,261,DEANNA BYRD,3,0,2,Jon Stephens,13.97
4.66,283,FELICIA SUTTON,3,0,2,Jon Stephens,13.97
4.66,389,ALAN KAHN,3,0,1,Mike Hillyer,13.97
4.66,396,EARL SHANKS,3,0,2,Jon Stephens,13.97
4.66,427,JESUS MCCARTNEY,3,0,1,Mike Hillyer,13.97
4.66,432,EDWIN BURK,3,0,2,Jon Stephens,13.97
4.66,489,RICARDO MEADOR,3,0,1,Mike Hillyer,13.97
4.66,491,RICK MATTOX,3,0,1,Mike Hillyer,13.97
4.66,556,ARMANDO GRUBER,3,0,2,Jon Stephens,13.97
4.66,570,IVAN CROMWELL,6,1,2,Jon Stephens,27.94
4.66,577,CLIFTON MALCOLM,3,0,2,Jon Stephens,13.97
4.66,590,SETH HANNON,3,0,2,Jon Stephens,13.97
4.66,88,BONNIE HUGHES,3,0,1,Mike Hillyer,13.97
4.74,122,THELMA MURRAY,4,0,2,Jon Stephens,18.96
4.74,201,VICKI FIELDS,4,0,1,Mike Hillyer,18.96
4.74,297,SHERRI RHODES,4,0,1,Mike Hillyer,18.96
4.74,298,ERIKA PENA,4,0,2,Jon Stephens,18.96
4.74,299,JAMES GANNON,4,0,1,Mike Hillyer,18.96
4.74,310,DANIEL CABRAL,4,0,2,Jon Stephens,18.96
4.74,320,ANTHONY SCHWAB,4,0,2,Jon Stephens,18.96
4.74,341,PETER MENARD,4,0,1,Mike Hillyer,18.96
4.74,360,RALPH MADRIGAL,4,0,2,Jon Stephens,18.96
4.74,448,MIGUEL BETANCOURT,4,0,2,Jon Stephens,18.96
4.79,526,KARL SEAL,5,1,2,Jon Stephens,23.95
4.82,234,CLAUDIA FULLER,6,1,2,Jon Stephens,28.94
4.99,1,MARY SMITH,4,0,1,Mike Hillyer,19.96
4.99,103,GLADYS HAMILTON,1,0,2,Jon Stephens,4.99
4.99,106,CONNIE WALLACE,2,0,1,Mike Hillyer,9.98
4.99,108,TRACY COLE,2,0,2,Jon Stephens,9.98
4.99,108,TRACY COLE,3,0,1,Mike Hillyer,14.97
4.99,112,ROSA REYNOLDS,2,0,1,Mike Hillyer,9.98
4.99,118,KIM CRUZ,1,0,1,Mike Hillyer,4.99
4.99,125,ETHEL WEBB,4,0,1,Mike Hillyer,19.96
4.99,127,ELAINE STEVENS,1,0,1,Mike Hillyer,4.99
4.99,13,KAREN JACKSON,4,0,1,Mike Hillyer,19.96
4.99,131,MONICA HICKS,1,0,2,Jon Stephens,4.99
4.99,14,BETTY WHITE,1,0,2,Jon Stephens,4.99
4.99,141,DEBBIE REYES,1,0,1,Mike Hillyer,4.99
4.99,144,CLARA SHAW,1,0,2,Jon Stephens,4.99
4.99,152,ALICIA MILLS,1,0,1,Mike Hillyer,4.99
4.99,167,SALLY PIERCE,2,0,1,Mike Hillyer,9.98
4.99,168,REGINA BERRY,1,0,2,Jon Stephens,4.99
4.99,170,BEATRICE ARNOLD,2,0,2,Jon Stephens,9.98
4.99,171,DOLORES WAGNER,1,0,1,Mike Hillyer,4.99
4.99,174,YVONNE WATKINS,2,0,2,Jon Stephens,9.98
4.99,179,DANA HART,1,0,1,Mike Hillyer,4.99
4.99,182,RENEE LANE,2,0,2,Jon Stephens,9.98
4.99,185,ROBERTA HARPER,3,0,1,Mike Hillyer,14.97
4.99,186,HOLLY FOX,2,0,2,Jon Stephens,9.98
4.99,188,MELANIE ARMSTRONG,1,0,1,Mike Hillyer,4.99
4.99,197,SUE PETERS,4,0,2,Jon Stephens,19.96
4.99,20,SHARON ROBINSON,1,0,1,Mike Hillyer,4.99
4.99,209,TONYA CHAPMAN,1,0,2,Jon Stephens,4.99
4.99,209,TONYA CHAPMAN,3,0,1,Mike Hillyer,14.97
4.99,217,AGNES BISHOP,3,0,1,Mike Hillyer,14.97
4.99,223,MELINDA FERNANDEZ,1,0,1,Mike Hillyer,4.99
4.99,224,PEARL GARZA,1,0,2,Jon Stephens,4.99
4.99,226,MAUREEN LITTLE,1,0,1,Mike Hillyer,4.99
4.99,227,COLLEEN BURTON,2,0,1,Mike Hillyer,9.98
4.99,235,JACKIE LYNCH,1,0,1,Mike Hillyer,4.99
4.99,240,MARLENE WELCH,1,0,1,Mike Hillyer,4.99
4.99,240,MARLENE WELCH,2,0,2,Jon Stephens,9.98
4.99,242,GLENDA FRAZIER,3,0,1,Mike Hillyer,14.97
4.99,242,GLENDA FRAZIER,3,0,2,Jon Stephens,14.97
4.99,250,JO FOWLER,1,0,1,Mike Hillyer,4.99
4.99,251,VICKIE BREWER,2,0,1,Mike Hillyer,9.98
4.99,252,MATTIE HOFFMAN,1,0,2,Jon Stephens,4.99
4.99,253,TERRY CARLSON,2,0,1,Mike Hillyer,9.98
4.99,253,TERRY CARLSON,4,0,2,Jon Stephens,19.96
4.99,255,IRMA PEARSON,2,0,1,Mike Hillyer,9.98
4.99,256,MABEL HOLLAND,3,0,1,Mike Hillyer,14.97
4.99,257,MARSHA DOUGLAS,1,0,2,Jon Stephens,4.99
4.99,258,MYRTLE FLEMING,2,0,2,Jon Stephens,9.98
4.99,260,CHRISTY VARGAS,5,1,1,Mike Hillyer,24.95
4.99,266,NORA HERRERA,1,0,1,Mike Hillyer,4.99
4.99,269,CASSANDRA WALTERS,2,0,2,Jon Stephens,9.98
4.99,289,VIOLET RODRIQUEZ,4,0,2,Jon Stephens,19.96
4.99,290,KRISTINA CHAMBERS,3,0,2,Jon Stephens,14.97
4.99,297,SHERRI RHODES,1,0,2,Jon Stephens,4.99
4.99,303,WILLIAM SATTERFIELD,1,0,2,Jon Stephens,4.99
4.99,304,DAVID ROYAL,2,0,2,Jon Stephens,9.98
4.99,308,THOMAS GRIGSBY,2,0,2,Jon Stephens,9.98
4.99,309,CHRISTOPHER GRECO,1,0,1,Mike Hillyer,4.99
4.99,311,PAUL TROUT,1,0,1,Mike Hillyer,4.99
4.99,316,STEVEN CURLEY,3,0,1,Mike Hillyer,14.97
4.99,317,EDWARD BAUGH,2,0,2,Jon Stephens,9.98
4.99,320,ANTHONY SCHWAB,1,0,1,Mike Hillyer,4.99
4.99,323,MATTHEW MAHAN,1,0,1,Mike Hillyer,4.99
4.99,326,JOSE ANDREW,2,0,1,Mike Hillyer,9.98
4.99,327,LARRY THRASHER,2,0,1,Mike Hillyer,9.98
4.99,334,RAYMOND MCWHORTER,1,0,1,Mike Hillyer,4.99
4.99,335,GREGORY MAULDIN,1,0,1,Mike Hillyer,4.99
4.99,337,JERRY JORDON,1,0,2,Jon Stephens,4.99
4.99,338,DENNIS GILMAN,2,0,2,Jon Stephens,9.98
4.99,338,DENNIS GILMAN,5,1,1,Mike Hillyer,24.95
4.99,344,HENRY BILLINGSLEY,1,0,2,Jon Stephens,4.99
4.99,345,CARL ARTIS,1,0,1,Mike Hillyer,4.99
4.99,347,RYAN SALISBURY,2,0,2,Jon Stephens,9.98
4.99,35,VIRGINIA GREEN,1,0,2,Jon Stephens,4.99
4.99,352,ALBERT CROUSE,1,0,2,Jon Stephens,4.99
4.99,357,KEITH RICO,3,0,2,Jon Stephens,14.97
4.99,363,ROY WHITING,2,0,1,Mike Hillyer,9.98
4.99,368,HARRY ARCE,1,0,2,Jon Stephens,4.99
4.99,37,PAMELA BAKER,1,0,1,Mike Hillyer,4.99
4.99,373,LOUIS LEONE,2,0,1,Mike Hillyer,9.98
4.99,382,VICTOR BARKLEY,1,0,2,Jon Stephens,4.99
4.99,386,TODD TAN,2,0,2,Jon Stephens,9.98
4.99,394,CHRIS BROTHERS,1,0,2,Jon Stephens,4.99
4.99,405,LEONARD SCHOFIELD,3,0,2,Jon Stephens,14.97
4.99,41,STEPHANIE MITCHELL,1,0,1,Mike Hillyer,4.99
4.99,415,GLENN PULLEN,1,0,2,Jon Stephens,4.99
4.99,416,JEFFERY PINSON,1,0,1,Mike Hillyer,4.99
4.99,421,LEE HAWKS,2,0,1,Mike Hillyer,9.98
4.99,43,CHRISTINE ROBERTS,1,0,2,Jon Stephens,4.99
4.99,438,BARRY LOVELACE,3,0,1,Mike Hillyer,14.97
4.99,44,MARIE TURNER,1,0,2,Jon Stephens,4.99
4.99,441,MARIO CHEATHAM,1,0,1,Mike Hillyer,4.99
4.99,441,MARIO CHEATHAM,1,0,2,Jon Stephens,4.99
4.99,442,LEROY BUSTAMANTE,2,0,2,Jon Stephens,9.98
4.99,444,MARCUS HIDALGO,4,0,2,Jon Stephens,19.96
4.99,447,CLIFFORD BOWENS,1,0,1,Mike Hillyer,4.99
4.99,46,CATHERINE CAMPBELL,5,1,2,Jon Stephens,24.95
4.99,462,WARREN SHERROD,1,0,1,Mike Hillyer,4.99
4.99,463,DARRELL POWER,1,0,2,Jon Stephens,4.99
4.99,464,JEROME KENYON,1,0,2,Jon Stephens,4.99
4.99,471,DEAN SAUER,1,0,1,Mike Hillyer,4.99
4.99,477,DAN PAINE,1,0,2,Jon Stephens,4.99
4.99,484,ROBERTO VU,3,0,1,Mike Hillyer,14.97
4.99,488,SHANE MILLARD,2,0,2,Jon Stephens,9.98
4.99,507,EDGAR RHOADS,1,0,1,Mike Hillyer,4.99
4.99,507,EDGAR RHOADS,2,0,2,Jon Stephens,9.98
4.99,508,MILTON HOWLAND,1,0,2,Jon Stephens,4.99
4.99,509,RAUL FORTIER,1,0,2,Jon Stephens,4.99
4.99,512,CECIL VINES,1,0,2,Jon Stephens,4.99
4.99,512,CECIL VINES,2,0,1,Mike Hillyer,9.98
4.99,513,DUANE TUBBS,2,0,2,Jon Stephens,9.98
4.99,515,ANDRE RAPP,1,0,1,Mike Hillyer,4.99
4.99,517,BRAD MCCURDY,3,0,1,Mike Hillyer,14.97
4.99,522,ARNOLD HAVENS,2,0,2,Jon Stephens,9.98
4.99,528,CLAUDE HERZOG,1,0,1,Mike Hillyer,4.99
4.99,532,NEIL RENNER,1,0,1,Mike Hillyer,4.99
4.99,535,JAVIER ELROD,2,0,1,Mike Hillyer,9.98
4.99,536,FERNANDO CHURCHILL,1,0,1,Mike Hillyer,4.99
4.99,542,LONNIE TIRADO,1,0,1,Mike Hillyer,4.99
4.99,551,CLAYTON BARBEE,1,0,2,Jon Stephens,4.99
4.99,559,EVERETT BANDA,2,0,2,Jon Stephens,9.98
4.99,560,JORDAN ARCHULETA,1,0,1,Mike Hillyer,4.99
4.99,562,WALLACE SLONE,1,0,2,Jon Stephens,4.99
4.99,565,JAIME NETTLES,1,0,2,Jon Stephens,4.99
4.99,566,CASEY MENA,1,0,2,Jon Stephens,4.99
4.99,567,ALFREDO MCADAMS,1,0,2,Jon Stephens,4.99
4.99,568,ALBERTO HENNING,1,0,1,Mike Hillyer,4.99
4.99,570,IVAN CROMWELL,1,0,1,Mike Hillyer,4.99
4.99,573,BYRON BOX,3,0,1,Mike Hillyer,14.97
4.99,581,VIRGIL WOFFORD,1,0,1,Mike Hillyer,4.99
4.99,583,MARSHALL THORN,3,0,1,Mike Hillyer,14.97
4.99,583,MARSHALL THORN,3,0,2,Jon Stephens,14.97
4.99,593,RENE MCALISTER,2,0,1,Mike Hillyer,9.98
4.99,594,EDUARDO HIATT,3,0,1,Mike Hillyer,14.97
4.99,60,MILDRED BAILEY,2,0,2,Jon Stephens,9.98
4.99,66,JANICE WARD,2,0,2,Jon Stephens,9.98
4.99,70,CHRISTINA RAMIREZ,1,0,1,Mike Hillyer,4.99
4.99,71,KATHY JAMES,1,0,1,Mike Hillyer,4.99
