customer_id,customer_name,city,country,payment_date,payment_count,daily_payment_sum,distinct_store_count,stores,distinct_staff_count,staff_members,avg_daily_sum_prev_30d,deviation_amount,deviation_ratio,deviation_rank
103,GLADYS HAMILTON,Ilorin,Nigeria,2005-08-23,5,25.95,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.6,24.35,16.26,1
103,GLADYS HAMILTON,Ilorin,Nigeria,2005-07-07,3,11.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.66,11.31,18.01,2
104,RITA GRAHAM,Toulon,France,2005-07-08,3,15.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.7,15.27,22.88,1
104,RITA GRAHAM,Toulon,France,2005-08-19,4,11.96,2,"2,1",1,1:Mike Hillyer,0.73,11.23,16.35,2
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-07-30,4,22.96,2,"2,1",1,2:Jon Stephens,0.86,22.1,26.55,1
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-08-23,3,12.97,2,"2,1",1,2:Jon Stephens,1.53,11.44,8.48,2
106,CONNIE WALLACE,Ivanovo,Russian Federation,2005-08-01,3,20.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.4,19.57,15.01,1
106,CONNIE WALLACE,Ivanovo,Russian Federation,2005-07-27,3,9.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.53,9.44,18.74,2
107,FLORENCE WOODS,Merlo,Argentina,2005-06-20,4,9.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.9,9.06,11.09,1
108,TRACY COLE,Huixquilucan,Mexico,2005-07-29,3,15.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.03,14.94,15.5,1
109,EDNA WEST,Klerksdorp,South Africa,2005-05-31,3,15.97,2,"1,2",1,1:Mike Hillyer,0.4,15.57,40.06,1
110,TIFFANY JORDAN,Enshi,China,2005-07-27,3,4.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.6,4.37,8.3,1
111,CARMEN OWENS,Caracas,Venezuela,2005-08-02,3,12.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.16,11.81,11.15,1
112,ROSA REYNOLDS,Lancaster,United States,2005-07-31,4,17.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.1,16.86,16.36,1
112,ROSA REYNOLDS,Lancaster,United States,2005-08-17,3,16.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.63,15.34,10.41,2
113,CINDY FISHER,Cuman,Venezuela,2005-06-20,3,16.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.43,16.54,39.31,1
113,CINDY FISHER,Cuman,Venezuela,2005-08-01,3,7.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.46,6.51,5.45,2
114,GRACE ELLIS,Duisburg,Germany,2005-07-27,3,8.97,2,"1,2",1,2:Jon Stephens,0.86,8.11,10.38,1
114,GRACE ELLIS,Duisburg,Germany,2005-08-23,4,8.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.23,6.73,4.02,2
115,WENDY HARRISON,Nezahualcyotl,Mexico,2005-07-11,3,6.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.66,6.31,10.49,1
117,EDITH MCDONALD,Gandhinagar,India,2005-08-18,4,17.96,2,"1,2",1,1:Mike Hillyer,0.5,17.46,36.02,1
119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-08-22,3,15.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.49,13.48,6.4,1
119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-08-21,4,14.96,2,"1,2",1,2:Jon Stephens,2.0,12.96,7.5,2
119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-08-01,3,11.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.5,10.47,8.0,3
120,SYLVIA ORTIZ,Dos Quebradas,Colombia,2005-08-21,3,19.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.56,18.41,12.78,1
120,SYLVIA ORTIZ,Dos Quebradas,Colombia,2005-07-07,3,10.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.0,9.97,10.99,2
121,JOSEPHINE GOMEZ,Etawah,India,2005-08-21,4,25.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.86,24.1,13.94,1
121,JOSEPHINE GOMEZ,Etawah,India,2005-08-18,3,7.97,2,"1,2",1,2:Jon Stephens,1.36,6.61,5.84,2
121,JOSEPHINE GOMEZ,Etawah,India,2005-07-27,3,4.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.2,4.77,24.93,3
122,THELMA MURRAY,Lima,Peru,2005-06-18,3,9.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.5,9.47,19.99,1
122,THELMA MURRAY,Lima,Peru,2005-07-28,3,8.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.4,7.57,6.42,2
123,SHANNON FREEMAN,Varanasi (Benares),India,2005-07-28,4,12.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.6,12.36,21.64,1
123,SHANNON FREEMAN,Varanasi (Benares),India,2005-08-23,3,9.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.0,7.97,5.0,2
124,SHEILA WELLS,Ktahya,Turkey,2005-05-31,3,14.97,2,"1,2",1,2:Jon Stephens,0.03,14.94,453.64,1
125,ETHEL WEBB,Boksburg,South Africa,2005-07-29,3,10.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.03,9.94,10.64,1
125,ETHEL WEBB,Boksburg,South Africa,2005-07-31,3,8.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.9,7.07,4.73,2
126,ELLEN SIMPSON,Po,Brazil,2005-07-06,3,18.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.1,18.87,190.33,1
126,ELLEN SIMPSON,Po,Brazil,2005-08-19,3,11.97,2,"2,1",1,2:Jon Stephens,1.2,10.77,10.0,2
126,ELLEN SIMPSON,Po,Brazil,2005-08-17,3,9.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.87,9.11,11.53,3
127,ELAINE STEVENS,Smolensk,Russian Federation,2005-08-19,3,10.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.56,9.41,7.01,1
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-07-30,3,14.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.36,13.61,10.98,1
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-08-19,4,10.96,2,"1,2",1,2:Jon Stephens,1.3,9.66,8.45,2
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-07-31,3,9.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.86,8.11,5.35,3
129,CARRIE PORTER,Liaocheng,China,2005-07-31,4,26.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.96,26.0,28.0,1
129,CARRIE PORTER,Liaocheng,China,2005-08-20,4,21.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.96,20.0,11.19,2
129,CARRIE PORTER,Liaocheng,China,2005-08-01,5,14.95,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.86,13.09,8.03,3
129,CARRIE PORTER,Liaocheng,China,2005-06-19,3,9.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.03,9.94,302.12,4
129,CARRIE PORTER,Liaocheng,China,2005-07-06,3,6.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.66,6.31,10.49,5
129,CARRIE PORTER,Liaocheng,China,2005-07-09,3,6.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.13,5.84,6.17,6
131,MONICA HICKS,Mukateve,Ukraine,2005-08-19,4,18.96,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.66,17.3,11.41,1
131,MONICA HICKS,Mukateve,Ukraine,2005-08-18,3,11.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.26,10.71,9.47,2
131,MONICA HICKS,Mukateve,Ukraine,2005-07-10,3,9.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",0.93,9.04,10.7,3
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-08-01,4,22.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.5,21.46,15.35,1
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-07-08,3,11.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.96,11.01,12.42,2
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-07-10,3,8.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.46,7.51,6.13,3
133,PAULINE HENRY,Torren,Mexico,2005-07-08,4,19.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.47,19.49,42.89,1
134,EMMA BOYD,Qalyub,Egypt,2005-08-02,4,20.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.63,20.33,33.2,1
135,JUANITA MASON,Pune,India,2005-07-27,3,13.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.73,13.24,19.1,1
135,JUANITA MASON,Pune,India,2005-08-01,3,7.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.93,6.04,4.13,2
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-07-30,4,20.96,1,2,2,"2:Jon Stephens,1:Mike Hillyer",2.03,18.93,10.33,1
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-08-23,3,17.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",3.56,14.41,5.05,2
138,HAZEL WARREN,Hohhot,China,2005-08-01,3,14.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.6,13.38,9.39,1
138,HAZEL WARREN,Hohhot,China,2005-07-28,3,11.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",0.6,11.37,20.03,2
138,HAZEL WARREN,Hohhot,China,2005-07-31,3,11.97,2,"1,2",1,1:Mike Hillyer,1.2,10.77,10.01,3
138,HAZEL WARREN,Hohhot,China,2005-08-21,3,11.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.03,9.94,5.9,4
138,HAZEL WARREN,Hohhot,China,2005-08-02,3,6.97,2,"2,1",1,1:Mike Hillyer,2.09,4.88,3.33,5
139,AMBER DIXON,Touliu,Taiwan,2005-08-22,5,21.95,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.16,20.79,18.86,1
139,AMBER DIXON,Touliu,Taiwan,2005-07-09,3,17.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.63,17.34,28.46,2
141,DEBBIE REYES,Fukuyama,Japan,2005-08-17,3,12.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.63,11.34,7.96,1
141,DEBBIE REYES,Fukuyama,Japan,2005-08-01,3,10.97,2,"1,2",1,1:Mike Hillyer,1.4,9.57,7.86,2
142,APRIL BURNS,Dundee,United Kingdom,2005-07-30,3,16.97,2,"1,2",1,1:Mike Hillyer,0.83,16.14,20.42,1
144,CLARA SHAW,Molodetno,Belarus,2005-07-09,3,17.97,2,"2,1",1,2:Jon Stephens,1.13,16.84,15.89,1
144,CLARA SHAW,Molodetno,Belarus,2005-07-30,4,17.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.5,15.46,7.2,2
144,CLARA SHAW,Molodetno,Belarus,2005-08-17,3,15.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.19,13.78,7.28,3
144,CLARA SHAW,Molodetno,Belarus,2005-08-02,3,14.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",3.53,11.44,4.25,4
144,CLARA SHAW,Molodetno,Belarus,2005-08-01,3,11.97,2,"1,2",1,1:Mike Hillyer,3.13,8.84,3.83,5
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-07,3,20.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.4,20.57,52.56,1
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-08-19,4,15.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.13,14.83,14.12,2
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-11,3,5.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.3,4.67,4.6,3
146,JAMIE RICE,Sterling Heights,United States,2005-07-11,3,19.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.26,18.71,15.8,1
146,JAMIE RICE,Sterling Heights,United States,2005-08-02,4,17.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.23,16.73,14.59,2
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-23,3,20.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.06,18.91,10.17,1
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-22,3,12.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.63,11.34,7.96,2
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-28,4,20.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.33,19.63,15.76,1
148,ELEANOR HUNT,Saint-Denis,Runion,2005-08-22,4,22.96,2,"2,1",1,2:Jon Stephens,3.93,19.04,5.85,2
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-29,4,18.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.03,16.93,9.34,3
148,ELEANOR HUNT,Saint-Denis,Runion,2005-08-21,4,15.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",3.39,12.57,4.7,4
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-31,3,11.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",2.96,9.01,4.04,5
149,VALERIE BLACK,Brockton,United States,2005-06-18,3,18.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.6,18.37,31.69,1
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-19,5,21.95,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.13,20.82,19.41,1
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-21,4,14.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.06,12.9,7.26,2
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-18,3,12.97,2,"2,1",1,2:Jon Stephens,0.7,12.27,18.57,3
151,MEGAN PALMER,Laiwu,China,2005-08-22,3,13.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.3,12.67,10.78,1
151,MEGAN PALMER,Laiwu,China,2005-07-31,3,10.97,2,"1,2",1,1:Mike Hillyer,0.63,10.34,17.39,2
151,MEGAN PALMER,Laiwu,China,2005-06-20,3,7.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.47,7.5,17.12,3
151,MEGAN PALMER,Laiwu,China,2005-07-12,3,5.97,2,"1,2",1,2:Jon Stephens,0.56,5.41,10.57,4
152,ALICIA MILLS,Nagaon,India,2005-08-19,3,11.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.8,11.17,14.99,1
154,MICHELE GRANT,Yuncheng,China,2005-08-22,3,15.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.83,14.14,8.73,1
154,MICHELE GRANT,Yuncheng,China,2005-07-27,3,14.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.93,14.04,16.09,2
155,GAIL KNIGHT,Bern,Switzerland,2005-07-11,3,15.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.0,14.97,16.0,1
155,GAIL KNIGHT,Bern,Switzerland,2005-08-21,3,14.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.1,13.87,13.64,2
156,BERTHA FERGUSON,Ondo,Nigeria,2005-08-22,4,14.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.3,13.66,11.54,1
156,BERTHA FERGUSON,Ondo,Nigeria,2005-07-10,3,8.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.67,8.31,13.49,2
157,DARLENE ROSE,Pyongyang,North Korea,2005-07-29,5,12.95,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.96,11.99,13.44,1
157,DARLENE ROSE,Pyongyang,North Korea,2005-07-27,3,10.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.57,10.41,19.42,2
157,DARLENE ROSE,Pyongyang,North Korea,2005-08-19,3,10.97,2,"1,2",1,1:Mike Hillyer,2.13,8.84,5.16,3
158,VERONICA STONE,Greensboro,United States,2005-08-02,4,15.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.53,14.43,10.44,1
158,VERONICA STONE,Greensboro,United States,2005-08-23,3,14.97,2,"1,2",1,1:Mike Hillyer,1.76,13.21,8.5,2
158,VERONICA STONE,Greensboro,United States,2005-08-20,3,6.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.53,5.44,4.56,3
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-08-02,3,13.97,2,"2,1",1,2:Jon Stephens,1.1,12.87,12.74,1
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-08-23,3,11.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.26,9.71,5.29,2
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-07-31,3,6.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.73,6.24,9.53,3
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-08-22,4,15.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.46,14.5,10.91,1
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-05-28,3,9.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.23,9.74,42.85,2
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-08-01,3,9.97,2,"1,2",1,1:Mike Hillyer,1.4,8.57,7.14,3
162,LAUREN HUDSON,Le Mans,France,2005-07-31,3,14.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.6,14.37,25.01,1
164,JOANN GARDNER,Tarsus,Turkey,2005-07-12,3,8.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.9,8.07,9.99,1
167,SALLY PIERCE,Chandrapur,India,2005-07-09,4,11.96,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.73,11.23,16.35,1
167,SALLY PIERCE,Chandrapur,India,2005-08-23,3,10.97,2,"1,2",1,2:Jon Stephens,1.86,9.11,5.89,2
167,SALLY PIERCE,Chandrapur,India,2005-07-29,4,9.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.13,8.83,8.81,3
168,REGINA BERRY,Jinchang,China,2005-08-17,3,13.97,2,"2,1",1,1:Mike Hillyer,1.2,12.77,11.67,1
168,REGINA BERRY,Jinchang,China,2005-07-30,3,11.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.56,10.41,7.66,2
168,REGINA BERRY,Jinchang,China,2005-07-29,3,10.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.2,9.77,9.16,3
170,BEATRICE ARNOLD,Udaipur,India,2005-07-10,3,15.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.9,15.07,17.79,1
170,BEATRICE ARNOLD,Udaipur,India,2005-07-31,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.36,14.61,11.71,2
171,DOLORES WAGNER,Ipoh,Malaysia,2005-08-19,4,14.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.83,14.13,17.99,1
172,BERNICE WILLIS,Batman,Turkey,2005-07-08,3,17.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.13,17.84,135.79,1
172,BERNICE WILLIS,Batman,Turkey,2005-07-27,4,16.96,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.1,15.86,15.45,2
172,BERNICE WILLIS,Batman,Turkey,2005-07-30,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.83,14.14,8.73,3
172,BERNICE WILLIS,Batman,Turkey,2005-08-19,3,11.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.13,9.84,5.62,4
172,BERNICE WILLIS,Batman,Turkey,2005-08-23,3,10.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.86,8.11,3.83,5
173,AUDREY RAY,Graz,Austria,2005-07-29,3,16.97,2,"1,2",1,2:Jon Stephens,1.1,15.87,15.47,1
173,AUDREY RAY,Graz,Austria,2005-08-23,3,12.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.66,11.31,7.8,2
173,AUDREY RAY,Graz,Austria,2005-07-10,3,9.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.13,8.84,8.82,3
174,YVONNE WATKINS,Ocumare del Tuy,Venezuela,2005-08-01,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.1,15.87,15.46,1
175,ANNETTE OLSON,Allappuzha (Alleppey),India,2005-07-29,4,16.96,2,"1,2",1,1:Mike Hillyer,0.83,16.13,20.4,1
176,JUNE CARROLL,Skikda,Algeria,2005-06-18,4,16.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.43,15.53,11.85,1
176,JUNE CARROLL,Skikda,Algeria,2005-07-27,4,13.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.87,13.1,16.14,2
177,SAMANTHA DUNCAN,Matamoros,Mexico,2005-06-16,3,8.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.1,8.87,90.0,1
177,SAMANTHA DUNCAN,Matamoros,Mexico,2005-08-01,3,8.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.76,8.21,11.74,2
178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-07-09,3,18.97,2,"1,2",1,1:Mike Hillyer,1.6,17.37,11.88,1
178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-07-12,3,15.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.5,13.47,6.4,2
178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-08-21,3,15.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.59,13.38,6.16,3
178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-07-29,3,14.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",1.73,13.24,8.65,4
179,DANA HART,Kirovo-Tepetsk,Russian Federation,2005-08-20,3,16.97,2,"1,2",1,2:Jon Stephens,1.86,15.11,9.11,1
181,ANA BRADLEY,Memphis,United States,2005-08-01,5,26.95,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.43,24.52,11.09,1
181,ANA BRADLEY,Memphis,United States,2005-07-30,3,19.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.6,18.37,12.5,2
181,ANA BRADLEY,Memphis,United States,2005-08-19,4,15.96,2,"2,1",1,2:Jon Stephens,3.33,12.63,4.8,3
181,ANA BRADLEY,Memphis,United States,2005-08-18,3,11.97,2,"2,1",1,1:Mike Hillyer,2.93,9.04,4.09,4
182,RENEE LANE,Compton,United States,2005-07-08,3,6.97,2,"2,1",1,2:Jon Stephens,0.93,6.04,7.49,1
183,IDA ANDREWS,Luzinia,Brazil,2005-07-31,3,13.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.7,13.27,20.03,1
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-18,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.6,15.37,26.68,1
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-19,3,11.97,2,"1,2",1,1:Mike Hillyer,1.13,10.84,10.58,2
186,HOLLY FOX,Haldia,India,2005-08-20,3,11.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.53,10.44,7.83,1
186,HOLLY FOX,Haldia,India,2005-07-30,3,9.97,2,"1,2",1,2:Jon Stephens,0.5,9.47,19.99,2
187,BRITTANY RILEY,Sumy,Ukraine,2005-08-18,3,26.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.9,26.07,30.02,1
188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-08-01,4,16.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.06,15.9,15.94,1
188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-08-22,3,6.97,2,"2,1",1,2:Jon Stephens,1.43,5.54,4.88,2
190,YOLANDA WEAVER,Tabora,Tanzania,2005-08-02,4,24.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.93,24.03,26.81,1
190,YOLANDA WEAVER,Tabora,Tanzania,2005-07-27,3,13.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.43,13.54,32.31,2
190,YOLANDA WEAVER,Tabora,Tanzania,2005-08-21,3,8.97,2,"1,2",1,2:Jon Stephens,1.86,7.11,4.82,3
191,JEANETTE GREENE,Novoterkassk,Russian Federation,2005-07-27,3,13.97,2,"1,2",1,1:Mike Hillyer,0.5,13.47,28.0,1
192,LAURIE LAWRENCE,Firozabad,India,2005-08-21,4,24.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.6,23.36,15.63,1
193,KATIE ELLIOTT,Kisumu,Kenya,2005-08-22,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.23,15.74,13.8,1
194,KRISTEN CHAVEZ,Hino,Japan,2005-06-18,3,14.97,2,"2,1",1,1:Mike Hillyer,0.47,14.5,32.15,1
196,ALMA AUSTIN,Mannheim,Germany,2005-07-31,3,22.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.36,21.61,16.85,1
196,ALMA AUSTIN,Mannheim,Germany,2005-07-29,3,3.97,2,"2,1",1,2:Jon Stephens,1.03,2.94,3.85,2
197,SUE PETERS,Changzhou,China,2005-08-02,4,17.96,2,"1,2",1,1:Mike Hillyer,1.63,16.33,11.02,1
197,SUE PETERS,Changzhou,China,2005-08-01,4,12.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.2,11.76,10.82,2
197,SUE PETERS,Changzhou,China,2005-08-22,3,8.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.06,6.91,4.35,3
197,SUE PETERS,Changzhou,China,2005-06-15,3,6.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.7,6.27,10.0,4
198,ELSIE KELLEY,Ikerre,Nigeria,2005-08-17,6,22.94,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.03,21.91,22.27,1
198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-12,3,14.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.43,14.54,34.68,2
198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-27,3,9.97,2,"1,2",1,1:Mike Hillyer,0.9,9.07,11.11,3
199,BETH FRANKLIN,Haiphong,Vietnam,2005-08-01,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.76,15.21,9.63,1
199,BETH FRANKLIN,Haiphong,Vietnam,2005-07-31,3,12.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.33,11.64,9.75,2
200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-08-23,3,17.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.9,16.07,9.47,1
