customer_id,customer_first_name,customer_last_name,country,city,payment_date,payment_count,daily_sum,prev30_avg_daily_sum,deviation_from_average,risk_rank
124,SHEILA,WELLS,Turkey,Ktahya,2005-05-31,3,14.97,0.03,14.94,289
361,LAWRENCE,LAWTON,Cameroon,Yaound,2005-08-02,4,15.96,1.03,14.93,290
80,MARILYN,ROSS,Nigeria,Ife,2005-08-01,3,16.97,2.06,14.91,291
550,GUY,BROWNLEE,China,Zhoushan,2005-08-21,3,16.97,2.1,14.88,292
46,CATHERINE,CAMPBELL,Russian Federation,Moscow,2005-08-01,3,15.97,1.1,14.87,293
477,DAN,PAINE,United Kingdom,Stockport,2005-07-29,3,15.97,1.13,14.84,294
352,ALBERT,CROUSE,Cameroon,Bamenda,2005-06-16,3,14.97,0.13,14.84,295
145,LUCILLE,HOLMES,South Africa,Soshanguve,2005-08-19,4,15.96,1.13,14.83,296
54,TERESA,ROGERS,Japan,Iwakuni,2005-08-02,3,15.97,1.2,14.77,297
209,TONYA,CHAPMAN,India,Bhilwara,2005-07-27,3,15.97,1.2,14.77,298
235,JACKIE,LYNCH,Colombia,Buenaventura,2005-07-06,3,14.97,0.2,14.77,299
350,JUAN,FRALEY,Russian Federation,Teboksary,2005-08-17,3,14.97,0.2,14.77,299
28,CYNTHIA,YOUNG,India,Munger (Monghyr),2005-07-31,4,15.96,1.2,14.76,301
51,ALICE,STEWART,United States,Fontana,2005-08-21,3,16.97,2.23,14.74,302
417,TRAVIS,ESTEP,Saudi Arabia,al-Qatif,2005-08-02,3,15.97,1.23,14.74,303
475,PEDRO,CHESTNUT,Ukraine,ostka,2005-07-28,3,15.97,1.26,14.71,304
214,KRISTIN,JOHNSTON,United States,Sunnyvale,2005-08-19,3,15.97,1.26,14.71,305
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2005-07-31,3,15.97,1.3,14.67,306
242,GLENDA,FRAZIER,China,Qinhuangdao,2005-08-01,3,15.97,1.3,14.67,307
89,JULIA,FLORES,Argentina,La Plata,2005-07-28,4,15.96,1.33,14.63,308
584,SALVADOR,TEEL,Gambia,Banjul,2005-08-21,3,16.97,2.36,14.61,309
170,BEATRICE,ARNOLD,India,Udaipur,2005-07-31,3,15.97,1.36,14.61,310
306,CHARLES,KOWALSKI,Malaysia,Sungai Petani,2005-08-20,4,16.96,2.36,14.6,311
372,STEVE,MACKENZIE,Indonesia,Probolinggo,2005-07-28,3,15.97,1.4,14.57,312
242,GLENDA,FRAZIER,China,Qinhuangdao,2005-06-15,3,14.97,0.4,14.57,313
46,CATHERINE,CAMPBELL,Russian Federation,Moscow,2005-08-18,4,15.96,1.4,14.56,314
49,JOYCE,EDWARDS,Saudi Arabia,Jedda,2005-08-21,3,15.97,1.43,14.54,315
198,ELSIE,KELLEY,Nigeria,Ikerre,2005-07-12,3,14.97,0.43,14.54,316
261,DEANNA,BYRD,Philippines,Tuguegarao,2005-07-31,3,14.97,0.47,14.5,317
194,KRISTEN,CHAVEZ,Japan,Hino,2005-06-18,3,14.97,0.47,14.5,318
302,MICHAEL,SILVERMAN,China,Tiefa,2005-08-23,4,16.96,2.46,14.5,319
161,GERALDINE,PERKINS,Israel,Tel Aviv-Jaffa,2005-08-22,4,15.96,1.46,14.5,320
256,MABEL,HOLLAND,Myanmar,Monywa,2005-08-23,3,15.97,1.5,14.47,321
87,WANDA,PATTERSON,Colombia,Sincelejo,2005-08-18,3,15.97,1.5,14.47,322
489,RICARDO,MEADOR,Japan,Okayama,2005-08-21,3,15.97,1.5,14.47,323
401,TONY,CARRANZA,Japan,Koriyama,2005-07-29,3,14.97,0.53,14.44,324
158,VERONICA,STONE,United States,Greensboro,2005-08-02,4,15.96,1.53,14.43,325
137,RHONDA,KENNEDY,Netherlands,Apeldoorn,2005-08-23,3,17.97,3.56,14.41,326
2,PATRICIA,JOHNSON,United States,San Bernardino,2005-08-02,4,16.96,2.56,14.4,327
52,JULIE,SANCHEZ,Spain,A Corua (La Corua),2005-08-22,3,15.97,1.6,14.37,328
276,BRANDY,GRAVES,United States,Warren,2005-08-18,3,15.97,1.6,14.37,329
162,LAUREN,HUDSON,France,Le Mans,2005-07-31,3,14.97,0.6,14.37,330
526,KARL,SEAL,United States,Cape Coral,2005-06-17,4,14.96,0.6,14.36,331
475,PEDRO,CHESTNUT,Ukraine,ostka,2005-07-09,4,14.96,0.6,14.36,332
427,JESUS,MCCARTNEY,Brazil,Guaruj,2005-08-01,3,15.97,1.66,14.31,333
367,ADAM,GOOCH,India,Adoni,2005-08-18,3,14.97,0.67,14.31,334
467,ALVIN,DELOACH,Mexico,Cuauhtmoc,2005-08-18,3,15.97,1.76,14.21,335
424,KYLE,SPURLOCK,China,Shanwei,2005-07-30,4,14.96,0.76,14.2,336
518,GABRIEL,HARDER,Turkey,Sivas,2005-07-27,4,14.96,0.8,14.16,337
154,MICHELE,GRANT,China,Yuncheng,2005-08-22,3,15.97,1.83,14.14,338
172,BERNICE,WILLIS,Turkey,Batman,2005-07-30,3,15.97,1.83,14.14,339
171,DOLORES,WAGNER,Malaysia,Ipoh,2005-08-19,4,14.96,0.83,14.13,340
10,DOROTHY,TAYLOR,Iran,Esfahan,2005-07-28,3,14.97,0.86,14.11,341
241,HEIDI,LARSON,China,Xiangfan,2005-07-11,3,14.97,0.9,14.07,342
484,ROBERTO,VU,China,Yinchuan,2005-07-10,3,14.97,0.9,14.07,343
2,PATRICIA,JOHNSON,United States,San Bernardino,2005-07-29,3,14.97,0.9,14.07,344
598,WADE,DELVALLE,Switzerland,Lausanne,2005-07-12,4,14.96,0.9,14.06,345
154,MICHELE,GRANT,China,Yuncheng,2005-07-27,3,14.97,0.93,14.04,346
558,JIMMIE,EGGLESTON,Poland,Wroclaw,2005-07-06,3,14.97,0.93,14.04,347
569,DAVE,GARDINER,China,Leshan,2005-08-02,4,14.96,0.93,14.03,348
340,PATRICK,NEWSOM,Vietnam,Hanoi,2005-08-22,3,15.97,1.96,14.01,349
328,JEFFREY,SPEAR,Indonesia,Ciparay,2005-08-20,3,14.97,0.96,14.01,350
368,HARRY,ARCE,Iran,Najafabad,2005-06-19,3,14.97,0.96,14.01,351
47,FRANCES,PARKER,Brazil,Juazeiro do Norte,2005-07-11,3,14.97,1.0,13.97,352
487,HECTOR,POINDEXTER,Russian Federation,Pjatigorsk,2005-07-30,3,14.97,1.03,13.94,353
322,JASON,MORRISSEY,Argentina,Baha Blanca,2005-07-30,3,14.97,1.03,13.94,354
499,MARC,OUTLAW,Italy,Brindisi,2005-08-17,3,14.97,1.03,13.94,354
397,JIMMY,SCHRADER,Russian Federation,Atinsk,2005-08-18,6,14.94,1.03,13.91,356
155,GAIL,KNIGHT,Switzerland,Bern,2005-08-21,3,14.97,1.1,13.87,357
284,SONIA,GREGORY,Nigeria,Benin City,2005-07-27,3,14.97,1.1,13.87,358
445,MICHEAL,FORMAN,Argentina,Escobar,2005-08-22,3,15.97,2.16,13.81,359
376,RANDY,GAITHER,Russian Federation,Kurgan,2005-07-07,3,13.97,0.17,13.8,360
144,CLARA,SHAW,Belarus,Molodetno,2005-08-17,3,15.97,2.19,13.78,361
417,TRAVIS,ESTEP,Saudi Arabia,al-Qatif,2005-08-21,3,14.97,1.2,13.77,362
396,EARL,SHANKS,Japan,Iwatsuki,2005-06-15,3,13.97,0.2,13.77,363
213,GINA,WILLIAMSON,Yemen,Taizz,2005-07-30,3,14.97,1.23,13.74,364
76,IRENE,PRICE,Kazakstan,Pavlodar,2005-07-29,3,13.97,0.23,13.74,365
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,2005-07-11,4,14.96,1.23,13.73,366
37,PAMELA,BAKER,China,Nanyang,2005-08-20,4,14.96,1.23,13.73,367
363,ROY,WHITING,Kenya,Nyeri,2005-08-22,3,15.97,2.26,13.71,368
66,JANICE,WARD,Sweden,Malm,2005-07-07,3,14.97,1.26,13.71,369
366,BRANDON,HUEY,Turkey,Balikesir,2005-08-21,4,15.96,2.26,13.7,370
285,MIRIAM,MCKINNEY,Japan,Otsu,2005-07-11,4,14.96,1.26,13.7,371
14,BETTY,WHITE,United States,Citrus Heights,2005-07-09,3,13.97,0.3,13.67,372
156,BERTHA,FERGUSON,Nigeria,Ondo,2005-08-22,4,14.96,1.3,13.66,373
211,STACEY,MONTGOMERY,China,Fuyu,2005-07-10,3,14.97,1.33,13.64,374
64,JUDITH,COX,China,Daxian,2005-07-08,3,13.97,0.33,13.64,375
558,JIMMIE,EGGLESTON,Poland,Wroclaw,2005-07-12,3,15.97,2.36,13.61,376
128,MARJORIE,TUCKER,Poland,Jastrzebie-Zdrj,2005-07-30,3,14.97,1.36,13.61,377
595,TERRENCE,GUNDERSON,China,Jinzhou,2005-07-27,4,14.96,1.36,13.6,378
551,CLAYTON,BARBEE,Brazil,Alvorada,2005-08-22,3,14.97,1.4,13.57,379
373,LOUIS,LEONE,Philippines,Tanauan,2005-07-30,3,14.97,1.4,13.57,380
472,GREG,ROBINS,Vietnam,Nam Dinh,2005-08-21,3,14.97,1.4,13.57,381
560,JORDAN,ARCHULETA,Argentina,Avellaneda,2005-07-07,3,13.97,0.4,13.57,382
547,KURT,EMMONS,Japan,Kanazawa,2005-08-02,4,14.96,1.4,13.56,383
479,ZACHARY,HITE,United States,Akron,2005-06-17,4,13.96,0.4,13.56,384
297,SHERRI,RHODES,India,Ahmadnagar,2005-07-11,3,14.97,1.43,13.54,385
190,YOLANDA,WEAVER,Tanzania,Tabora,2005-07-27,3,13.97,0.43,13.54,386
262,PATSY,DAVIDSON,Ecuador,Portoviejo,2005-08-23,4,14.96,1.43,13.53,387
258,MYRTLE,FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-20,3,14.97,1.46,13.51,388
90,RUBY,WASHINGTON,China,Meixian,2005-07-27,3,13.97,0.47,13.5,389
366,BRANDON,HUEY,Turkey,Balikesir,2005-07-27,4,14.96,1.46,13.5,390
88,BONNIE,HUGHES,South Korea,Cheju,2005-07-06,4,13.96,0.47,13.49,391
119,SHERRY,MARSHALL,Egypt,Shubra al-Khayma,2005-08-22,3,15.97,2.49,13.48,392
178,MARION,SNYDER,Brazil,Santa Brbara dOeste,2005-07-12,3,15.97,2.5,13.47,393
23,SARAH,LEWIS,Latvia,Liepaja,2005-08-19,3,14.97,1.5,13.47,394
191,JEANETTE,GREENE,Russian Federation,Novoterkassk,2005-07-27,3,13.97,0.5,13.47,395
565,JAIME,NETTLES,Peru,Hunuco,2005-08-02,3,14.97,1.53,13.44,396
514,FRANKLIN,TROUTMAN,China,Zaoyang,2005-08-18,4,13.96,0.53,13.43,397
408,MANUEL,MURRELL,Sri Lanka,Jaffna,2005-08-20,3,14.97,1.56,13.41,398
178,MARION,SNYDER,Brazil,Santa Brbara dOeste,2005-08-21,3,15.97,2.59,13.38,399
138,HAZEL,WARREN,China,Hohhot,2005-08-01,3,14.97,1.6,13.38,400
226,MAUREEN,LITTLE,Paraguay,Asuncin,2005-08-21,4,13.96,0.6,13.36,401
552,HUGH,WALDROP,China,Haining,2005-08-02,3,14.97,1.63,13.34,402
374,JEREMY,HURTADO,Brazil,Vitria de Santo Anto,2005-07-10,3,13.97,0.63,13.34,403
474,DUSTIN,GILLETTE,Netherlands,Emmen,2005-08-18,4,13.96,0.63,13.33,404
550,GUY,BROWNLEE,China,Zhoushan,2005-08-23,3,15.97,2.66,13.31,405
221,BESSIE,MORRISON,Italy,Syrakusa,2005-08-21,3,14.97,1.7,13.27,406
183,IDA,ANDREWS,Brazil,Luzinia,2005-07-31,3,13.97,0.7,13.27,407
469,WESLEY,BULL,Spain,Ourense (Orense),2005-08-01,4,15.96,2.69,13.27,408
81,ANDREA,HENDERSON,Madagascar,Mahajanga,2005-08-23,4,14.96,1.7,13.26,409
178,MARION,SNYDER,Brazil,Santa Brbara dOeste,2005-07-29,3,14.97,1.73,13.24,410
135,JUANITA,MASON,India,Pune,2005-07-27,3,13.97,0.73,13.24,411
277,OLGA,JIMENEZ,Nigeria,Ogbomosho,2005-06-21,3,13.97,0.73,13.24,412
158,VERONICA,STONE,United States,Greensboro,2005-08-23,3,14.97,1.76,13.21,413
78,LORI,WOOD,India,Rae Bareli,2005-08-01,3,14.97,1.76,13.21,414
502,BRETT,CORNWELL,India,Siliguri (Shiliguri),2005-07-28,3,14.97,1.76,13.21,415
452,TOM,MILNER,United Arab Emirates,Abu Dhabi,2005-07-06,3,13.97,0.76,13.21,416
495,CHARLIE,BESS,China,Baiyin,2005-07-29,3,13.97,0.77,13.21,417
356,GERALD,FULTZ,India,Satna,2005-08-19,4,14.96,1.76,13.2,418
422,MELVIN,ELLINGTON,China,Laohekou,2005-08-22,4,14.96,1.76,13.2,419
566,CASEY,MENA,Turkey,Tokat,2005-07-28,4,13.96,0.77,13.2,420
256,MABEL,HOLLAND,Myanmar,Monywa,2005-08-20,4,13.96,0.8,13.16,421
299,JAMES,GANNON,Japan,Hiroshima,2005-08-17,3,13.97,0.83,13.14,422
499,MARC,OUTLAW,Italy,Brindisi,2005-07-28,4,13.96,0.83,13.13,423
534,CHRISTIAN,JUNG,India,Amroha,2005-08-01,3,13.97,0.86,13.11,424
326,JOSE,ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-29,3,13.97,0.86,13.11,425
176,JUNE,CARROLL,Algeria,Skikda,2005-07-27,4,13.96,0.87,13.1,426
129,CARRIE,PORTER,China,Liaocheng,2005-08-01,5,14.95,1.86,13.09,427
446,THEODORE,CULP,India,Uluberia,2005-07-30,3,14.97,1.9,13.07,428
40,AMANDA,CARTER,Morocco,Nador,2005-07-31,3,13.97,0.9,13.07,429
231,GEORGIA,JACOBS,India,Uttarpara-Kotrung,2005-08-18,3,13.97,0.9,13.07,430
516,ELMER,NOE,Cambodia,Battambang,2005-07-29,3,13.97,0.93,13.04,431
314,GEORGE,LINTON,Brazil,Sorocaba,2005-08-21,3,14.97,1.96,13.01,432
559,EVERETT,BANDA,Egypt,Bilbays,2005-08-19,3,13.97,0.96,13.01,433
540,TYRONE,ASHER,Bulgaria,Ruse,2005-07-11,3,13.97,0.96,13.01,434
466,LEO,EBERT,China,Dongying,2005-08-20,3,13.97,1.0,12.97,435
119,SHERRY,MARSHALL,Egypt,Shubra al-Khayma,2005-08-21,4,14.96,2.0,12.96,436
222,DELORES,HANSEN,Russian Federation,Jaroslavl,2005-07-29,3,13.97,1.03,12.94,437
55,DORIS,REED,Russian Federation,Balaiha,2005-08-19,3,13.97,1.03,12.94,437
588,MARION,OCAMPO,China,Weifang,2005-07-29,4,13.96,1.03,12.93,439
243,LYDIA,BURKE,Argentina,San Miguel de Tucumn,2005-07-31,3,13.97,1.06,12.91,440
269,CASSANDRA,WALTERS,United States,Salinas,2005-07-12,3,13.97,1.06,12.91,441
150,DANIELLE,DANIELS,Mexico,Hidalgo,2005-08-21,4,14.96,2.06,12.9,442
160,ERIN,DUNN,Russian Federation,Ljubertsy,2005-08-02,3,13.97,1.1,12.87,443
366,BRANDON,HUEY,Turkey,Balikesir,2005-07-12,3,13.97,1.1,12.87,444
533,JESSIE,MILAM,China,Binzhou,2005-07-12,3,13.97,1.1,12.87,445
352,ALBERT,CROUSE,Cameroon,Bamenda,2005-08-17,3,13.97,1.1,12.87,446
598,WADE,DELVALLE,Switzerland,Lausanne,2005-07-06,3,12.97,0.1,12.87,447
66,JANICE,WARD,Sweden,Malm,2005-08-21,4,13.96,1.1,12.86,448
72,THERESA,WATSON,Philippines,Taguig,2005-08-17,4,13.96,1.1,12.86,449
261,DEANNA,BYRD,Philippines,Tuguegarao,2005-08-20,3,13.97,1.13,12.84,450
237,TANYA,GILBERT,South Korea,Naju,2005-07-29,3,13.97,1.13,12.84,451
446,THEODORE,CULP,India,Uluberia,2005-07-12,4,13.96,1.13,12.83,452
15,HELEN,HARRIS,India,Bhopal,2005-08-20,3,14.97,2.16,12.81,453
168,REGINA,BERRY,China,Jinchang,2005-08-17,3,13.97,1.2,12.77,454
75,TAMMY,SANDERS,Taiwan,Changhwa,2005-08-18,5,14.95,2.2,12.76,455
410,CURTIS,IRBY,Canada,Richmond Hill,2005-08-20,3,14.97,2.23,12.74,456
416,JEFFERY,PINSON,Pakistan,Dadu,2005-08-01,3,13.97,1.23,12.74,457
234,CLAUDIA,FULLER,Kuwait,Jalib al-Shuyukh,2005-08-19,3,13.97,1.23,12.74,458
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,2005-08-20,3,13.97,1.26,12.71,459
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,2005-06-16,3,12.97,0.27,12.7,460
151,MEGAN,PALMER,China,Laiwu,2005-08-22,3,13.97,1.3,12.67,461
471,DEAN,SAUER,South Africa,Johannesburg,2005-08-21,3,13.97,1.3,12.67,462
518,GABRIEL,HARDER,Turkey,Sivas,2005-07-28,3,13.97,1.3,12.67,463
254,MAXINE,SILVA,Brazil,Poos de Caldas,2005-08-19,4,13.96,1.3,12.66,464
522,ARNOLD,HAVENS,Philippines,Santa Rosa,2005-06-20,3,12.97,0.33,12.64,465
367,ADAM,GOOCH,India,Adoni,2005-07-10,3,12.97,0.33,12.64,465
181,ANA,BRADLEY,United States,Memphis,2005-08-19,4,15.96,3.33,12.63,467
295,DAISY,BATES,Russian Federation,Kolpino,2005-08-21,3,14.97,2.36,12.61,468
460,LEON,BOSTIC,Colombia,Florencia,2005-08-19,3,13.97,1.36,12.61,469
148,ELEANOR,HUNT,Runion,Saint-Denis,2005-08-21,4,15.96,3.39,12.57,470
236,MARCIA,DEAN,Philippines,Tanza,2005-07-28,3,13.97,1.43,12.54,471
436,TROY,QUIGLEY,Canada,Vancouver,2005-08-17,3,13.97,1.43,12.54,472
419,CHAD,CARBONE,India,Katihar,2005-08-02,4,13.96,1.43,12.53,473
357,KEITH,RICO,Slovakia,Bratislava,2005-08-01,4,13.96,1.43,12.53,474
91,LOIS,BUTLER,Brunei,Bandar Seri Begawan,2005-07-07,3,12.97,0.47,12.51,475
513,DUANE,TUBBS,Nauru,Yangor,2005-07-07,3,12.97,0.47,12.5,476
557,FELIX,GAFFNEY,Lithuania,Vilnius,2005-07-30,4,12.96,0.46,12.5,477
210,ELLA,OLIVER,Yemen,Aden,2005-07-07,4,12.96,0.47,12.49,478
593,RENE,MCALISTER,United States,Garden Grove,2005-08-01,3,13.97,1.5,12.47,479
64,JUDITH,COX,China,Daxian,2005-07-31,3,13.97,1.53,12.44,480
499,MARC,OUTLAW,Italy,Brindisi,2005-08-18,3,13.97,1.53,12.44,481
89,JULIA,FLORES,Argentina,La Plata,2005-07-09,3,13.97,1.53,12.44,482
38,MARTHA,GONZALEZ,Moldova,Chisinau,2005-07-07,3,12.97,0.53,12.44,483
396,EARL,SHANKS,Japan,Iwatsuki,2005-08-21,3,13.97,1.6,12.37,484
13,KAREN,JACKSON,Turkey,Osmaniye,2005-07-31,3,13.97,1.6,12.37,485
212,WILMA,RICHARDS,United States,Bellevue,2005-08-18,3,12.97,0.6,12.37,486
326,JOSE,ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-08-02,4,13.96,1.6,12.36,487
123,SHANNON,FREEMAN,India,Varanasi (Benares),2005-07-28,4,12.96,0.6,12.36,488
305,RICHARD,MCCRARY,United States,Arlington,2005-08-02,3,13.97,1.66,12.31,489
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-08-19,3,13.97,1.7,12.27,490
25,DEBORAH,WALKER,Pakistan,Shikarpur,2005-07-30,3,12.97,0.7,12.27,491
150,DANIELLE,DANIELS,Mexico,Hidalgo,2005-08-18,3,12.97,0.7,12.27,492
454,ALEX,GRESHAM,Mexico,Uruapan,2005-06-17,3,12.97,0.7,12.27,493
63,ASHLEY,RICHARDSON,United States,Lincoln,2005-07-31,5,13.95,1.7,12.25,494
579,DARYL,LARUE,Iraq,Mosul,2005-07-31,3,13.97,1.73,12.24,495
239,MINNIE,ROMERO,Indonesia,Ciomas,2005-07-27,3,12.97,0.73,12.24,496
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,2005-08-20,3,12.97,0.73,12.24,496
55,DORIS,REED,Russian Federation,Balaiha,2005-06-20,3,12.97,0.73,12.24,498
486,GLEN,TALBERT,Mexico,Acua,2005-07-07,3,12.97,0.73,12.24,498
572,SIDNEY,BURLESON,Poland,Czestochowa,2005-08-02,4,13.96,1.73,12.23,500
209,TONYA,CHAPMAN,India,Bhilwara,2005-08-01,3,14.97,2.76,12.21,501
299,JAMES,GANNON,Japan,Hiroshima,2005-06-19,3,12.97,0.8,12.17,502
474,DUSTIN,GILLETTE,Netherlands,Emmen,2005-07-08,5,12.95,0.8,12.15,503
13,KAREN,JACKSON,Turkey,Osmaniye,2005-08-19,3,13.97,1.83,12.14,504
333,ANDREW,PURDY,Azerbaijan,Baku,2005-08-20,3,13.97,1.86,12.11,505
389,ALAN,KAHN,China,Emeishan,2005-08-21,3,13.97,1.86,12.11,506
224,PEARL,GARZA,India,Jodhpur,2005-08-21,3,12.97,0.9,12.07,507
264,GWENDOLYN,MAY,Japan,Higashiosaka,2005-07-11,3,12.97,0.9,12.07,508
232,CONSTANCE,REID,Nigeria,Zaria,2005-07-29,3,12.97,0.9,12.07,508
5,ELIZABETH,BROWN,Taiwan,Nantou,2005-07-09,3,12.97,0.93,12.04,510
531,JAMIE,WAUGH,Japan,Kuwana,2005-07-27,3,12.97,0.93,12.04,511
512,CECIL,VINES,United Kingdom,London,2005-08-22,4,13.96,1.93,12.03,512
372,STEVE,MACKENZIE,Indonesia,Probolinggo,2005-07-29,4,13.96,1.93,12.03,513
339,WALTER,PERRYMAN,China,Xinxiang,2005-08-17,3,12.97,0.96,12.01,514
221,BESSIE,MORRISON,Italy,Syrakusa,2005-07-27,3,12.97,0.97,12.01,515
157,DARLENE,ROSE,North Korea,Pyongyang,2005-07-29,5,12.95,0.96,11.99,516
210,ELLA,OLIVER,Yemen,Aden,2005-07-29,3,13.97,2.0,11.98,517
221,BESSIE,MORRISON,Italy,Syrakusa,2005-08-17,3,12.97,1.0,11.97,518
323,MATTHEW,MAHAN,Mexico,Cuautla,2005-07-28,3,12.97,1.03,11.94,519
95,PAULA,BRYANT,India,Pathankot,2005-07-31,3,12.97,1.03,11.94,520
590,SETH,HANNON,Bahrain,al-Manama,2005-07-08,3,12.97,1.03,11.94,521
100,ROBIN,HAYES,Russian Federation,Jelets,2005-06-15,3,11.97,0.03,11.94,522
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2005-08-02,3,13.97,2.06,11.91,523
530,DARRYL,ASHCRAFT,Argentina,Ezeiza,2005-08-18,3,12.97,1.06,11.91,524
437,RANDALL,NEUMANN,Dominican Republic,La Romana,2005-08-20,3,12.97,1.06,11.91,525
429,FREDERICK,ISBELL,Japan,Tsuyama,2005-07-28,3,12.97,1.07,11.91,526
342,HAROLD,MARTINO,Brazil,Boa Vista,2005-07-31,4,12.96,1.1,11.86,527
236,MARCIA,DEAN,Philippines,Tanza,2005-08-19,3,13.97,2.13,11.84,528
111,CARMEN,OWENS,Venezuela,Caracas,2005-08-02,3,12.97,1.16,11.81,529
202,CARLA,GUTIERREZ,India,Bhusawal,2005-07-30,3,12.97,1.16,11.81,530
251,VICKIE,BREWER,Germany,Halle/Saale,2005-08-19,3,12.97,1.16,11.81,530
210,ELLA,OLIVER,Yemen,Aden,2005-08-19,3,12.97,1.16,11.81,532
585,PERRY,SWAFFORD,Argentina,Quilmes,2005-07-27,3,12.97,1.16,11.81,533
569,DAVE,GARDINER,China,Leshan,2005-05-28,3,11.97,0.17,11.8,534
550,GUY,BROWNLEE,China,Zhoushan,2005-08-17,3,12.97,1.2,11.77,535
432,EDWIN,BURK,South Africa,Newcastle,2005-07-28,3,12.97,1.2,11.77,536
555,DWIGHT,LOMBARDI,South Africa,Chatsworth,2005-08-17,3,12.97,1.2,11.77,536
197,SUE,PETERS,China,Changzhou,2005-08-01,4,12.96,1.2,11.76,538
296,RAMONA,HALE,India,Patiala,2005-08-20,4,12.96,1.2,11.76,538
574,JULIAN,VEST,Japan,Akishima,2005-07-09,3,12.97,1.23,11.74,540
384,ERNEST,STEPP,China,Huaian,2005-07-10,3,12.97,1.23,11.74,540
251,VICKIE,BREWER,Germany,Halle/Saale,2005-05-31,3,11.97,0.27,11.7,542
285,MIRIAM,MCKINNEY,Japan,Otsu,2005-08-01,3,13.97,2.3,11.67,543
264,GWENDOLYN,MAY,Japan,Higashiosaka,2005-07-31,3,12.97,1.3,11.67,544
531,JAMIE,WAUGH,Japan,Kuwana,2005-07-10,3,11.97,0.3,11.67,545
20,SHARON,ROBINSON,Pakistan,Mardan,2005-08-19,3,12.97,1.33,11.64,546
199,BETH,FRANKLIN,Vietnam,Haiphong,2005-07-31,3,12.97,1.33,11.64,547
592,TERRANCE,ROUSH,Hungary,Szkesfehrvr,2005-07-07,3,12.97,1.33,11.64,548
527,CORY,MEEHAN,Belarus,Mogiljov,2005-07-11,3,11.97,0.33,11.64,549
418,JEFF,EAST,Dominican Republic,San Felipe de Puerto Plata,2005-07-08,3,11.97,0.33,11.64,550
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,2005-06-17,3,11.97,0.33,11.64,551
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,2005-07-10,3,12.97,1.36,11.61,552
443,FRANCISCO,SKIDMORE,Brazil,So Leopoldo,2005-07-31,3,12.97,1.4,11.57,553
206,TERRI,VASQUEZ,Brazil,Blumenau,2005-07-06,3,11.97,0.4,11.57,554
21,MICHELLE,CLARK,Bangladesh,Tangail,2005-08-19,3,12.97,1.43,11.54,555
363,ROY,WHITING,Kenya,Nyeri,2005-07-12,3,12.97,1.43,11.54,556
482,MAURICE,CRAWLEY,Mexico,Coatzacoalcos,2005-08-22,3,12.97,1.43,11.54,556
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-08-02,3,13.97,2.46,11.51,558
87,WANDA,PATTERSON,Colombia,Sincelejo,2005-07-30,3,12.97,1.46,11.51,559
356,GERALD,FULTZ,India,Satna,2005-08-23,3,13.97,2.49,11.48,560
268,NINA,SOTO,India,Palghat (Palakkad),2005-07-10,3,12.97,1.5,11.47,561
441,MARIO,CHEATHAM,Algeria,Batna,2005-08-20,3,12.97,1.5,11.47,561
522,ARNOLD,HAVENS,Philippines,Santa Rosa,2005-07-10,3,12.97,1.5,11.47,563
384,ERNEST,STEPP,China,Huaian,2005-08-22,3,11.97,0.5,11.47,564
521,ROLAND,SOUTH,China,Yingkou,2005-08-17,3,11.97,0.5,11.47,565
232,CONSTANCE,REID,Nigeria,Zaria,2005-07-28,4,11.96,0.5,11.46,566
144,CLARA,SHAW,Belarus,Molodetno,2005-08-02,3,14.97,3.53,11.44,567
319,RONALD,WEINER,Mexico,San Felipe del Progreso,2005-07-11,3,12.97,1.53,11.44,568
105,DAWN,SULLIVAN,Tuvalu,Funafuti,2005-08-23,3,12.97,1.53,11.44,568
219,WILLIE,HOWELL,Argentina,Vicente Lpez,2005-07-29,3,12.97,1.56,11.41,570
138,HAZEL,WARREN,China,Hohhot,2005-07-28,3,11.97,0.6,11.37,571
33,ANNA,HILL,Italy,Alessandria,2005-07-30,3,11.97,0.6,11.37,572
147,JOANNE,ROBERTSON,Japan,Urawa,2005-08-22,3,12.97,1.63,11.34,573
494,RAMON,CHOATE,Ecuador,Robamba,2005-07-30,3,12.97,1.63,11.34,574
141,DEBBIE,REYES,Japan,Fukuyama,2005-08-17,3,12.97,1.63,11.34,575
454,ALEX,GRESHAM,Mexico,Uruapan,2005-08-22,4,12.96,1.63,11.33,576
173,AUDREY,RAY,Austria,Graz,2005-08-23,3,12.97,1.66,11.31,577
508,MILTON,HOWLAND,India,Vijayawada,2005-07-28,3,12.97,1.66,11.31,578
