customer_id,customer_name,city_name,country_name,payment_date,payment_count,total_amount,max_payment,r_or_nc17_payment_share,country_amount_rank
596,ENRIQUE FORSYTHE,Patras,Greece,2005-08-01,3,8.97,4.99,0.3333,8
207,GERTRUDE CASTILLO,Nuuk,Greenland,2005-08-20,4,25.96,9.99,0.25,1
207,GERTRUDE CASTILLO,Nuuk,Greenland,2005-08-02,3,9.97,5.99,0.3333,5
207,GERTRUDE CASTILLO,Nuuk,Greenland,2005-07-09,3,6.97,4.99,0.6667,9
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-08-21,4,23.96,8.99,0.0,1
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-07-07,5,20.95,6.99,0.2,2
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-08-02,3,7.97,3.99,0.6667,8
289,VIOLET RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,2005-08-19,4,17.96,9.99,0.75,1
289,VIOLET RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,2005-07-27,3,10.97,4.99,0.6667,5
289,VIOLET RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,2005-08-18,3,10.97,7.99,0.0,5
592,TERRANCE ROUSH,Szkesfehrvr,Hungary,2005-07-07,3,12.97,9.99,0.3333,2
592,TERRANCE ROUSH,Szkesfehrvr,Hungary,2005-07-27,3,9.97,4.99,0.3333,3
468,TIM CARY,Bijapur,India,2005-08-21,5,32.95,9.99,0.2,1
121,JOSEPHINE GOMEZ,Etawah,India,2005-08-21,4,25.96,9.99,0.25,2
192,LAURIE LAWRENCE,Firozabad,India,2005-08-21,4,24.96,7.99,0.5,3
509,RAUL FORTIER,Chapra,India,2005-07-28,3,21.97,8.99,0.3333,4
259,LENA JENSEN,Halisahar,India,2005-07-30,3,21.97,7.99,0.6667,4
403,MIKE WAY,Valparai,India,2005-08-02,4,21.96,9.99,0.75,6
529,ERIK GUILLEN,Bhimavaram,India,2005-07-12,3,20.97,7.99,0.3333,7
554,DWAYNE OLVERA,Rajkot,India,2005-08-17,4,20.96,9.99,0.0,8
259,LENA JENSEN,Halisahar,India,2005-06-16,3,18.97,7.99,0.3333,9
492,LESTER KRAUS,Kanchrapara,India,2005-07-07,3,18.97,8.99,0.3333,9
300,JOHN FARNSWORTH,Parbhani,India,2005-07-28,3,18.97,6.99,0.6667,9
412,ALLEN BUTTERFIELD,Hoshiarpur,India,2005-07-29,3,18.97,8.99,0.6667,9
259,LENA JENSEN,Halisahar,India,2005-08-23,4,18.96,10.99,0.25,13
508,MILTON HOWLAND,Vijayawada,India,2005-07-27,3,17.97,7.99,0.0,16
259,LENA JENSEN,Halisahar,India,2005-08-20,3,17.97,6.99,0.0,16
274,NAOMI JENNINGS,Karnal,India,2005-08-20,3,17.97,8.99,0.3333,16
446,THEODORE CULP,Uluberia,India,2005-07-29,4,17.96,6.99,0.5,19
117,EDITH MCDONALD,Gandhinagar,India,2005-08-18,4,17.96,6.99,0.5,19
297,SHERRI RHODES,Ahmadnagar,India,2005-06-18,3,16.97,8.99,0.6667,21
238,NELLIE GARRETT,Shimoga,India,2005-07-29,3,16.97,8.99,0.0,21
336,JOSHUA MARK,Rampur,India,2005-07-29,3,16.97,6.99,0.3333,21
68,NICOLE PETERSON,Shivapuri,India,2005-07-31,3,16.97,7.99,0.6667,21
31,BRENDA WRIGHT,Kamarhati,India,2005-06-18,4,16.96,7.99,0.25,25
175,ANNETTE OLSON,Allappuzha (Alleppey),India,2005-07-29,4,16.96,4.99,0.25,25
170,BEATRICE ARNOLD,Udaipur,India,2005-07-10,3,15.97,7.99,0.0,29
209,TONYA CHAPMAN,Bhilwara,India,2005-07-27,3,15.97,6.99,0.3333,29
370,WAYNE TRUONG,Gulbarga,India,2005-07-27,3,15.97,7.99,0.3333,29
78,LORI WOOD,Rae Bareli,India,2005-07-28,3,15.97,6.99,0.0,29
170,BEATRICE ARNOLD,Udaipur,India,2005-07-31,3,15.97,9.99,0.3333,29
316,STEVEN CURLEY,Miraj,India,2005-07-27,4,15.96,4.99,0.25,34
28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-07-31,4,15.96,4.99,0.5,34
297,SHERRI RHODES,Ahmadnagar,India,2005-07-11,3,14.97,6.99,0.6667,43
502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-07-28,3,14.97,4.99,0.6667,43
446,THEODORE CULP,Uluberia,India,2005-07-30,3,14.97,9.99,0.0,43
78,LORI WOOD,Rae Bareli,India,2005-08-01,3,14.97,7.99,0.3333,43
209,TONYA CHAPMAN,Bhilwara,India,2005-08-01,3,14.97,6.99,0.6667,43
367,ADAM GOOCH,Adoni,India,2005-08-18,3,14.97,8.99,0.0,43
15,HELEN HARRIS,Bhopal,India,2005-08-20,3,14.97,5.99,0.3333,43
356,GERALD FULTZ,Satna,India,2005-08-19,4,14.96,5.99,0.75,51
135,JUANITA MASON,Pune,India,2005-07-27,3,13.97,7.99,0.3333,63
534,CHRISTIAN JUNG,Amroha,India,2005-08-01,3,13.97,6.99,0.3333,63
231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-08-18,3,13.97,8.99,0.3333,63
356,GERALD FULTZ,Satna,India,2005-08-23,3,13.97,5.99,0.6667,63
446,THEODORE CULP,Uluberia,India,2005-07-12,4,13.96,6.99,0.25,67
419,CHAD CARBONE,Katihar,India,2005-08-02,4,13.96,4.99,0.25,67
268,NINA SOTO,Palghat (Palakkad),India,2005-07-10,3,12.97,6.99,0.6667,82
367,ADAM GOOCH,Adoni,India,2005-07-10,3,12.97,4.99,0.3333,82
403,MIKE WAY,Valparai,India,2005-07-11,3,12.97,4.99,0.3333,82
508,MILTON HOWLAND,Vijayawada,India,2005-07-28,3,12.97,4.99,0.3333,82
202,CARLA GUTIERREZ,Bhusawal,India,2005-07-30,3,12.97,8.99,0.6667,82
95,PAULA BRYANT,Pathankot,India,2005-07-31,3,12.97,6.99,0.6667,82
403,MIKE WAY,Valparai,India,2005-08-01,3,12.97,6.99,0.3333,82
259,LENA JENSEN,Halisahar,India,2005-08-19,3,12.97,4.99,0.6667,82
224,PEARL GARZA,Jodhpur,India,2005-08-21,3,12.97,5.99,0.6667,82
123,SHANNON FREEMAN,Varanasi (Benares),India,2005-07-28,4,12.96,5.99,0.75,91
296,RAMONA HALE,Patiala,India,2005-08-20,4,12.96,4.99,0.25,91
502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-08-02,5,12.95,4.99,0.4,93
446,THEODORE CULP,Uluberia,India,2005-07-27,3,11.97,5.99,0.0,114
529,ERIK GUILLEN,Bhimavaram,India,2005-07-30,3,11.97,5.99,0.0,114
508,MILTON HOWLAND,Vijayawada,India,2005-07-31,3,11.97,5.99,0.6667,114
238,NELLIE GARRETT,Shimoga,India,2005-08-17,3,11.97,5.99,0.3333,114
356,GERALD FULTZ,Satna,India,2005-08-17,3,11.97,4.99,0.6667,114
152,ALICIA MILLS,Nagaon,India,2005-08-19,3,11.97,4.99,0.3333,114
32,AMY LOPEZ,Jhansi,India,2005-08-20,3,11.97,8.99,0.6667,114
186,HOLLY FOX,Haldia,India,2005-08-20,3,11.97,4.99,0.3333,114
167,SALLY PIERCE,Chandrapur,India,2005-07-09,4,11.96,4.99,0.25,123
31,BRENDA WRIGHT,Kamarhati,India,2005-07-27,4,11.96,3.99,0.0,123
15,HELEN HARRIS,Bhopal,India,2005-08-02,4,11.96,2.99,0.75,123
68,NICOLE PETERSON,Shivapuri,India,2005-06-19,3,10.97,4.99,0.6667,158
225,ARLENE HARVEY,Ambattur,India,2005-07-31,3,10.97,4.99,0.6667,158
167,SALLY PIERCE,Chandrapur,India,2005-08-23,3,10.97,4.99,0.6667,158
468,TIM CARY,Bijapur,India,2005-08-23,4,10.96,4.99,0.25,162
186,HOLLY FOX,Haldia,India,2005-07-30,3,9.97,5.99,0.6667,201
403,MIKE WAY,Valparai,India,2005-08-17,3,9.97,5.99,0.6667,201
60,MILDRED BAILEY,Jaipur,India,2005-08-23,3,9.97,5.99,0.3333,201
123,SHANNON FREEMAN,Varanasi (Benares),India,2005-08-23,3,9.97,4.99,0.0,201
167,SALLY PIERCE,Chandrapur,India,2005-07-29,4,9.96,4.99,0.5,205
225,ARLENE HARVEY,Ambattur,India,2005-07-11,3,8.97,2.99,0.3333,256
224,PEARL GARZA,Jodhpur,India,2005-07-29,3,8.97,4.99,0.6667,256
297,SHERRI RHODES,Ahmadnagar,India,2005-08-17,3,8.97,4.99,0.0,256
15,HELEN HARRIS,Bhopal,India,2005-08-18,3,8.97,2.99,0.3333,256
403,MIKE WAY,Valparai,India,2005-08-21,3,8.97,4.99,0.3333,256
274,NAOMI JENNINGS,Karnal,India,2005-08-22,3,8.97,2.99,0.6667,256
529,ERIK GUILLEN,Bhimavaram,India,2005-07-07,3,7.97,5.99,0.6667,330
135,JUANITA MASON,Pune,India,2005-08-01,3,7.97,3.99,0.6667,330
274,NAOMI JENNINGS,Karnal,India,2005-08-02,3,7.97,3.99,1.0,330
121,JOSEPHINE GOMEZ,Etawah,India,2005-08-18,3,7.97,3.99,0.0,330
554,DWAYNE OLVERA,Rajkot,India,2005-08-21,3,7.97,3.99,0.6667,330
287,BECKY MILES,Tambaram,India,2005-08-22,3,7.97,4.99,0.0,330
68,NICOLE PETERSON,Shivapuri,India,2005-07-06,3,6.97,4.99,0.0,390
413,MARVIN YEE,Berhampore (Baharampur),India,2005-08-02,3,6.97,2.99,0.3333,390
28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-08-18,3,6.97,2.99,0.0,390
12,NANCY THOMAS,Yamuna Nagar,India,2005-07-09,4,6.96,3.99,0.5,394
419,CHAD CARBONE,Katihar,India,2005-07-10,3,5.97,3.99,0.6667,473
60,MILDRED BAILEY,Jaipur,India,2005-07-27,3,5.97,3.99,0.3333,473
336,JOSHUA MARK,Rampur,India,2005-08-19,3,5.97,3.99,0.0,473
502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-05-30,3,4.97,2.99,0.3333,668
440,BERNARD COLBY,Dhule (Dhulia),India,2005-07-10,3,4.97,2.99,0.3333,668
121,JOSEPHINE GOMEZ,Etawah,India,2005-07-27,3,4.97,2.99,1.0,668
506,LESLIE SEWARD,Pontianak,Indonesia,2005-07-08,3,23.97,8.99,0.0,1
473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-08-02,5,19.95,7.99,0.4,2
458,LLOYD DOWD,Tegal,Indonesia,2005-07-12,3,15.97,7.99,0.6667,5
372,STEVE MACKENZIE,Probolinggo,Indonesia,2005-07-28,3,15.97,7.99,0.3333,5
328,JEFFREY SPEAR,Ciparay,Indonesia,2005-08-20,3,14.97,7.99,0.0,9
372,STEVE MACKENZIE,Probolinggo,Indonesia,2005-07-29,4,13.96,8.99,0.25,13
239,MINNIE ROMERO,Ciomas,Indonesia,2005-07-27,3,12.97,8.99,0.3333,16
473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-08-21,4,11.96,4.99,0.5,24
372,STEVE MACKENZIE,Probolinggo,Indonesia,2005-07-09,3,10.97,4.99,0.3333,29
450,JAY ROBB,Surakarta,Indonesia,2005-08-20,3,10.97,4.99,1.0,29
450,JAY ROBB,Surakarta,Indonesia,2005-08-22,3,10.97,4.99,0.6667,29
372,STEVE MACKENZIE,Probolinggo,Indonesia,2005-08-21,3,9.97,4.99,1.0,44
524,JARED ELY,Purwakarta,Indonesia,2005-08-21,3,7.97,2.99,0.6667,71
411,NORMAN CURRIER,Cianjur,Indonesia,2005-07-27,3,5.97,2.99,0.6667,117
459,TOMMY COLLAZO,Qomsheh,Iran,2005-07-28,5,29.95,6.99,0.6,1
459,TOMMY COLLAZO,Qomsheh,Iran,2005-08-01,4,22.96,7.99,1.0,2
449,OSCAR AQUINO,Sirjan,Iran,2005-08-01,4,21.96,6.99,0.5,3
279,DIANNE SHELTON,Tabriz,Iran,2005-07-09,3,20.97,9.99,0.3333,5
279,DIANNE SHELTON,Tabriz,Iran,2005-08-19,4,18.96,7.99,0.25,6
368,HARRY ARCE,Najafabad,Iran,2005-08-19,4,17.96,8.99,0.5,7
368,HARRY ARCE,Najafabad,Iran,2005-06-19,3,14.97,4.99,0.3333,10
10,DOROTHY TAYLOR,Esfahan,Iran,2005-07-28,3,14.97,6.99,1.0,10
459,TOMMY COLLAZO,Qomsheh,Iran,2005-07-31,3,12.97,4.99,0.3333,15
10,DOROTHY TAYLOR,Esfahan,Iran,2005-07-09,3,11.97,7.99,0.0,17
36,KATHLEEN ADAMS,Arak,Iran,2005-08-20,3,9.97,4.99,0.3333,35
459,TOMMY COLLAZO,Qomsheh,Iran,2005-06-17,3,8.97,4.99,0.0,42
279,DIANNE SHELTON,Tabriz,Iran,2005-06-21,3,8.97,4.99,0.3333,42
36,KATHLEEN ADAMS,Arak,Iran,2005-07-28,3,8.97,6.99,1.0,42
459,TOMMY COLLAZO,Qomsheh,Iran,2005-06-20,3,6.97,4.99,0.3333,58
377,HOWARD FORTNER,Kermanshah,Iran,2005-06-20,3,5.97,2.99,0.6667,65
377,HOWARD FORTNER,Kermanshah,Iran,2005-07-07,3,2.97,0.99,0.6667,123
579,DARYL LARUE,Mosul,Iraq,2005-07-31,3,13.97,5.99,0.3333,1
579,DARYL LARUE,Mosul,Iraq,2005-07-30,3,11.97,9.99,1.0,4
579,DARYL LARUE,Mosul,Iraq,2005-08-21,3,5.97,2.99,0.6667,10
478,LEWIS LYMAN,Ashqelon,Israel,2005-06-19,3,20.97,8.99,0.3333,1
102,CRYSTAL FORD,Ashdod,Israel,2005-07-09,3,17.97,6.99,0.6667,2
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-08-22,4,15.96,5.99,0.25,3
478,LEWIS LYMAN,Ashqelon,Israel,2005-07-31,3,10.97,4.99,0.6667,7
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-05-28,3,9.97,5.99,1.0,13
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-08-01,3,9.97,5.99,0.3333,13
102,CRYSTAL FORD,Ashdod,Israel,2005-07-06,3,8.97,4.99,0.6667,18
102,CRYSTAL FORD,Ashdod,Israel,2005-07-27,3,8.97,6.99,0.0,18
102,CRYSTAL FORD,Ashdod,Israel,2005-07-30,3,7.97,3.99,1.0,23
309,CHRISTOPHER GRECO,Brescia,Italy,2005-06-19,3,20.97,9.99,0.3333,1
541,DARREN WINDHAM,Livorno,Italy,2005-08-22,5,18.95,6.99,0.4,2
499,MARC OUTLAW,Brindisi,Italy,2005-08-17,3,14.97,8.99,0.3333,6
221,BESSIE MORRISON,Syrakusa,Italy,2005-08-21,3,14.97,7.99,0.3333,6
499,MARC OUTLAW,Brindisi,Italy,2005-08-18,3,13.97,7.99,1.0,8
499,MARC OUTLAW,Brindisi,Italy,2005-07-28,4,13.96,6.99,0.5,9
221,BESSIE MORRISON,Syrakusa,Italy,2005-07-27,3,12.97,8.99,0.6667,13
221,BESSIE MORRISON,Syrakusa,Italy,2005-08-17,3,12.97,4.99,0.0,13
33,ANNA HILL,Alessandria,Italy,2005-07-30,3,11.97,4.99,0.6667,16
33,ANNA HILL,Alessandria,Italy,2005-08-20,3,11.97,7.99,0.0,16
309,CHRISTOPHER GRECO,Brescia,Italy,2005-07-29,3,10.97,4.99,0.6667,23
499,MARC OUTLAW,Brindisi,Italy,2005-07-09,3,9.97,3.99,0.0,29
439,ALEXANDER FENNELL,Bergamo,Italy,2005-07-29,3,8.97,2.99,0.0,39
439,ALEXANDER FENNELL,Bergamo,Italy,2005-08-23,3,7.97,4.99,0.0,46
404,STANLEY SCROGGINS,Omiya,Japan,2005-08-22,5,27.95,10.99,0.4,1
531,JAMIE WAUGH,Kuwana,Japan,2005-08-02,4,26.96,10.99,0.5,2
519,RON DELUCA,Isesaki,Japan,2005-07-31,5,23.95,7.99,0.4,3
404,STANLEY SCROGGINS,Omiya,Japan,2005-07-08,4,21.96,8.99,0.5,4
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-08-18,4,21.96,6.99,0.0,4
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-23,3,20.97,8.99,0.6667,6
240,MARLENE WELCH,Iwaki,Japan,2005-07-27,3,18.97,8.99,0.6667,7
253,TERRY CARLSON,Miyakonojo,Japan,2005-08-21,3,17.97,7.99,0.3333,8
1,MARY SMITH,Sasebo,Japan,2005-06-15,3,16.97,9.99,0.0,12
54,TERESA ROGERS,Iwakuni,Japan,2005-08-02,3,15.97,5.99,0.0,14
489,RICARDO MEADOR,Okayama,Japan,2005-08-21,3,15.97,6.99,0.0,14
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-06-19,5,15.95,7.99,0.2,16
194,KRISTEN CHAVEZ,Hino,Japan,2005-06-18,3,14.97,7.99,0.3333,20
401,TONY CARRANZA,Koriyama,Japan,2005-07-29,3,14.97,8.99,0.3333,20
285,MIRIAM MCKINNEY,Otsu,Japan,2005-07-11,4,14.96,4.99,0.5,22
547,KURT EMMONS,Kanazawa,Japan,2005-08-02,4,14.96,5.99,0.25,22
396,EARL SHANKS,Iwatsuki,Japan,2005-06-15,3,13.97,6.99,0.0,27
285,MIRIAM MCKINNEY,Otsu,Japan,2005-08-01,3,13.97,5.99,0.0,27
299,JAMES GANNON,Hiroshima,Japan,2005-08-17,3,13.97,6.99,1.0,27
396,EARL SHANKS,Iwatsuki,Japan,2005-08-21,3,13.97,5.99,0.3333,27
299,JAMES GANNON,Hiroshima,Japan,2005-06-19,3,12.97,4.99,0.3333,36
574,JULIAN VEST,Akishima,Japan,2005-07-09,3,12.97,4.99,0.0,36
264,GWENDOLYN MAY,Higashiosaka,Japan,2005-07-11,3,12.97,8.99,0.3333,36
531,JAMIE WAUGH,Kuwana,Japan,2005-07-27,3,12.97,6.99,0.6667,36
429,FREDERICK ISBELL,Tsuyama,Japan,2005-07-28,3,12.97,7.99,0.0,36
264,GWENDOLYN MAY,Higashiosaka,Japan,2005-07-31,3,12.97,5.99,0.3333,36
141,DEBBIE REYES,Fukuyama,Japan,2005-08-17,3,12.97,5.99,0.6667,36
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-22,3,12.97,4.99,0.6667,36
503,ANGEL BARCLAY,Ueda,Japan,2005-08-23,4,12.96,4.99,0.25,44
531,JAMIE WAUGH,Kuwana,Japan,2005-07-10,3,11.97,5.99,0.0,54
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-07-27,3,11.97,6.99,0.0,54
285,MIRIAM MCKINNEY,Otsu,Japan,2005-08-18,3,11.97,9.99,0.3333,54
53,HEATHER MORRIS,Nagareyama,Japan,2005-08-21,3,11.97,5.99,0.0,54
1,MARY SMITH,Sasebo,Japan,2005-07-28,4,11.96,4.99,0.5,58
503,ANGEL BARCLAY,Ueda,Japan,2005-08-22,4,11.96,4.99,0.5,58
141,DEBBIE REYES,Fukuyama,Japan,2005-08-01,3,10.97,4.99,0.0,74
1,MARY SMITH,Sasebo,Japan,2005-08-22,3,10.97,5.99,0.3333,74
79,RACHEL BARNES,Kamakura,Japan,2005-07-31,3,9.97,6.99,0.3333,97
385,PHILLIP HOLM,Tama,Japan,2005-08-01,3,9.97,4.99,0.6667,97
391,CLARENCE GAMEZ,Izumisano,Japan,2005-07-30,3,8.97,6.99,0.6667,128
54,TERESA ROGERS,Iwakuni,Japan,2005-08-19,3,8.97,4.99,0.0,128
574,JULIAN VEST,Akishima,Japan,2005-06-16,3,7.97,5.99,0.0,179
264,GWENDOLYN MAY,Higashiosaka,Japan,2005-08-17,3,7.97,3.99,0.0,179
34,REBECCA SCOTT,Kurashiki,Japan,2005-07-27,3,6.97,2.99,0.3333,209
253,TERRY CARLSON,Miyakonojo,Japan,2005-07-28,3,6.97,2.99,0.6667,209
34,REBECCA SCOTT,Kurashiki,Japan,2005-08-18,3,6.97,2.99,0.0,209
573,BYRON BOX,Zhezqazghan,Kazakstan,2005-07-31,4,24.96,10.99,0.0,1
76,IRENE PRICE,Pavlodar,Kazakstan,2005-07-29,3,13.97,6.99,0.6667,2
573,BYRON BOX,Zhezqazghan,Kazakstan,2005-08-17,3,9.97,5.99,1.0,5
193,KATIE ELLIOTT,Kisumu,Kenya,2005-08-22,3,16.97,6.99,0.3333,1
363,ROY WHITING,Nyeri,Kenya,2005-08-22,3,15.97,5.99,0.3333,2
363,ROY WHITING,Nyeri,Kenya,2005-07-12,3,12.97,4.99,0.3333,4
363,ROY WHITING,Nyeri,Kenya,2005-07-29,3,11.97,4.99,0.6667,6
234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-08-02,4,17.96,7.99,0.5,1
234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-08-19,3,13.97,5.99,0.3333,2
347,RYAN SALISBURY,Daugavpils,Latvia,2005-07-28,4,15.96,4.99,0.5,2
23,SARAH LEWIS,Liepaja,Latvia,2005-08-19,3,14.97,6.99,0.3333,3
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-12,3,11.97,4.99,0.0,1
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-31,3,8.97,4.99,0.6667,5
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-30,3,3.97,1.99,0.3333,16
557,FELIX GAFFNEY,Vilnius,Lithuania,2005-07-30,4,12.96,6.99,0.5,1
557,FELIX GAFFNEY,Vilnius,Lithuania,2005-07-12,4,10.96,4.99,0.5,3
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-21,3,16.97,7.99,0.6667,1
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-23,4,14.96,4.99,0.5,2
306,CHARLES KOWALSKI,Sungai Petani,Malaysia,2005-08-20,4,16.96,5.99,0.75,1
171,DOLORES WAGNER,Ipoh,Malaysia,2005-08-19,4,14.96,6.99,0.25,3
306,CHARLES KOWALSKI,Sungai Petani,Malaysia,2005-08-02,3,11.97,5.99,0.0,7
58,JEAN BELL,Kuching,Malaysia,2005-07-31,3,10.97,4.99,0.0,12
425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-08,4,27.96,8.99,0.0,1
454,ALEX GRESHAM,Uruapan,Mexico,2005-08-20,4,27.96,8.99,0.25,1
575,ISAAC OGLESBY,Cuernavaca,Mexico,2005-08-18,3,22.97,8.99,0.6667,3
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-19,5,21.95,8.99,0.4,4
582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-27,4,20.96,6.99,0.5,5
467,ALVIN DELOACH,Cuauhtmoc,Mexico,2005-07-28,4,20.96,7.99,0.25,5
273,PRISCILLA LOWE,Salamanca,Mexico,2005-08-01,3,19.97,8.99,0.3333,7
133,PAULINE HENRY,Torren,Mexico,2005-07-08,4,19.96,6.99,0.5,8
273,PRISCILLA LOWE,Salamanca,Mexico,2005-07-12,4,19.96,8.99,0.5,8
84,SARA PERRY,Atlixco,Mexico,2005-08-02,4,19.96,7.99,1.0,8
451,JIM REA,El Fuerte,Mexico,2005-08-02,4,19.96,6.99,0.75,8
84,SARA PERRY,Atlixco,Mexico,2005-07-11,3,18.97,9.99,0.0,12
587,SERGIO STANFIELD,Celaya,Mexico,2005-07-31,3,17.97,6.99,0.3333,13
247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-08-18,3,17.97,7.99,0.6667,13
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-07-08,4,17.96,8.99,0.5,15
414,VINCENT RALSTON,Allende,Mexico,2005-08-19,5,17.95,7.99,0.4,16
451,JIM REA,El Fuerte,Mexico,2005-07-08,3,16.97,8.99,0.6667,17
465,FLOYD GANDY,Zapopan,Mexico,2005-08-17,3,16.97,6.99,0.3333,17
319,RONALD WEINER,San Felipe del Progreso,Mexico,2005-08-17,5,16.95,6.99,0.4,19
108,TRACY COLE,Huixquilucan,Mexico,2005-07-29,3,15.97,5.99,0.6667,22
582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-29,3,15.97,6.99,0.0,22
467,ALVIN DELOACH,Cuauhtmoc,Mexico,2005-08-18,3,15.97,9.99,0.6667,22
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-21,4,14.96,9.99,0.5,25
454,ALEX GRESHAM,Uruapan,Mexico,2005-06-17,3,12.97,5.99,0.3333,36
486,GLEN TALBERT,Acua,Mexico,2005-07-07,3,12.97,4.99,0.3333,36
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-07-10,3,12.97,4.99,0.3333,36
319,RONALD WEINER,San Felipe del Progreso,Mexico,2005-07-11,3,12.97,4.99,0.3333,36
323,MATTHEW MAHAN,Cuautla,Mexico,2005-07-28,3,12.97,5.99,0.0,36
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-18,3,12.97,6.99,0.3333,36
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-08-20,3,12.97,8.99,0.6667,36
482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-08-22,3,12.97,6.99,0.0,36
482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-08-23,3,12.97,5.99,1.0,36
454,ALEX GRESHAM,Uruapan,Mexico,2005-08-22,4,12.96,4.99,0.5,45
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-06-17,3,11.97,4.99,0.6667,55
273,PRISCILLA LOWE,Salamanca,Mexico,2005-07-30,3,11.97,5.99,0.0,55
570,IVAN CROMWELL,Monclova,Mexico,2005-07-30,3,11.97,7.99,0.0,55
414,VINCENT RALSTON,Allende,Mexico,2005-07-31,3,11.97,5.99,0.0,55
467,ALVIN DELOACH,Cuauhtmoc,Mexico,2005-07-07,3,10.97,4.99,0.3333,71
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-07-07,3,10.97,4.99,0.3333,71
414,VINCENT RALSTON,Allende,Mexico,2005-07-12,3,9.97,7.99,1.0,91
488,SHANE MILLARD,La Paz,Mexico,2005-08-22,3,9.97,5.99,1.0,91
177,SAMANTHA DUNCAN,Matamoros,Mexico,2005-06-16,3,8.97,4.99,0.3333,118
570,IVAN CROMWELL,Monclova,Mexico,2005-07-31,3,8.97,4.99,0.0,118
177,SAMANTHA DUNCAN,Matamoros,Mexico,2005-08-01,3,8.97,4.99,0.3333,118
582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-08-23,3,8.97,4.99,0.6667,118
451,JIM REA,El Fuerte,Mexico,2005-08-19,4,8.96,2.99,0.25,122
369,FRED WHEAT,Jurez,Mexico,2005-08-01,3,7.97,3.99,0.3333,152
115,WENDY HARRISON,Nezahualcyotl,Mexico,2005-07-11,3,6.97,2.99,0.3333,194
488,SHANE MILLARD,La Paz,Mexico,2005-07-28,3,6.97,2.99,0.3333,194
288,BOBBIE CRAIG,Valle de Santiago,Mexico,2005-08-19,3,6.97,2.99,1.0,194
353,JONATHAN SCARBOROUGH,Pachuca de Soto,Mexico,2005-08-23,3,5.97,2.99,0.0,252
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-27,4,17.96,5.99,0.5,1
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-07,3,12.97,5.99,0.3333,2
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-30,3,5.97,3.99,0.6667,12
40,AMANDA CARTER,Nador,Morocco,2005-07-31,3,13.97,6.99,0.3333,2
40,AMANDA CARTER,Nador,Morocco,2005-08-19,3,10.97,6.99,0.3333,4
257,MARSHA DOUGLAS,Beira,Mozambique,2005-08-19,5,20.95,7.99,0.4,1
257,MARSHA DOUGLAS,Beira,Mozambique,2005-07-27,5,18.95,5.99,0.6,2
257,MARSHA DOUGLAS,Beira,Mozambique,2005-07-29,3,12.97,4.99,0.3333,3
