customer_first_name,customer_last_name,payment_count,total_amount,average_payment,suspicious_activity
VANESSA,SIMS,19,86.80999999999999,4.568947368421052,0
NELLIE,GARRETT,19,86.80999999999999,4.568947368421052,0
KELLY,TORRES,20,86.8,4.34,0
ERICA,MATTHEWS,20,86.79999999999998,4.339999999999999,0
BEVERLY,BROOKS,21,86.78999999999999,4.132857142857143,0
AGNES,BISHOP,21,86.78999999999999,4.132857142857143,0
MARK,RINEHART,22,86.77999999999999,3.944545454545454,0
ELMER,NOE,22,86.77999999999997,3.9445454545454535,0
CONSTANCE,REID,23,86.76999999999997,3.7726086956521727,0
CHAD,CARBONE,24,86.75999999999999,3.6149999999999998,0
FELICIA,SUTTON,28,86.72,3.097142857142857,0
JUDITH,COX,29,86.70999999999998,2.9899999999999993,0
CHRISTINE,ROBERTS,20,85.8,4.29,0
RANDALL,NEUMANN,20,85.8,4.29,0
ALFREDO,MCADAMS,20,85.8,4.29,0
TIMOTHY,BUNN,21,85.78999999999999,4.085238095238095,0
VICTOR,BARKLEY,22,85.78,3.899090909090909,0
PEGGY,MYERS,22,85.77999999999999,3.8990909090909085,0
JON,WILES,22,85.77999999999999,3.8990909090909085,0
SUSAN,WILSON,23,85.77,3.7291304347826086,0
KIMBERLY,LEE,23,85.77,3.7291304347826086,0
JANE,BENNETT,23,85.76999999999998,3.7291304347826078,0
IAN,STILL,24,85.75999999999998,3.5733333333333324,0
LAWRENCE,LAWTON,27,85.72999999999999,3.175185185185185,0
LONNIE,TIRADO,16,84.83999999999999,5.302499999999999,0
DORIS,REED,19,84.81,4.463684210526316,0
JULIO,NOLAND,19,84.80999999999999,4.463684210526315,0
NATALIE,MEYER,20,84.8,4.24,0
BONNIE,HUGHES,20,84.79999999999998,4.239999999999999,0
MATHEW,BOLIN,20,84.79999999999998,4.239999999999999,0
JAY,ROBB,24,84.76,3.5316666666666667,0
JENNIFER,DAVIS,25,84.75,3.39,0
EVA,RAMOS,18,83.82,4.656666666666666,0
COREY,HAUSER,19,83.81,4.411052631578947,0
LESLIE,GORDON,20,83.8,4.1899999999999995,0
WADE,DELVALLE,22,83.78,3.808181818181818,0
BILLIE,HORTON,25,83.74999999999997,3.3499999999999988,0
WENDY,HARRISON,26,83.73999999999998,3.22076923076923,0
KAY,CALDWELL,16,82.83999999999999,5.177499999999999,0
TONI,HOLT,20,82.8,4.14,0
FREDDIE,DUGGAN,22,82.78,3.7627272727272727,0
BOB,PFEIFFER,22,82.77999999999999,3.7627272727272723,0
ALLISON,STANLEY,23,82.76999999999998,3.5986956521739124,0
GENE,SANBORN,24,82.75999999999999,3.448333333333333,0
VERNON,CHAPA,17,81.83,4.813529411764706,0
JARED,ELY,17,81.83,4.813529411764706,0
YVONNE,WATKINS,19,81.80999999999999,4.30578947368421,0
LORRAINE,STEPHENS,20,81.8,4.09,0
BARBARA,JONES,22,81.78,3.7172727272727273,0
MEGAN,PALMER,25,81.75,3.27,0
OSCAR,AQUINO,17,80.83000000000001,4.754705882352942,0
ROBERT,BAUGHMAN,18,80.82000000000001,4.49,0
EILEEN,CARR,18,80.82,4.489999999999999,0
VIVIAN,RUIZ,20,80.8,4.04,0
WILLIE,MARKHAM,21,80.79,3.8471428571428574,0
JOSE,ANDREW,22,80.78,3.671818181818182,0
HEATHER,MORRIS,22,80.77999999999999,3.6718181818181814,0
LUCY,WHEELER,23,80.77000000000001,3.511739130434783,0
JESSIE,BANKS,23,80.77,3.5117391304347825,0
KEITH,RICO,23,80.77,3.5117391304347825,0
TYLER,WREN,18,79.82,4.434444444444444,0
EDNA,WEST,19,79.81,4.200526315789474,0
DONALD,MAHON,19,79.81,4.200526315789474,0
ROBERTA,HARPER,20,79.8,3.9899999999999998,0
SCOTT,SHELLEY,22,79.78,3.6263636363636365,0
JESSE,SCHILLING,22,79.78,3.6263636363636365,0
CLARENCE,GAMEZ,25,79.74999999999999,3.1899999999999995,0
FREDERICK,ISBELL,16,78.83999999999999,4.927499999999999,0
AUSTIN,CINTRON,18,78.82000000000001,4.3788888888888895,0
CAROL,GARCIA,19,78.80999999999999,4.147894736842105,0
BERNARD,COLBY,20,78.8,3.94,0
MILDRED,BAILEY,20,78.79999999999998,3.939999999999999,0
JOAN,COOPER,21,78.79,3.751904761904762,0
CHRISTIAN,JUNG,21,78.78999999999999,3.7519047619047616,0
RICKY,SHELBY,23,78.77,3.424782608695652,0
CORY,MEEHAN,23,78.77,3.424782608695652,0
MELINDA,FERNANDEZ,16,77.84,4.865,0
EMMA,BOYD,19,77.80999999999999,4.0952631578947365,0
LUIS,YANEZ,19,77.80999999999999,4.0952631578947365,0
ERNEST,STEPP,21,77.79,3.7042857142857146,0
RITA,GRAHAM,22,77.78,3.5354545454545456,0
GREGORY,MAULDIN,22,77.77999999999999,3.5354545454545447,0
LYDIA,BURKE,23,77.77,3.3813043478260867,0
MARIAN,MENDOZA,18,76.82,4.267777777777777,0
PHYLLIS,FOSTER,20,76.8,3.84,0
KIM,CRUZ,20,76.8,3.84,0
PEARL,GARZA,22,76.78,3.49,0
CHRISTINA,RAMIREZ,17,75.83,4.460588235294118,0
SAMUEL,MARLOW,20,75.80000000000001,3.7900000000000005,0
CLAYTON,BARBEE,21,75.79,3.6090476190476193,0
IDA,ANDREWS,22,75.78,3.444545454545455,0
ROLAND,SOUTH,22,75.78,3.444545454545455,0
KRISTEN,CHAVEZ,16,74.84,4.6775,0
DWIGHT,LOMBARDI,17,74.83000000000001,4.4017647058823535,0
JACOB,LANCE,20,74.8,3.7399999999999998,0
IRENE,PRICE,21,74.79000000000002,3.5614285714285723,0
ANTONIO,MEEK,15,73.85000000000001,4.923333333333334,0
ALLEN,BUTTERFIELD,16,73.84,4.615,0
DANNY,ISOM,18,73.82000000000001,4.101111111111112,0
MARGARET,MOORE,19,73.81000000000002,3.884736842105264,0
RACHEL,BARNES,19,73.81,3.8847368421052635,0
HERBERT,KRUGER,19,73.80999999999999,3.8847368421052626,0
LANCE,PEMBERTON,20,73.8,3.69,0
COLLEEN,BURTON,21,73.79000000000002,3.513809523809525,0
APRIL,BURNS,22,73.78,3.3536363636363635,0
PAULA,BRYANT,17,72.83000000000001,4.2841176470588245,0
ARMANDO,GRUBER,18,72.82000000000001,4.045555555555556,0
CHRIS,BROTHERS,19,72.81000000000002,3.832105263157896,0
ANNE,POWELL,21,72.79,3.4661904761904765,0
ENRIQUE,FORSYTHE,21,72.79,3.4661904761904765,0
DARRYL,ASHCRAFT,21,72.78999999999999,3.4661904761904756,0
DELORES,HANSEN,16,71.84,4.49,0
RAY,HOULE,20,71.80000000000001,3.5900000000000007,0
ANTHONY,SCHWAB,20,71.8,3.59,0
SAMANTHA,DUNCAN,23,71.77,3.1204347826086956,0
IRMA,PEARSON,18,70.82000000000001,3.934444444444445,0
EUGENE,CULPEPPER,18,70.82000000000001,3.934444444444445,0
WAYNE,TRUONG,19,70.81000000000002,3.7268421052631586,0
EDITH,MCDONALD,17,69.83000000000001,4.10764705882353,0
FRANKLIN,TROUTMAN,21,69.79000000000002,3.323333333333334,0
FLOYD,GANDY,16,68.84000000000002,4.302500000000001,0
ALICIA,MILLS,18,68.82000000000002,3.8233333333333346,0
FRED,WHEAT,20,68.80000000000003,3.4400000000000013,0
NORMAN,CURRIER,23,68.77,2.9899999999999998,0
ANN,EVANS,14,67.86000000000001,4.847142857142858,0
KENNETH,GOODEN,14,67.86000000000001,4.847142857142858,0
JEROME,KENYON,14,67.86000000000001,4.847142857142858,0
VERA,MCCOY,18,67.82000000000001,3.7677777777777783,0
TERRY,GRISSOM,18,67.82000000000001,3.7677777777777783,0
NORMA,GONZALES,18,66.82000000000001,3.7122222222222225,0
LLOYD,DOWD,19,66.81000000000002,3.516315789473685,0
JEANETTE,GREENE,17,65.83000000000001,3.872352941176471,0
JONATHAN,SCARBOROUGH,17,65.83000000000001,3.872352941176471,0
ADRIAN,CLARY,17,65.83000000000001,3.872352941176471,0
MARVIN,YEE,19,65.81000000000002,3.4636842105263166,0
JOANN,GARDNER,15,64.85000000000001,4.323333333333334,0
HENRY,BILLINGSLEY,16,64.84000000000002,4.052500000000001,0
ALBERTO,HENNING,20,63.80000000000002,3.190000000000001,0
JUAN,FRALEY,21,63.79000000000001,3.037619047619048,0
LESTER,KRAUS,15,62.85000000000002,4.190000000000001,0
ALLAN,CORNISH,15,62.850000000000016,4.190000000000001,0
NELSON,CHRISTENSON,16,62.84000000000002,3.927500000000001,0
TONY,CARRANZA,19,62.810000000000024,3.3057894736842117,0
ANITA,MORALES,14,59.860000000000014,4.275714285714287,0
PENNY,NEAL,17,59.83000000000001,3.519411764705883,0
LAUREN,HUDSON,16,58.84000000000002,3.677500000000001,0
JILL,HAWKINS,17,58.830000000000005,3.460588235294118,0
ANNIE,RUSSELL,18,58.82000000000002,3.267777777777779,0
BOBBIE,CRAIG,20,58.80000000000002,2.940000000000001,0
FELIX,GAFFNEY,21,58.79000000000001,2.79952380952381,0
KATHERINE,RIVERA,13,57.87000000000002,4.451538461538463,0
SHEILA,WELLS,14,57.86000000000002,4.132857142857144,0
JOHNNY,TURPIN,19,57.81000000000002,3.0426315789473692,0
JO,FOWLER,15,54.85,3.6566666666666667,0
MATTIE,HOFFMAN,19,53.81000000000001,2.8321052631578953,0
KIRK,STCLAIR,17,50.83000000000002,2.990000000000001,0
TIFFANY,JORDAN,12,49.88000000000001,4.156666666666667,0
LEONA,OBRIEN,12,44.88000000000001,3.7400000000000007,0
BRIAN,WYMAN,11,42.890000000000015,3.8990909090909103,0
CAROLINE,BOWMAN,13,37.87,2.9130769230769227,0
