customer_id,customer_name,country_name,city_name,payment_date,payment_count,day_amount,staff_list,deviation_from_personal_avg,suspicion_rank_in_country
155,GAIL KNIGHT,Switzerland,Bern,2005-08-21,3,14.97,"Mike Hillyer,Jon Stephens",13.87,2
577,CLIFTON MALCOLM,Taiwan,Tanshui,2005-07-28,3,21.97,"Jon Stephens,Mike Hillyer",21.17,1
139,AMBER DIXON,Taiwan,Touliu,2005-08-22,5,21.95,"Mike Hillyer,Jon Stephens",20.79,2
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-07-31,5,21.95,"Jon Stephens,Mike Hillyer",20.55,3
348,ROGER QUINTANILLA,Taiwan,Hsichuh,2005-07-08,4,20.96,"Jon Stephens,Mike Hillyer",20.2,4
30,MELISSA KING,Taiwan,Lungtan,2005-07-28,4,19.96,"Jon Stephens,Mike Hillyer",18.53,5
139,AMBER DIXON,Taiwan,Touliu,2005-07-09,3,17.97,"Jon Stephens,Mike Hillyer",17.34,6
517,BRAD MCCURDY,Taiwan,Chungho,2005-07-07,4,17.96,"Jon Stephens,Mike Hillyer",17.2,7
30,MELISSA KING,Taiwan,Lungtan,2005-07-09,3,16.97,"Jon Stephens,Mike Hillyer",16.17,8
190,YOLANDA WEAVER,Tanzania,Tabora,2005-08-02,4,24.96,"Mike Hillyer,Jon Stephens",24.03,1
390,SHAWN HEATON,Thailand,Nakhon Sawan,2005-08-20,6,27.94,"Mike Hillyer,Jon Stephens",26.51,1
327,LARRY THRASHER,Turkey,Adana,2005-08-23,3,23.97,"Mike Hillyer,Jon Stephens",22.67,1
172,BERNICE WILLIS,Turkey,Batman,2005-07-08,3,17.97,"Mike Hillyer,Jon Stephens",17.84,2
566,CASEY MENA,Turkey,Tokat,2005-07-29,5,17.95,"Mike Hillyer,Jon Stephens",16.72,3
204,ROSEMARY SCHMIDT,Turkey,Usak,2005-08-22,3,17.97,"Mike Hillyer,Jon Stephens",16.11,4
172,BERNICE WILLIS,Turkey,Batman,2005-07-27,4,16.96,"Mike Hillyer,Jon Stephens",15.86,5
172,BERNICE WILLIS,Turkey,Batman,2005-07-30,3,15.97,"Jon Stephens,Mike Hillyer",14.14,6
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-18,3,26.97,"Jon Stephens,Mike Hillyer",26.07,1
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-30,3,19.97,"Jon Stephens,Mike Hillyer",18.47,2
131,MONICA HICKS,Ukraine,Mukateve,2005-08-19,4,18.96,"Jon Stephens,Mike Hillyer",17.3,3
98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,2005-07-29,3,16.97,"Mike Hillyer,Jon Stephens",16.27,1
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-07-06,3,13.97,"Jon Stephens,Mike Hillyer",13.21,2
497,GILBERT SLEDGE,United Kingdom,York,2005-06-18,3,17.97,"Jon Stephens,Mike Hillyer",17.7,1
583,MARSHALL THORN,United Kingdom,Southampton,2005-07-06,3,17.97,"Mike Hillyer,Jon Stephens",16.97,2
477,DAN PAINE,United Kingdom,Stockport,2005-07-29,3,15.97,"Mike Hillyer,Jon Stephens",14.84,3
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-30,5,30.95,"Mike Hillyer,Jon Stephens",29.55,1
181,ANA BRADLEY,United States,Memphis,2005-08-01,5,26.95,"Jon Stephens,Mike Hillyer",24.52,2
420,JACOB LANCE,United States,El Monte,2005-08-01,3,20.97,"Jon Stephens,Mike Hillyer",19.64,3
294,SHELLY WATTS,United States,Dayton,2005-08-01,5,20.95,"Jon Stephens,Mike Hillyer",19.35,4
146,JAMIE RICE,United States,Sterling Heights,2005-07-11,3,19.97,"Mike Hillyer,Jon Stephens",18.71,5
275,CAROLE BARNETT,United States,Peoria,2005-08-21,4,19.96,"Mike Hillyer,Jon Stephens",18.4,6
181,ANA BRADLEY,United States,Memphis,2005-07-30,3,19.97,"Jon Stephens,Mike Hillyer",18.37,7
149,VALERIE BLACK,United States,Brockton,2005-06-18,3,18.97,"Jon Stephens,Mike Hillyer",18.37,8
112,ROSA REYNOLDS,United States,Lancaster,2005-07-31,4,17.96,"Jon Stephens,Mike Hillyer",16.86,9
146,JAMIE RICE,United States,Sterling Heights,2005-08-02,4,17.96,"Jon Stephens,Mike Hillyer",16.73,10
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-27,3,16.97,"Jon Stephens,Mike Hillyer",16.64,11
51,ALICE STEWART,United States,Fontana,2005-07-09,3,16.97,"Mike Hillyer,Jon Stephens",16.54,12
63,ASHLEY RICHARDSON,United States,Lincoln,2005-07-10,3,16.97,"Mike Hillyer,Jon Stephens",16.47,13
112,ROSA REYNOLDS,United States,Lancaster,2005-08-17,3,16.97,"Mike Hillyer,Jon Stephens",15.34,14
51,ALICE STEWART,United States,Fontana,2005-08-21,3,16.97,"Jon Stephens,Mike Hillyer",14.74,15
214,KRISTIN JOHNSTON,United States,Sunnyvale,2005-08-19,3,15.97,"Jon Stephens,Mike Hillyer",14.71,16
158,VERONICA STONE,United States,Greensboro,2005-08-02,4,15.96,"Jon Stephens,Mike Hillyer",14.43,17
2,PATRICIA JOHNSON,United States,San Bernardino,2005-08-02,4,16.96,"Mike Hillyer,Jon Stephens",14.4,18
276,BRANDY GRAVES,United States,Warren,2005-08-18,3,15.97,"Jon Stephens,Mike Hillyer",14.37,19
290,KRISTINA CHAMBERS,Venezuela,Valle de la Pascua,2005-06-15,3,20.97,"Mike Hillyer,Jon Stephens",20.87,1
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-21,4,18.96,"Mike Hillyer,Jon Stephens",17.7,2
113,CINDY FISHER,Venezuela,Cuman,2005-06-20,3,16.97,"Jon Stephens,Mike Hillyer",16.54,3
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-08-01,3,16.97,"Mike Hillyer,Jon Stephens",15.87,4
520,MITCHELL WESTMORELAND,Vietnam,Nha Trang,2005-07-10,3,19.97,"Jon Stephens,Mike Hillyer",19.01,1
472,GREG ROBINS,Vietnam,Nam Dinh,2005-07-11,3,18.97,"Mike Hillyer,Jon Stephens",17.67,2
532,NEIL RENNER,Vietnam,Cam Ranh,2005-08-19,3,18.97,"Jon Stephens,Mike Hillyer",17.17,3
199,BETH FRANKLIN,Vietnam,Haiphong,2005-08-01,3,16.97,"Mike Hillyer,Jon Stephens",15.21,4
470,GORDON ALLARD,Yemen,Hodeida,2005-08-18,3,23.97,"Jon Stephens,Mike Hillyer",21.84,1
553,MAX PITT,Yugoslavia,Novi Sad,2005-07-06,5,22.95,"Jon Stephens,Mike Hillyer",22.05,1
7,MARIA MILLER,Yugoslavia,Kragujevac,2005-08-01,4,22.96,"Jon Stephens,Mike Hillyer",20.96,2
