customer_id,customer_name,country,city,payment_date,payment_count,total_amount,avg_amount_prev_30_days,exceed_ratio,day_amount_rank
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-07-30,5,29.95,2.03,14.76,1
533,JESSIE MILAM,China,Binzhou,2005-08-17,3,19.97,1.36,14.65,1
39,DEBRA NELSON,Brazil,Vila Velha,2005-07-29,4,19.96,1.36,14.63,3
472,GREG ROBINS,Vietnam,Nam Dinh,2005-07-11,3,18.97,1.3,14.63,1
368,HARRY ARCE,Iran,Najafabad,2005-08-19,4,17.96,1.23,14.6,1
146,JAMIE RICE,United States,Sterling Heights,2005-08-02,4,17.96,1.23,14.59,3
566,CASEY MENA,Turkey,Tokat,2005-07-29,5,17.95,1.23,14.59,1
46,CATHERINE CAMPBELL,Russian Federation,Moscow,2005-08-01,3,15.97,1.1,14.55,1
487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2005-07-30,3,14.97,1.03,14.53,3
499,MARC OUTLAW,Italy,Brindisi,2005-08-17,3,14.97,1.03,14.53,1
397,JIMMY SCHRADER,Russian Federation,Atinsk,2005-08-18,6,14.94,1.03,14.5,1
559,EVERETT BANDA,Egypt,Bilbays,2005-08-19,3,13.97,0.96,14.5,1
540,TYRONE ASHER,Bulgaria,Ruse,2005-07-11,3,13.97,0.96,14.49,2
264,GWENDOLYN MAY,Japan,Higashiosaka,2005-07-11,3,12.97,0.9,14.45,1
232,CONSTANCE REID,Nigeria,Zaria,2005-07-29,3,12.97,0.9,14.45,2
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-29,4,22.96,1.6,14.37,1
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-08-19,3,10.97,0.76,14.36,2
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-30,3,19.97,1.4,14.3,1
487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2005-07-29,3,9.97,0.7,14.29,5
272,KAY CALDWELL,China,Yantai,2005-08-17,3,16.97,1.2,14.17,1
477,DAN PAINE,United Kingdom,Stockport,2005-07-29,3,15.97,1.13,14.12,1
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-08-19,4,15.96,1.13,14.12,2
361,LAWRENCE LAWTON,Cameroon,Yaound,2005-07-12,3,7.97,0.56,14.11,5
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-01,5,20.95,1.5,14.0,1
30,MELISSA KING,Taiwan,Lungtan,2005-07-28,4,19.96,1.43,13.96,1
121,JOSEPHINE GOMEZ,India,Etawah,2005-08-21,4,25.96,1.86,13.94,1
5,ELIZABETH BROWN,Taiwan,Nantou,2005-07-09,3,12.97,0.93,13.93,1
531,JAMIE WAUGH,Japan,Kuwana,2005-07-27,3,12.97,0.93,13.93,2
446,THEODORE CULP,India,Uluberia,2005-07-29,4,17.96,1.3,13.85,1
193,KATIE ELLIOTT,Kenya,Kisumu,2005-08-22,3,16.97,1.23,13.8,1
226,MAUREEN LITTLE,Paraguay,Asuncin,2005-08-23,4,16.96,1.23,13.79,1
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-08-18,4,21.96,1.6,13.76,1
434,EDDIE TOMLIN,Philippines,Ozamis,2005-07-27,3,10.97,0.8,13.74,5
155,GAIL KNIGHT,Switzerland,Bern,2005-08-21,3,14.97,1.1,13.64,2
284,SONIA GREGORY,Nigeria,Benin City,2005-07-27,3,14.97,1.1,13.63,2
265,JENNIE TERRY,Czech Republic,Olomouc,2005-08-21,3,18.97,1.4,13.59,1
222,DELORES HANSEN,Russian Federation,Jaroslavl,2005-07-29,3,13.97,1.03,13.55,1
55,DORIS REED,Russian Federation,Balaiha,2005-08-19,3,13.97,1.03,13.55,1
588,MARION OCAMPO,China,Weifang,2005-07-29,4,13.96,1.03,13.54,1
36,KATHLEEN ADAMS,Iran,Arak,2005-07-28,3,8.97,0.66,13.5,5
156,BERTHA FERGUSON,Nigeria,Ondo,2005-07-10,3,8.97,0.67,13.49,3
552,HUGH WALDROP,China,Haining,2005-07-28,3,8.97,0.67,13.48,3
339,WALTER PERRYMAN,China,Xinxiang,2005-08-17,3,12.97,0.96,13.45,1
221,BESSIE MORRISON,Italy,Syrakusa,2005-07-27,3,12.97,0.97,13.44,3
157,DARLENE ROSE,North Korea,Pyongyang,2005-07-29,5,12.95,0.96,13.44,2
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-30,3,19.97,1.5,13.34,1
54,TERESA ROGERS,Japan,Iwakuni,2005-08-02,3,15.97,1.2,13.34,1
10,DOROTHY TAYLOR,Iran,Esfahan,2005-07-09,3,11.97,0.9,13.34,2
327,LARRY THRASHER,Turkey,Adana,2005-08-22,3,11.97,0.9,13.34,2
442,LEROY BUSTAMANTE,China,Tongliao,2005-07-07,3,11.97,0.9,13.33,3
446,THEODORE CULP,India,Uluberia,2005-07-27,3,11.97,0.9,13.33,4
94,NORMA GONZALES,Philippines,Bislig,2005-08-22,3,7.97,0.6,13.32,4
230,JOY GEORGE,Romania,Botosani,2005-07-31,3,17.97,1.36,13.19,1
294,SHELLY WATTS,United States,Dayton,2005-08-01,5,20.95,1.6,13.12,1
269,CASSANDRA WALTERS,United States,Salinas,2005-07-12,3,13.97,1.06,13.12,1
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-28,4,19.96,1.53,13.04,3
362,NICHOLAS BARFIELD,Brazil,Belm,2005-08-21,4,25.96,2.0,13.01,1
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-17,3,12.97,1.0,13.0,3
417,TRAVIS ESTEP,Saudi Arabia,al-Qatif,2005-08-02,3,15.97,1.23,12.98,1
485,CLYDE TOBIAS,China,Shaoguan,2005-07-30,4,17.96,1.4,12.87,1
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-08-21,3,19.97,1.56,12.78,1
275,CAROLE BARNETT,United States,Peoria,2005-08-21,4,19.96,1.56,12.78,1
451,JIM REA,Mexico,El Fuerte,2005-08-02,4,19.96,1.56,12.76,1
490,SAM MCDUFFIE,Colombia,Sogamoso,2005-07-12,3,16.97,1.33,12.76,1
366,BRANDON HUEY,Turkey,Balikesir,2005-07-12,3,13.97,1.1,12.73,3
352,ALBERT CROUSE,Cameroon,Bamenda,2005-08-17,3,13.97,1.1,12.73,3
66,JANICE WARD,Sweden,Malm,2005-08-21,4,13.96,1.1,12.73,3
72,THERESA WATSON,Philippines,Taguig,2005-08-17,4,13.96,1.1,12.72,1
354,JUSTIN NGO,Brazil,Santo Andr,2005-07-29,3,18.97,1.5,12.69,1
409,RODNEY MOELLER,Nigeria,Deba Habe,2005-07-09,3,10.97,0.87,12.68,2
475,PEDRO CHESTNUT,Ukraine,ostka,2005-07-28,3,15.97,1.26,12.63,1
214,KRISTIN JOHNSTON,United States,Sunnyvale,2005-08-19,3,15.97,1.26,12.63,1
323,MATTHEW MAHAN,Mexico,Cuautla,2005-07-28,3,12.97,1.03,12.58,1
590,SETH HANNON,Bahrain,al-Manama,2005-07-08,3,12.97,1.03,12.57,2
417,TRAVIS ESTEP,Saudi Arabia,al-Qatif,2005-08-21,3,14.97,1.2,12.51,2
181,ANA BRADLEY,United States,Memphis,2005-07-30,3,19.97,1.6,12.5,2
531,JAMIE WAUGH,Japan,Kuwana,2005-08-02,4,26.96,2.16,12.47,1
132,ESTHER CRAWFORD,South Africa,Botshabelo,2005-07-08,3,11.97,0.96,12.42,2
390,SHAWN HEATON,Thailand,Nakhon Sawan,2005-07-07,3,11.97,0.96,12.41,3
414,VINCENT RALSTON,Mexico,Allende,2005-07-31,3,11.97,0.96,12.41,2
349,JOE GILLILAND,Philippines,Imus,2005-08-02,3,18.97,1.53,12.4,1
541,DARREN WINDHAM,Italy,Livorno,2005-08-22,5,18.95,1.53,12.39,1
261,DEANNA BYRD,Philippines,Tuguegarao,2005-08-20,3,13.97,1.13,12.36,3
237,TANYA GILBERT,South Korea,Naju,2005-07-29,3,13.97,1.13,12.35,4
446,THEODORE CULP,India,Uluberia,2005-07-12,4,13.96,1.13,12.35,3
244,VIOLA HANSON,Philippines,Lapu-Lapu,2005-07-31,3,15.97,1.3,12.32,1
297,SHERRI RHODES,India,Ahmadnagar,2005-08-17,3,8.97,0.73,12.28,6
596,ENRIQUE FORSYTHE,Greece,Patras,2005-08-01,3,8.97,0.73,12.27,3
437,RANDALL NEUMANN,Dominican Republic,La Romana,2005-08-20,3,12.97,1.06,12.19,1
213,GINA WILLIAMSON,Yemen,Taizz,2005-07-30,3,14.97,1.23,12.17,1
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-07-11,4,14.96,1.23,12.16,1
37,PAMELA BAKER,China,Nanyang,2005-08-20,4,14.96,1.23,12.15,1
280,TRACEY BARRETT,Nigeria,Owo,2005-08-19,3,20.97,1.73,12.13,1
273,PRISCILLA LOWE,Mexico,Salamanca,2005-07-12,4,19.96,1.66,12.0,2
89,JULIA FLORES,Argentina,La Plata,2005-07-28,4,15.96,1.33,11.99,2
8,SUSAN WILSON,New Zealand,Hamilton,2005-07-07,3,7.97,0.67,11.98,4
536,FERNANDO CHURCHILL,South Korea,Tonghae,2005-08-17,3,16.97,1.43,11.86,1
176,JUNE CARROLL,Algeria,Skikda,2005-06-18,4,16.96,1.43,11.85,1
66,JANICE WARD,Sweden,Malm,2005-07-07,3,14.97,1.26,11.85,2
285,MIRIAM MCKINNEY,Japan,Otsu,2005-07-11,4,14.96,1.26,11.83,3
342,HAROLD MARTINO,Brazil,Boa Vista,2005-07-31,4,12.96,1.1,11.81,4
510,BEN EASTER,Russian Federation,Kamyin,2005-06-19,3,10.97,0.93,11.78,3
320,ANTHONY SCHWAB,American Samoa,Tafuna,2005-07-29,3,10.97,0.93,11.78,1
58,JEAN BELL,Malaysia,Kuching,2005-07-31,3,10.97,0.93,11.78,4
177,SAMANTHA DUNCAN,Mexico,Matamoros,2005-08-01,3,8.97,0.76,11.74,2
99,EMILY DIAZ,South Korea,Kimchon,2005-07-08,3,8.97,0.77,11.73,4
170,BEATRICE ARNOLD,India,Udaipur,2005-07-31,3,15.97,1.36,11.71,2
375,AARON SELBY,"Congo, The Democratic Republic of the",Mwene-Ditu,2005-08-01,4,8.96,0.77,11.71,5
156,BERTHA FERGUSON,Nigeria,Ondo,2005-08-22,4,14.96,1.3,11.54,1
215,JESSIE BANKS,Bulgaria,Stara Zagora,2005-08-23,4,9.96,0.86,11.54,2
126,ELLEN SIMPSON,Brazil,Po,2005-08-17,3,9.97,0.87,11.53,5
260,CHRISTY VARGAS,China,Datong,2005-08-21,3,17.97,1.56,11.51,1
7,MARIA MILLER,Yugoslavia,Kragujevac,2005-08-01,4,22.96,2.0,11.5,1
372,STEVE MACKENZIE,Indonesia,Probolinggo,2005-07-28,3,15.97,1.4,11.43,2
46,CATHERINE CAMPBELL,Russian Federation,Moscow,2005-08-18,4,15.96,1.4,11.43,2
131,MONICA HICKS,Ukraine,Mukateve,2005-08-19,4,18.96,1.66,11.41,1
77,JANE BENNETT,Brazil,Araatuba,2005-08-02,4,7.96,0.7,11.41,4
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-08-19,3,13.97,1.23,11.35,2
470,GORDON ALLARD,Yemen,Hodeida,2005-08-18,3,23.97,2.13,11.26,1
211,STACEY MONTGOMERY,China,Fuyu,2005-07-10,3,14.97,1.33,11.25,1
419,CHAD CARBONE,India,Katihar,2005-07-10,3,5.97,0.53,11.23,7
411,NORMAN CURRIER,Indonesia,Cianjur,2005-07-27,3,5.97,0.53,11.23,6
129,CARRIE PORTER,China,Liaocheng,2005-08-20,4,21.96,1.96,11.19,2
49,JOYCE EDWARDS,Saudi Arabia,Jedda,2005-08-21,3,15.97,1.43,11.17,1
111,CARMEN OWENS,Venezuela,Caracas,2005-08-02,3,12.97,1.16,11.15,2
251,VICKIE BREWER,Germany,Halle/Saale,2005-08-19,3,12.97,1.16,11.15,1
585,PERRY SWAFFORD,Argentina,Quilmes,2005-07-27,3,12.97,1.16,11.14,2
210,ELLA OLIVER,Yemen,Aden,2005-08-19,3,12.97,1.16,11.14,4
181,ANA BRADLEY,United States,Memphis,2005-08-01,5,26.95,2.43,11.09,1
107,FLORENCE WOODS,Argentina,Merlo,2005-06-20,4,9.96,0.9,11.09,3
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-08-20,3,13.97,1.26,11.06,2
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-07-07,3,10.97,1.0,10.99,4
128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,2005-07-30,3,14.97,1.36,10.98,1
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-27,4,14.96,1.36,10.97,2
314,GEORGE LINTON,Brazil,Sorocaba,2005-07-28,3,11.97,1.1,10.92,3
161,GERALDINE PERKINS,Israel,Tel Aviv-Jaffa,2005-08-22,4,15.96,1.46,10.91,1
292,MISTY LAMBERT,United Arab Emirates,Sharja,2005-07-27,3,11.97,1.1,10.9,1
1,MARY SMITH,Japan,Sasebo,2005-07-28,4,11.96,1.1,10.89,3
487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2005-08-01,3,16.97,1.56,10.86,1
550,GUY BROWNLEE,China,Zhoushan,2005-08-17,3,12.97,1.2,10.84,4
555,DWIGHT LOMBARDI,South Africa,Chatsworth,2005-08-17,3,12.97,1.2,10.83,2
197,SUE PETERS,China,Changzhou,2005-08-01,4,12.96,1.2,10.82,4
296,RAMONA HALE,India,Patiala,2005-08-20,4,12.96,1.2,10.82,1
494,RAMON CHOATE,Ecuador,Robamba,2005-08-22,4,26.96,2.49,10.81,1
253,TERRY CARLSON,Japan,Miyakonojo,2005-08-21,3,17.97,1.66,10.81,1
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-08-19,3,22.97,2.13,10.79,1
229,TAMARA NGUYEN,Brazil,Anpolis,2005-08-19,3,8.97,0.83,10.79,3
151,MEGAN PALMER,China,Laiwu,2005-08-22,3,13.97,1.3,10.78,1
330,SCOTT SHELLEY,United States,Aurora,2005-06-20,3,8.97,0.83,10.78,3
518,GABRIEL HARDER,Turkey,Sivas,2005-07-28,3,13.97,1.3,10.77,3
471,DEAN SAUER,South Africa,Johannesburg,2005-08-21,3,13.97,1.3,10.77,2
254,MAXINE SILVA,Brazil,Poos de Caldas,2005-08-19,4,13.96,1.3,10.77,2
373,LOUIS LEONE,Philippines,Tanauan,2005-07-30,3,14.97,1.4,10.72,2
551,CLAYTON BARBEE,Brazil,Alvorada,2005-08-22,3,14.97,1.4,10.72,1
472,GREG ROBINS,Vietnam,Nam Dinh,2005-08-21,3,14.97,1.4,10.71,2
547,KURT EMMONS,Japan,Kanazawa,2005-08-02,4,14.96,1.4,10.71,1
244,VIOLA HANSON,Philippines,Lapu-Lapu,2005-07-10,3,9.97,0.93,10.71,4
131,MONICA HICKS,Ukraine,Mukateve,2005-07-10,3,9.97,0.93,10.7,6
562,WALLACE SLONE,Nigeria,Sokoto,2005-07-27,3,9.97,0.93,10.7,3
256,MABEL HOLLAND,Myanmar,Monywa,2005-08-23,3,15.97,1.5,10.67,1
125,ETHEL WEBB,South Africa,Boksburg,2005-07-29,3,10.97,1.03,10.64,3
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-29,3,10.97,1.03,10.64,4
467,ALVIN DELOACH,Mexico,Cuauhtmoc,2005-07-07,3,10.97,1.03,10.63,4
532,NEIL RENNER,Vietnam,Cam Ranh,2005-08-19,3,18.97,1.8,10.56,1
574,JULIAN VEST,Japan,Akishima,2005-07-09,3,12.97,1.23,10.54,1
384,ERNEST STEPP,China,Huaian,2005-07-10,3,12.97,1.23,10.54,3
129,CARRIE PORTER,China,Liaocheng,2005-07-06,3,6.97,0.66,10.49,7
115,WENDY HARRISON,Mexico,Nezahualcyotl,2005-07-11,3,6.97,0.66,10.49,6
297,SHERRI RHODES,India,Ahmadnagar,2005-07-11,3,14.97,1.43,10.47,2
262,PATSY DAVIDSON,Ecuador,Portoviejo,2005-08-23,4,14.96,1.43,10.46,3
158,VERONICA STONE,United States,Greensboro,2005-08-02,4,15.96,1.53,10.44,1
594,EDUARDO HIATT,China,Jining,2005-07-31,3,16.97,1.63,10.41,1
112,ROSA REYNOLDS,United States,Lancaster,2005-08-17,3,16.97,1.63,10.41,3
90,RUBY WASHINGTON,China,Meixian,2005-08-01,3,17.97,1.73,10.39,1
230,JOY GEORGE,Romania,Botosani,2005-07-09,3,8.97,0.86,10.38,7
473,JORGE OLIVARES,Indonesia,Lhokseumawe,2005-08-02,5,19.95,1.93,10.34,1
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-07-30,4,20.96,2.03,10.33,1
513,DUANE TUBBS,Nauru,Yangor,2005-08-22,4,24.96,2.43,10.28,2
438,BARRY LOVELACE,Zambia,Kitwe,2005-07-27,3,11.97,1.16,10.28,3
460,LEON BOSTIC,Colombia,Florencia,2005-08-19,3,13.97,1.36,10.24,1
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-20,3,14.97,1.46,10.23,2
366,BRANDON HUEY,Turkey,Balikesir,2005-07-27,4,14.96,1.46,10.22,2
147,JOANNE ROBERTSON,Japan,Urawa,2005-08-23,3,20.97,2.06,10.17,1
276,BRANDY GRAVES,United States,Warren,2005-08-18,3,15.97,1.6,10.01,2
52,JULIE SANCHEZ,Spain,A Corua (La Corua),2005-08-22,3,15.97,1.6,10.01,1
264,GWENDOLYN MAY,Japan,Higashiosaka,2005-07-31,3,12.97,1.3,10.0,1
561,IAN STILL,United States,Garland,2005-08-02,3,10.97,1.1,10.0,2
197,SUE PETERS,China,Changzhou,2005-06-15,3,6.97,0.7,10.0,12
164,JOANN GARDNER,Turkey,Tarsus,2005-07-12,3,8.97,0.9,9.99,3
64,JUDITH COX,China,Daxian,2005-07-09,3,7.97,0.8,9.99,3
413,MARVIN YEE,India,Berhampore (Baharampur),2005-08-02,3,6.97,0.7,9.99,4
31,BRENDA WRIGHT,India,Kamarhati,2005-07-27,4,11.96,1.2,9.98,3
485,CLYDE TOBIAS,China,Shaoguan,2005-07-06,3,3.97,0.4,9.94,13
407,DALE RATCLIFF,South Africa,Rustenburg,2005-08-02,3,17.97,1.83,9.82,2
565,JAIME NETTLES,Peru,Hunuco,2005-08-02,3,14.97,1.53,9.79,1
236,MARCIA DEAN,Philippines,Tanza,2005-07-28,3,13.97,1.43,9.78,2
357,KEITH RICO,Slovakia,Bratislava,2005-08-01,4,13.96,1.43,9.77,2
419,CHAD CARBONE,India,Katihar,2005-08-02,4,13.96,1.43,9.77,2
436,TROY QUIGLEY,Canada,Vancouver,2005-08-17,3,13.97,1.43,9.76,3
199,BETH FRANKLIN,Vietnam,Haiphong,2005-07-31,3,12.97,1.33,9.75,2
20,SHARON ROBINSON,Pakistan,Mardan,2005-08-19,3,12.97,1.33,9.75,2
450,JAY ROBB,Indonesia,Surakarta,2005-08-22,3,10.97,1.13,9.71,2
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-07-06,3,10.97,1.13,9.7,3
204,ROSEMARY SCHMIDT,Turkey,Usak,2005-08-22,3,17.97,1.86,9.65,1
199,BETH FRANKLIN,Vietnam,Haiphong,2005-08-01,3,16.97,1.76,9.63,1
303,WILLIAM SATTERFIELD,Yemen,Sanaa,2005-07-29,3,8.97,0.93,9.63,3
308,THOMAS GRIGSBY,United States,Kansas City,2005-08-01,3,8.97,0.93,9.63,4
427,JESUS MCCARTNEY,Brazil,Guaruj,2005-08-01,3,15.97,1.66,9.6,1
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-08-20,3,14.97,1.56,9.58,1
160,ERIN DUNN,Russian Federation,Ljubertsy,2005-07-31,3,6.97,0.73,9.53,10
66,JANICE WARD,Sweden,Malm,2005-07-11,3,18.97,2.0,9.51,1
581,VIRGIL WOFFORD,Mexico,Jos Azueta,2005-07-10,3,12.97,1.36,9.51,2
200,JEANNE LAWSON,Turkmenistan,Ashgabat,2005-08-23,3,17.97,1.9,9.47,1
131,MONICA HICKS,Ukraine,Mukateve,2005-08-18,3,11.97,1.26,9.47,4
503,ANGEL BARCLAY,Japan,Ueda,2005-08-22,4,11.96,1.26,9.47,2
521,ROLAND SOUTH,China,Yingkou,2005-08-21,3,10.97,1.16,9.43,2
351,JACK FOUST,Russian Federation,Zeleznogorsk,2005-08-23,3,10.97,1.16,9.42,2
138,HAZEL WARREN,China,Hohhot,2005-08-01,3,14.97,1.6,9.39,1
592,TERRANCE ROUSH,Hungary,Szkesfehrvr,2005-07-27,3,9.97,1.06,9.37,3
283,FELICIA SUTTON,China,Korla,2005-08-17,3,4.97,0.53,9.35,9
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-29,4,18.96,2.03,9.34,4
593,RENE MCALISTER,United States,Garden Grove,2005-08-01,3,13.97,1.5,9.34,2
439,ALEXANDER FENNELL,Italy,Bergamo,2005-07-29,3,8.97,0.96,9.3,8
391,CLARENCE GAMEZ,Japan,Izumisano,2005-07-30,3,8.97,0.96,9.3,5
443,FRANCISCO SKIDMORE,Brazil,So Leopoldo,2005-07-31,3,12.97,1.4,9.28,2
257,MARSHA DOUGLAS,Mozambique,Beira,2005-08-19,5,20.95,2.26,9.26,1
556,ARMANDO GRUBER,United Kingdom,Southport,2005-07-08,3,7.97,0.87,9.21,2
494,RAMON CHOATE,Ecuador,Robamba,2005-07-31,3,18.97,2.06,9.2,2
552,HUGH WALDROP,China,Haining,2005-08-02,3,14.97,1.63,9.18,1
289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-07-27,3,10.97,1.2,9.16,5
168,REGINA BERRY,China,Jinchang,2005-07-29,3,10.97,1.2,9.16,5
260,CHRISTY VARGAS,China,Datong,2005-08-20,4,10.96,1.2,9.16,3
89,JULIA FLORES,Argentina,La Plata,2005-07-09,3,13.97,1.53,9.13,3
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-06-18,3,6.97,0.76,9.12,7
288,BOBBIE CRAIG,Mexico,Valle de Santiago,2005-08-19,3,6.97,0.76,9.12,4
34,REBECCA SCOTT,Japan,Kurashiki,2005-07-27,3,6.97,0.77,9.11,4
84,SARA PERRY,Mexico,Atlixco,2005-08-02,4,19.96,2.2,9.09,1
21,MICHELLE CLARK,Bangladesh,Tangail,2005-08-19,3,12.97,1.43,9.08,3
482,MAURICE CRAWLEY,Mexico,Coatzacoalcos,2005-08-22,3,12.97,1.43,9.07,2
560,JORDAN ARCHULETA,Argentina,Avellaneda,2005-08-01,3,17.97,2.0,9.01,1
57,EVELYN MORGAN,Liechtenstein,Vaduz,2005-07-12,3,11.97,1.33,9.0,1
579,DARYL LARUE,Iraq,Mosul,2005-07-30,3,11.97,1.33,9.0,4
87,WANDA PATTERSON,Colombia,Sincelejo,2005-07-30,3,12.97,1.46,8.86,2
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-21,3,14.97,1.7,8.83,2
81,ANDREA HENDERSON,Madagascar,Mahajanga,2005-08-23,4,14.96,1.7,8.82,2
173,AUDREY RAY,Austria,Graz,2005-07-10,3,9.97,1.13,8.82,4
167,SALLY PIERCE,India,Chandrapur,2005-07-29,4,9.96,1.13,8.81,5
403,MIKE WAY,India,Valparai,2005-08-02,4,21.96,2.5,8.8,1
30,MELISSA KING,Taiwan,Lungtan,2005-07-11,3,11.97,1.36,8.78,3
356,GERALD FULTZ,India,Satna,2005-08-17,3,11.97,1.36,8.78,3
238,NELLIE GARRETT,India,Shimoga,2005-08-17,3,11.97,1.36,8.77,3
15,HELEN HARRIS,India,Bhopal,2005-08-02,4,11.96,1.36,8.77,3
535,JAVIER ELROD,Chad,NDjamna,2005-08-18,5,11.95,1.36,8.76,4
396,EARL SHANKS,Japan,Iwatsuki,2005-08-21,3,13.97,1.6,8.75,1
172,BERNICE WILLIS,Turkey,Batman,2005-07-30,3,15.97,1.83,8.73,3
154,MICHELE GRANT,China,Yuncheng,2005-08-22,3,15.97,1.83,8.73,1
594,EDUARDO HIATT,China,Jining,2005-07-29,3,10.97,1.26,8.68,3
441,MARIO CHEATHAM,Algeria,Batna,2005-08-20,3,12.97,1.5,8.67,3
178,MARION SNYDER,Brazil,Santa Brbara dOeste,2005-07-29,3,14.97,1.73,8.65,5
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-08-22,3,9.97,1.16,8.58,3
360,RALPH MADRIGAL,Puerto Rico,Arecibo,2005-07-28,3,11.97,1.4,8.57,3
529,ERIK GUILLEN,India,Bhimavaram,2005-07-30,3,11.97,1.4,8.57,3
573,BYRON BOX,Kazakstan,Zhezqazghan,2005-08-17,3,9.97,1.16,8.57,3
243,LYDIA BURKE,Argentina,San Miguel de Tucumn,2005-08-21,4,9.96,1.16,8.56,3
264,GWENDOLYN MAY,Japan,Higashiosaka,2005-08-17,3,7.97,0.93,8.56,5
39,DEBRA NELSON,Brazil,Vila Velha,2005-08-01,4,20.96,2.46,8.51,2
78,LORI WOOD,India,Rae Bareli,2005-08-01,3,14.97,1.76,8.5,2
502,BRETT CORNWELL,India,Siliguri (Shiliguri),2005-07-28,3,14.97,1.76,8.49,1
356,GERALD FULTZ,India,Satna,2005-08-19,4,14.96,1.76,8.49,1
422,MELVIN ELLINGTON,China,Laohekou,2005-08-22,4,14.96,1.76,8.49,1
319,RONALD WEINER,Mexico,San Felipe del Progreso,2005-07-11,3,12.97,1.53,8.48,2
74,DENISE KELLY,Brazil,Rio Claro,2005-08-20,3,8.97,1.06,8.43,3
305,RICHARD MCCRARY,United States,Arlington,2005-08-02,3,13.97,1.66,8.4,2
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-31,3,18.97,2.26,8.39,1
219,WILLIE HOWELL,Argentina,Vicente Lpez,2005-07-29,3,12.97,1.56,8.3,1
110,TIFFANY JORDAN,China,Enshi,2005-07-27,3,4.97,0.6,8.3,7
524,JARED ELY,Indonesia,Purwakarta,2005-08-21,3,7.97,0.97,8.26,4
42,CAROLYN PEREZ,Thailand,Pak Kret,2005-07-29,3,10.97,1.33,8.25,1
67,KELLY TORRES,China,Xiangtan,2005-08-20,3,10.97,1.33,8.24,1
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-08-23,5,19.95,2.43,8.22,2
63,ASHLEY RICHARDSON,United States,Lincoln,2005-07-31,5,13.95,1.7,8.22,2
373,LOUIS LEONE,Philippines,Tanauan,2005-08-18,4,20.96,2.56,8.18,1
335,GREGORY MAULDIN,Tunisia,Sousse,2005-07-30,3,11.97,1.46,8.18,2
551,CLAYTON BARBEE,Brazil,Alvorada,2005-08-21,3,8.97,1.1,8.18,3
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-08-22,3,15.97,1.96,8.14,2
442,LEROY BUSTAMANTE,China,Tongliao,2005-08-19,3,9.97,1.23,8.11,4
550,GUY BROWNLEE,China,Zhoushan,2005-08-21,3,16.97,2.1,8.1,2
572,SIDNEY BURLESON,Poland,Czestochowa,2005-08-02,4,13.96,1.73,8.07,1
34,REBECCA SCOTT,Japan,Kurashiki,2005-08-18,3,6.97,0.86,8.07,4
68,NICOLE PETERSON,India,Shivapuri,2005-07-06,3,6.97,0.87,8.06,6
290,KRISTINA CHAMBERS,Venezuela,Valle de la Pascua,2005-07-07,3,6.97,0.87,8.06,6
129,CARRIE PORTER,China,Liaocheng,2005-08-01,5,14.95,1.86,8.03,3
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-01,3,11.97,1.5,8.0,3
362,NICHOLAS BARFIELD,Brazil,Belm,2005-07-29,4,11.96,1.5,7.99,3
24,KIMBERLY LEE,Argentina,Crdoba,2005-08-19,3,7.97,1.0,7.99,6
494,RAMON CHOATE,Ecuador,Robamba,2005-07-30,3,12.97,1.63,7.96,4
