avg_prev_30,city,country,country_spike_rank,daily_sum,deviation_from_avg,first_name,last_name,payment_count,spike_date,store_id
1.4,Fengshan,Taiwan,3,21.95,20.55,MORRIS,MCCARTER,5,2005-07-31,2
1.4,Ivanovo,Russian Federation,8,20.97,19.57,CONNIE,WALLACE,3,2005-08-01,1
1.4,Kanazawa,Japan,21,14.96,13.56,KURT,EMMONS,4,2005-08-02,1
1.4,Moscow,Russian Federation,21,15.96,14.56,CATHERINE,CAMPBELL,4,2005-08-18,2
1.4,Probolinggo,Indonesia,6,15.97,14.57,STEVE,MACKENZIE,3,2005-07-28,2
1.4,San Bernardino,United States,1,30.95,29.55,PATRICIA,JOHNSON,5,2005-07-30,1
1.4,Shaoguan,China,14,17.96,16.56,CLYDE,TOBIAS,4,2005-07-30,1
1.4,Tiefa,China,9,19.97,18.57,MICHAEL,SILVERMAN,3,2005-07-30,1
1.43,Ahmadnagar,India,43,14.97,13.54,SHERRI,RHODES,3,2005-07-11,1
1.43,Jedda,Saudi Arabia,2,15.97,14.54,JOYCE,EDWARDS,3,2005-08-21,2
1.43,Kitwe,Zambia,1,12.98,11.55,BARRY,LOVELACE,2,2005-08-19,1
1.43,Lungtan,Taiwan,5,19.96,18.53,MELISSA,KING,4,2005-07-28,1
1.43,Mardan,Pakistan,2,12.98,11.55,SHARON,ROBINSON,2,2005-08-01,2
1.43,Nakhon Sawan,Thailand,1,27.94,26.51,SHAWN,HEATON,6,2005-08-20,1
1.43,Skikda,Algeria,2,16.96,15.53,JUNE,CARROLL,4,2005-06-18,1
1.43,Syrakusa,Italy,4,14.98,13.55,BESSIE,MORRISON,2,2005-07-30,1
1.46,Lhokseumawe,Indonesia,11,13.98,12.52,JORGE,OLIVARES,2,2005-07-30,2
1.46,Papeete,French Polynesia,1,14.98,13.52,GLORIA,COOK,2,2005-08-20,1
1.46,Santiago de los Caballeros,Dominican Republic,2,14.97,13.51,MYRTLE,FLEMING,3,2005-08-20,1
1.46,Tel Aviv-Jaffa,Israel,3,15.96,14.5,GERALDINE,PERKINS,4,2005-08-22,1
1.49,Changhwa,Taiwan,9,15.97,14.48,TAMMY,SANDERS,3,2005-07-30,2
1.5,Botshabelo,South Africa,2,22.96,21.46,ESTHER,CRAWFORD,4,2005-08-01,2
1.5,Hodeida,Yemen,3,16.98,15.48,GORDON,ALLARD,2,2005-07-26,1
1.5,Monywa,Myanmar,1,15.97,14.47,MABEL,HOLLAND,3,2005-08-23,2
1.5,Okayama,Japan,17,15.97,14.47,RICARDO,MEADOR,3,2005-08-21,1
1.5,Santiago de los Caballeros,Dominican Republic,1,20.95,19.45,MYRTLE,FLEMING,5,2005-08-01,1
1.5,Santo Andr,Brazil,15,18.97,17.47,JUSTIN,NGO,3,2005-07-29,2
1.5,Simferopol,Ukraine,2,19.97,18.47,KATHRYN,COLEMAN,3,2005-07-30,1
1.5,Sincelejo,Colombia,5,15.97,14.47,WANDA,PATTERSON,3,2005-08-18,1
1.53,Greensboro,United States,27,15.96,14.43,VERONICA,STONE,4,2005-08-02,1
1.53,Hunuco,Peru,3,14.97,13.44,JAIME,NETTLES,3,2005-08-02,2
1.53,Imus,Philippines,8,18.97,17.44,JOE,GILLILAND,3,2005-08-02,2
1.53,Jelets,Russian Federation,13,18.97,17.44,ROBIN,HAYES,3,2005-07-09,1
1.53,Livorno,Italy,2,18.95,17.42,DARREN,WINDHAM,5,2005-08-22,2
1.53,Plock,Poland,2,17.98,16.45,JOHNNIE,CHISHOLM,2,2005-07-12,2
1.53,Qomsheh,Iran,5,20.98,19.45,TOMMY,COLLAZO,2,2005-07-29,1
1.53,Usolje-Sibirskoje,Russian Federation,9,19.96,18.43,WARREN,SHERROD,4,2005-07-28,2
1.53,Zhezqazghan,Kazakstan,1,24.96,23.43,BYRON,BOX,4,2005-07-31,1
1.56,Adoni,India,19,17.98,16.42,ADAM,GOOCH,2,2005-08-21,1
1.56,Datong,China,16,17.97,16.41,CHRISTY,VARGAS,3,2005-08-21,1
1.56,Dos Quebradas,Colombia,1,19.97,18.41,SYLVIA,ORTIZ,3,2005-08-21,2
1.56,El Fuerte,Mexico,8,19.96,18.4,JIM,REA,4,2005-08-02,1
1.56,Jaffna,Sri Lanka,1,14.97,13.41,MANUEL,MURRELL,3,2005-08-20,1
1.56,Kursk,Russian Federation,14,18.98,17.42,PAUL,TROUT,2,2005-08-23,2
1.56,Lengshuijiang,China,41,14.98,13.42,MARGIE,WADE,2,2005-08-19,1
1.56,Peoria,United States,8,19.96,18.4,CAROLE,BARNETT,4,2005-08-21,2
1.56,Pjatigorsk,Russian Federation,17,16.97,15.41,HECTOR,POINDEXTER,3,2005-08-01,2
1.6,A Corua (La Corua),Spain,4,15.97,14.37,JULIE,SANCHEZ,3,2005-08-22,1
1.6,Dayton,United States,6,20.95,19.35,SHELLY,WATTS,5,2005-08-01,2
1.6,Firozabad,India,3,24.96,23.36,LAURIE,LAWRENCE,4,2005-08-21,1
1.6,Hohhot,China,42,14.97,13.38,HAZEL,WARREN,3,2005-08-01,1
1.6,Ilorin,Nigeria,1,25.95,24.35,GLADYS,HAMILTON,5,2005-08-23,1
1.6,Juiz de Fora,Brazil,4,21.96,20.36,KENT,ARSENAULT,4,2005-08-18,1
1.6,Maikop,Russian Federation,3,22.96,21.36,ARTHUR,SIMPKINS,4,2005-07-29,1
1.6,Memphis,United States,9,19.97,18.37,ANA,BRADLEY,3,2005-07-30,2
1.6,Onomichi,Japan,22,14.98,13.38,JERRY,JORDON,2,2005-07-30,1
1.6,Santa Brbara dOeste,Brazil,16,18.97,17.37,MARION,SNYDER,3,2005-07-09,2
1.6,Siegen,Germany,7,12.98,11.38,VANESSA,SIMS,2,2005-08-02,1
1.6,Warren,United States,29,15.97,14.37,BRANDY,GRAVES,3,2005-08-18,1
1.6,Yinchuan,China,28,15.98,14.38,ROBERTO,VU,2,2005-07-30,1
1.6,York,United Kingdom,7,14.98,13.38,GILBERT,SLEDGE,2,2005-07-30,2
1.6,Yuzhou,China,21,16.98,15.38,GARY,COY,2,2005-08-21,2
1.63,Changzhou,China,17,17.96,16.33,SUE,PETERS,4,2005-08-02,2
1.63,Haining,China,43,14.97,13.34,HUGH,WALDROP,3,2005-08-02,2
1.63,Jining,China,22,16.97,15.34,EDUARDO,HIATT,3,2005-07-31,1
1.63,Lancaster,United States,22,16.97,15.34,ROSA,REYNOLDS,3,2005-08-17,2
1.66,Banjul,Gambia,1,17.97,16.31,SALVADOR,TEEL,3,2005-08-18,2
1.66,Bhopal,India,44,14.98,13.32,HELEN,HARRIS,2,2005-08-19,1
1.66,Guaruj,Brazil,21,15.97,14.31,JESUS,MCCARTNEY,3,2005-08-01,2
1.66,Miyakonojo,Japan,9,17.97,16.31,TERRY,CARLSON,3,2005-08-21,1
1.66,Mukateve,Ukraine,3,18.96,17.3,MONICA,HICKS,4,2005-08-19,2
1.66,Nuuk,Greenland,1,25.96,24.3,GERTRUDE,CASTILLO,4,2005-08-20,1
1.66,Pudukkottai,India,45,14.98,13.32,LEE,HAWKS,2,2005-08-20,1
1.66,Salamanca,Mexico,9,19.96,18.3,PRISCILLA,LOWE,4,2005-07-12,2
1.7,Baybay,Philippines,9,18.95,17.25,KATHY,JAMES,5,2005-07-29,1
1.7,Dadu,Pakistan,3,12.98,11.28,JEFFERY,PINSON,2,2005-08-02,2
1.7,Salzburg,Austria,2,17.97,16.27,NORA,HERRERA,3,2005-08-20,2
1.73,Meixian,China,18,17.97,16.24,RUBY,WASHINGTON,3,2005-08-01,2
1.73,Owo,Nigeria,4,20.97,19.24,TRACEY,BARRETT,3,2005-08-19,2
1.76,Cuauhtmoc,Mexico,24,15.97,14.21,ALVIN,DELOACH,3,2005-08-18,2
1.76,Haiphong,Vietnam,5,16.97,15.21,BETH,FRANKLIN,3,2005-08-01,2
1.76,Kimberley,South Africa,5,17.98,16.22,RUTH,MARTINEZ,2,2005-08-20,1
1.76,Laohekou,China,45,14.96,13.2,MELVIN,ELLINGTON,4,2005-08-22,1
1.76,Otsu,Japan,23,14.98,13.22,MIRIAM,MCKINNEY,2,2005-07-28,1
1.76,Rae Bareli,India,46,14.97,13.21,LORI,WOOD,3,2005-08-01,1
1.76,Satna,India,48,14.96,13.2,GERALD,FULTZ,4,2005-08-19,2
1.76,Siliguri (Shiliguri),India,47,14.97,13.21,BRETT,CORNWELL,3,2005-07-28,1
1.8,Akron,United States,30,14.98,13.18,ZACHARY,HITE,2,2005-07-30,1
1.8,Cam Ranh,Vietnam,3,18.97,17.17,NEIL,RENNER,3,2005-08-19,2
1.8,Omdurman,Sudan,1,26.95,25.15,DIANE,COLLINS,5,2005-07-31,1
1.8,Santa Brbara dOeste,Brazil,18,17.97,16.17,MARION,SNYDER,3,2005-08-17,2
1.83,Batman,Turkey,12,15.97,14.14,BERNICE,WILLIS,3,2005-07-30,1
1.83,Bijapur,India,1,32.95,31.12,TIM,CARY,5,2005-08-21,1
1.83,Rustenburg,South Africa,6,17.97,16.14,DALE,RATCLIFF,3,2005-08-02,1
1.83,Yuncheng,China,30,15.97,14.14,MICHELE,GRANT,3,2005-08-22,2
1.86,Boksburg,South Africa,10,15.96,14.1,ETHEL,WEBB,4,2005-08-17,1
1.86,Etawah,India,2,25.96,24.1,JOSEPHINE,GOMEZ,4,2005-08-21,1
1.86,Ife,Nigeria,12,14.98,13.12,MARILYN,ROSS,2,2005-08-23,1
1.86,Karnal,India,22,17.97,16.11,NAOMI,JENNINGS,3,2005-08-20,1
1.86,Kirovo-Tepetsk,Russian Federation,18,16.97,15.11,DANA,HART,3,2005-08-20,1
1.86,Liaocheng,China,47,14.95,13.09,CARRIE,PORTER,5,2005-08-01,1
1.86,Qinhuangdao,China,46,14.98,13.12,GLENDA,FRAZIER,2,2005-08-19,1
1.86,Tangail,Bangladesh,1,32.96,31.1,MICHELLE,CLARK,4,2005-08-20,1
1.86,Usak,Turkey,5,17.97,16.11,ROSEMARY,SCHMIDT,3,2005-08-22,1
1.9,Sal,Morocco,1,16.97,15.07,LAURA,RODRIGUEZ,3,2005-08-23,1
1.9,Uluberia,India,49,14.97,13.07,THEODORE,CULP,3,2005-07-30,2
1.93,Lhokseumawe,Indonesia,2,19.95,18.02,JORGE,OLIVARES,5,2005-08-02,2
1.93,Omiya,Japan,1,27.95,26.02,STANLEY,SCROGGINS,5,2005-08-22,2
1.96,Liaocheng,China,4,21.96,20.0,CARRIE,PORTER,4,2005-08-20,1
1.96,Ogbomosho,Nigeria,7,16.98,15.02,OLGA,JIMENEZ,2,2005-08-22,2
2.0,Avellaneda,Argentina,5,17.97,15.97,JORDAN,ARCHULETA,3,2005-08-01,1
2.0,Belm,Brazil,1,25.96,23.96,NICHOLAS,BARFIELD,4,2005-08-21,1
2.0,Kragujevac,Yugoslavia,2,22.96,20.96,MARIA,MILLER,4,2005-08-01,1
2.0,Malm,Sweden,1,18.97,16.97,JANICE,WARD,3,2005-07-11,2
2.0,Molodetno,Belarus,2,17.98,15.98,CLARA,SHAW,2,2005-07-12,1
2.0,Shubra al-Khayma,Egypt,5,14.96,12.96,SHERRY,MARSHALL,4,2005-08-21,1
2.03,Apeldoorn,Netherlands,1,20.96,18.93,RHONDA,KENNEDY,4,2005-07-30,2
2.03,Santa Rosa,Philippines,1,29.95,27.92,ARNOLD,HAVENS,5,2005-07-30,2
2.06,Bergamo,Italy,5,14.98,12.92,ALEXANDER,FENNELL,2,2005-08-22,2
2.06,Hidalgo,Mexico,25,14.96,12.9,DANIELLE,DANIELS,4,2005-08-21,2
2.06,Ife,Nigeria,8,16.97,14.91,MARILYN,ROSS,3,2005-08-01,1
2.06,Urawa,Japan,6,20.97,18.91,JOANNE,ROBERTSON,3,2005-08-23,2
2.09,Richmond Hill,Canada,3,18.97,16.88,CURTIS,IRBY,3,2005-08-02,2
2.1,Zhoushan,China,24,16.97,14.88,GUY,BROWNLEE,3,2005-08-21,2
2.13,Hodeida,Yemen,1,23.97,21.84,GORDON,ALLARD,3,2005-08-18,1
2.13,Pjatigorsk,Russian Federation,22,15.98,13.85,HECTOR,POINDEXTER,2,2005-08-02,2
2.13,Usolje-Sibirskoje,Russian Federation,5,22.97,20.84,WARREN,SHERROD,3,2005-08-19,2
2.16,Bhopal,India,50,14.97,12.81,HELEN,HARRIS,3,2005-08-20,1
2.16,Escobar,Argentina,9,15.97,13.81,MICHEAL,FORMAN,3,2005-08-22,1
2.16,Kuwana,Japan,2,26.96,24.8,JAMIE,WAUGH,4,2005-08-02,2
2.16,Naju,South Korea,4,16.98,14.82,TANYA,GILBERT,2,2005-08-02,1
2.16,Parbhani,India,24,17.98,15.82,JOHN,FARNSWORTH,2,2005-08-21,1
2.16,Songkhla,Thailand,2,20.97,18.81,JACQUELINE,LONG,3,2005-08-01,2
2.16,Vancouver,Canada,4,17.98,15.82,TROY,QUIGLEY,2,2005-08-19,1
2.2,Atlixco,Mexico,11,19.96,17.76,SARA,PERRY,4,2005-08-02,2
2.2,Lancaster,United States,20,17.97,15.77,ROSA,REYNOLDS,3,2005-08-20,2
2.23,Antofagasta,Chile,2,18.98,16.75,JANET,PHILLIPS,2,2005-08-23,1
2.23,Fontana,United States,24,16.97,14.74,ALICE,STEWART,3,2005-08-21,1
2.26,Arecibo,Puerto Rico,2,12.97,10.71,RALPH,MADRIGAL,3,2005-08-19,2
2.26,Balikesir,Turkey,13,15.96,13.7,BRANDON,HUEY,4,2005-08-21,1
2.26,Beira,Mozambique,1,20.95,18.69,MARSHA,DOUGLAS,5,2005-08-19,2
2.26,Jinzhou,China,13,18.97,16.71,TERRENCE,GUNDERSON,3,2005-07-31,1
2.26,Salamanca,Mexico,12,19.97,17.71,PRISCILLA,LOWE,3,2005-08-01,2
2.3,Halisahar,India,26,17.97,15.67,LENA,JENSEN,3,2005-08-20,2
2.3,Kolpino,Russian Federation,16,18.97,16.68,DAISY,BATES,3,2005-07-31,1
2.33,Emeishan,China,38,15.98,13.65,ALAN,KAHN,2,2005-08-23,1
2.33,Osmaniye,Turkey,7,17.98,15.65,KAREN,JACKSON,2,2005-08-21,2
2.36,Nakhon Sawan,Thailand,3,18.97,16.61,SHAWN,HEATON,3,2005-08-22,1
2.36,Sungai Petani,Malaysia,1,16.96,14.6,CHARLES,KOWALSKI,4,2005-08-20,1
2.36,Wroclaw,Poland,5,15.97,13.61,JIMMIE,EGGLESTON,3,2005-07-12,1
2.43,Maikop,Russian Federation,12,19.95,17.52,ARTHUR,SIMPKINS,5,2005-08-23,1
2.43,Memphis,United States,2,26.95,24.52,ANA,BRADLEY,5,2005-08-01,2
2.46,Tiefa,China,27,16.96,14.5,MICHAEL,SILVERMAN,4,2005-08-23,1
2.46,Vila Velha,Brazil,11,20.96,18.5,DEBRA,NELSON,4,2005-08-01,1
2.49,Robamba,Ecuador,2,26.96,24.47,RAMON,CHOATE,4,2005-08-22,2
2.49,Shubra al-Khayma,Egypt,4,15.97,13.48,SHERRY,MARSHALL,3,2005-08-22,1
2.5,Santa Brbara dOeste,Brazil,22,15.97,13.47,MARION,SNYDER,3,2005-07-12,2
2.5,Valparai,India,8,21.96,19.47,MIKE,WAY,4,2005-08-02,1
2.56,Probolinggo,Indonesia,3,18.98,16.42,STEVE,MACKENZIE,2,2005-08-20,2
2.56,San Bernardino,United States,28,16.96,14.4,PATRICIA,JOHNSON,4,2005-08-02,1
2.56,Tanauan,Philippines,4,20.96,18.4,LOUIS,LEONE,4,2005-08-18,1
2.59,Probolinggo,Indonesia,12,14.98,12.39,STEVE,MACKENZIE,2,2005-08-02,2
2.59,Santa Brbara dOeste,Brazil,23,15.97,13.38,MARION,SNYDER,3,2005-08-21,2
2.59,Tanza,Philippines,17,17.97,15.38,MARCIA,DEAN,3,2005-08-21,1
2.63,Naju,South Korea,1,20.97,18.34,TANYA,GILBERT,3,2005-08-20,1
2.66,Shimonoseki,Japan,26,13.98,11.32,ANGELA,HERNANDEZ,2,2005-08-22,2
2.66,Zhoushan,China,44,15.97,13.31,GUY,BROWNLEE,3,2005-08-23,2
2.69,Ourense (Orense),Spain,5,15.96,13.27,WESLEY,BULL,4,2005-08-01,2
2.76,Bhilwara,India,51,14.97,12.21,TONYA,CHAPMAN,3,2005-08-01,2
2.86,Ourense (Orense),Spain,3,17.97,15.11,WESLEY,BULL,3,2005-08-23,2
2.99,Qomsheh,Iran,4,22.96,19.97,TOMMY,COLLAZO,4,2005-08-01,1
3.06,Cape Coral,United States,32,14.98,11.92,KARL,SEAL,2,2005-08-21,2
3.16,Halisahar,India,25,18.96,15.8,LENA,JENSEN,4,2005-08-23,2
3.23,Santa Rosa,Philippines,15,18.96,15.73,ARNOLD,HAVENS,4,2005-08-01,2
3.33,Memphis,United States,31,15.96,12.63,ANA,BRADLEY,4,2005-08-19,2
3.56,Apeldoorn,Netherlands,4,17.97,14.41,RHONDA,KENNEDY,3,2005-08-23,2
3.93,Saint-Denis,Runion,1,22.96,19.04,ELEANOR,HUNT,4,2005-08-22,1
