customer_id,customer_first_name,customer_last_name,payment_month,total_amount,payment_count,foreign_store_payment_share,largest_payment,month_amount_rank,major_categories
271,PENNY,NEAL,2005-07,30.91,9,1.0,7.99,1,"Sports (7.99), Documentary (4.99), Travel (3.99)"
273,PRISCILLA,LOWE,2005-06,21.95,5,1.0,6.99,3,"Animation (6.99), Music (6.99)"
273,PRISCILLA,LOWE,2005-07,67.85,15,1.0,8.99,1,"Sci-Fi (9.97), Sports (8.99), Action (8.98), Classics (7.99)"
275,CAROLE,BARNETT,2005-07,32.91,9,1.0,9.99,2,"Games (9.99), Drama (5.99), Classics (5.98)"
275,CAROLE,BARNETT,2005-08,59.84,16,1.0,6.99,1,"Games (11.97), Comedy (6.99), Horror (6.98), Sports (6.98)"
276,BRANDY,GRAVES,2005-07,45.89,11,1.0,8.99,2,"Documentary (16.97), Drama (8.99)"
277,OLGA,JIMENEZ,2005-06,28.93,7,1.0,5.99,3,"Comedy (8.98), Documentary (4.99), Games (4.99)"
278,BILLIE,HORTON,2005-07,37.91,9,1.0,8.99,1,"Music (8.99), Drama (7.98), Family (7.98)"
279,DIANNE,SHELTON,2005-07,42.91,9,1.0,9.99,2,"Comedy (9.99), Animation (7.99), Action (5.99)"
279,DIANNE,SHELTON,2005-08,66.86,14,1.0,7.99,1,"Sci-Fi (17.96), Comedy (13.98), Animation (9.98)"
280,TRACEY,BARRETT,2005-07,34.89,11,1.0,7.99,2,"Drama (8.98), Children (7.98), Foreign (5.98)"
280,TRACEY,BARRETT,2005-08,68.88,12,1.0,9.99,1,"New (14.98), Sci-Fi (10.98), Sports (10.98)"
281,LEONA,OBRIEN,2005-07,27.92,8,1.0,6.99,1,"Animation (12.98), Family (4.99)"
282,JENNY,CASTRO,2005-07,64.85,15,1.0,9.99,1,"Foreign (18.97), Horror (12.98), Sports (9.98)"
284,SONIA,GREGORY,2005-07,60.88,12,1.0,8.99,1,"Action (18.97), Family (8.98), Sci-Fi (8.98)"
285,MIRIAM,MCKINNEY,2005-07,68.87,13,1.0,9.99,1,"Sci-Fi (18.97), Sports (14.98), Drama (12.98)"
286,VELMA,LUCAS,2005-07,76.83,17,1.0,9.99,1,"Documentary (17.97), Sci-Fi (16.98), Drama (11.97)"
290,KRISTINA,CHAMBERS,2005-06,25.95,5,1.0,8.99,3,"Sci-Fi (8.99), Children (6.99)"
290,KRISTINA,CHAMBERS,2005-07,51.86,14,1.0,7.99,1,"Action (8.98), Games (7.98), Sports (5.99), Horror (5.98)"
291,TONI,HOLT,2005-07,52.88,12,1.0,7.99,1,"Drama (10.98), Music (8.98), Comedy (7.99)"
292,MISTY,LAMBERT,2005-07,74.84,16,1.0,8.99,1,"Classics (15.97), New (12.98), Travel (12.97)"
294,SHELLY,WATTS,2005-07,47.9,10,1.0,7.99,2,"Animation (9.98), Games (7.99), Action (7.98)"
294,SHELLY,WATTS,2005-08,57.87,13,1.0,7.99,1,"Comedy (16.97), Horror (12.98)"
295,DAISY,BATES,2005-06,32.91,9,1.0,8.99,3,"Sports (8.99), Foreign (5.99), Family (5.98)"
295,DAISY,BATES,2005-07,87.82,18,1.0,9.99,1,"Comedy (14.98), Sci-Fi (13.97), Classics (12.98), Sports (11.98)"
296,RAMONA,HALE,2005-07,54.88,12,1.0,7.99,1,"Games (10.98), Animation (7.99), Action (6.99), Comedy (5.99)"
297,SHERRI,RHODES,2005-06,23.95,5,1.0,8.99,3,"Sci-Fi (8.99), Animation (4.99)"
297,SHERRI,RHODES,2005-07,48.87,13,1.0,8.99,2,"Children (11.98), Documentary (9.98), Animation (8.98)"
300,JOHN,FARNSWORTH,2005-07,59.86,14,1.0,10.99,1,"Travel (10.99), New (10.98), Documentary (7.98)"
301,ROBERT,BAUGHMAN,2005-07,48.9,10,1.0,6.99,1,"Sci-Fi (15.97), Comedy (11.98)"
302,MICHAEL,SILVERMAN,2005-07,67.85,15,1.0,8.99,1,"Action (16.98), Comedy (13.97), Horror (9.98)"
305,RICHARD,MCCRARY,2005-07,44.9,10,1.0,8.99,1,"Documentary (12.98), Horror (9.98)"
306,CHARLES,KOWALSKI,2005-07,53.86,14,1.0,6.99,2,"Action (11.98), Sci-Fi (11.98), Sports (6.98)"
307,JOSEPH,JOY,2005-07,62.87,13,1.0,10.99,1,"Family (14.98), Animation (6.99), Sports (6.99), Travel (6.99)"
308,THOMAS,GRIGSBY,2005-06,19.95,5,1.0,7.99,3,"Games (7.99), Music (5.98)"
308,THOMAS,GRIGSBY,2005-08,53.87,13,1.0,6.99,1,"Animation (15.97), Documentary (11.98)"
309,CHRISTOPHER,GRECO,2005-07,76.84,16,1.0,8.99,1,"Sports (13.98), Travel (13.97), Music (10.98)"
310,DANIEL,CABRAL,2005-06,27.94,6,1.0,6.99,2,"Foreign (6.99), Children (5.99), Music (4.99)"
312,MARK,RINEHART,2005-07,48.89,11,1.0,6.99,1,"Action (6.99), Comedy (6.99), Children (5.99), Games (4.99)"
314,GEORGE,LINTON,2005-07,67.82,18,1.0,6.99,1,"Documentary (15.96), Action (12.96), Children (10.98)"
315,KENNETH,GOODEN,2005-07,47.92,8,1.0,9.99,1,"Games (9.99), Sci-Fi (6.99), Sports (6.99)"
317,EDWARD,BAUGH,2005-07,50.88,12,1.0,8.99,1,"Sci-Fi (11.98), Drama (8.99), Documentary (7.99)"
321,KEVIN,SCHULER,2005-07,50.9,10,1.0,8.99,1,"Sci-Fi (12.98), Comedy (8.99), Foreign (5.99)"
322,JASON,MORRISSEY,2005-06,40.93,7,1.0,8.99,2,"Travel (11.98), Family (8.99)"
323,MATTHEW,MAHAN,2005-07,58.85,15,1.0,7.99,1,"Travel (15.96), Action (10.97), Children (7.99)"
324,GARY,COY,2005-07,50.88,12,1.0,7.99,1,"Music (16.96), Comedy (7.99), Games (6.99)"
325,TIMOTHY,BUNN,2005-07,41.9,10,1.0,9.99,1,"Documentary (12.98), New (8.97)"
327,LARRY,THRASHER,2005-06,30.94,6,1.0,6.99,2,"Children (6.99), Drama (5.99), Documentary (4.99)"
327,LARRY,THRASHER,2005-08,58.87,13,1.0,9.99,1,"Comedy (17.97), Children (7.99), Action (7.98)"
328,JEFFREY,SPEAR,2005-06,21.95,5,1.0,6.99,3,"Games (7.98), Horror (5.99)"
331,ERIC,ROBERT,2005-07,63.88,12,1.0,10.99,1,"Drama (13.98), Sci-Fi (11.98), Music (10.99)"
332,STEPHEN,QUALLS,2005-07,78.83,17,1.0,8.99,1,"Games (18.97), Action (13.98), Horror (10.97)"
333,ANDREW,PURDY,2005-07,51.87,13,1.0,10.99,1,"Comedy (15.98), Games (14.97)"
334,RAYMOND,MCWHORTER,2005-07,53.89,11,1.0,7.99,1,"Animation (18.97), Action (7.98)"
335,GREGORY,MAULDIN,2005-07,55.85,15,1.0,8.99,1,"Sci-Fi (13.97), Documentary (11.98), Comedy (9.98)"
337,JERRY,JORDON,2005-07,62.88,12,1.0,8.99,1,"Sci-Fi (14.97), Travel (13.98), Documentary (9.98)"
338,DENNIS,GILMAN,2005-06,34.93,7,1.0,6.99,3,"Music (10.98), Animation (6.99)"
339,WALTER,PERRYMAN,2005-06,25.95,5,1.0,6.99,3,"Foreign (6.99), Family (4.99), Games (4.99)"
339,WALTER,PERRYMAN,2005-07,52.87,13,1.0,7.99,1,"Sports (9.98), Animation (7.99), Foreign (6.97), Family (5.99)"
342,HAROLD,MARTINO,2005-07,45.88,12,1.0,8.99,2,"Comedy (16.98), Family (8.98)"
343,DOUGLAS,GRAF,2005-06,30.93,7,1.0,8.99,2,"Sci-Fi (8.99), Foreign (7.98)"
345,CARL,ARTIS,2005-07,49.9,10,1.0,8.99,1,"Horror (11.98), Foreign (8.99), Travel (7.99)"
346,ARTHUR,SIMPKINS,2005-07,83.85,15,1.0,8.99,1,"Classics (17.98), Action (13.98), Horror (10.98)"
348,ROGER,QUINTANILLA,2005-07,70.84,16,1.0,9.99,1,"Animation (17.97), Documentary (9.98), Drama (9.98)"
349,JOE,GILLILAND,2005-07,45.88,12,1.0,5.99,2,"Travel (16.96), Sports (10.98)"
351,JACK,FOUST,2005-07,50.87,13,1.0,7.99,1,"Classics (9.98), Games (9.97), Sports (8.98)"
352,ALBERT,CROUSE,2005-06,20.95,5,1.0,4.99,3,"Drama (4.99), Family (4.99), Foreign (4.99)"
352,ALBERT,CROUSE,2005-07,43.91,9,1.0,7.99,1,"Documentary (7.99), Sci-Fi (6.99), Horror (5.99), Sports (5.99)"
354,JUSTIN,NGO,2005-07,67.81,19,1.0,8.99,1,"Drama (14.96), Games (9.98), Children (7.98), Documentary (6.98)"
355,TERRY,GRISSOM,2005-07,52.89,11,1.0,6.99,1,"Foreign (10.98), Sci-Fi (10.98), New (7.98)"
356,GERALD,FULTZ,2005-07,50.87,13,1.0,6.99,2,"Games (8.97), Drama (6.99), New (6.99), Family (5.99)"
357,KEITH,RICO,2005-07,42.88,12,1.0,8.99,1,"Travel (9.97), Family (8.99), Documentary (5.99)"
358,SAMUEL,MARLOW,2005-06,18.94,6,1.0,5.99,3,"Comedy (5.99), Family (2.99), Foreign (2.99)"
360,RALPH,MADRIGAL,2005-07,69.83,17,1.0,9.99,1,"Music (14.97), Travel (10.98), Action (9.97)"
362,NICHOLAS,BARFIELD,2005-07,61.85,15,1.0,8.99,2,"Animation (16.97), Sports (12.97), Games (9.98)"
363,ROY,WHITING,2005-06,22.95,5,1.0,4.99,3,"Comedy (9.98), Action (4.99)"
363,ROY,WHITING,2005-07,69.85,15,1.0,8.99,1,"Foreign (20.97), Action (12.97), Family (7.98)"
364,BENJAMIN,VARNEY,2005-06,19.95,5,1.0,4.99,3,"Classics (8.98), Sports (7.98)"
365,BRUCE,SCHWARZ,2005-07,44.9,10,1.0,7.99,1,"Animation (9.98), Documentary (4.99), Drama (4.99), Foreign (4.99)"
366,BRANDON,HUEY,2005-07,82.81,19,1.0,6.99,1,"Classics (12.98), Action (11.98), Comedy (11.98), Sci-Fi (7.96)"
367,ADAM,GOOCH,2005-07,46.89,11,1.0,8.99,2,"Comedy (8.99), Horror (7.98), Games (5.99), Foreign (4.99)"
369,FRED,WHEAT,2005-07,45.88,12,1.0,7.99,1,"Foreign (10.97), Documentary (7.99), Sci-Fi (7.98)"
370,WAYNE,TRUONG,2005-07,27.92,8,1.0,7.99,2,"Games (7.99), Sports (7.99)"
372,STEVE,MACKENZIE,2005-07,77.84,16,1.0,8.99,1,"Action (10.98), Travel (9.98), Horror (8.99), Music (7.99), Family (6.99)"
373,LOUIS,LEONE,2005-07,68.84,16,1.0,8.99,2,"New (13.98), Animation (11.97), Classics (7.99), Drama (5.99)"
374,JEREMY,HURTADO,2005-07,38.9,10,1.0,7.99,2,"Family (14.97), Games (6.99)"
376,RANDY,GAITHER,2005-07,69.85,15,1.0,8.99,1,"New (20.97), Sci-Fi (8.99), Travel (8.98)"
380,RUSSELL,BRINSON,2005-06,27.92,8,1.0,4.99,3,"Sports (7.98), Documentary (4.99), New (3.99)"
380,RUSSELL,BRINSON,2005-07,58.86,14,1.0,10.99,1,"Sports (10.99), New (8.99), Animation (7.98), Family (7.98)"
381,BOBBY,BOUDREAU,2005-07,37.86,14,1.0,4.99,2,"Animation (8.97), Drama (5.98), Music (5.98)"
382,VICTOR,BARKLEY,2005-07,39.9,10,1.0,9.99,1,"Documentary (13.96), Travel (9.99)"
385,PHILLIP,HOLM,2005-07,44.89,11,1.0,8.99,1,"Travel (10.97), Sports (9.98), Horror (8.99)"
386,TODD,TAN,2005-07,54.87,13,1.0,8.99,1,"Action (15.97), Music (7.98), Animation (6.99)"
389,ALAN,KAHN,2005-07,50.89,11,1.0,8.99,2,"Classics (9.98), Sports (9.98), Family (8.99)"
390,SHAWN,HEATON,2005-07,56.86,14,1.0,5.99,2,"Comedy (11.98), Family (8.98), Travel (7.98)"
393,PHILIP,CAUSEY,2005-06,19.95,5,1.0,6.99,3,"Games (7.98), Music (6.99)"
393,PHILIP,CAUSEY,2005-07,60.87,13,1.0,8.99,1,"New (16.97), Foreign (8.99), Sci-Fi (8.99)"
394,CHRIS,BROTHERS,2005-07,38.9,10,1.0,6.99,1,"Animation (11.98), Sci-Fi (6.99), Children (4.99)"
396,EARL,SHANKS,2005-07,39.88,12,1.0,6.99,2,"Drama (9.97), New (6.99), Children (5.98)"
397,JIMMY,SCHRADER,2005-07,50.87,13,1.0,6.99,1,"Travel (12.98), Drama (9.97), Sci-Fi (7.98)"
400,BRYAN,HARDISON,2005-07,51.9,10,1.0,6.99,1,"Sci-Fi (9.98), Travel (6.99), Classics (5.99), Comedy (5.99)"
401,TONY,CARRANZA,2005-07,35.91,9,1.0,8.99,1,"Children (9.98), Sports (7.99)"
402,LUIS,YANEZ,2005-07,52.88,12,1.0,7.99,1,"Children (11.98), New (8.97), Sci-Fi (7.99)"
403,MIKE,WAY,2005-06,35.94,6,1.0,8.99,3,"Foreign (13.98), Sci-Fi (6.99)"
403,MIKE,WAY,2005-07,61.88,12,1.0,7.99,2,"Children (10.98), Classics (10.98), Sci-Fi (10.98)"
404,STANLEY,SCROGGINS,2005-07,59.86,14,1.0,8.99,1,"Documentary (12.97), Animation (9.98), New (8.99)"
405,LEONARD,SCHOFIELD,2005-06,26.94,6,1.0,5.99,3,"Documentary (6.98), Horror (5.99), Games (4.99)"
406,NATHAN,RUNYON,2005-06,26.93,7,1.0,7.99,2,"Horror (11.98), Animation (5.98)"
406,NATHAN,RUNYON,2005-07,68.82,18,1.0,8.99,1,"Animation (15.96), Music (9.98), Comedy (7.99), Classics (6.98)"
407,DALE,RATCLIFF,2005-07,49.89,11,1.0,9.99,2,"Action (13.97), Drama (10.98)"
408,MANUEL,MURRELL,2005-07,45.88,12,1.0,6.99,2,"Sports (9.98), Children (7.98), Games (6.99)"
409,RODNEY,MOELLER,2005-07,58.85,15,1.0,7.99,1,"Family (13.98), Drama (9.98), Music (7.98)"
411,NORMAN,CURRIER,2005-07,32.88,12,1.0,5.99,1,"Animation (14.95), Music (5.99)"
412,ALLEN,BUTTERFIELD,2005-07,26.93,7,1.0,8.99,2,"Family (8.99), Sports (8.99)"
412,ALLEN,BUTTERFIELD,2005-08,43.92,8,1.0,8.99,1,"Travel (10.98), Sci-Fi (8.99), Action (7.98)"
415,GLENN,PULLEN,2005-07,40.89,11,1.0,8.99,1,"Sports (11.98), Action (6.98), Animation (5.99)"
416,JEFFERY,PINSON,2005-07,36.9,10,1.0,7.99,2,"Foreign (7.99), Games (5.99), Horror (5.98)"
416,JEFFERY,PINSON,2005-08,63.87,13,1.0,8.99,1,"Travel (11.98), Sci-Fi (8.99), Classics (7.97), Action (6.99)"
417,TRAVIS,ESTEP,2005-07,35.93,7,1.0,9.99,2,Sci-Fi (21.97)
418,JEFF,EAST,2005-07,45.9,10,1.0,10.99,2,"New (10.99), Foreign (8.97), Drama (7.99)"
419,CHAD,CARBONE,2005-07,39.87,13,1.0,5.99,2,"Sports (10.98), Classics (4.99), Foreign (4.99)"
420,JACOB,LANCE,2005-07,39.89,11,1.0,4.99,1,"Music (9.98), Animation (4.99), Children (4.99)"
421,LEE,HAWKS,2005-07,57.88,12,1.0,8.99,1,"Horror (13.98), Music (7.99), Sci-Fi (6.98)"
422,MELVIN,ELLINGTON,2005-08,56.87,13,1.0,9.99,1,"Games (12.98), Children (9.98), Sci-Fi (9.98)"
424,KYLE,SPURLOCK,2005-07,58.84,16,1.0,8.99,1,"Drama (19.96), Animation (9.97)"
425,FRANCIS,SIKES,2005-07,67.83,17,1.0,8.99,1,"Action (17.97), Drama (15.97)"
426,BRADLEY,MOTLEY,2005-07,65.89,11,1.0,10.99,1,"New (16.98), Foreign (10.99), Documentary (10.98)"
427,JESUS,MCCARTNEY,2005-07,49.9,10,1.0,7.99,1,"Documentary (12.98), Games (7.99), Classics (6.98)"
428,HERBERT,KRUGER,2005-07,49.89,11,1.0,6.99,1,"Music (15.97), Action (7.98), Classics (5.99)"
431,JOEL,FRANCISCO,2005-06,35.93,7,1.0,8.99,1,"Children (8.99), Animation (7.98), New (6.99)"
432,EDWIN,BURK,2005-07,56.88,12,1.0,6.99,1,"Games (15.97), Documentary (7.98), Sci-Fi (6.99)"
433,DON,BONE,2005-07,65.86,14,1.0,8.99,1,"Foreign (18.97), Games (14.97)"
434,EDDIE,TOMLIN,2005-06,28.93,7,1.0,7.99,3,"Family (7.99), Drama (6.98)"
435,RICKY,SHELBY,2005-07,43.9,10,1.0,8.99,1,"Music (10.98), Foreign (8.99), Animation (5.98)"
436,TROY,QUIGLEY,2005-07,52.88,12,1.0,9.99,2,"Comedy (14.98), Games (9.99), Documentary (5.99)"
437,RANDALL,NEUMANN,2005-07,44.9,10,1.0,8.99,1,"Foreign (20.96), Games (5.98)"
438,BARRY,LOVELACE,2005-07,54.86,14,1.0,8.99,1,"Documentary (12.97), Animation (10.97), Action (6.98)"
440,BERNARD,COLBY,2005-07,47.88,12,1.0,9.99,1,"Drama (10.98), Games (10.98), Animation (7.98)"
441,MARIO,CHEATHAM,2005-07,66.83,17,1.0,10.99,1,"Comedy (19.98), New (14.96)"
442,LEROY,BUSTAMANTE,2005-07,60.84,16,1.0,5.99,1,"New (11.97), Drama (9.97), Animation (8.97)"
443,FRANCISCO,SKIDMORE,2005-07,54.9,10,1.0,9.99,1,"Horror (18.98), Animation (10.98)"
445,MICHEAL,FORMAN,2005-07,29.9,10,1.0,8.99,2,"Children (9.98), Animation (6.97)"
445,MICHEAL,FORMAN,2005-08,66.86,14,1.0,9.99,1,"Sci-Fi (20.96), Travel (11.98), Sports (9.99)"
446,THEODORE,CULP,2005-06,20.94,6,1.0,6.99,2,"Action (6.99), Children (6.98)"
446,THEODORE,CULP,2005-07,71.83,17,1.0,9.99,1,"Foreign (22.95), Sci-Fi (9.99), Sports (8.98)"
447,CLIFFORD,BOWENS,2005-07,50.89,11,1.0,8.99,1,"Action (12.97), Games (8.99), Animation (8.97)"
448,MIGUEL,BETANCOURT,2005-06,24.95,5,1.0,7.99,3,"Drama (9.98), New (7.99)"
450,JAY,ROBB,2005-06,22.93,7,1.0,4.99,3,"Documentary (4.99), Sci-Fi (4.99), Sports (4.99)"
451,JIM,REA,2005-06,22.93,7,1.0,6.99,3,"Action (6.99), New (6.99)"
454,ALEX,GRESHAM,2005-06,52.9,10,1.0,9.99,1,"Games (9.99), Action (7.99), Sports (7.98), Comedy (5.99)"
455,JON,WILES,2005-07,45.91,9,1.0,8.99,1,"Games (8.99), Documentary (6.99), New (5.99), Action (4.99)"
456,RONNIE,RICKETTS,2005-06,25.93,7,1.0,6.99,2,"Sci-Fi (7.98), New (5.99)"
457,BILL,GAVIN,2005-06,30.91,9,1.0,7.99,2,"Foreign (7.99), Music (6.97), Drama (4.99)"
458,LLOYD,DOWD,2005-07,31.91,9,1.0,7.99,1,"Music (7.99), New (5.99), Children (3.99)"
459,TOMMY,COLLAZO,2005-06,25.93,7,1.0,9.99,3,"Family (9.99), Documentary (5.98)"
459,TOMMY,COLLAZO,2005-07,89.82,18,1.0,10.99,1,"Comedy (38.95), Action (7.98)"
460,LEON,BOSTIC,2005-07,41.92,8,1.0,7.99,2,"Horror (12.98), Music (10.98)"
460,LEON,BOSTIC,2005-08,54.88,12,1.0,10.99,1,"Foreign (14.98), Animation (11.98), Drama (8.99)"
461,DEREK,BLAKELY,2005-08,52.86,14,1.0,7.99,1,"Sci-Fi (16.96), New (12.97)"
462,WARREN,SHERROD,2005-07,74.84,16,1.0,8.99,1,"Family (16.98), Games (13.98), Sports (8.99)"
463,DARRELL,POWER,2005-07,30.9,10,1.0,7.99,2,"Classics (7.99), Animation (6.99), Sci-Fi (6.97)"
464,JEROME,KENYON,2005-07,32.94,6,1.0,6.99,1,"Comedy (10.98), Music (6.99)"
465,FLOYD,GANDY,2005-08,42.91,9,1.0,6.99,1,"Foreign (14.97), Animation (8.98)"
466,LEO,EBERT,2005-06,28.95,5,1.0,8.99,2,"Music (12.98), Comedy (10.98)"
467,ALVIN,DELOACH,2005-07,66.87,13,1.0,8.99,1,"Children (16.97), Horror (14.98), Games (11.98)"
469,WESLEY,BULL,2005-07,80.82,18,1.0,10.99,1,"Games (21.95), New (10.99), Documentary (8.98)"
470,GORDON,ALLARD,2005-07,96.83,17,1.0,10.99,1,"Sci-Fi (17.98), Games (15.97), Sports (9.98), Travel (9.98)"
471,DEAN,SAUER,2005-06,20.95,5,1.0,4.99,3,"Classics (4.99), Documentary (4.99), Sports (4.99)"
471,DEAN,SAUER,2005-08,55.88,12,1.0,7.99,1,"Music (12.98), Horror (10.98), Sports (8.98)"
473,JORGE,OLIVARES,2005-07,57.87,13,1.0,8.99,1,"Comedy (19.97), Sci-Fi (7.99), Children (4.99)"
475,PEDRO,CHESTNUT,2005-07,71.85,15,1.0,9.99,1,"Games (15.98), Action (15.97), Animation (12.98)"
476,DERRICK,BOURQUE,2005-07,39.91,9,1.0,7.99,1,"Games (7.99), Animation (7.98), Foreign (7.98)"
477,DAN,PAINE,2005-07,58.9,10,1.0,10.99,1,"Animation (14.98), Family (10.99), Children (8.99)"
479,ZACHARY,HITE,2005-07,79.85,15,1.0,8.99,1,"Horror (17.97), Comedy (13.97), Sports (12.98)"
480,COREY,HAUSER,2005-07,43.92,8,1.0,9.99,1,"Comedy (12.98), Horror (7.99), Documentary (6.99)"
481,HERMAN,DEVORE,2005-07,57.87,13,1.0,10.99,1,"Music (19.97), Animation (10.99)"
482,MAURICE,CRAWLEY,2005-07,69.88,12,1.0,8.99,1,"Action (15.98), Sci-Fi (15.98), Classics (9.98)"
483,VERNON,CHAPA,2005-07,48.91,9,1.0,9.99,1,"Sports (9.99), Comedy (9.98), Foreign (7.99)"
484,ROBERTO,VU,2005-07,77.85,15,1.0,9.99,1,"Sports (13.97), Action (10.98), Travel (9.98), Comedy (8.99)"
485,CLYDE,TOBIAS,2005-07,63.82,18,1.0,6.99,1,"Animation (18.96), Foreign (11.98), Travel (8.97)"
486,GLEN,TALBERT,2005-07,58.88,12,1.0,8.99,1,"Drama (9.98), Sports (8.99), Documentary (7.99), Games (5.98)"
487,HECTOR,POINDEXTER,2005-07,46.86,14,1.0,7.99,2,"Action (9.97), Documentary (9.96), Foreign (7.99)"
488,SHANE,MILLARD,2005-07,50.89,11,1.0,8.99,1,"Documentary (14.98), Drama (8.98), Horror (6.99)"
489,RICARDO,MEADOR,2005-08,55.9,10,1.0,9.99,1,"Games (13.98), Foreign (11.98), Comedy (9.99)"
490,SAM,MCDUFFIE,2005-07,64.86,14,1.0,8.99,1,"Horror (10.98), Foreign (10.97), Action (8.99), Animation (8.98)"
491,RICK,MATTOX,2005-06,31.93,7,1.0,4.99,2,"Sci-Fi (9.98), Sports (8.98)"
491,RICK,MATTOX,2005-07,60.89,11,1.0,8.99,1,"Sports (16.97), Drama (8.99), Action (6.99)"
493,BRENT,HARKINS,2005-07,42.92,8,1.0,7.99,2,"Foreign (8.98), Horror (7.99), New (7.99)"
494,RAMON,CHOATE,2005-07,80.82,18,1.0,8.99,1,"Sports (21.97), Documentary (10.97), Animation (9.98)"
495,CHARLIE,BESS,2005-07,56.89,11,1.0,9.99,1,"Action (17.98), New (8.98), Family (7.99)"
496,TYLER,WREN,2005-07,29.92,8,1.0,5.99,2,"Foreign (7.98), Drama (6.98), Children (5.99)"
496,TYLER,WREN,2005-08,46.91,9,1.0,7.99,1,"Sports (18.97), Animation (11.98)"
497,GILBERT,SLEDGE,2005-07,67.86,14,1.0,9.99,1,"Family (12.98), Children (11.98), Games (10.98)"
499,MARC,OUTLAW,2005-07,43.88,12,1.0,6.99,2,"Children (11.98), Comedy (4.99), Drama (4.99)"
499,MARC,OUTLAW,2005-08,61.87,13,1.0,8.99,1,"New (18.97), Foreign (17.97)"
501,RUBEN,GEARY,2005-07,36.91,9,1.0,7.99,1,"New (16.97), Comedy (9.98)"
502,BRETT,CORNWELL,2005-07,73.85,15,1.0,8.99,1,"Sci-Fi (10.98), Foreign (8.99), Music (8.99), Animation (7.98)"
503,ANGEL,BARCLAY,2005-07,41.9,10,1.0,6.99,2,"Games (11.98), Sci-Fi (11.96)"
504,NATHANIEL,ADAM,2005-07,57.89,11,1.0,9.99,1,"Drama (26.97), Sports (11.97)"
507,EDGAR,RHOADS,2005-07,49.85,15,1.0,6.99,1,"Horror (11.97), Drama (9.98), Animation (5.99)"
508,MILTON,HOWLAND,2005-07,74.86,14,1.0,9.99,1,"Documentary (20.97), Action (14.97), Family (9.99)"
509,RAUL,FORTIER,2005-07,41.91,9,1.0,8.99,1,"Sci-Fi (8.99), Classics (7.98), Horror (6.99)"
513,DUANE,TUBBS,2005-07,60.87,13,1.0,9.99,2,"Horror (14.98), Comedy (13.97), Music (10.98)"
516,ELMER,NOE,2005-06,22.94,6,1.0,10.99,2,"Horror (10.99), Foreign (4.99)"
516,ELMER,NOE,2005-07,46.91,9,1.0,6.99,1,"Drama (6.99), Music (6.99), Travel (5.99), Animation (4.99)"
517,BRAD,MCCURDY,2005-06,22.95,5,1.0,8.99,3,"Animation (8.99), Family (7.98)"
517,BRAD,MCCURDY,2005-07,50.88,12,1.0,7.99,1,"Games (10.97), Documentary (9.98), Sci-Fi (7.99)"
518,GABRIEL,HARDER,2005-07,55.87,13,1.0,7.99,1,"Animation (9.98), Documentary (7.99), Drama (7.98), Sci-Fi (6.99)"
519,RON,DELUCA,2005-07,51.87,13,1.0,7.99,1,"New (11.97), Children (8.98), Documentary (7.99)"
520,MITCHELL,WESTMORELAND,2005-07,60.86,14,1.0,10.99,1,"Family (16.97), Sports (9.98), Drama (7.99)"
521,ROLAND,SOUTH,2005-07,31.91,9,1.0,7.99,2,"Family (11.98), New (7.99)"
522,ARNOLD,HAVENS,2005-07,96.82,18,1.0,9.99,1,"New (11.98), Documentary (10.98), Horror (9.99), Animation (9.98), Games (9.98)"
524,JARED,ELY,2005-07,48.92,8,1.0,8.99,1,"Animation (10.98), Travel (9.98), Documentary (8.99)"
525,ADRIAN,CLARY,2005-07,49.89,11,1.0,7.99,1,"Music (17.97), Games (11.98)"
526,KARL,SEAL,2005-06,41.91,9,1.0,7.99,3,"Animation (14.98), Documentary (9.98)"
526,KARL,SEAL,2005-07,86.81,19,1.0,7.99,1,"Games (12.98), Horror (12.98), Documentary (10.98), Animation (10.97)"
527,CORY,MEEHAN,2005-07,26.91,9,1.0,8.99,2,Sports (13.98)
528,CLAUDE,HERZOG,2005-07,56.89,11,1.0,9.99,1,"Action (13.98), Sports (8.99), Comedy (7.99)"
529,ERIK,GUILLEN,2005-07,53.87,13,1.0,7.99,2,"Travel (15.97), Classics (7.99), Animation (6.99)"
530,DARRYL,ASHCRAFT,2005-07,30.91,9,1.0,4.99,2,"Animation (8.98), Classics (4.99), Sci-Fi (4.99)"
531,JAMIE,WAUGH,2005-07,64.86,14,1.0,6.99,1,"Sports (13.96), Music (12.98), Comedy (10.98)"
532,NEIL,RENNER,2005-07,69.86,14,1.0,8.99,1,"Classics (16.97), Drama (15.97), Sports (8.99)"
533,JESSIE,MILAM,2005-07,58.87,13,1.0,9.99,1,"Sci-Fi (22.97), New (9.99)"
535,JAVIER,ELROD,2005-07,48.89,11,1.0,8.99,2,"Sports (9.98), New (8.99), Action (6.99)"
536,FERNANDO,CHURCHILL,2005-07,51.88,12,1.0,8.99,1,"Sports (13.98), Family (9.98), Documentary (5.98)"
538,TED,BREAUX,2005-07,51.86,14,1.0,8.99,1,"Action (8.99), Documentary (8.99), Sports (8.97)"
539,MATHEW,BOLIN,2005-07,55.88,12,1.0,7.99,1,"Sports (19.96), Family (7.99)"
542,LONNIE,TIRADO,2005-07,47.92,8,1.0,9.99,1,"New (11.98), Music (9.99), Children (8.99)"
545,JULIO,NOLAND,2005-07,42.91,9,1.0,8.99,1,"Animation (12.97), Family (11.98)"
