suspicion_rank,customer_id,customer_name,customer_email,customer_country,customer_city,customer_store_id,last_payment_store_id,window_start,window_end,window_payment_count,window_payment_sum,hist_payment_count,hist_payment_sum_30d,avg_daily_payment_count_30d,avg_daily_payment_sum_30d,count_ratio_to_norm,sum_ratio_to_norm,deviation_score,last_payment_id,last_payment_date,last_payment_amount,last_payment_staff_id,last_payment_staff_name
1057,515,ANDRE RAPP,ANDRE.RAPP@sakilacustomer.org,Chile,Coquimbo,1,2,2005-06-15 05:08:40.000,2005-06-16 05:08:40,2,10.98,2,15.98,0.0667,0.5327,30.0,20.6133,20.6133,13863,2005-06-16 00:40:34.000,5.99,2,Jon Stephens
1058,325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,Brazil,Braslia,1,2,2005-07-10 11:51:58.000,2005-07-11 11:51:58,3,12.97,4,18.96,0.1333,0.632,22.5,20.5222,20.5222,8786,2005-07-11 08:32:23.000,4.99,2,Jon Stephens
1059,495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,China,Baiyin,2,1,2005-07-28 20:50:52.000,2005-07-29 20:50:52,4,14.96,4,21.96,0.1333,0.732,30.0,20.4372,20.4372,13343,2005-07-29 15:49:48.000,5.99,1,Mike Hillyer
1060,107,FLORENCE WOODS,FLORENCE.WOODS@sakilacustomer.org,Argentina,Merlo,1,2,2005-06-19 23:20:40.000,2005-06-20 23:20:40,5,14.95,4,21.96,0.1333,0.732,37.5,20.4235,20.4235,2881,2005-06-20 22:24:00.000,0.99,2,Jon Stephens
1061,365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,Japan,Okinawa,2,2,2005-07-29 20:29:34.000,2005-07-30 20:29:34,4,16.96,5,24.95,0.1667,0.8317,24.0,20.3928,20.3928,9873,2005-07-30 12:10:19.000,4.99,2,Jon Stephens
1062,222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,Russian Federation,Jaroslavl,2,2,2005-07-09 14:17:40.000,2005-07-10 14:17:40,3,16.97,3,24.97,0.1,0.8323,30.0,20.3885,20.3885,6013,2005-07-10 06:28:39.000,5.99,2,Jon Stephens
1063,207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,Greenland,Nuuk,1,2,2005-05-29 21:56:15.000,2005-05-30 21:56:15,2,10.98,3,2.97,0.1,0.099,20.0,110.9091,20.0,5600,2005-05-30 09:03:52.000,3.99,2,Jon Stephens
1064,255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,Philippines,Hagonoy,2,1,2005-07-27 19:07:43.000,2005-07-28 19:07:43,2,11.98,3,3.97,0.1,0.1323,20.0,90.529,20.0,6879,2005-07-28 01:31:45.000,2.99,1,Mike Hillyer
1065,407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,South Africa,Rustenburg,1,2,2005-07-09 04:58:26.000,2005-07-10 04:58:26,2,14.98,3,4.97,0.1,0.1657,20.0,90.4225,20.0,11010,2005-07-10 04:23:11.000,9.99,2,Jon Stephens
1066,345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,Paraguay,San Lorenzo,1,2,2005-06-15 20:05:49.000,2005-06-16 20:05:49,2,5.98,3,2.97,0.1,0.099,20.0,60.404,20.0,9317,2005-06-16 01:58:35.000,0.99,2,Jon Stephens
1066,395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,Sudan,al-Qadarif,2,1,2005-06-20 11:51:59.000,2005-06-21 11:51:59,2,5.98,3,2.97,0.1,0.099,20.0,60.404,20.0,10698,2005-06-21 08:04:51.000,0.99,1,Mike Hillyer
1068,76,IRENE PRICE,IRENE.PRICE@sakilacustomer.org,Kazakstan,Pavlodar,2,2,2005-06-16 20:04:28.000,2005-06-17 20:04:28,2,7.98,3,3.97,0.1,0.1323,20.0,60.3023,20.0,2066,2005-06-17 19:47:21.000,0.99,2,Jon Stephens
1069,385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,Japan,Tama,1,2,2005-07-06 18:27:09.000,2005-07-07 18:27:09,2,9.98,3,4.97,0.1,0.1657,20.0,60.2414,20.0,10424,2005-07-06 21:54:55.000,0.99,2,Jon Stephens
1070,53,HEATHER MORRIS,HEATHER.MORRIS@sakilacustomer.org,Japan,Nagareyama,1,2,2005-05-29 14:41:18.000,2005-05-30 14:41:18,2,15.98,3,7.97,0.1,0.2657,20.0,60.1506,20.0,1458,2005-05-30 02:01:21.000,9.99,2,Jon Stephens
1071,349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,Philippines,Imus,2,1,2005-06-20 08:55:50.000,2005-06-21 08:55:50,2,15.98,3,8.97,0.1,0.299,20.0,53.4448,20.0,9438,2005-06-20 13:59:21.000,8.99,1,Mike Hillyer
1072,89,JULIA FLORES,JULIA.FLORES@sakilacustomer.org,Argentina,La Plata,1,2,2005-06-15 06:05:18.000,2005-06-16 06:05:18,2,16.98,3,9.97,0.1,0.3323,20.0,51.0933,20.0,2413,2005-06-15 16:45:07.000,7.99,2,Jon Stephens
1073,136,ANITA MORALES,ANITA.MORALES@sakilacustomer.org,India,Hubli-Dharwad,2,1,2005-07-11 08:54:09.000,2005-07-12 08:54:09,2,12.98,3,7.97,0.1,0.2657,20.0,48.8582,20.0,3671,2005-07-12 06:50:52.000,8.99,1,Mike Hillyer
1074,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,Russian Federation,Nabereznyje Telny,1,1,2005-06-17 04:06:13.000,2005-06-18 04:06:13,2,7.98,3,4.97,0.1,0.1657,20.0,48.169,20.0,12060,2005-06-17 13:04:00.000,4.99,1,Mike Hillyer
1074,218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,Afghanistan,Kabul,1,1,2005-07-08 20:31:43.000,2005-07-09 20:31:43,2,7.98,3,4.97,0.1,0.1657,20.0,48.169,20.0,5908,2005-07-09 12:10:44.000,0.99,1,Mike Hillyer
1076,360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,Puerto Rico,Arecibo,2,2,2005-06-18 16:24:45.000,2005-06-19 16:24:45,2,10.98,3,6.97,0.1,0.2323,20.0,47.2597,20.0,9713,2005-06-19 02:08:10.000,3.99,2,Jon Stephens
1076,283,FELICIA SUTTON,FELICIA.SUTTON@sakilacustomer.org,China,Korla,1,2,2005-06-19 12:35:21.000,2005-06-20 12:35:21,2,10.98,3,6.97,0.1,0.2323,20.0,47.2597,20.0,7656,2005-06-19 23:06:00.000,7.99,2,Jon Stephens
1076,296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,India,Patiala,2,1,2005-07-05 23:29:55.000,2005-07-06 23:29:55,2,10.98,3,6.97,0.1,0.2323,20.0,47.2597,20.0,8025,2005-07-06 15:18:44.000,2.99,1,Mike Hillyer
1079,303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,Yemen,Sanaa,2,1,2005-06-17 09:23:16.000,2005-06-18 09:23:16,2,13.98,3,8.97,0.1,0.299,20.0,46.7559,20.0,8221,2005-06-18 03:27:03.000,8.99,1,Mike Hillyer
1079,221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,Italy,Syrakusa,1,1,2005-06-18 20:42:45.000,2005-06-19 20:42:45,2,13.98,3,8.97,0.1,0.299,20.0,46.7559,20.0,5979,2005-06-19 10:50:02.000,10.99,1,Mike Hillyer
1079,218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,Afghanistan,Kabul,1,1,2005-07-27 04:43:53.000,2005-07-28 04:43:53,2,13.98,3,8.97,0.1,0.299,20.0,46.7559,20.0,5911,2005-07-27 10:09:39.000,8.99,1,Mike Hillyer
1082,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,India,Gulbarga,2,1,2005-07-27 07:15:01.000,2005-07-28 07:15:01,2,14.98,3,9.97,0.1,0.3323,20.0,45.0752,20.0,10005,2005-07-27 09:47:53.000,6.99,1,Mike Hillyer
1083,116,VICTORIA GIBSON,VICTORIA.GIBSON@sakilacustomer.org,Indonesia,Pemalang,1,2,2005-06-16 17:50:19.000,2005-06-17 17:50:19,2,9.98,3,6.97,0.1,0.2323,20.0,42.9555,20.0,3125,2005-06-17 05:19:47.000,4.99,2,Jon Stephens
1083,331,ERIC ROBERT,ERIC.ROBERT@sakilacustomer.org,Argentina,Santa F,1,1,2005-06-19 01:14:12.000,2005-06-20 01:14:12,2,9.98,3,6.97,0.1,0.2323,20.0,42.9555,20.0,8936,2005-06-19 05:06:14.000,2.99,1,Mike Hillyer
1083,58,JEAN BELL,JEAN.BELL@sakilacustomer.org,Malaysia,Kuching,1,2,2005-07-06 09:30:45.000,2005-07-07 09:30:45,2,9.98,3,6.97,0.1,0.2323,20.0,42.9555,20.0,1600,2005-07-07 07:53:18.000,4.99,2,Jon Stephens
1086,64,JUDITH COX,JUDITH.COX@sakilacustomer.org,China,Daxian,2,1,2005-07-07 15:38:25.000,2005-07-08 15:38:25,2,6.98,3,4.97,0.1,0.1657,20.0,42.1328,20.0,1741,2005-07-08 11:04:02.000,1.99,1,Mike Hillyer
1087,452,TOM MILNER,TOM.MILNER@sakilacustomer.org,United Arab Emirates,Abu Dhabi,1,1,2005-06-15 02:09:02.000,2005-06-16 02:09:02,2,10.98,3,7.97,0.1,0.2657,20.0,41.33,20.0,12197,2005-06-15 22:53:03.000,5.99,1,Mike Hillyer
1088,530,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,Argentina,Ezeiza,2,2,2005-07-06 08:38:29.000,2005-07-07 08:38:29,2,7.98,3,5.97,0.1,0.199,20.0,40.1005,20.0,14264,2005-07-06 18:46:34.000,4.99,2,Jon Stephens
1089,235,JACKIE LYNCH,JACKIE.LYNCH@sakilacustomer.org,Colombia,Buenaventura,1,1,2005-07-06 12:30:12.000,2005-07-07 12:30:12,2,11.98,3,8.97,0.1,0.299,20.0,40.0669,20.0,6325,2005-07-06 22:47:09.000,4.99,1,Mike Hillyer
1090,423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,Egypt,Sawhaj,2,1,2005-06-19 17:04:35.000,2005-06-20 17:04:35,2,15.98,3,11.97,0.1,0.399,20.0,40.0501,20.0,11428,2005-06-20 14:21:31.000,8.99,1,Mike Hillyer
1091,139,AMBER DIXON,AMBER.DIXON@sakilacustomer.org,Taiwan,Touliu,1,1,2005-07-09 05:57:39.000,2005-07-10 05:57:39,4,24.96,6,18.94,0.2,0.6313,20.0,39.5354,20.0,3763,2005-07-10 00:15:00.000,6.99,1,Mike Hillyer
1092,422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,China,Laohekou,1,1,2005-06-19 16:22:07.000,2005-06-20 16:22:07,2,8.98,3,6.97,0.1,0.2323,20.0,38.6514,20.0,11402,2005-06-19 18:18:12.000,5.99,1,Mike Hillyer
1093,37,PAMELA BAKER,PAMELA.BAKER@sakilacustomer.org,China,Nanyang,1,1,2005-07-05 22:56:33.000,2005-07-06 22:56:33,2,13.98,3,10.97,0.1,0.3657,20.0,38.2315,20.0,1017,2005-07-06 11:40:27.000,5.99,1,Mike Hillyer
1094,455,JON WILES,JON.WILES@sakilacustomer.org,Bolivia,El Alto,2,1,2005-06-16 20:23:30.000,2005-06-17 20:23:30,2,4.98,3,3.97,0.1,0.1323,20.0,37.6322,20.0,12285,2005-06-17 04:53:35.000,2.99,1,Mike Hillyer
1095,528,CLAUDE HERZOG,CLAUDE.HERZOG@sakilacustomer.org,Angola,Benguela,1,2,2005-05-29 01:50:53.000,2005-05-30 01:50:53,2,9.98,3,7.97,0.1,0.2657,20.0,37.5659,20.0,14209,2005-05-29 16:44:08.000,5.99,2,Jon Stephens
1095,142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,United Kingdom,Dundee,1,1,2005-07-08 01:51:32.000,2005-07-09 01:51:32,2,9.98,3,7.97,0.1,0.2657,20.0,37.5659,20.0,3838,2005-07-08 03:27:59.000,4.99,1,Mike Hillyer
1097,58,JEAN BELL,JEAN.BELL@sakilacustomer.org,Malaysia,Kuching,1,2,2005-07-27 03:52:27.000,2005-07-28 03:52:27,2,14.98,3,11.97,0.1,0.399,20.0,37.5439,20.0,1603,2005-07-27 19:32:45.000,4.99,2,Jon Stephens
1098,310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,Brazil,Ibirit,2,2,2005-06-17 05:40:14.000,2005-06-18 05:40:14,2,10.98,3,8.97,0.1,0.299,20.0,36.7224,20.0,8416,2005-06-17 17:35:30.000,6.99,2,Jon Stephens
1099,580,ROSS GREY,ROSS.GREY@sakilacustomer.org,Philippines,Iligan,1,2,2005-07-07 09:39:18.000,2005-07-08 09:39:18,2,5.98,3,4.97,0.1,0.1657,20.0,36.0966,20.0,15539,2005-07-08 06:27:48.000,3.99,2,Jon Stephens
1100,17,DONNA THOMPSON,DONNA.THOMPSON@sakilacustomer.org,Russian Federation,Elista,1,1,2005-07-28 17:45:58.000,2005-07-29 17:45:58,2,11.98,3,9.97,0.1,0.3323,20.0,36.0481,20.0,457,2005-07-28 23:37:33.000,2.99,1,Mike Hillyer
1100,4,BARBARA JONES,BARBARA.JONES@sakilacustomer.org,Myanmar,Myingyan,2,1,2005-07-30 08:46:09.000,2005-07-31 08:46:09,2,11.98,3,9.97,0.1,0.3323,20.0,36.0481,20.0,96,2005-07-30 18:58:00.000,5.99,1,Mike Hillyer
1102,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,South Africa,Boksburg,1,1,2005-06-19 20:41:35.000,2005-06-20 20:41:35,2,12.98,3,10.97,0.1,0.3657,20.0,35.4968,20.0,3358,2005-06-20 18:05:57.000,4.99,1,Mike Hillyer
1102,9,MARGARET MOORE,MARGARET.MOORE@sakilacustomer.org,Oman,Masqat,2,2,2005-06-20 19:59:28.000,2005-06-21 19:59:28,2,12.98,3,10.97,0.1,0.3657,20.0,35.4968,20.0,235,2005-06-21 04:08:43.000,4.99,2,Jon Stephens
1104,525,ADRIAN CLARY,ADRIAN.CLARY@sakilacustomer.org,Italy,Udine,2,2,2005-07-11 06:23:28.000,2005-07-12 06:23:28,2,14.98,3,12.97,0.1,0.4323,20.0,34.6492,20.0,14122,2005-07-11 22:17:16.000,6.99,2,Jon Stephens
1105,132,ESTHER CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,South Africa,Botshabelo,2,2,2005-06-19 07:10:36.000,2005-06-20 07:10:36,2,7.98,3,6.97,0.1,0.2323,20.0,34.3472,20.0,3562,2005-06-20 04:20:14.000,4.99,2,Jon Stephens
1106,347,RYAN SALISBURY,RYAN.SALISBURY@sakilacustomer.org,Latvia,Daugavpils,2,1,2005-06-20 16:04:42.000,2005-06-21 16:04:42,2,16.98,3,14.97,0.1,0.499,20.0,34.0281,20.0,9372,2005-06-21 09:04:50.000,7.99,1,Mike Hillyer
1106,92,TINA SIMMONS,TINA.SIMMONS@sakilacustomer.org,Brazil,Goinia,2,2,2005-07-06 04:59:49.000,2005-07-07 04:59:49,2,16.98,3,14.97,0.1,0.499,20.0,34.0281,20.0,2510,2005-07-06 10:52:32.000,7.99,2,Jon Stephens
1108,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,Turkey,Kilis,1,2,2005-06-17 07:43:39.000,2005-06-18 07:43:39,2,8.98,3,7.97,0.1,0.2657,20.0,33.8018,20.0,3861,2005-06-18 05:05:08.000,3.99,2,Jon Stephens
1108,189,LORETTA CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,Canada,Oshawa,1,1,2005-06-20 02:56:16.000,2005-06-21 02:56:16,2,8.98,3,7.97,0.1,0.2657,20.0,33.8018,20.0,5131,2005-06-20 17:28:43.000,6.99,1,Mike Hillyer
1110,352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,Cameroon,Bamenda,1,1,2005-06-16 11:08:28.000,2005-06-17 11:08:28,2,9.98,3,8.97,0.1,0.299,20.0,33.3779,20.0,9514,2005-06-16 19:11:45.000,4.99,1,Mike Hillyer
1110,449,OSCAR AQUINO,OSCAR.AQUINO@sakilacustomer.org,Iran,Sirjan,2,1,2005-07-06 00:17:24.000,2005-07-07 00:17:24,2,9.98,3,8.97,0.1,0.299,20.0,33.3779,20.0,12121,2005-07-06 23:00:49.000,8.99,1,Mike Hillyer
1110,73,BEVERLY BROOKS,BEVERLY.BROOKS@sakilacustomer.org,Taiwan,Chiayi,2,2,2005-07-08 16:22:01.000,2005-07-09 16:22:01,2,9.98,3,8.97,0.1,0.299,20.0,33.3779,20.0,1976,2005-07-09 02:09:41.000,4.99,2,Jon Stephens
1113,39,DEBRA NELSON,DEBRA.NELSON@sakilacustomer.org,Brazil,Vila Velha,1,2,2005-07-07 22:06:24.000,2005-07-08 22:06:24,4,29.96,6,26.94,0.2,0.898,20.0,33.363,20.0,1077,2005-07-08 12:54:15.000,7.99,2,Jon Stephens
1114,134,EMMA BOYD,EMMA.BOYD@sakilacustomer.org,Egypt,Qalyub,1,2,2005-08-02 00:18:59.000,2005-08-03 00:18:59,4,20.96,6,18.94,0.2,0.6313,20.0,33.1996,20.0,3630,2005-08-02 22:24:31.000,4.99,2,Jon Stephens
1115,7,MARIA MILLER,MARIA.MILLER@sakilacustomer.org,Yugoslavia,Kragujevac,1,1,2005-05-30 21:07:15.000,2005-05-31 21:07:15,2,10.98,3,9.97,0.1,0.3323,20.0,33.0391,20.0,178,2005-05-31 08:44:29.000,5.99,1,Mike Hillyer
1116,441,MARIO CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,Algeria,Batna,1,1,2005-07-06 10:02:08.000,2005-07-07 10:02:08,2,11.98,3,10.97,0.1,0.3657,20.0,32.7621,20.0,11892,2005-07-07 05:16:00.000,8.99,1,Mike Hillyer
1117,174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,Venezuela,Ocumare del Tuy,2,1,2005-07-29 04:49:26.000,2005-07-30 04:49:26,2,12.98,3,11.97,0.1,0.399,20.0,32.5313,20.0,4728,2005-07-29 19:18:30.000,4.99,1,Mike Hillyer
1118,478,LEWIS LYMAN,LEWIS.LYMAN@sakilacustomer.org,Israel,Ashqelon,1,2,2005-06-19 07:33:00.000,2005-06-20 07:33:00,2,13.98,3,12.97,0.1,0.4323,20.0,32.3362,20.0,12911,2005-06-19 17:34:39.000,4.99,2,Jon Stephens
1119,247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,Mexico,Coacalco de Berriozbal,1,1,2005-08-18 04:22:01.000,2005-08-19 04:22:01,4,22.96,6,21.94,0.2,0.7313,20.0,31.3947,20.0,6696,2005-08-19 01:18:00.000,4.99,1,Mike Hillyer
1120,77,JANE BENNETT,JANE.BENNETT@sakilacustomer.org,Brazil,Araatuba,2,1,2005-07-27 16:25:45.000,2005-07-28 16:25:45,2,4.98,3,4.97,0.1,0.1657,20.0,30.0604,20.0,2099,2005-07-28 04:24:07.000,0.99,1,Mike Hillyer
1121,248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,United States,Tallahassee,1,1,2005-07-08 04:04:19.000,2005-07-09 04:04:19,2,5.98,3,5.97,0.1,0.199,20.0,30.0503,20.0,6705,2005-07-08 18:18:23.000,0.99,1,Mike Hillyer
1122,416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,Pakistan,Dadu,2,1,2005-06-14 22:53:33.000,2005-06-15 22:53:33,2,7.98,3,7.97,0.1,0.2657,20.0,30.0376,20.0,11243,2005-06-15 12:27:19.000,4.99,1,Mike Hillyer
1122,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,Thailand,Songkhla,2,1,2005-06-17 06:13:34.000,2005-06-18 06:13:34,2,7.98,3,7.97,0.1,0.2657,20.0,30.0376,20.0,2329,2005-06-17 21:41:34.000,4.99,1,Mike Hillyer
1124,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,Indonesia,Probolinggo,2,1,2005-06-20 07:07:54.000,2005-06-21 07:07:54,2,8.98,3,8.97,0.1,0.299,20.0,30.0334,20.0,10058,2005-06-21 06:19:07.000,3.99,1,Mike Hillyer
1124,320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,American Samoa,Tafuna,2,2,2005-07-27 03:50:03.000,2005-07-28 03:50:03,2,8.98,3,8.97,0.1,0.299,20.0,30.0334,20.0,8662,2005-07-27 03:53:29.000,3.99,2,Jon Stephens
1126,170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,India,Udaipur,1,2,2005-06-17 20:24:00.000,2005-06-18 20:24:00,2,9.98,3,9.97,0.1,0.3323,20.0,30.0301,20.0,4608,2005-06-18 16:59:34.000,8.99,2,Jon Stephens
1126,344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,Tonga,Nukualofa,1,2,2005-07-07 02:19:14.000,2005-07-08 02:19:14,2,9.98,3,9.97,0.1,0.3323,20.0,30.0301,20.0,9301,2005-07-07 18:58:57.000,3.99,2,Jon Stephens
1126,43,CHRISTINE ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,French Polynesia,Faaa,2,1,2005-07-09 09:00:11.000,2005-07-10 09:00:11,2,9.98,3,9.97,0.1,0.3323,20.0,30.0301,20.0,1185,2005-07-09 19:59:10.000,4.99,1,Mike Hillyer
1129,557,FELIX GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,Lithuania,Vilnius,1,1,2005-06-20 08:59:08.000,2005-06-21 08:59:08,2,10.98,3,10.97,0.1,0.3657,20.0,30.0273,20.0,14915,2005-06-20 13:03:03.000,3.99,1,Mike Hillyer
1130,273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,Mexico,Salamanca,2,2,2005-06-16 16:53:33.000,2005-06-17 16:53:33,2,11.98,3,11.97,0.1,0.399,20.0,30.0251,20.0,7371,2005-06-16 17:56:10.000,4.99,2,Jon Stephens
1130,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,United States,Greensboro,1,2,2005-06-16 19:58:40.000,2005-06-17 19:58:40,2,11.98,3,11.97,0.1,0.399,20.0,30.0251,20.0,4296,2005-06-17 13:45:09.000,6.99,2,Jon Stephens
1130,127,ELAINE STEVENS,ELAINE.STEVENS@sakilacustomer.org,Russian Federation,Smolensk,2,2,2005-07-08 09:47:51.000,2005-07-09 09:47:51,2,11.98,3,11.97,0.1,0.399,20.0,30.0251,20.0,3420,2005-07-08 17:04:24.000,5.99,2,Jon Stephens
1133,495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,China,Baiyin,2,1,2005-06-18 12:25:14.000,2005-06-19 12:25:14,2,12.98,3,12.97,0.1,0.4323,20.0,30.0231,20.0,13334,2005-06-19 02:46:39.000,7.99,1,Mike Hillyer
1133,520,MITCHELL WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,Vietnam,Nha Trang,2,1,2005-07-05 23:13:22.000,2005-07-06 23:13:22,2,12.98,3,12.97,0.1,0.4323,20.0,30.0231,20.0,13993,2005-07-06 00:04:20.000,7.99,1,Mike Hillyer
1133,579,DARYL LARUE,DARYL.LARUE@sakilacustomer.org,Iraq,Mosul,2,1,2005-07-08 08:01:09.000,2005-07-09 08:01:09,2,12.98,3,12.97,0.1,0.4323,20.0,30.0231,20.0,15511,2005-07-08 22:18:29.000,2.99,1,Mike Hillyer
1133,22,LAURA RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,Morocco,Sal,1,1,2005-07-27 04:42:08.000,2005-07-28 04:42:08,2,12.98,3,12.97,0.1,0.4323,20.0,30.0231,20.0,587,2005-07-28 04:02:58.000,7.99,1,Mike Hillyer
1137,3,LINDA WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,Greece,Athenai,1,2,2005-06-16 15:19:10.000,2005-06-17 15:19:10,2,13.98,3,13.97,0.1,0.4657,20.0,30.0215,20.0,64,2005-06-17 05:15:15.000,6.99,2,Jon Stephens
1138,93,PHYLLIS FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,China,Zalantun,1,2,2005-08-20 17:58:00.000,2005-08-21 17:58:00,4,19.96,6,20.94,0.2,0.698,20.0,28.596,20.0,2550,2005-08-21 08:31:03.000,4.99,2,Jon Stephens
1139,131,MONICA HICKS,MONICA.HICKS@sakilacustomer.org,Ukraine,Mukateve,2,2,2005-06-16 09:12:53.000,2005-06-17 09:12:53,2,14.98,3,15.97,0.1,0.5323,20.0,28.1403,20.0,3532,2005-06-16 18:02:06.000,4.99,2,Jon Stephens
1140,557,FELIX GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,Lithuania,Vilnius,1,2,2005-07-30 18:01:15.000,2005-07-31 18:01:15,4,12.96,6,13.94,0.2,0.4647,20.0,27.891,20.0,14925,2005-07-30 18:49:58.000,6.99,2,Jon Stephens
1141,44,MARIE TURNER,MARIE.TURNER@sakilacustomer.org,Russian Federation,Lipetsk,1,2,2005-07-10 03:01:09.000,2005-07-11 03:01:09,4,24.96,6,26.94,0.2,0.898,20.0,27.7951,20.0,1217,2005-07-10 20:46:13.000,4.99,2,Jon Stephens
1142,467,ALVIN DELOACH,ALVIN.DELOACH@sakilacustomer.org,Mexico,Cuauhtmoc,2,2,2005-07-27 22:46:20.000,2005-07-28 22:46:20,4,23.96,6,25.94,0.2,0.8647,20.0,27.7101,20.0,12596,2005-07-28 17:12:53.000,6.99,2,Jon Stephens
1143,270,LEAH CURTIS,LEAH.CURTIS@sakilacustomer.org,Poland,Kalisz,1,1,2005-06-17 04:25:46.000,2005-06-18 04:25:46,2,10.98,3,11.97,0.1,0.399,20.0,27.5188,20.0,7308,2005-06-17 20:02:16.000,3.99,1,Mike Hillyer
1143,117,EDITH MCDONALD,EDITH.MCDONALD@sakilacustomer.org,India,Gandhinagar,1,1,2005-07-10 08:21:54.000,2005-07-11 08:21:54,2,10.98,3,11.97,0.1,0.399,20.0,27.5188,20.0,3154,2005-07-11 05:52:50.000,9.99,1,Mike Hillyer
1143,70,CHRISTINA RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,Saudi Arabia,al-Hawiya,2,1,2005-07-27 17:10:05.000,2005-07-28 17:10:05,2,10.98,3,11.97,0.1,0.399,20.0,27.5188,20.0,1898,2005-07-28 04:32:30.000,2.99,1,Mike Hillyer
1146,46,CATHERINE CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,Russian Federation,Moscow,2,2,2005-06-14 23:17:03.000,2005-06-15 23:17:03,2,9.98,3,10.97,0.1,0.3657,20.0,27.2926,20.0,1260,2005-06-15 03:18:40.000,4.99,2,Jon Stephens
1146,167,SALLY PIERCE,SALLY.PIERCE@sakilacustomer.org,India,Chandrapur,2,1,2005-06-15 17:44:57.000,2005-06-16 17:44:57,2,9.98,3,10.97,0.1,0.3657,20.0,27.2926,20.0,4520,2005-06-15 22:35:53.000,5.99,1,Mike Hillyer
1146,589,TRACY HERRMANN,TRACY.HERRMANN@sakilacustomer.org,Ecuador,Loja,1,2,2005-06-15 18:45:32.000,2005-06-16 18:45:32,2,9.98,3,10.97,0.1,0.3657,20.0,27.2926,20.0,15768,2005-06-16 13:28:44.000,4.99,2,Jon Stephens
1146,507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,Turkey,Eskisehir,2,2,2005-06-17 21:58:13.000,2005-06-18 21:58:13,2,9.98,3,10.97,0.1,0.3657,20.0,27.2926,20.0,13665,2005-06-18 06:56:06.000,4.99,2,Jon Stephens
