customer_id,customer_name,payment_date,customer_country,payment_count,daily_payment_amount,avg_prev_30_day_amount,staff_count,store_count,store_countries,suspicion_rank
565,JAIME NETTLES,2005-08-02,Peru,3,14.97,5.1,2,2,"Australia,Canada",2
522,ARNOLD HAVENS,2005-07-30,Philippines,5,29.95,7.61,2,2,"Canada,Australia",1
461,DEREK BLAKELY,2005-08-22,Philippines,5,22.95,4.21,2,2,"Canada,Australia",2
27,SHIRLEY ALLEN,2005-07-31,Philippines,3,18.97,3.99,2,2,"Australia,Canada",3
261,DEANNA BYRD,2005-06-17,Philippines,3,18.97,3.99,2,2,"Canada,Australia",4
27,SHIRLEY ALLEN,2005-08-17,Philippines,3,21.97,7.18,2,2,"Canada,Australia",5
71,KATHY JAMES,2005-07-10,Philippines,3,18.97,4.99,2,2,"Canada,Australia",6
349,JOE GILLILAND,2005-08-02,Philippines,3,18.97,5.1,2,2,"Canada,Australia",7
373,LOUIS LEONE,2005-08-18,Philippines,4,20.96,7.68,2,2,"Canada,Australia",8
388,CRAIG MORRELL,2005-08-18,Philippines,4,17.96,5.18,2,2,"Australia,Canada",9
188,MELANIE ARMSTRONG,2005-08-01,Philippines,4,16.96,4.56,2,2,"Australia,Canada",10
434,EDDIE TOMLIN,2005-06-18,Philippines,3,15.97,4.32,2,2,"Australia,Canada",11
373,LOUIS LEONE,2005-07-30,Philippines,3,14.97,5.24,2,2,"Australia,Canada",12
244,VIOLA HANSON,2005-07-31,Philippines,3,15.97,6.48,2,2,"Canada,Australia",13
236,MARCIA DEAN,2005-08-21,Philippines,3,17.97,8.65,2,2,"Australia,Canada",14
261,DEANNA BYRD,2005-07-31,Philippines,3,14.97,6.98,2,2,"Australia,Canada",15
72,THERESA WATSON,2005-07-09,Philippines,3,10.97,2.99,2,2,"Australia,Canada",16
522,ARNOLD HAVENS,2005-06-20,Philippines,3,12.97,4.99,2,2,"Australia,Canada",16
72,THERESA WATSON,2005-08-17,Philippines,4,13.96,6.59,2,2,"Canada,Australia",18
261,DEANNA BYRD,2005-08-20,Philippines,3,13.97,6.78,2,2,"Australia,Canada",19
270,LEAH CURTIS,2005-08-01,Poland,3,18.97,6.19,2,2,"Canada,Australia",1
558,JIMMIE EGGLESTON,2005-07-12,Poland,3,15.97,6.44,2,2,"Australia,Canada",2
128,MARJORIE TUCKER,2005-07-30,Poland,3,14.97,5.84,2,2,"Australia,Canada",3
572,SIDNEY BURLESON,2005-08-02,Poland,4,13.96,5.76,2,2,"Canada,Australia",4
563,KEN PREWITT,2005-07-08,Romania,7,29.93,2.99,2,2,"Canada,Australia",1
563,KEN PREWITT,2005-07-29,Romania,4,22.96,7.58,2,2,"Canada,Australia",2
230,JOY GEORGE,2005-07-31,Romania,3,17.97,6.81,2,2,"Australia,Canada",3
148,ELEANOR HUNT,2005-07-28,Runion,4,20.96,6.65,2,2,"Canada,Australia",1
148,ELEANOR HUNT,2005-07-29,Runion,4,18.96,8.7,2,2,"Australia,Canada",2
44,MARIE TURNER,2005-07-10,Russian Federation,4,24.96,4.49,2,2,"Canada,Australia",1
346,ARTHUR SIMPKINS,2005-07-29,Russian Federation,4,22.96,6.85,2,2,"Australia,Canada",2
311,PAUL TROUT,2005-07-31,Russian Federation,3,20.97,4.99,2,2,"Canada,Australia",3
106,CONNIE WALLACE,2005-08-01,Russian Federation,3,20.97,5.99,2,2,"Australia,Canada",4
17,DONNA THOMPSON,2005-07-30,Russian Federation,4,21.96,7.32,2,2,"Australia,Canada",5
462,WARREN SHERROD,2005-08-19,Russian Federation,3,22.97,9.12,2,2,"Canada,Australia",6
447,CLIFFORD BOWENS,2005-07-30,Russian Federation,3,17.97,4.7,2,2,"Australia,Canada",7
376,RANDY GAITHER,2005-07-12,Russian Federation,3,18.97,5.82,2,2,"Canada,Australia",8
376,RANDY GAITHER,2005-07-07,Russian Federation,3,13.97,1.66,2,2,"Canada,Australia",9
350,JUAN FRALEY,2005-08-17,Russian Federation,3,14.97,2.99,2,2,"Australia,Canada",10
487,HECTOR POINDEXTER,2005-08-01,Russian Federation,3,16.97,5.21,2,2,"Australia,Canada",11
100,ROBIN HAYES,2005-06-15,Russian Federation,3,11.97,0.99,2,2,"Australia,Canada",12
487,HECTOR POINDEXTER,2005-07-30,Russian Federation,3,14.97,4.41,2,2,"Canada,Australia",13
46,CATHERINE CAMPBELL,2005-08-01,Russian Federation,3,15.97,5.49,2,2,"Australia,Canada",14
397,JIMMY SCHRADER,2005-08-18,Russian Federation,6,14.94,5.15,2,2,"Australia,Canada",15
46,CATHERINE CAMPBELL,2005-08-18,Russian Federation,4,15.96,6.98,2,2,"Australia,Canada",16
55,DORIS REED,2005-08-19,Russian Federation,3,13.97,5.16,2,2,"Canada,Australia",17
222,DELORES HANSEN,2005-07-29,Russian Federation,3,13.97,6.19,2,2,"Canada,Australia",18
447,CLIFFORD BOWENS,2005-08-02,Russian Federation,3,12.97,5.99,2,2,"Australia,Canada",19
487,HECTOR POINDEXTER,2005-07-29,Russian Federation,3,9.97,3.49,2,2,"Australia,Canada",20
510,BEN EASTER,2005-06-19,Russian Federation,3,10.97,4.66,2,2,"Canada,Australia",21
430,RAY HOULE,2005-08-20,Russian Federation,3,9.97,3.74,2,2,"Australia,Canada",22
295,DAISY BATES,2005-07-11,Russian Federation,3,11.97,5.98,2,2,"Australia,Canada",23
351,JACK FOUST,2005-08-23,Russian Federation,3,10.97,4.99,2,2,"Canada,Australia",24
351,JACK FOUST,2005-07-08,Russian Federation,3,8.97,3.24,2,2,"Canada,Australia",25
295,DAISY BATES,2005-07-09,Russian Federation,3,10.97,5.43,2,2,"Canada,Australia",26
326,JOSE ANDREW,2005-07-29,Saint Vincent and the Grenadines,3,13.97,5.19,2,2,"Canada,Australia",1
417,TRAVIS ESTEP,2005-08-21,Saudi Arabia,3,14.97,5.98,2,2,"Australia,Canada",1
49,JOYCE EDWARDS,2005-08-21,Saudi Arabia,3,15.97,7.15,2,2,"Australia,Canada",2
417,TRAVIS ESTEP,2005-08-02,Saudi Arabia,3,15.97,7.38,2,2,"Canada,Australia",3
357,KEITH RICO,2005-07-11,Slovakia,3,16.97,3.82,2,2,"Canada,Australia",1
357,KEITH RICO,2005-08-01,Slovakia,4,13.96,5.36,2,2,"Australia,Canada",2
407,DALE RATCLIFF,2005-07-28,South Africa,4,22.96,4.59,2,2,"Australia,Canada",1
132,ESTHER CRAWFORD,2005-08-01,South Africa,4,22.96,5.61,2,2,"Australia,Canada",2
145,LUCILLE HOLMES,2005-07-07,South Africa,3,20.97,3.99,2,2,"Australia,Canada",3
145,LUCILLE HOLMES,2005-08-19,South Africa,4,15.96,4.24,2,2,"Australia,Canada",4
407,DALE RATCLIFF,2005-08-02,South Africa,3,17.97,6.86,2,2,"Canada,Australia",5
471,DEAN SAUER,2005-08-21,South Africa,3,13.97,5.56,2,2,"Canada,Australia",6
132,ESTHER CRAWFORD,2005-07-08,South Africa,3,11.97,4.82,2,2,"Canada,Australia",7
125,ETHEL WEBB,2005-07-29,South Africa,3,10.97,5.15,2,2,"Australia,Canada",8
245,COURTNEY DAY,2005-07-27,South Korea,5,17.95,3.99,2,2,"Australia,Canada",1
237,TANYA GILBERT,2005-07-28,South Korea,3,16.97,5.65,2,2,"Canada,Australia",2
88,BONNIE HUGHES,2005-07-06,South Korea,4,13.96,4.66,2,2,"Australia,Canada",3
52,JULIE SANCHEZ,2005-08-22,Spain,3,15.97,4.79,2,2,"Australia,Canada",1
408,MANUEL MURRELL,2005-08-20,Sri Lanka,3,14.97,5.21,2,2,"Canada,Australia",1
50,DIANE COLLINS,2005-07-31,Sudan,5,26.95,6.74,2,2,"Canada,Australia",1
50,DIANE COLLINS,2005-07-10,Sudan,3,21.97,3.99,2,2,"Australia,Canada",2
66,JANICE WARD,2005-07-11,Sweden,3,18.97,7.48,2,2,"Canada,Australia",1
66,JANICE WARD,2005-08-21,Sweden,4,13.96,4.11,2,2,"Australia,Canada",2
155,GAIL KNIGHT,2005-07-11,Switzerland,3,15.97,4.99,2,2,"Canada,Australia",1
598,WADE DELVALLE,2005-07-06,Switzerland,3,12.97,2.99,2,2,"Canada,Australia",2
155,GAIL KNIGHT,2005-08-21,Switzerland,3,14.97,6.59,2,2,"Canada,Australia",3
598,WADE DELVALLE,2005-07-12,Switzerland,4,14.96,6.74,2,2,"Canada,Australia",4
139,AMBER DIXON,2005-08-22,Taiwan,5,21.95,4.99,2,2,"Canada,Australia",1
348,ROGER QUINTANILLA,2005-07-08,Taiwan,4,20.96,4.59,2,2,"Australia,Canada",2
577,CLIFTON MALCOLM,2005-07-28,Taiwan,3,21.97,5.98,2,2,"Australia,Canada",3
576,MORRIS MCCARTER,2005-07-31,Taiwan,5,21.95,8.38,2,2,"Australia,Canada",4
139,AMBER DIXON,2005-07-09,Taiwan,3,17.97,4.74,2,2,"Australia,Canada",5
517,BRAD MCCURDY,2005-07-07,Taiwan,4,17.96,5.74,2,2,"Australia,Canada",6
30,MELISSA KING,2005-07-28,Taiwan,4,19.96,8.58,2,2,"Australia,Canada",7
30,MELISSA KING,2005-07-09,Taiwan,3,16.97,5.98,2,2,"Australia,Canada",8
5,ELIZABETH BROWN,2005-07-09,Taiwan,3,12.97,3.99,2,2,"Canada,Australia",9
348,ROGER QUINTANILLA,2005-08-02,Taiwan,3,13.97,6.71,2,2,"Australia,Canada",10
73,BEVERLY BROOKS,2005-08-02,Taiwan,3,10.97,5.19,2,2,"Canada,Australia",11
190,YOLANDA WEAVER,2005-08-02,Tanzania,4,24.96,6.98,2,2,"Canada,Australia",1
190,YOLANDA WEAVER,2005-07-27,Tanzania,3,13.97,6.49,2,2,"Canada,Australia",2
390,SHAWN HEATON,2005-08-20,Thailand,6,27.94,7.15,2,2,"Canada,Australia",1
390,SHAWN HEATON,2005-07-07,Thailand,3,11.97,5.79,2,2,"Canada,Australia",2
42,CAROLYN PEREZ,2005-07-29,Thailand,3,10.97,4.99,2,2,"Canada,Australia",3
335,GREGORY MAULDIN,2005-07-07,Tunisia,4,17.96,2.99,2,2,"Australia,Canada",1
327,LARRY THRASHER,2005-08-23,Turkey,3,23.97,4.86,2,2,"Canada,Australia",1
172,BERNICE WILLIS,2005-07-08,Turkey,3,17.97,1.32,2,2,"Canada,Australia",2
204,ROSEMARY SCHMIDT,2005-08-22,Turkey,3,17.97,5.59,2,2,"Canada,Australia",3
366,BRANDON HUEY,2005-07-12,Turkey,3,13.97,4.7,2,2,"Australia,Canada",4
518,GABRIEL HARDER,2005-07-27,Turkey,4,14.96,5.99,2,2,"Canada,Australia",5
327,LARRY THRASHER,2005-08-22,Turkey,3,11.97,3.84,2,2,"Canada,Australia",6
366,BRANDON HUEY,2005-07-27,Turkey,4,14.96,7.32,2,2,"Australia,Canada",7
566,CASEY MENA,2005-07-06,Turkey,3,9.97,4.24,2,2,"Australia,Canada",8
200,JEANNE LAWSON,2005-08-23,Turkmenistan,3,17.97,7.11,2,2,"Australia,Canada",1
187,BRITTANY RILEY,2005-08-18,Ukraine,3,26.97,6.74,2,2,"Australia,Canada",1
82,KATHRYN COLEMAN,2005-07-30,Ukraine,3,19.97,6.42,2,2,"Australia,Canada",2
131,MONICA HICKS,2005-08-19,Ukraine,4,18.96,5.54,2,2,"Australia,Canada",3
475,PEDRO CHESTNUT,2005-07-09,Ukraine,4,14.96,5.99,2,2,"Australia,Canada",4
386,TODD TAN,2005-07-11,Ukraine,4,14.96,6.15,2,2,"Canada,Australia",5
475,PEDRO CHESTNUT,2005-07-28,Ukraine,3,15.97,7.58,2,2,"Canada,Australia",6
386,TODD TAN,2005-08-20,Ukraine,3,13.97,6.32,2,2,"Canada,Australia",7
131,MONICA HICKS,2005-08-18,Ukraine,3,11.97,4.74,2,2,"Canada,Australia",8
98,LILLIAN GRIFFIN,2005-07-29,United Arab Emirates,3,16.97,5.24,2,2,"Canada,Australia",1
452,TOM MILNER,2005-07-06,United Arab Emirates,3,13.97,5.73,2,2,"Australia,Canada",2
292,MISTY LAMBERT,2005-07-27,United Arab Emirates,3,11.97,5.49,2,2,"Australia,Canada",3
583,MARSHALL THORN,2005-07-06,United Kingdom,3,17.97,5.99,2,2,"Canada,Australia",1
497,GILBERT SLEDGE,2005-06-18,United Kingdom,3,17.97,7.99,2,2,"Australia,Canada",2
477,DAN PAINE,2005-07-29,United Kingdom,3,15.97,6.79,2,2,"Canada,Australia",3
252,MATTIE HOFFMAN,2005-07-27,United Kingdom,3,6.97,1.99,2,2,"Canada,Australia",4
181,ANA BRADLEY,2005-08-01,United States,5,26.95,8.1,2,2,"Australia,Canada",1
2,PATRICIA JOHNSON,2005-07-30,United States,5,30.95,13.97,2,2,"Canada,Australia",2
420,JACOB LANCE,2005-08-01,United States,3,20.97,4.99,2,2,"Australia,Canada",3
294,SHELLY WATTS,2005-08-01,United States,5,20.95,5.32,2,2,"Australia,Canada",4
146,JAMIE RICE,2005-07-11,United States,3,19.97,4.74,2,2,"Canada,Australia",5
275,CAROLE BARNETT,2005-08-21,United States,4,19.96,5.21,2,2,"Canada,Australia",6
149,VALERIE BLACK,2005-06-18,United States,3,18.97,4.49,2,2,"Australia,Canada",7
181,ANA BRADLEY,2005-07-30,United States,3,19.97,6.85,2,2,"Australia,Canada",8
63,ASHLEY RICHARDSON,2005-07-10,United States,3,16.97,4.99,2,2,"Canada,Australia",9
14,BETTY WHITE,2005-07-09,United States,3,13.97,2.99,2,2,"Canada,Australia",10
51,ALICE STEWART,2005-08-21,United States,3,16.97,6.07,2,2,"Australia,Canada",11
158,VERONICA STONE,2005-08-02,United States,4,15.96,5.1,2,2,"Australia,Canada",12
146,JAMIE RICE,2005-08-02,United States,4,17.96,7.39,2,2,"Australia,Canada",13
51,ALICE STEWART,2005-07-09,United States,3,16.97,6.49,2,2,"Canada,Australia",14
112,ROSA REYNOLDS,2005-07-31,United States,4,17.96,8.23,2,2,"Australia,Canada",15
214,KRISTIN JOHNSTON,2005-08-19,United States,3,15.97,6.32,2,2,"Australia,Canada",16
276,BRANDY GRAVES,2005-08-18,United States,3,15.97,6.84,2,2,"Australia,Canada",17
526,KARL SEAL,2005-06-17,United States,4,14.96,5.99,2,2,"Australia,Canada",18
305,RICHARD MCCRARY,2005-08-02,United States,3,13.97,5.54,2,2,"Australia,Canada",19
593,RENE MCALISTER,2005-08-01,United States,3,13.97,5.61,2,2,"Canada,Australia",20
479,ZACHARY HITE,2005-06-17,United States,4,13.96,5.99,2,2,"Canada,Australia",21
269,CASSANDRA WALTERS,2005-07-12,United States,3,13.97,6.39,2,2,"Canada,Australia",22
212,WILMA RICHARDS,2005-08-18,United States,3,12.97,5.98,2,2,"Canada,Australia",23
290,KRISTINA CHAMBERS,2005-06-15,Venezuela,3,20.97,2.99,2,2,"Canada,Australia",1
113,CINDY FISHER,2005-06-20,Venezuela,3,16.97,2.59,2,2,"Australia,Canada",2
453,CALVIN MARTEL,2005-08-21,Venezuela,4,18.96,6.32,2,2,"Canada,Australia",3
174,YVONNE WATKINS,2005-08-01,Venezuela,3,16.97,5.49,2,2,"Canada,Australia",4
111,CARMEN OWENS,2005-08-02,Venezuela,3,12.97,4.99,2,2,"Canada,Australia",5
539,MATHEW BOLIN,2005-06-15,Venezuela,3,9.97,2.99,2,2,"Australia,Canada",6
520,MITCHELL WESTMORELAND,2005-07-10,Vietnam,3,19.97,4.82,2,2,"Australia,Canada",1
472,GREG ROBINS,2005-07-11,Vietnam,3,18.97,4.86,2,2,"Canada,Australia",2
340,PATRICK NEWSOM,2005-07-29,Vietnam,4,15.96,3.99,2,2,"Australia,Canada",3
532,NEIL RENNER,2005-07-09,Vietnam,3,15.97,4.24,2,2,"Australia,Canada",4
532,NEIL RENNER,2005-08-19,Vietnam,3,18.97,7.7,2,2,"Australia,Canada",5
340,PATRICK NEWSOM,2005-08-01,Vietnam,4,16.96,6.18,2,2,"Canada,Australia",6
199,BETH FRANKLIN,2005-08-01,Vietnam,3,16.97,7.55,2,2,"Canada,Australia",7
340,PATRICK NEWSOM,2005-08-22,Vietnam,3,15.97,7.35,2,2,"Canada,Australia",8
472,GREG ROBINS,2005-08-21,Vietnam,3,14.97,6.99,2,2,"Canada,Australia",9
406,NATHAN RUNYON,2005-07-27,"Virgin Islands, U.S.",4,23.96,3.74,2,2,"Australia,Canada",1
470,GORDON ALLARD,2005-08-18,Yemen,3,23.97,7.98,2,2,"Australia,Canada",1
213,GINA WILLIAMSON,2005-07-30,Yemen,3,14.97,5.27,2,2,"Australia,Canada",2
210,ELLA OLIVER,2005-07-07,Yemen,4,12.96,4.65,2,2,"Australia,Canada",3
7,MARIA MILLER,2005-08-01,Yugoslavia,4,22.96,6.65,2,2,"Australia,Canada",1
553,MAX PITT,2005-07-06,Yugoslavia,5,22.95,6.74,2,2,"Australia,Canada",2
