first_name,last_name,payment_count,total_amount,average_payment,risk_flag
KYLE,SPURLOCK,16,58.84000000000001,3.6775000000000007,высокий
FRANCIS,SIKES,17,67.83000000000001,3.9900000000000007,высокий
BRADLEY,MOTLEY,11,65.89000000000001,5.990000000000001,высокий
JESUS,MCCARTNEY,10,49.90000000000001,4.990000000000001,обычный
HERBERT,KRUGER,11,49.890000000000015,4.535454545454547,обычный
FREDERICK,ISBELL,9,45.91000000000001,5.101111111111113,обычный
RAY,HOULE,7,33.93,4.847142857142857,обычный
JOEL,FRANCISCO,5,17.950000000000003,3.5900000000000007,обычный
EDWIN,BURK,12,56.88000000000002,4.740000000000001,высокий
DON,BONE,14,65.86000000000001,4.7042857142857155,высокий
EDDIE,TOMLIN,9,40.910000000000004,4.545555555555556,обычный
RICKY,SHELBY,10,43.90000000000001,4.3900000000000015,обычный
TROY,QUIGLEY,12,52.88000000000001,4.406666666666667,высокий
RANDALL,NEUMANN,10,44.90000000000001,4.490000000000001,обычный
BARRY,LOVELACE,14,54.86000000000002,3.91857142857143,высокий
ALEXANDER,FENNELL,12,45.88000000000002,3.8233333333333346,обычный
BERNARD,COLBY,12,47.88,3.99,обычный
MARIO,CHEATHAM,17,66.83000000000001,3.931176470588236,высокий
LEROY,BUSTAMANTE,16,60.840000000000025,3.8025000000000015,высокий
FRANCISCO,SKIDMORE,10,54.90000000000001,5.490000000000001,высокий
MARCUS,HIDALGO,8,27.920000000000005,3.4900000000000007,обычный
MICHEAL,FORMAN,10,29.899999999999995,2.9899999999999993,обычный
THEODORE,CULP,17,71.83,4.225294117647059,высокий
CLIFFORD,BOWENS,11,50.89,4.626363636363636,высокий
MIGUEL,BETANCOURT,10,43.900000000000006,4.390000000000001,обычный
OSCAR,AQUINO,8,36.92000000000001,4.615000000000001,обычный
JAY,ROBB,7,26.93,3.847142857142857,обычный
JIM,REA,7,37.93000000000001,5.41857142857143,обычный
TOM,MILNER,13,45.870000000000005,3.528461538461539,обычный
CALVIN,MARTEL,10,46.900000000000006,4.69,обычный
ALEX,GRESHAM,11,45.89,4.171818181818182,обычный
JON,WILES,9,45.91000000000001,5.101111111111113,обычный
RONNIE,RICKETTS,7,24.93,3.5614285714285714,обычный
BILL,GAVIN,7,27.930000000000007,3.990000000000001,обычный
LLOYD,DOWD,9,31.91,3.5455555555555556,обычный
TOMMY,COLLAZO,18,89.81999999999998,4.989999999999998,высокий
LEON,BOSTIC,8,41.92000000000001,5.240000000000001,обычный
DEREK,BLAKELY,11,26.89,2.444545454545455,обычный
WARREN,SHERROD,16,74.83999999999999,4.677499999999999,высокий
DARRELL,POWER,10,30.900000000000006,3.0900000000000007,обычный
JEROME,KENYON,6,32.940000000000005,5.490000000000001,обычный
LEO,EBERT,7,23.93,3.4185714285714286,обычный
ALVIN,DELOACH,13,66.87000000000002,5.143846153846155,высокий
TIM,CARY,14,58.860000000000014,4.2042857142857155,высокий
WESLEY,BULL,18,80.82,4.489999999999999,высокий
GORDON,ALLARD,17,96.82999999999998,5.695882352941176,высокий
DEAN,SAUER,9,29.909999999999997,3.323333333333333,обычный
GREG,ROBINS,9,48.91000000000001,5.434444444444446,обычный
JORGE,OLIVARES,13,57.87000000000002,4.451538461538463,высокий
DUSTIN,GILLETTE,10,31.9,3.19,обычный
PEDRO,CHESTNUT,15,71.85,4.79,высокий
DERRICK,BOURQUE,9,39.910000000000004,4.434444444444445,обычный
DAN,PAINE,10,58.90000000000001,5.8900000000000015,высокий
LEWIS,LYMAN,7,28.930000000000003,4.1328571428571435,обычный
ZACHARY,HITE,15,79.85,5.323333333333333,высокий
COREY,HAUSER,8,43.92000000000001,5.490000000000001,обычный
HERMAN,DEVORE,13,57.87000000000001,4.451538461538463,высокий
MAURICE,CRAWLEY,12,69.88000000000001,5.823333333333334,высокий
VERNON,CHAPA,9,48.910000000000004,5.434444444444445,обычный
ROBERTO,VU,15,77.85000000000001,5.19,высокий
CLYDE,TOBIAS,18,63.82000000000002,3.545555555555557,высокий
GLEN,TALBERT,12,58.88000000000002,4.906666666666668,высокий
HECTOR,POINDEXTER,14,46.86000000000001,3.3471428571428574,обычный
SHANE,MILLARD,11,50.890000000000015,4.626363636363638,высокий
RICARDO,MEADOR,5,17.950000000000003,3.5900000000000007,обычный
SAM,MCDUFFIE,14,64.86000000000001,4.6328571428571435,высокий
RICK,MATTOX,11,60.890000000000015,5.535454545454547,высокий
LESTER,KRAUS,7,26.93,3.847142857142857,обычный
BRENT,HARKINS,8,42.92000000000001,5.365000000000001,обычный
RAMON,CHOATE,18,80.82000000000001,4.49,высокий
CHARLIE,BESS,11,56.89000000000001,5.171818181818183,высокий
TYLER,WREN,8,29.92000000000001,3.740000000000001,обычный
GILBERT,SLEDGE,14,67.86000000000001,4.847142857142858,высокий
GENE,SANBORN,15,51.85000000000001,3.4566666666666674,высокий
MARC,OUTLAW,12,43.88000000000001,3.6566666666666676,обычный
REGINALD,KINDER,11,38.89000000000001,3.535454545454546,обычный
RUBEN,GEARY,9,36.91,4.101111111111111,обычный
BRETT,CORNWELL,15,73.85000000000001,4.923333333333334,высокий
ANGEL,BARCLAY,10,41.90000000000001,4.190000000000001,обычный
NATHANIEL,ADAM,11,57.89000000000001,5.262727272727274,высокий
RAFAEL,ABNEY,6,33.94,5.656666666666666,обычный
LESLIE,SEWARD,10,46.9,4.6899999999999995,обычный
EDGAR,RHOADS,15,49.85000000000001,3.3233333333333337,обычный
MILTON,HOWLAND,14,74.86,5.347142857142857,высокий
RAUL,FORTIER,9,41.91000000000001,4.656666666666668,обычный
BEN,EASTER,10,46.90000000000001,4.690000000000001,обычный
CHESTER,BENNER,11,35.89,3.2627272727272727,обычный
CECIL,VINES,9,36.910000000000004,4.101111111111112,обычный
DUANE,TUBBS,13,60.87000000000001,4.682307692307694,высокий
ANDRE,RAPP,8,30.92000000000001,3.865000000000001,обычный
ELMER,NOE,9,46.91000000000001,5.212222222222223,обычный
BRAD,MCCURDY,12,50.88000000000001,4.240000000000001,высокий
GABRIEL,HARDER,13,55.87000000000002,4.2976923076923095,высокий
RON,DELUCA,13,51.87000000000001,3.990000000000001,высокий
MITCHELL,WESTMORELAND,14,60.86000000000002,4.347142857142859,высокий
ROLAND,SOUTH,9,31.91,3.5455555555555556,обычный
ARNOLD,HAVENS,18,96.82,5.378888888888889,высокий
HARVEY,GUAJARDO,10,41.900000000000006,4.19,обычный
JARED,ELY,8,48.92000000000001,6.115000000000001,обычный
ADRIAN,CLARY,11,49.89000000000001,4.535454545454546,обычный
KARL,SEAL,19,86.81,4.568947368421052,высокий
CORY,MEEHAN,9,26.909999999999997,2.9899999999999998,обычный
CLAUDE,HERZOG,11,56.89000000000001,5.171818181818183,высокий
ERIK,GUILLEN,13,53.87000000000001,4.143846153846154,высокий
DARRYL,ASHCRAFT,9,30.909999999999997,3.434444444444444,обычный
JAMIE,WAUGH,14,64.86000000000001,4.6328571428571435,высокий
NEIL,RENNER,14,69.86000000000001,4.990000000000001,высокий
JESSIE,MILAM,13,58.87000000000001,4.528461538461539,высокий
CHRISTIAN,JUNG,7,25.93,3.704285714285714,обычный
JAVIER,ELROD,11,48.89000000000001,4.444545454545455,обычный
FERNANDO,CHURCHILL,12,51.88000000000001,4.323333333333334,высокий
CLINTON,BUFORD,12,40.88000000000001,3.4066666666666676,обычный
TED,BREAUX,14,51.86000000000001,3.7042857142857146,высокий
MATHEW,BOLIN,12,55.88000000000002,4.656666666666668,высокий
TYRONE,ASHER,9,39.910000000000004,4.434444444444445,обычный
DARREN,WINDHAM,7,33.93000000000001,4.847142857142858,обычный
LONNIE,TIRADO,8,47.92000000000001,5.990000000000001,обычный
LANCE,PEMBERTON,8,27.920000000000005,3.4900000000000007,обычный
CODY,NOLEN,6,29.940000000000005,4.990000000000001,обычный
JULIO,NOLAND,9,42.910000000000004,4.767777777777778,обычный
KELLY,KNOTT,11,43.890000000000015,3.9900000000000015,обычный
KURT,EMMONS,10,41.900000000000006,4.19,обычный
ALLAN,CORNISH,6,29.940000000000005,4.990000000000001,обычный
NELSON,CHRISTENSON,9,41.910000000000004,4.656666666666667,обычный
GUY,BROWNLEE,11,44.890000000000015,4.080909090909092,обычный
CLAYTON,BARBEE,8,28.92,3.615,обычный
HUGH,WALDROP,9,48.91000000000001,5.434444444444446,обычный
MAX,PITT,16,68.84000000000002,4.302500000000001,высокий
DWIGHT,LOMBARDI,6,29.940000000000005,4.990000000000001,обычный
ARMANDO,GRUBER,7,22.93,3.275714285714286,обычный
FELIX,GAFFNEY,10,26.9,2.69,обычный
JIMMIE,EGGLESTON,15,70.85000000000001,4.723333333333334,высокий
EVERETT,BANDA,12,41.88,3.49,обычный
JORDAN,ARCHULETA,14,59.860000000000014,4.275714285714287,высокий
IAN,STILL,7,29.93,4.275714285714286,обычный
WALLACE,SLONE,9,38.91000000000001,4.323333333333334,обычный
KEN,PREWITT,16,60.840000000000025,3.8025000000000015,высокий
BOB,PFEIFFER,9,37.910000000000004,4.2122222222222225,обычный
JAIME,NETTLES,11,34.89,3.171818181818182,обычный
CASEY,MENA,18,71.82000000000001,3.99,высокий
ALFREDO,MCADAMS,11,40.89000000000001,3.717272727272728,обычный
ALBERTO,HENNING,8,23.919999999999998,2.9899999999999998,обычный
DAVE,GARDINER,7,24.929999999999996,3.561428571428571,обычный
IVAN,CROMWELL,14,44.860000000000014,3.204285714285715,обычный
JOHNNIE,CHISHOLM,9,48.91000000000001,5.434444444444446,обычный
SIDNEY,BURLESON,11,46.890000000000015,4.2627272727272745,обычный
BYRON,BOX,15,70.85000000000001,4.723333333333334,высокий
JULIAN,VEST,15,64.85000000000002,4.323333333333335,высокий
ISAAC,OGLESBY,9,36.91,4.101111111111111,обычный
MORRIS,MCCARTER,15,63.850000000000016,4.256666666666668,высокий
CLIFTON,MALCOLM,11,52.89000000000001,4.808181818181819,высокий
WILLARD,LUMPKIN,11,45.89000000000001,4.171818181818183,обычный
DARYL,LARUE,14,65.86000000000001,4.7042857142857155,высокий
ROSS,GREY,15,49.850000000000016,3.3233333333333346,обычный
VIRGIL,WOFFORD,14,57.860000000000014,4.1328571428571435,высокий
ANDY,VANHORN,10,53.90000000000001,5.3900000000000015,высокий
MARSHALL,THORN,12,68.88,5.739999999999999,высокий
SALVADOR,TEEL,12,44.88000000000001,3.7400000000000007,обычный
PERRY,SWAFFORD,13,70.87000000000002,5.451538461538463,высокий
KIRK,STCLAIR,6,23.940000000000005,3.9900000000000007,обычный
SERGIO,STANFIELD,10,48.900000000000006,4.890000000000001,обычный
MARION,OCAMPO,14,52.86000000000002,3.775714285714287,высокий
TRACY,HERRMANN,10,37.9,3.79,обычный
SETH,HANNON,14,56.86000000000002,4.061428571428573,высокий
KENT,ARSENAULT,15,75.85000000000001,5.0566666666666675,высокий
TERRANCE,ROUSH,15,61.85000000000001,4.123333333333334,высокий
RENE,MCALISTER,12,44.88000000000001,3.7400000000000007,обычный
EDUARDO,HIATT,14,65.86000000000001,4.7042857142857155,высокий
TERRENCE,GUNDERSON,19,86.80999999999999,4.568947368421052,высокий
ENRIQUE,FORSYTHE,6,21.940000000000005,3.6566666666666676,обычный
FREDDIE,DUGGAN,7,26.930000000000007,3.8471428571428583,обычный
WADE,DELVALLE,16,64.84000000000002,4.052500000000001,высокий
AUSTIN,CINTRON,7,29.930000000000007,4.275714285714287,обычный
