customer_id,customer_name,country_name,pay_month,monthly_amount,payment_count,prev_avg_monthly_amount,prev_avg_payment_count,personal_amount_ratio,personal_count_ratio,country_avg_monthly_amount,country_amount_deviation,country_amount_ratio,share_multi_staff_same_day,share_multi_store_same_day,share_multi_staff_or_store_same_day,country_month_amount_rank,country_month_customer_count,has_multi_staff_24h_series,max_payments_in_24h_series
573,BYRON BOX,Kazakstan,2005-07,70.85,15,11.98,2.5,5.92,6.0,48.38,22.47,1.46,0.2667,0.2667,0.2667,1,2,1,5
193,KATIE ELLIOTT,Kenya,2005-06,35.94,6,3.98,2.0,9.03,3.0,29.45,6.5,1.22,0.0,0.0,0.0,1,2,0,0
363,ROY WHITING,Kenya,2005-07,69.85,15,13.47,3.0,5.19,5.0,48.9,20.96,1.43,0.1333,0.1333,0.1333,1,2,1,3
234,CLAUDIA FULLER,Kuwait,2005-06,36.92,8,4.99,1.0,7.4,8.0,36.92,0.0,1.0,0.5,0.5,0.5,1,1,0,0
81,ANDREA HENDERSON,Madagascar,2005-06,12.97,3,0.99,1.0,13.1,3.0,12.97,0.0,1.0,0.0,0.0,0.0,1,1,0,0
81,ANDREA HENDERSON,Madagascar,2005-07,23.94,6,6.98,2.0,3.43,3.0,23.94,0.0,1.0,0.3333,0.3333,0.3333,1,1,0,0
81,ANDREA HENDERSON,Madagascar,2005-08,55.88,12,12.63,3.33,4.42,3.6,55.88,0.0,1.0,0.5833,0.5833,0.5833,1,1,1,5
166,LYNN PAYNE,Malawi,2005-06,13.96,4,1.99,1.0,7.02,4.0,13.96,0.0,1.0,0.0,0.0,0.0,1,1,0,0
166,LYNN PAYNE,Malawi,2005-07,56.87,13,7.98,2.5,7.13,5.2,56.87,0.0,1.0,0.3077,0.3077,0.3077,1,1,1,3
171,DOLORES WAGNER,Malaysia,2005-06,32.93,7,9.99,1.0,3.3,7.0,15.96,16.97,2.06,0.2857,0.2857,0.2857,1,3,1,3
306,CHARLES KOWALSKI,Malaysia,2005-07,53.86,14,9.48,2.0,5.68,7.0,42.23,11.63,1.28,0.1429,0.1429,0.1429,1,3,1,3
58,JEAN BELL,Malaysia,2005-07,38.91,9,8.47,3.0,4.59,3.0,42.23,-3.32,0.92,0.5556,0.5556,0.5556,2,3,1,4
454,ALEX GRESHAM,Mexico,2005-06,52.9,10,7.99,1.0,6.62,10.0,16.83,36.07,3.14,0.5,0.5,0.5,1,30,1,4
570,IVAN CROMWELL,Mexico,2005-06,32.93,7,7.99,1.0,4.12,7.0,16.83,16.1,1.96,0.2857,0.2857,0.2857,2,30,0,0
482,MAURICE CRAWLEY,Mexico,2005-07,69.88,12,8.48,2.5,8.25,4.8,46.13,23.75,1.51,0.0,0.0,0.0,1,30,1,3
273,PRISCILLA LOWE,Mexico,2005-07,67.85,15,13.47,3.5,5.04,4.29,46.13,21.72,1.47,0.6,0.6,0.6,2,30,1,5
425,FRANCIS SIKES,Mexico,2005-07,67.83,17,6.49,1.0,10.45,17.0,46.13,21.7,1.47,0.5294,0.5294,0.5294,3,30,1,4
467,ALVIN DELOACH,Mexico,2005-07,66.87,13,17.98,2.5,3.72,5.2,46.13,20.74,1.45,0.6923,0.6923,0.6923,4,30,1,4
486,GLEN TALBERT,Mexico,2005-07,58.88,12,14.97,3.5,3.93,3.43,46.13,12.75,1.28,0.25,0.25,0.25,6,30,1,3
323,MATTHEW MAHAN,Mexico,2005-07,58.85,15,11.47,3.0,5.13,5.0,46.13,12.72,1.28,0.4667,0.4667,0.4667,7,30,1,3
581,VIRGIL WOFFORD,Mexico,2005-07,57.86,14,10.98,2.5,5.27,5.6,46.13,11.73,1.25,0.7143,0.7143,0.7143,8,30,1,5
582,ANDY VANHORN,Mexico,2005-07,53.9,10,6.48,2.0,8.32,5.0,46.13,7.77,1.17,0.7,0.7,0.7,10,30,1,4
108,TRACY COLE,Mexico,2005-07,51.87,13,15.47,3.5,3.35,3.71,46.13,5.74,1.12,0.5385,0.5385,0.5385,12,30,1,3
488,SHANE MILLARD,Mexico,2005-07,50.89,11,9.98,2.0,5.1,5.5,46.13,4.76,1.1,0.2727,0.2727,0.2727,13,30,1,3
115,WENDY HARRISON,Mexico,2005-07,50.85,15,7.97,3.0,6.38,5.0,46.13,4.72,1.1,0.3333,0.3333,0.3333,14,30,1,3
133,PAULINE HENRY,Mexico,2005-07,47.87,13,11.97,3.0,4.0,4.33,46.13,1.74,1.04,0.4615,0.4615,0.4615,16,30,1,4
578,WILLARD LUMPKIN,Mexico,2005-07,45.89,11,7.98,2.0,5.75,5.5,46.13,-0.24,0.99,0.1818,0.1818,0.1818,17,30,1,3
369,FRED WHEAT,Mexico,2005-07,45.88,12,9.98,2.5,4.6,4.8,46.13,-0.25,0.99,0.5,0.5,0.5,19,30,1,3
150,DANIELLE DANIELS,Mexico,2005-08,68.84,16,12.3,3.0,5.6,5.33,38.04,30.8,1.81,0.5625,0.5625,0.5625,1,30,1,5
465,FLOYD GANDY,Mexico,2005-08,42.91,9,8.97,2.67,4.78,3.38,38.04,4.87,1.13,0.5556,0.5556,0.5556,11,30,1,3
38,MARTHA GONZALEZ,Moldova,2005-07,65.82,18,15.95,5.0,4.13,3.6,65.82,0.0,1.0,0.7778,0.7778,0.7778,1,1,1,4
40,AMANDA CARTER,Morocco,2005-07,40.89,11,10.98,2.5,3.73,4.4,33.58,7.31,1.22,0.4545,0.4545,0.4545,1,3,1,3
257,MARSHA DOUGLAS,Mozambique,2005-07,88.82,18,7.48,2.5,11.88,7.2,65.19,23.63,1.36,0.5556,0.5556,0.5556,1,3,1,5
433,DON BONE,Mozambique,2005-07,65.86,14,19.98,2.0,3.3,7.0,65.19,0.67,1.01,0.2857,0.2857,0.2857,2,3,1,3
97,ANNIE RUSSELL,Mozambique,2005-07,40.88,12,8.97,3.0,4.56,4.0,65.19,-24.31,0.63,0.25,0.25,0.25,3,3,1,3
513,DUANE TUBBS,Nauru,2005-07,60.87,13,8.98,2.0,6.78,6.5,60.87,0.0,1.0,0.4615,0.4615,0.4615,1,1,1,4
321,KEVIN SCHULER,Nepal,2005-07,50.9,10,11.48,2.5,4.44,4.0,50.9,0.0,1.0,0.4,0.4,0.4,1,1,1,4
137,RHONDA KENNEDY,Netherlands,2005-07,96.81,19,11.48,2.5,8.44,7.6,47.29,49.52,2.05,0.3158,0.3158,0.3158,1,5,1,4
415,GLENN PULLEN,Netherlands,2005-07,40.89,11,6.49,1.5,6.31,7.33,47.29,-6.4,0.86,0.5455,0.5455,0.5455,2,5,1,3
8,SUSAN WILSON,New Zealand,2005-07,35.88,12,10.48,2.0,3.42,6.0,35.88,0.0,1.0,0.4167,0.4167,0.4167,1,1,1,3
277,OLGA JIMENEZ,Nigeria,2005-06,28.93,7,6.99,1.0,4.14,7.0,13.66,15.27,2.12,0.4286,0.4286,0.4286,1,13,1,3
286,VELMA LUCAS,Nigeria,2005-07,76.83,17,10.49,1.5,7.33,11.33,49.8,27.03,1.54,0.1176,0.1176,0.1176,1,13,1,3
103,GLADYS HAMILTON,Nigeria,2005-07,68.85,15,12.97,3.0,5.31,5.0,49.8,19.05,1.38,0.6,0.6,0.6,2,13,1,4
80,MARILYN ROSS,Nigeria,2005-07,61.88,12,15.97,3.0,3.87,4.0,49.8,12.08,1.24,0.1667,0.1667,0.1667,3,13,1,3
284,SONIA GREGORY,Nigeria,2005-07,60.88,12,8.97,3.0,6.79,4.0,49.8,11.08,1.22,0.4167,0.4167,0.4167,4,13,1,3
409,RODNEY MOELLER,Nigeria,2005-07,58.85,15,10.99,1.5,5.36,10.0,49.8,9.05,1.18,0.5333,0.5333,0.5333,5,13,1,4
232,CONSTANCE REID,Nigeria,2005-07,57.86,14,9.48,2.0,6.1,7.0,49.8,8.06,1.16,0.6429,0.6429,0.6429,6,13,1,4
198,ELSIE KELLEY,Nigeria,2005-07,52.85,15,8.97,3.0,5.89,5.0,49.8,3.05,1.06,0.3333,0.3333,0.3333,7,13,1,4
280,TRACEY BARRETT,Nigeria,2005-07,34.89,11,7.48,2.0,4.66,5.5,49.8,-14.91,0.7,0.6364,0.6364,0.6364,11,13,1,6
157,DARLENE ROSE,North Korea,2005-07,52.83,17,3.49,1.5,15.16,11.33,52.83,0.0,1.0,0.5882,0.5882,0.5882,1,1,1,5
25,DEBORAH WALKER,Pakistan,2005-06,33.94,6,10.98,2.0,3.09,3.0,16.36,17.58,2.07,0.0,0.0,0.0,1,5,0,0
345,CARL ARTIS,Paraguay,2005-07,49.9,10,6.97,3.0,7.16,3.33,45.91,3.99,1.09,0.5,0.5,0.5,1,3,1,3
122,THELMA MURRAY,Peru,2005-06,25.93,7,5.98,2.0,4.34,3.5,17.96,7.97,1.44,0.7143,0.7143,0.7143,1,4,1,3
122,THELMA MURRAY,Peru,2005-07,61.85,15,15.96,4.5,3.88,3.33,44.14,17.71,1.4,0.6,0.6,0.6,1,4,1,3
597,FREDDIE DUGGAN,Peru,2005-08,47.88,12,15.63,4.0,3.06,3.0,43.65,4.23,1.1,0.5833,0.5833,0.5833,2,4,1,4
434,EDDIE TOMLIN,Philippines,2005-06,28.93,7,5.99,1.0,4.83,7.0,17.96,10.97,1.61,0.7143,0.7143,0.7143,3,20,1,3
522,ARNOLD HAVENS,Philippines,2005-07,96.82,18,11.48,2.5,8.44,7.2,45.83,50.99,2.11,0.3889,0.3889,0.3889,1,20,1,6
236,MARCIA DEAN,Philippines,2005-07,73.8,20,23.45,5.5,3.15,3.64,45.83,27.97,1.61,0.7,0.7,0.7,2,20,1,4
71,KATHY JAMES,Philippines,2005-07,70.82,18,13.48,2.5,5.26,7.2,45.83,24.99,1.55,0.2778,0.2778,0.2778,3,20,1,4
373,LOUIS LEONE,Philippines,2005-07,68.84,16,7.49,1.5,9.2,10.67,45.83,23.01,1.5,0.4375,0.4375,0.4375,4,20,1,4
244,VIOLA HANSON,Philippines,2005-07,54.86,14,11.98,2.5,4.58,5.6,45.83,9.03,1.2,0.4286,0.4286,0.4286,5,20,1,5
580,ROSS GREY,Philippines,2005-07,49.85,15,0.99,1.0,50.35,15.0,45.83,4.02,1.09,0.2667,0.2667,0.2667,6,20,1,4
263,HILDA HOPKINS,Philippines,2005-07,43.87,13,8.48,2.0,5.17,6.5,45.83,-1.96,0.96,0.4615,0.4615,0.4615,10,20,1,4
72,THERESA WATSON,Philippines,2005-07,36.9,10,7.98,2.0,4.62,5.0,45.83,-8.93,0.81,0.5,0.5,0.5,12,20,1,3
461,DEREK BLAKELY,Philippines,2005-08,52.86,14,14.95,4.67,3.53,3.0,45.9,6.96,1.15,0.3571,0.3571,0.3571,7,20,1,6
380,RUSSELL BRINSON,Poland,2005-06,27.92,8,3.99,1.0,7.0,8.0,20.21,7.71,1.38,0.0,0.0,0.0,3,8,1,3
128,MARJORIE TUCKER,Poland,2005-07,65.84,16,8.98,2.0,7.33,8.0,48.02,17.82,1.37,0.5,0.5,0.5,2,8,1,4
380,RUSSELL BRINSON,Poland,2005-07,58.86,14,15.96,4.5,3.69,3.11,48.02,10.84,1.23,0.1429,0.1429,0.1429,3,8,1,4
572,SIDNEY BURLESON,Poland,2005-07,46.89,11,10.48,2.0,4.47,5.5,48.02,-1.13,0.98,0.1818,0.1818,0.1818,5,8,1,3
360,RALPH MADRIGAL,Puerto Rico,2005-07,69.83,17,12.47,3.0,5.6,5.67,67.34,2.49,1.04,0.6471,0.6471,0.6471,1,2,1,4
282,JENNY CASTRO,Puerto Rico,2005-07,64.85,15,11.97,3.5,5.42,4.29,67.34,-2.49,0.96,0.5333,0.5333,0.5333,2,2,1,4
230,JOY GEORGE,Romania,2005-06,20.94,6,5.98,2.0,3.5,3.0,13.46,7.48,1.56,0.6667,0.6667,0.6667,1,2,1,3
563,KEN PREWITT,Romania,2005-07,60.84,16,8.48,2.0,7.17,8.0,59.85,1.0,1.02,0.8125,0.8125,0.8125,1,2,1,8
230,JOY GEORGE,Romania,2005-07,58.85,15,13.46,4.0,4.37,3.75,59.85,-1.0,0.98,0.6667,0.6667,0.6667,2,2,1,4
148,ELEANOR HUNT,Runion,2005-06,22.95,5,4.99,1.0,4.6,5.0,22.95,0.0,1.0,0.4,0.4,0.4,1,1,0,0
148,ELEANOR HUNT,Runion,2005-07,100.78,22,13.97,3.0,7.21,7.33,100.78,0.0,1.0,0.5909,0.5909,0.5909,1,1,1,5
100,ROBIN HAYES,Russian Federation,2005-06,18.96,4,0.99,1.0,19.15,4.0,15.21,3.75,1.25,0.75,0.75,0.75,7,28,1,3
295,DAISY BATES,Russian Federation,2005-07,87.82,18,18.45,5.0,4.76,3.6,50.5,37.32,1.74,0.5556,0.5556,0.5556,1,28,1,5
346,ARTHUR SIMPKINS,Russian Federation,2005-07,83.85,15,10.98,2.5,7.64,6.0,50.5,33.35,1.66,0.4667,0.4667,0.4667,2,28,1,5
462,WARREN SHERROD,Russian Federation,2005-07,74.84,16,13.98,2.5,5.36,6.4,50.5,24.34,1.48,0.6875,0.6875,0.6875,3,28,1,6
100,ROBIN HAYES,Russian Federation,2005-07,69.87,13,9.98,2.5,7.0,5.2,50.5,19.37,1.38,0.5385,0.5385,0.5385,4,28,1,4
376,RANDY GAITHER,Russian Federation,2005-07,69.85,15,1.49,1.5,47.04,10.0,50.5,19.35,1.38,0.4,0.4,0.4,5,28,1,4
179,DANA HART,Russian Federation,2005-07,68.86,14,12.98,2.5,5.31,5.6,50.5,18.36,1.36,0.1429,0.1429,0.1429,6,28,1,4
393,PHILIP CAUSEY,Russian Federation,2005-07,60.87,13,12.97,3.5,4.69,3.71,50.5,10.37,1.21,0.1538,0.1538,0.1538,7,28,1,3
447,CLIFFORD BOWENS,Russian Federation,2005-07,50.89,11,8.97,3.0,5.67,3.67,50.5,0.39,1.01,0.2727,0.2727,0.2727,9,28,1,3
397,JIMMY SCHRADER,Russian Federation,2005-07,50.87,13,4.49,1.5,11.34,8.67,50.5,0.37,1.01,0.1538,0.1538,0.1538,10,28,1,3
351,JACK FOUST,Russian Federation,2005-07,50.87,13,5.98,2.0,8.51,6.5,50.5,0.37,1.01,0.5385,0.5385,0.5385,11,28,1,3
428,HERBERT KRUGER,Russian Federation,2005-07,49.89,11,9.97,3.0,5.0,3.67,50.5,-0.61,0.99,0.1818,0.1818,0.1818,12,28,1,3
487,HECTOR POINDEXTER,Russian Federation,2005-07,46.86,14,3.99,1.0,11.74,14.0,50.5,-3.64,0.93,0.5714,0.5714,0.5714,16,28,1,4
106,CONNIE WALLACE,Russian Federation,2005-07,41.9,10,7.48,2.0,5.6,5.0,50.5,-8.6,0.83,0.5,0.5,0.5,20,28,1,4
567,ALFREDO MCADAMS,Russian Federation,2005-07,40.89,11,7.98,2.0,5.12,5.5,50.5,-9.61,0.81,0.1818,0.1818,0.1818,21,28,1,3
127,ELAINE STEVENS,Russian Federation,2005-08,56.88,12,16.96,4.0,3.35,3.0,34.74,22.14,1.64,0.4167,0.4167,0.4167,4,28,1,3
101,PEGGY MYERS,Saudi Arabia,2005-07,53.88,12,9.99,1.0,5.39,12.0,47.1,6.78,1.14,0.5833,0.5833,0.5833,2,5,1,4
70,CHRISTINA RAMIREZ,Saudi Arabia,2005-08,43.91,9,12.3,3.0,3.57,3.0,36.11,7.8,1.22,0.2222,0.2222,0.2222,2,5,1,3
456,RONNIE RICKETTS,Senegal,2005-06,25.93,7,4.99,1.0,5.2,7.0,25.93,0.0,1.0,0.0,0.0,0.0,1,1,1,4
357,KEITH RICO,Slovakia,2005-07,42.88,12,12.97,3.5,3.31,3.43,42.88,0.0,1.0,0.4167,0.4167,0.4167,1,1,1,3
338,DENNIS GILMAN,South Africa,2005-06,34.93,7,0.99,1.0,35.28,7.0,16.14,18.79,2.16,0.2857,0.2857,0.2857,1,11,1,3
125,ETHEL WEBB,South Africa,2005-07,65.84,16,11.98,2.5,5.5,6.4,42.53,23.31,1.55,0.5,0.5,0.5,1,11,1,5
145,LUCILLE HOLMES,South Africa,2005-07,55.85,15,3.49,1.5,16.03,10.0,42.53,13.32,1.31,0.6667,0.6667,0.6667,3,11,1,4
407,DALE RATCLIFF,South Africa,2005-07,49.89,11,5.99,1.5,8.34,7.33,42.53,7.36,1.17,0.5455,0.5455,0.5455,4,11,1,4
88,BONNIE HUGHES,South Korea,2005-06,13.97,3,2.99,1.0,4.67,3.0,10.97,3.0,1.27,0.0,0.0,0.0,1,5,0,0
245,COURTNEY DAY,South Korea,2005-07,72.84,16,18.96,4.5,3.84,3.56,58.26,14.58,1.25,0.4375,0.4375,0.4375,1,5,1,5
237,TANYA GILBERT,South Korea,2005-07,64.85,15,9.47,3.5,6.85,4.29,58.26,6.59,1.11,0.8,0.8,0.8,2,5,1,4
99,EMILY DIAZ,South Korea,2005-07,56.85,15,4.49,1.5,12.68,10.0,58.26,-1.41,0.98,0.2,0.2,0.2,3,5,1,4
536,FERNANDO CHURCHILL,South Korea,2005-07,51.88,12,9.48,2.5,5.48,4.8,58.26,-6.38,0.89,0.3333,0.3333,0.3333,4,5,1,3
88,BONNIE HUGHES,South Korea,2005-07,44.89,11,8.48,2.0,5.29,5.5,58.26,-13.37,0.77,0.6364,0.6364,0.6364,5,5,1,4
469,WESLEY BULL,Spain,2005-07,80.82,18,14.97,3.5,5.4,5.14,51.48,29.34,1.57,0.2222,0.2222,0.2222,1,5,1,5
52,JULIE SANCHEZ,Spain,2005-07,48.88,12,7.48,2.5,6.54,4.8,51.48,-2.6,0.95,0.1667,0.1667,0.1667,2,5,1,3
394,CHRIS BROTHERS,Spain,2005-07,38.9,10,5.99,1.5,6.5,6.67,51.48,-12.58,0.76,0.4,0.4,0.4,5,5,1,3
408,MANUEL MURRELL,Sri Lanka,2005-07,45.88,12,11.97,3.0,3.83,4.0,45.88,0.0,1.0,0.3333,0.3333,0.3333,1,1,1,3
50,DIANE COLLINS,Sudan,2005-07,80.83,17,18.46,4.5,4.38,3.78,52.88,27.95,1.53,0.5882,0.5882,0.5882,1,2,1,6
66,JANICE WARD,Sweden,2005-06,29.93,7,4.99,1.0,6.0,7.0,29.93,0.0,1.0,0.5714,0.5714,0.5714,1,1,0,0
66,JANICE WARD,Sweden,2005-07,60.87,13,17.46,4.0,3.49,3.25,60.87,0.0,1.0,0.6154,0.6154,0.6154,1,1,1,4
155,GAIL KNIGHT,Switzerland,2005-06,27.95,5,2.99,1.0,9.35,5.0,15.47,12.48,1.81,0.0,0.0,0.0,1,2,0,0
598,WADE DELVALLE,Switzerland,2005-07,64.84,16,2.99,1.0,21.69,16.0,46.89,17.95,1.38,0.5625,0.5625,0.5625,1,3,1,4
61,KATHERINE RIVERA,Switzerland,2005-07,32.94,6,0.99,1.0,33.27,6.0,46.89,-13.95,0.7,0.3333,0.3333,0.3333,3,3,1,3
576,MORRIS MCCARTER,Taiwan,2005-06,33.93,7,3.98,2.0,8.53,3.5,17.16,16.77,1.98,0.5714,0.5714,0.5714,1,10,0,0
517,BRAD MCCURDY,Taiwan,2005-06,22.95,5,4.99,1.0,4.6,5.0,17.16,5.79,1.34,0.4,0.4,0.4,3,10,1,3
30,MELISSA KING,Taiwan,2005-07,73.81,19,12.96,4.0,5.7,4.75,56.56,17.25,1.3,0.6842,0.6842,0.6842,1,10,1,4
348,ROGER QUINTANILLA,Taiwan,2005-07,70.84,16,7.48,2.5,9.48,6.4,56.56,14.28,1.25,0.5625,0.5625,0.5625,2,10,1,4
75,TAMMY SANDERS,Taiwan,2005-07,70.8,20,17.97,3.5,3.94,5.71,56.56,14.24,1.25,0.5,0.5,0.5,3,10,1,4
576,MORRIS MCCARTER,Taiwan,2005-07,63.85,15,18.96,4.5,3.37,3.33,56.56,7.29,1.13,0.8,0.8,0.8,4,10,1,5
5,ELIZABETH BROWN,Taiwan,2005-07,59.84,16,14.96,4.0,4.0,4.0,56.56,3.28,1.06,0.3125,0.3125,0.3125,5,10,1,4
577,CLIFTON MALCOLM,Taiwan,2005-07,52.89,11,10.48,2.5,5.05,4.4,56.56,-3.67,0.94,0.8182,0.8182,0.8182,6,10,1,3
139,AMBER DIXON,Taiwan,2005-07,51.88,12,14.96,4.0,3.47,3.0,56.56,-4.68,0.92,0.4167,0.4167,0.4167,7,10,1,4
517,BRAD MCCURDY,Taiwan,2005-07,50.88,12,13.97,3.0,3.64,4.0,56.56,-5.68,0.9,0.3333,0.3333,0.3333,8,10,1,4
220,CHARLENE ALVAREZ,Tanzania,2005-07,59.88,12,2.99,1.5,20.06,8.0,48.56,11.32,1.23,0.1667,0.1667,0.1667,1,3,0,0
481,HERMAN DEVORE,Tanzania,2005-07,57.87,13,9.98,2.5,5.8,5.2,48.56,9.31,1.19,0.1538,0.1538,0.1538,2,3,1,3
86,JACQUELINE LONG,Thailand,2005-06,24.93,7,1.99,1.0,12.53,7.0,21.28,3.65,1.17,0.5714,0.5714,0.5714,2,3,1,3
86,JACQUELINE LONG,Thailand,2005-07,64.88,12,13.46,4.0,4.82,3.0,61.19,3.69,1.06,0.3333,0.3333,0.3333,1,3,1,3
42,CAROLYN PEREZ,Thailand,2005-07,61.84,16,9.48,2.5,6.53,6.4,61.19,0.65,1.01,0.1875,0.1875,0.1875,2,3,1,4
390,SHAWN HEATON,Thailand,2005-07,56.86,14,17.97,3.5,3.17,4.0,61.19,-4.33,0.93,0.5,0.5,0.5,3,3,1,4
335,GREGORY MAULDIN,Tunisia,2005-07,55.85,15,4.99,1.0,11.19,15.0,55.85,0.0,1.0,0.6,0.6,0.6,1,1,1,4
366,BRANDON HUEY,Turkey,2005-07,82.81,19,4.99,1.5,16.61,12.67,49.29,33.52,1.68,0.6842,0.6842,0.6842,1,15,1,4
566,CASEY MENA,Turkey,2005-07,71.82,18,13.97,3.0,5.14,6.0,49.29,22.53,1.46,0.7778,0.7778,0.7778,2,15,1,6
172,BERNICE WILLIS,Turkey,2005-07,70.86,14,7.97,3.0,8.89,4.67,49.29,21.57,1.44,0.8571,0.8571,0.8571,3,15,1,5
13,KAREN JACKSON,Turkey,2005-07,61.87,13,19.96,4.0,3.1,3.25,49.29,12.58,1.26,0.1538,0.1538,0.1538,4,15,1,4
518,GABRIEL HARDER,Turkey,2005-07,55.87,13,4.99,1.5,11.21,8.67,49.29,6.58,1.13,0.5385,0.5385,0.5385,5,15,1,4
507,EDGAR RHOADS,Turkey,2005-07,49.85,15,10.48,2.5,4.76,6.0,49.29,0.56,1.01,0.2667,0.2667,0.2667,6,15,1,3
483,VERNON CHAPA,Turkey,2005-07,48.91,9,10.98,2.0,4.45,4.5,49.29,-0.38,0.99,0.2222,0.2222,0.2222,7,15,1,3
480,COREY HAUSER,Turkey,2005-07,43.92,8,9.98,2.5,4.4,3.2,49.29,-5.37,0.89,0.25,0.25,0.25,9,15,1,3
164,JOANN GARDNER,Turkey,2005-07,38.9,10,9.48,2.0,4.1,5.0,49.29,-10.39,0.79,0.3,0.3,0.3,11,15,1,4
327,LARRY THRASHER,Turkey,2005-08,58.87,13,16.96,4.0,3.47,3.25,38.98,19.89,1.51,0.7692,0.7692,0.7692,2,15,1,5
200,JEANNE LAWSON,Turkmenistan,2005-06,31.93,7,9.99,1.0,3.2,7.0,31.93,0.0,1.0,0.0,0.0,0.0,1,1,0,0
475,PEDRO CHESTNUT,Ukraine,2005-07,71.85,15,5.98,2.0,12.02,7.5,58.05,13.8,1.24,0.6667,0.6667,0.6667,1,6,1,4
82,KATHRYN COLEMAN,Ukraine,2005-07,64.89,11,16.47,3.5,3.94,3.14,58.05,6.84,1.12,0.2727,0.2727,0.2727,2,6,1,3
386,TODD TAN,Ukraine,2005-07,54.87,13,12.47,3.0,4.4,4.33,58.05,-3.18,0.95,0.6154,0.6154,0.6154,4,6,1,5
131,MONICA HICKS,Ukraine,2005-07,49.88,12,15.48,2.5,3.22,4.8,58.05,-8.17,0.86,0.25,0.25,0.25,5,6,1,4
98,LILLIAN GRIFFIN,United Arab Emirates,2005-06,25.94,6,3.99,1.0,6.5,6.0,21.28,4.66,1.22,0.0,0.0,0.0,1,3,0,0
292,MISTY LAMBERT,United Arab Emirates,2005-07,74.84,16,7.98,2.5,9.38,6.4,53.87,20.97,1.39,0.3125,0.3125,0.3125,1,3,1,4
497,GILBERT SLEDGE,United Kingdom,2005-07,67.86,14,15.48,2.5,4.39,5.6,42.23,25.63,1.61,0.5,0.5,0.5,2,9,1,4
477,DAN PAINE,United Kingdom,2005-07,58.9,10,14.48,2.5,4.07,4.0,42.23,16.67,1.39,0.5,0.5,0.5,3,9,1,3
142,APRIL BURNS,United Kingdom,2005-07,41.9,10,12.48,2.5,3.36,4.0,42.23,-0.33,0.99,0.2,0.2,0.2,4,9,1,3
526,KARL SEAL,United States,2005-06,41.91,9,12.97,3.0,3.23,3.0,16.4,25.51,2.56,0.4444,0.4444,0.4444,1,36,1,4
561,IAN STILL,United States,2005-06,33.91,9,9.98,2.0,3.4,4.5,16.4,17.51,2.07,0.0,0.0,0.0,2,36,0,0
149,VALERIE BLACK,United States,2005-06,32.93,7,4.99,1.0,6.6,7.0,16.4,16.53,2.01,0.4286,0.4286,0.4286,3,36,1,3
62,JOAN COOPER,United States,2005-06,24.93,7,5.98,2.0,4.17,3.5,16.4,8.53,1.52,0.5714,0.5714,0.5714,6,36,1,4
308,THOMAS GRIGSBY,United States,2005-06,19.95,5,3.99,1.0,5.0,5.0,16.4,3.55,1.22,1.0,1.0,1.0,14,36,1,4
526,KARL SEAL,United States,2005-07,86.81,19,27.44,6.0,3.16,3.17,45.84,40.97,1.89,0.3158,0.3158,0.3158,1,36,1,4
479,ZACHARY HITE,United States,2005-07,79.85,15,17.96,4.0,4.45,3.75,45.84,34.01,1.74,0.4,0.4,0.4,2,36,1,4
2,PATRICIA JOHNSON,United States,2005-07,75.86,14,3.99,1.0,19.01,14.0,45.84,30.02,1.65,0.7857,0.7857,0.7857,3,36,1,5
181,ANA BRADLEY,United States,2005-07,72.88,12,13.48,2.5,5.41,4.8,45.84,27.04,1.59,0.25,0.25,0.25,4,36,1,4
63,ASHLEY RICHARDSON,United States,2005-07,64.86,14,0.99,1.0,65.52,14.0,45.84,19.02,1.41,0.5714,0.5714,0.5714,5,36,1,5
51,ALICE STEWART,United States,2005-07,58.88,12,8.98,2.5,6.56,4.8,45.84,13.04,1.28,0.25,0.25,0.25,6,36,1,4
504,NATHANIEL ADAM,United States,2005-07,57.89,11,12.48,2.5,4.64,4.4,45.84,12.05,1.26,0.3636,0.3636,0.3636,7,36,1,5
291,TONI HOLT,United States,2005-07,52.88,12,10.97,3.0,4.82,4.0,45.84,7.04,1.15,0.6667,0.6667,0.6667,9,36,1,4
112,ROSA REYNOLDS,United States,2005-07,50.89,11,9.97,3.0,5.1,3.67,45.84,5.05,1.11,0.5455,0.5455,0.5455,11,36,1,4
14,BETTY WHITE,United States,2005-07,50.88,12,12.97,3.0,3.92,4.0,45.84,5.04,1.11,0.4167,0.4167,0.4167,12,36,1,4
294,SHELLY WATTS,United States,2005-07,47.9,10,3.99,1.5,12.02,6.67,45.84,2.06,1.04,0.2,0.2,0.2,14,36,1,3
276,BRANDY GRAVES,United States,2005-07,45.89,11,13.98,2.5,3.28,4.4,45.84,0.05,1.0,0.0,0.0,0.0,16,36,1,3
305,RICHARD MCCRARY,United States,2005-07,44.9,10,10.98,2.5,4.09,4.0,45.84,-0.94,0.98,0.4,0.4,0.4,18,36,1,3
182,RENEE LANE,United States,2005-07,39.88,12,9.47,3.0,4.21,4.0,45.84,-5.96,0.87,0.0,0.0,0.0,25,36,1,4
118,KIM CRUZ,United States,2005-07,37.89,11,8.48,2.0,4.47,5.5,45.84,-7.95,0.83,0.3636,0.3636,0.3636,26,36,1,3
275,CAROLE BARNETT,United States,2005-08,59.84,16,16.29,4.67,3.67,3.43,42.54,17.3,1.41,0.375,0.375,0.375,6,36,1,7
