customer_id,customer_name,country_name,city_name,window_start,window_end,window_amount,payment_count,staff_count,store_count,customer_previous_avg_7d,country_p95_7d,suspicion_rank
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-25,2005-07-31,44.91,9,2,2,15.34,38.92,240
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-15,2005-08-21,39.92,8,2,2,14.12,31.93,241
457,BILL GAVIN,United States,Rockford,2005-08-16,2005-08-22,43.91,9,2,2,14.52,41.91,242
84,SARA PERRY,Mexico,Atlixco,2005-07-27,2005-08-02,45.9,10,2,2,15.56,40.91,243
535,JAVIER ELROD,Chad,NDjamna,2005-08-16,2005-08-22,52.88,12,2,2,17.24,52.88,244
49,JOYCE EDWARDS,Saudi Arabia,Jedda,2005-07-26,2005-08-01,42.91,9,2,2,15.32,33.92,245
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-07-27,2005-08-02,69.87,13,2,2,27.15,46.9,246
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-07-25,2005-07-31,39.94,6,2,2,13.08,39.94,247
66,JANICE WARD,Sweden,Malm,2005-07-05,2005-07-11,48.9,10,2,2,17.51,38.9,248
566,CASEY MENA,Turkey,Tokat,2005-07-25,2005-07-31,48.87,13,2,2,16.96,41.9,249
230,JOY GEORGE,Romania,Botosani,2005-07-25,2005-07-31,36.92,8,2,2,12.13,36.92,250
468,TIM CARY,India,Bijapur,2005-08-15,2005-08-21,49.91,9,2,2,17.51,41.91,251
179,DANA HART,Russian Federation,Kirovo-Tepetsk,2005-07-26,2005-08-01,48.9,10,2,2,17.18,40.93,252
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-17,2005-08-23,45.9,10,2,2,17.63,31.93,253
572,SIDNEY BURLESON,Poland,Czestochowa,2005-07-27,2005-08-02,47.88,12,2,2,16.71,40.89,254
218,VERA MCCOY,Afghanistan,Kabul,2005-07-25,2005-07-31,28.95,5,2,2,9.55,28.95,255
297,SHERRI RHODES,India,Ahmadnagar,2005-08-17,2005-08-23,43.9,10,2,2,14.76,41.91,256
372,STEVE MACKENZIE,Indonesia,Probolinggo,2005-07-24,2005-07-30,46.9,10,2,2,17.56,34.93,257
434,EDDIE TOMLIN,Philippines,Ozamis,2005-08-16,2005-08-22,48.91,9,2,2,17.02,42.92,258
259,LENA JENSEN,India,Halisahar,2005-07-27,2005-08-02,48.91,9,2,2,17.2,41.91,259
86,JACQUELINE LONG,Thailand,Songkhla,2005-07-26,2005-08-01,48.92,8,2,2,16.89,43.88,260
257,MARSHA DOUGLAS,Mozambique,Beira,2005-07-25,2005-07-31,52.88,12,2,2,19.03,42.92,261
349,JOE GILLILAND,Philippines,Imus,2005-08-17,2005-08-23,45.92,8,2,2,15.65,42.92,262
295,DAISY BATES,Russian Federation,Kolpino,2005-07-26,2005-08-01,53.9,10,2,2,20.08,40.93,263
472,GREG ROBINS,Vietnam,Nam Dinh,2005-08-16,2005-08-22,44.92,8,2,2,15.21,42.91,264
42,CAROLYN PEREZ,Thailand,Pak Kret,2005-07-26,2005-08-01,43.88,12,2,2,14.63,43.88,265
427,JESUS MCCARTNEY,Brazil,Guaruj,2005-07-26,2005-08-01,42.92,8,2,2,14.54,40.93,266
75,TAMMY SANDERS,Taiwan,Changhwa,2005-07-25,2005-07-31,46.9,10,2,2,16.29,41.9,267
162,LAUREN HUDSON,France,Le Mans,2005-07-27,2005-08-02,30.93,7,2,2,10.34,30.93,268
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-26,2005-08-01,66.87,13,2,2,27.95,41.91,269
201,VICKI FIELDS,Germany,Witten,2005-08-17,2005-08-23,37.91,9,2,2,12.69,37.91,270
11,LISA ANDERSON,Japan,Sagamihara,2005-07-27,2005-08-02,44.91,9,2,2,16.05,37.92,271
226,MAUREEN LITTLE,Paraguay,Asuncin,2005-08-17,2005-08-23,37.9,10,2,2,12.97,35.94,272
426,BRADLEY MOTLEY,India,Purnea (Purnia),2005-07-25,2005-07-31,48.93,7,2,2,17.42,41.91,273
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-07-26,2005-08-01,44.93,7,2,2,15.77,39.94,274
366,BRANDON HUEY,Turkey,Balikesir,2005-07-27,2005-08-02,55.87,13,2,2,21.16,41.9,275
355,TERRY GRISSOM,Japan,Matsue,2005-07-06,2005-07-12,39.92,8,2,2,13.69,37.92,276
7,MARIA MILLER,Yugoslavia,Kragujevac,2005-07-06,2005-07-12,45.91,9,2,2,15.46,45.91,277
392,SEAN DOUGLASS,Ethiopia,Addis Abeba,2005-08-15,2005-08-21,43.91,9,2,2,14.81,43.91,278
240,MARLENE WELCH,Japan,Iwaki,2005-07-24,2005-07-30,38.93,7,2,2,13.26,37.92,279
448,MIGUEL BETANCOURT,Germany,Erlangen,2005-08-16,2005-08-22,49.91,9,2,2,18.9,37.91,280
242,GLENDA FRAZIER,China,Qinhuangdao,2005-07-27,2005-08-02,41.91,9,2,2,14.56,38.92,281
292,MISTY LAMBERT,United Arab Emirates,Sharja,2005-07-25,2005-07-31,41.91,9,2,2,15.03,35.9,282
387,JESSE SCHILLING,"Congo, The Democratic Republic of the",Lubumbashi,2005-08-16,2005-08-22,36.91,9,2,2,12.63,35.92,283
490,SAM MCDUFFIE,Colombia,Sogamoso,2005-07-06,2005-07-12,47.9,10,2,2,17.63,38.91,284
211,STACEY MONTGOMERY,China,Fuyu,2005-07-06,2005-07-12,46.89,11,2,2,17.11,38.92,285
317,EDWARD BAUGH,Faroe Islands,Trshavn,2005-08-16,2005-08-22,41.9,10,2,2,15.46,33.92,286
300,JOHN FARNSWORTH,India,Parbhani,2005-08-16,2005-08-22,47.91,9,2,2,17.11,41.91,287
300,JOHN FARNSWORTH,India,Parbhani,2005-08-15,2005-08-21,44.92,8,2,2,15.65,41.91,288
520,MITCHELL WESTMORELAND,Vietnam,Nha Trang,2005-08-17,2005-08-23,48.87,13,2,2,17.43,42.91,289
54,TERESA ROGERS,Japan,Iwakuni,2005-08-17,2005-08-23,42.9,10,2,2,15.26,37.92,290
16,SANDRA MARTIN,United Kingdom,Southend-on-Sea,2005-08-15,2005-08-21,41.93,7,2,2,14.51,39.93,291
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-27,2005-08-02,40.93,7,2,2,14.1,39.93,292
494,RAMON CHOATE,Ecuador,Robamba,2005-07-26,2005-08-01,53.88,12,2,2,18.95,49.9,293
584,SALVADOR TEEL,Gambia,Banjul,2005-08-15,2005-08-21,44.92,8,2,2,15.38,44.92,294
354,JUSTIN NGO,Brazil,Santo Andr,2005-07-26,2005-08-01,41.89,11,2,2,14.46,40.93,295
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-16,2005-08-22,52.93,7,2,2,20.41,39.93,296
280,TRACEY BARRETT,Nigeria,Owo,2005-08-17,2005-08-23,50.91,9,2,2,18.46,43.89,297
314,GEORGE LINTON,Brazil,Sorocaba,2005-08-17,2005-08-23,45.89,11,2,2,16.48,40.93,298
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-06,2005-07-12,40.93,7,2,2,14.09,40.93,299
372,STEVE MACKENZIE,Indonesia,Probolinggo,2005-07-23,2005-07-29,40.91,9,2,2,14.97,34.93,300
423,ALFRED CASILLAS,Egypt,Sawhaj,2005-07-24,2005-07-30,51.91,9,2,2,18.26,48.92,301
504,NATHANIEL ADAM,United States,Joliet,2005-08-17,2005-08-23,45.9,10,2,2,16.41,41.91,302
515,ANDRE RAPP,Chile,Coquimbo,2005-08-16,2005-08-22,48.9,10,2,2,17.61,43.91,303
295,DAISY BATES,Russian Federation,Kolpino,2005-07-25,2005-07-31,48.92,8,2,2,18.15,40.93,304
410,CURTIS IRBY,Canada,Richmond Hill,2005-07-27,2005-08-02,50.89,11,2,2,17.62,50.89,305
211,STACEY MONTGOMERY,China,Fuyu,2005-07-04,2005-07-10,38.92,8,2,2,13.48,38.92,306
35,VIRGINIA GREEN,France,Toulouse,2005-07-27,2005-08-02,37.93,7,2,2,14.25,30.93,307
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-07-27,2005-08-02,34.92,8,2,2,12.11,34.92,308
236,MARCIA DEAN,Philippines,Tanza,2005-07-27,2005-08-02,52.88,12,2,2,19.95,42.92,309
23,SARAH LEWIS,Latvia,Liepaja,2005-07-27,2005-08-02,41.92,8,2,2,14.7,40.9,310
322,JASON MORRISSEY,Argentina,Baha Blanca,2005-06-15,2005-06-21,40.93,7,2,2,14.64,37.91,311
139,AMBER DIXON,Taiwan,Touliu,2005-08-17,2005-08-23,43.9,10,2,2,15.56,41.9,312
356,GERALD FULTZ,India,Satna,2005-08-17,2005-08-23,47.89,11,2,2,17.58,41.91,313
533,JESSIE MILAM,China,Binzhou,2005-07-26,2005-08-01,40.9,10,2,2,14.54,38.92,314
565,JAIME NETTLES,Peru,Hunuco,2005-08-14,2005-08-20,37.92,8,2,2,13.65,34.92,315
363,ROY WHITING,Kenya,Nyeri,2005-07-26,2005-08-01,43.91,9,2,2,15.89,39.93,316
425,FRANCIS SIKES,Mexico,San Juan Bautista Tuxtepec,2005-07-05,2005-07-11,52.9,10,2,2,20.63,40.91,317
357,KEITH RICO,Slovakia,Bratislava,2005-07-27,2005-08-02,35.9,10,2,2,12.57,35.9,318
512,CECIL VINES,United Kingdom,London,2005-08-16,2005-08-22,43.91,9,2,2,15.97,39.93,319
56,GLORIA COOK,French Polynesia,Papeete,2005-08-17,2005-08-23,39.92,8,2,2,15.17,32.93,320
418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2005-07-26,2005-08-01,34.93,7,2,2,12.41,33.92,321
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-16,2005-08-22,40.91,9,2,2,15.97,31.93,322
365,BRUCE SCHWARZ,Japan,Okinawa,2005-07-25,2005-07-31,37.92,8,2,2,13.36,37.92,323
535,JAVIER ELROD,Chad,NDjamna,2005-08-17,2005-08-23,53.87,13,2,2,19.11,52.88,324
598,WADE DELVALLE,Switzerland,Lausanne,2005-07-06,2005-07-12,38.91,9,2,2,14.47,33.93,325
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-07-26,2005-08-01,33.92,8,2,2,11.97,33.92,326
100,ROBIN HAYES,Russian Federation,Jelets,2005-07-06,2005-07-12,50.92,8,2,2,19.68,40.93,327
328,JEFFREY SPEAR,Indonesia,Ciparay,2005-08-16,2005-08-22,36.91,9,2,2,13.3,34.93,328
198,ELSIE KELLEY,Nigeria,Ikerre,2005-08-15,2005-08-21,48.89,11,2,2,18.0,43.89,329
594,EDUARDO HIATT,China,Jining,2005-07-26,2005-08-01,45.92,8,2,2,17.34,38.92,330
244,VIOLA HANSON,Philippines,Lapu-Lapu,2005-07-27,2005-08-02,43.91,9,2,2,15.66,42.92,331
373,LOUIS LEONE,Philippines,Tanauan,2005-08-16,2005-08-22,57.88,12,2,2,23.4,42.92,332
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-23,2005-07-29,43.91,9,2,2,15.97,40.93,333
112,ROSA REYNOLDS,United States,Lancaster,2005-08-17,2005-08-23,53.89,11,2,2,21.25,41.91,334
497,GILBERT SLEDGE,United Kingdom,York,2005-07-26,2005-08-01,47.92,8,2,2,18.3,39.93,335
225,ARLENE HARVEY,India,Ambattur,2005-07-06,2005-07-12,44.9,10,2,2,16.35,41.91,336
319,RONALD WEINER,Mexico,San Felipe del Progreso,2005-07-06,2005-07-12,43.91,9,2,2,16.05,40.91,337
494,RAMON CHOATE,Ecuador,Robamba,2005-07-27,2005-08-02,57.87,13,2,2,21.87,49.9,338
314,GEORGE LINTON,Brazil,Sorocaba,2005-08-16,2005-08-22,41.9,10,2,2,15.07,40.93,339
179,DANA HART,Russian Federation,Kirovo-Tepetsk,2005-07-27,2005-08-02,49.89,11,2,2,19.29,40.93,340
163,CATHY SPENCER,Japan,Kakamigahara,2005-08-17,2005-08-23,42.91,9,2,2,16.07,37.92,341
584,SALVADOR TEEL,Gambia,Banjul,2005-08-16,2005-08-22,46.91,9,2,2,17.02,44.92,342
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-07-27,2005-08-02,46.88,12,2,2,16.89,45.92,343
195,VANESSA SIMS,Germany,Siegen,2005-07-27,2005-08-02,39.92,8,2,2,14.59,37.91,344
365,BRUCE SCHWARZ,Japan,Okinawa,2005-07-26,2005-08-01,40.91,9,2,2,15.11,37.92,345
569,DAVE GARDINER,China,Leshan,2005-08-15,2005-08-21,39.91,9,2,2,14.46,38.92,346
296,RAMONA HALE,India,Patiala,2005-08-17,2005-08-23,45.9,10,2,2,17.07,41.91,347
502,BRETT CORNWELL,India,Siliguri (Shiliguri),2005-07-27,2005-08-02,47.87,13,2,2,18.14,41.91,348
308,THOMAS GRIGSBY,United States,Kansas City,2005-08-17,2005-08-23,44.9,10,2,2,16.58,41.91,349
317,EDWARD BAUGH,Faroe Islands,Trshavn,2005-07-26,2005-08-01,33.92,8,2,2,12.22,33.92,350
438,BARRY LOVELACE,Zambia,Kitwe,2005-07-06,2005-07-12,34.92,8,2,2,12.6,34.92,351
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-17,2005-08-23,59.88,12,2,2,23.12,50.89,352
441,MARIO CHEATHAM,Algeria,Batna,2005-07-26,2005-08-01,42.9,10,2,2,15.5,42.9,353
274,NAOMI JENNINGS,India,Karnal,2005-08-15,2005-08-21,46.92,8,2,2,17.73,41.91,354
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-07-26,2005-08-01,60.89,11,2,2,24.74,46.9,355
323,MATTHEW MAHAN,Mexico,Cuautla,2005-07-27,2005-08-02,43.88,12,2,2,16.33,40.91,356
426,BRADLEY MOTLEY,India,Purnea (Purnia),2005-07-26,2005-08-01,50.92,8,2,2,20.05,41.91,357
172,BERNICE WILLIS,Turkey,Batman,2005-07-26,2005-08-01,42.9,10,2,2,15.71,41.9,358
263,HILDA HOPKINS,Philippines,Mandaluyong,2005-08-17,2005-08-23,47.92,8,2,2,18.18,42.92,359
176,JUNE CARROLL,Algeria,Skikda,2005-06-14,2005-06-20,42.92,8,2,2,15.68,42.9,360
298,ERIKA PENA,Finland,Oulu,2005-07-27,2005-08-02,29.94,6,2,2,10.97,29.94,361
293,MAE FLETCHER,Spain,Donostia-San Sebastin,2005-08-16,2005-08-22,44.92,8,2,2,16.68,43.9,362
436,TROY QUIGLEY,Canada,Vancouver,2005-08-17,2005-08-23,58.88,12,2,2,23.01,50.89,363
526,KARL SEAL,United States,Cape Coral,2005-08-16,2005-08-22,61.89,11,2,2,27.66,41.91,364
515,ANDRE RAPP,Chile,Coquimbo,2005-08-15,2005-08-21,43.91,9,2,2,16.23,43.91,365
502,BRETT CORNWELL,India,Siliguri (Shiliguri),2005-07-26,2005-08-01,43.91,9,2,2,16.53,41.91,366
423,ALFRED CASILLAS,Egypt,Sawhaj,2005-07-26,2005-08-01,54.9,10,2,2,21.32,48.92,367
11,LISA ANDERSON,Japan,Sagamihara,2005-07-26,2005-08-01,37.92,8,2,2,14.06,37.92,368
499,MARC OUTLAW,Italy,Brindisi,2005-08-16,2005-08-22,49.9,10,2,2,19.31,44.89,369
40,AMANDA CARTER,Morocco,Nador,2005-08-15,2005-08-21,41.91,9,2,2,15.56,41.91,370
3,LINDA WILLIAMS,Greece,Athenai,2005-07-26,2005-08-01,64.88,12,2,2,25.04,58.89,371
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-07-05,2005-07-11,34.9,10,2,2,12.96,34.9,372
541,DARREN WINDHAM,Italy,Livorno,2005-08-17,2005-08-23,44.89,11,2,2,16.68,44.89,373
550,GUY BROWNLEE,China,Zhoushan,2005-08-15,2005-08-21,43.92,8,2,2,17.14,38.92,374
43,CHRISTINE ROBERTS,French Polynesia,Faaa,2005-08-17,2005-08-23,32.93,7,2,2,12.24,32.93,375
211,STACEY MONTGOMERY,China,Fuyu,2005-08-17,2005-08-23,45.89,11,2,2,18.29,38.92,376
3,LINDA WILLIAMS,Greece,Athenai,2005-07-25,2005-07-31,58.89,11,2,2,21.96,58.89,377
40,AMANDA CARTER,Morocco,Nador,2005-08-16,2005-08-22,44.9,10,2,2,17.21,41.91,378
484,ROBERTO VU,China,Yinchuan,2005-07-25,2005-07-31,38.93,7,2,2,14.54,38.92,379
348,ROGER QUINTANILLA,Taiwan,Hsichuh,2005-07-27,2005-08-02,47.89,11,2,2,18.9,41.9,380
406,NATHAN RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-07-26,2005-08-01,55.86,14,2,2,20.88,55.86,381
146,JAMIE RICE,United States,Sterling Heights,2005-08-17,2005-08-23,45.91,9,2,2,17.8,41.91,382
403,MIKE WAY,India,Valparai,2005-07-26,2005-08-01,45.91,9,2,2,17.81,41.91,383
58,JEAN BELL,Malaysia,Kuching,2005-08-16,2005-08-22,45.92,8,2,2,17.2,45.92,384
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-16,2005-08-22,54.89,11,2,2,21.25,50.89,385
477,DAN PAINE,United Kingdom,Stockport,2005-07-26,2005-08-01,43.93,7,2,2,17.15,39.93,386
469,WESLEY BULL,Spain,Ourense (Orense),2005-07-26,2005-08-01,52.88,12,2,2,21.56,43.9,387
225,ARLENE HARVEY,India,Ambattur,2005-07-27,2005-08-02,52.88,12,2,2,22.11,41.91,388
328,JEFFREY SPEAR,Indonesia,Ciparay,2005-08-17,2005-08-23,37.9,10,2,2,14.78,34.93,389
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-07-26,2005-08-01,42.9,10,2,2,16.35,41.9,390
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-26,2005-08-01,45.9,10,2,2,18.62,38.92,391
59,CHERYL MURPHY,India,Mysore,2005-08-17,2005-08-23,42.91,9,2,2,16.44,41.91,392
196,ALMA AUSTIN,Germany,Mannheim,2005-07-27,2005-08-02,44.9,10,2,2,18.35,37.91,393
467,ALVIN DELOACH,Mexico,Cuauhtmoc,2005-07-23,2005-07-29,43.92,8,2,2,17.17,40.91,394
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-07-23,2005-07-29,41.91,9,2,2,16.09,40.93,395
499,MARC OUTLAW,Italy,Brindisi,2005-08-14,2005-08-20,45.91,9,2,2,17.65,44.89,396
460,LEON BOSTIC,Colombia,Florencia,2005-08-17,2005-08-23,41.9,10,2,2,16.47,38.91,397
49,JOYCE EDWARDS,Saudi Arabia,Jedda,2005-07-25,2005-07-31,35.94,6,2,2,14.03,33.92,398
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-07-06,2005-07-12,37.89,11,2,2,14.96,34.9,399
436,TROY QUIGLEY,Canada,Vancouver,2005-08-14,2005-08-20,53.89,11,2,2,21.09,50.89,400
273,PRISCILLA LOWE,Mexico,Salamanca,2005-07-27,2005-08-02,44.9,10,2,2,17.9,40.91,401
443,FRANCISCO SKIDMORE,Brazil,So Leopoldo,2005-07-27,2005-08-02,43.91,9,2,2,17.34,40.93,402
80,MARILYN ROSS,Nigeria,Ife,2005-07-05,2005-07-11,45.92,8,2,2,17.97,43.89,403
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-06,2005-07-12,40.92,8,2,2,16.1,38.92,404
39,DEBRA NELSON,Brazil,Vila Velha,2005-07-26,2005-08-01,53.88,12,2,2,23.72,40.93,405
423,ALFRED CASILLAS,Egypt,Sawhaj,2005-07-27,2005-08-02,57.89,11,2,2,24.12,48.92,406
219,WILLIE HOWELL,Argentina,Vicente Lpez,2005-07-06,2005-07-12,37.91,9,2,2,14.68,37.91,407
425,FRANCIS SIKES,Mexico,San Juan Bautista Tuxtepec,2005-07-06,2005-07-12,55.89,11,2,2,25.24,40.91,408
196,ALMA AUSTIN,Germany,Mannheim,2005-07-26,2005-08-01,41.91,9,2,2,16.96,37.91,409
206,TERRI VASQUEZ,Brazil,Blumenau,2005-08-17,2005-08-23,46.91,9,2,2,19.33,40.93,410
168,REGINA BERRY,China,Jinchang,2005-08-17,2005-08-23,51.88,12,2,2,23.2,38.92,411
460,LEON BOSTIC,Colombia,Florencia,2005-08-16,2005-08-22,38.91,9,2,2,15.14,38.91,412
154,MICHELE GRANT,China,Yuncheng,2005-07-27,2005-08-02,45.91,9,2,2,19.22,38.92,413
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-25,2005-07-31,42.92,8,2,2,17.05,40.93,414
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-25,2005-07-31,45.89,11,2,2,19.23,38.92,415
366,BRANDON HUEY,Turkey,Balikesir,2005-07-26,2005-08-01,46.89,11,2,2,19.18,41.9,416
402,LUIS YANEZ,France,Brest,2005-07-05,2005-07-11,35.92,8,2,2,14.97,30.93,417
114,GRACE ELLIS,Germany,Duisburg,2005-08-17,2005-08-23,39.9,10,2,2,15.91,37.91,418
498,GENE SANBORN,Oman,Salala,2005-07-27,2005-08-02,38.91,9,2,2,16.66,31.92,419
526,KARL SEAL,United States,Cape Coral,2005-08-17,2005-08-23,60.89,11,2,2,28.98,41.91,420
479,ZACHARY HITE,United States,Akron,2005-07-06,2005-07-12,42.91,9,2,2,16.96,41.91,421
426,BRADLEY MOTLEY,India,Purnea (Purnia),2005-07-27,2005-08-02,51.91,9,2,2,22.42,41.91,422
200,JEANNE LAWSON,Turkmenistan,Ashgabat,2005-08-17,2005-08-23,41.94,6,2,2,16.44,41.94,423
267,MARGIE WADE,China,Lengshuijiang,2005-08-17,2005-08-23,45.91,9,2,2,19.41,38.92,424
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-26,2005-08-01,48.88,12,2,2,21.45,38.92,425
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-27,2005-08-02,51.87,13,2,2,23.56,38.92,426
456,RONNIE RICKETTS,Senegal,Ziguinchor,2005-08-17,2005-08-23,35.92,8,2,2,14.2,35.92,427
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-16,2005-08-22,44.9,10,2,2,17.78,44.89,428
416,JEFFERY PINSON,Pakistan,Dadu,2005-08-17,2005-08-23,36.92,8,2,2,15.17,33.94,429
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-08-17,2005-08-23,53.89,11,2,2,24.52,40.93,430
285,MIRIAM MCKINNEY,Japan,Otsu,2005-07-26,2005-08-01,46.92,8,2,2,20.69,37.92,431
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-08-17,2005-08-23,45.92,8,2,2,19.11,41.93,432
518,GABRIEL HARDER,Turkey,Sivas,2005-07-27,2005-08-02,41.9,10,2,2,16.78,41.9,433
324,GARY COY,China,Yuzhou,2005-08-16,2005-08-22,38.92,8,2,2,15.59,38.92,434
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-08-17,2005-08-23,46.9,10,2,2,18.96,45.92,435
168,REGINA BERRY,China,Jinchang,2005-08-16,2005-08-22,48.89,11,2,2,21.84,38.92,436
585,PERRY SWAFFORD,Argentina,Quilmes,2005-07-27,2005-08-02,46.91,9,2,2,20.8,37.91,437
539,MATHEW BOLIN,Venezuela,Valencia,2005-07-27,2005-08-02,33.93,7,2,2,13.97,31.93,438
51,ALICE STEWART,United States,Fontana,2005-08-16,2005-08-22,49.88,12,2,2,21.69,41.91,439
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-25,2005-07-31,44.9,10,2,2,18.77,40.93,440
141,DEBBIE REYES,Japan,Fukuyama,2005-08-17,2005-08-23,44.88,12,2,2,19.48,37.92,441
368,HARRY ARCE,Iran,Najafabad,2005-08-17,2005-08-23,45.89,11,2,2,18.61,44.92,442
499,MARC OUTLAW,Italy,Brindisi,2005-08-17,2005-08-23,49.9,10,2,2,21.01,44.89,443
116,VICTORIA GIBSON,Indonesia,Pemalang,2005-08-16,2005-08-22,34.93,7,2,2,14.06,34.93,444
298,ERIKA PENA,Finland,Oulu,2005-08-17,2005-08-23,30.92,8,2,2,12.67,29.94,445
485,CLYDE TOBIAS,China,Shaoguan,2005-07-27,2005-08-02,42.9,10,2,2,18.11,38.92,446
228,ALLISON STANLEY,Cambodia,Phnom Penh,2005-07-04,2005-07-10,36.9,10,2,2,14.96,36.9,447
38,MARTHA GONZALEZ,Moldova,Chisinau,2005-07-27,2005-08-02,46.87,13,2,2,20.52,39.89,448
506,LESLIE SEWARD,Indonesia,Pontianak,2005-08-17,2005-08-23,39.9,10,2,2,17.23,34.93,449
553,MAX PITT,Yugoslavia,Novi Sad,2005-07-05,2005-07-11,47.89,11,2,2,19.84,45.91,450
89,JULIA FLORES,Argentina,La Plata,2005-07-27,2005-08-02,45.88,12,2,2,20.42,37.91,451
469,WESLEY BULL,Spain,Ourense (Orense),2005-07-06,2005-07-12,43.9,10,2,2,17.87,43.9,452
455,JON WILES,Bolivia,El Alto,2005-08-17,2005-08-23,30.92,8,2,2,12.6,30.92,453
41,STEPHANIE MITCHELL,Armenia,Yerevan,2005-07-27,2005-08-02,60.87,13,2,2,24.85,60.87,454
497,GILBERT SLEDGE,United Kingdom,York,2005-07-25,2005-07-31,39.93,7,2,2,16.33,39.93,455
565,JAIME NETTLES,Peru,Hunuco,2005-08-17,2005-08-23,35.92,8,2,2,14.86,34.92,456
166,LYNN PAYNE,Malawi,Lilongwe,2005-08-16,2005-08-22,40.92,8,2,2,16.75,40.92,457
579,DARYL LARUE,Iraq,Mosul,2005-07-27,2005-08-02,42.9,10,2,2,17.56,42.9,458
477,DAN PAINE,United Kingdom,Stockport,2005-07-27,2005-08-02,44.92,8,2,2,19.38,39.93,459
148,ELEANOR HUNT,Runion,Saint-Denis,2005-08-17,2005-08-23,69.84,16,2,2,28.6,69.84,460
8,SUSAN WILSON,New Zealand,Hamilton,2005-07-05,2005-07-11,28.92,8,2,2,11.85,28.92,461
166,LYNN PAYNE,Malawi,Lilongwe,2005-08-17,2005-08-23,42.91,9,2,2,17.96,40.92,462
128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,2005-08-17,2005-08-23,40.89,11,2,2,16.79,40.89,463
540,TYRONE ASHER,Bulgaria,Ruse,2005-07-06,2005-07-12,31.93,7,2,2,13.11,31.93,464
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-26,2005-08-01,47.89,11,2,2,21.14,40.93,465
209,TONYA CHAPMAN,India,Bhilwara,2005-07-24,2005-07-30,45.92,8,2,2,19.65,41.91,466
316,STEVEN CURLEY,India,Miraj,2005-07-26,2005-08-01,42.91,9,2,2,17.83,41.91,467
574,JULIAN VEST,Japan,Akishima,2005-07-06,2005-07-12,39.91,9,2,2,16.85,37.92,468
302,MICHAEL SILVERMAN,China,Tiefa,2005-08-17,2005-08-23,44.9,10,2,2,19.82,38.92,469
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-07-26,2005-08-01,47.89,11,2,2,21.36,40.93,470
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-08-16,2005-08-22,40.93,7,2,2,17.39,38.91,471
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-08-15,2005-08-21,40.91,9,2,2,17.08,40.91,472
131,MONICA HICKS,Ukraine,Mukateve,2005-08-17,2005-08-23,40.89,11,2,2,17.27,39.93,473
467,ALVIN DELOACH,Mexico,Cuauhtmoc,2005-07-26,2005-08-01,44.91,9,2,2,19.6,40.91,474
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-06-15,2005-06-21,36.92,8,2,2,15.46,36.92,475
141,DEBBIE REYES,Japan,Fukuyama,2005-08-16,2005-08-22,41.89,11,2,2,18.36,37.92,476
380,RUSSELL BRINSON,Poland,Tychy,2005-07-27,2005-08-02,47.89,11,2,2,21.64,40.89,477
