customer_id,first_name,last_name,payment_count,total_amount,average_check,large_payment_share,suspicious_customer
192,LAURIE,LAWRENCE,10,35.9,3.59,0.2,N
388,CRAIG,MORRELL,11,35.89,3.26,0.1818,N
511,CHESTER,BENNER,11,35.89,3.26,0.0909,N
8,SUSAN,WILSON,12,35.88,2.99,0.0833,N
19,RUTH,MARTINEZ,6,34.94,5.82,0.5,Y
156,BERTHA,FERGUSON,9,34.91,3.88,0.2222,N
16,SANDRA,MARTIN,10,34.9,3.49,0.2,N
183,IDA,ANDREWS,11,34.89,3.17,0.0909,N
280,TRACEY,BARRETT,11,34.89,3.17,0.1818,N
565,JAIME,NETTLES,11,34.89,3.17,0.1818,N
505,RAFAEL,ABNEY,6,33.94,5.66,0.5,Y
247,STELLA,MORENO,7,33.93,4.85,0.4286,Y
398,ANTONIO,MEEK,7,33.93,4.85,0.4286,Y
430,RAY,HOULE,7,33.93,4.85,0.4286,Y
541,DARREN,WINDHAM,7,33.93,4.85,0.2857,N
18,CAROL,GARCIA,9,33.91,3.77,0.0,N
34,REBECCA,SCOTT,9,33.91,3.77,0.1111,N
143,LESLIE,GORDON,9,33.91,3.77,0.3333,N
171,DOLORES,WAGNER,9,33.91,3.77,0.2222,N
217,AGNES,BISHOP,9,33.91,3.77,0.1111,N
253,TERRY,CARLSON,9,33.91,3.77,0.2222,N
61,KATHERINE,RIVERA,6,32.94,5.49,0.5,Y
216,NATALIE,MEYER,6,32.94,5.49,0.5,Y
464,JEROME,KENYON,6,32.94,5.49,0.5,Y
162,LAUREN,HUDSON,7,32.93,4.7,0.2857,N
174,YVONNE,WATKINS,7,32.93,4.7,0.1429,N
223,MELINDA,FERNANDEZ,7,32.93,4.7,0.4286,Y
46,CATHERINE,CAMPBELL,8,32.92,4.12,0.125,N
275,CAROLE,BARNETT,9,32.91,3.66,0.2222,N
298,ERIKA,PENA,10,32.9,3.29,0.2,N
411,NORMAN,CURRIER,12,32.88,2.74,0.1667,N
22,LAURA,RODRIGUEZ,7,31.93,4.56,0.2857,N
53,HEATHER,MORRIS,7,31.93,4.56,0.1429,N
215,JESSIE,BANKS,7,31.93,4.56,0.2857,N
130,CHARLOTTE,HUNTER,8,31.92,3.99,0.125,N
188,MELANIE,ARMSTRONG,8,31.92,3.99,0.125,N
21,MICHELLE,CLARK,9,31.91,3.55,0.2222,N
83,LOUISE,JENKINS,9,31.91,3.55,0.2222,N
121,JOSEPHINE,GOMEZ,9,31.91,3.55,0.2222,N
458,LLOYD,DOWD,9,31.91,3.55,0.2222,N
521,ROLAND,SOUTH,9,31.91,3.55,0.2222,N
474,DUSTIN,GILLETTE,10,31.9,3.19,0.1,N
147,JOANNE,ROBERTSON,13,31.87,2.45,0.0769,N
379,CARLOS,COUGHLIN,6,30.94,5.16,0.1667,N
270,LEAH,CURTIS,7,30.93,4.42,0.1429,N
67,KELLY,TORRES,8,30.92,3.87,0.25,N
399,DANNY,ISOM,8,30.92,3.87,0.25,N
515,ANDRE,RAPP,8,30.92,3.87,0.125,N
271,PENNY,NEAL,9,30.91,3.43,0.1111,N
340,PATRICK,NEWSOM,9,30.91,3.43,0.0,N
530,DARRYL,ASHCRAFT,9,30.91,3.43,0.0,N
463,DARRELL,POWER,10,30.9,3.09,0.2,N
544,CODY,NOLEN,6,29.94,4.99,0.5,Y
548,ALLAN,CORNISH,6,29.94,4.99,0.3333,N
555,DWIGHT,LOMBARDI,6,29.94,4.99,0.5,Y
140,EVA,RAMOS,7,29.93,4.28,0.1429,N
341,PETER,MENARD,7,29.93,4.28,0.1429,N
561,IAN,STILL,7,29.93,4.28,0.2857,N
599,AUSTIN,CINTRON,7,29.93,4.28,0.2857,N
33,ANNA,HILL,8,29.92,3.74,0.125,N
54,TERESA,ROGERS,8,29.92,3.74,0.125,N
496,TYLER,WREN,8,29.92,3.74,0.125,N
111,CARMEN,OWENS,9,29.91,3.32,0.1111,N
471,DEAN,SAUER,9,29.91,3.32,0.2222,N
151,MEGAN,PALMER,10,29.9,2.99,0.0,N
361,LAWRENCE,LAWTON,10,29.9,2.99,0.0,N
445,MICHEAL,FORMAN,10,29.9,2.99,0.1,N
405,LEONARD,SCHOFIELD,11,29.89,2.72,0.1818,N
344,HENRY,BILLINGSLEY,6,28.94,4.82,0.3333,N
94,NORMA,GONZALES,7,28.93,4.13,0.1429,N
261,DEANNA,BYRD,7,28.93,4.13,0.1429,N
478,LEWIS,LYMAN,7,28.93,4.13,0.0,N
551,CLAYTON,BARBEE,8,28.92,3.62,0.25,N
9,MARGARET,MOORE,9,28.91,3.21,0.1111,N
160,ERIN,DUNN,9,28.91,3.21,0.2222,N
193,KATIE,ELLIOTT,6,27.94,4.66,0.1667,N
246,MARIAN,MENDOZA,6,27.94,4.66,0.3333,N
308,THOMAS,GRIGSBY,6,27.94,4.66,0.3333,N
190,YOLANDA,WEAVER,7,27.93,3.99,0.2857,N
457,BILL,GAVIN,7,27.93,3.99,0.2857,N
60,MILDRED,BAILEY,8,27.92,3.49,0.125,N
281,LEONA,OBRIEN,8,27.92,3.49,0.25,N
370,WAYNE,TRUONG,8,27.92,3.49,0.375,N
444,MARCUS,HIDALGO,8,27.92,3.49,0.125,N
543,LANCE,PEMBERTON,8,27.92,3.49,0.0,N
224,PEARL,GARZA,9,27.91,3.1,0.0,N
117,EDITH,MCDONALD,5,26.95,5.39,0.6,Y
70,CHRISTINA,RAMIREZ,7,26.93,3.85,0.2857,N
412,ALLEN,BUTTERFIELD,7,26.93,3.85,0.2857,N
450,JAY,ROBB,7,26.93,3.85,0.1429,N
492,LESTER,KRAUS,7,26.93,3.85,0.2857,N
597,FREDDIE,DUGGAN,7,26.93,3.85,0.0,N
85,ANNE,POWELL,8,26.92,3.37,0.125,N
109,EDNA,WEST,8,26.92,3.37,0.125,N
186,HOLLY,FOX,8,26.92,3.37,0.125,N
6,JENNIFER,DAVIS,9,26.91,2.99,0.2222,N
24,KIMBERLY,LEE,9,26.91,2.99,0.1111,N
383,MARTIN,BALES,9,26.91,2.99,0.1111,N
527,CORY,MEEHAN,9,26.91,2.99,0.1111,N
557,FELIX,GAFFNEY,10,26.9,2.69,0.1,N
461,DEREK,BLAKELY,11,26.89,2.44,0.0,N
194,KRISTEN,CHAVEZ,5,25.95,5.19,0.4,N
152,ALICIA,MILLS,6,25.94,4.32,0.3333,N
534,CHRISTIAN,JUNG,7,25.93,3.7,0.1429,N
76,IRENE,PRICE,9,25.91,2.88,0.1111,N
136,ANITA,MORALES,6,24.94,4.16,0.3333,N
318,BRIAN,WYMAN,6,24.94,4.16,0.3333,N
328,JEFFREY,SPEAR,6,24.94,4.16,0.1667,N
313,DONALD,MAHON,7,24.93,3.56,0.1429,N
395,JOHNNY,TURPIN,7,24.93,3.56,0.2857,N
456,RONNIE,RICKETTS,7,24.93,3.56,0.1429,N
569,DAVE,GARDINER,7,24.93,3.56,0.2857,N
350,JUAN,FRALEY,8,24.92,3.12,0.125,N
81,ANDREA,HENDERSON,6,23.94,3.99,0.1667,N
586,KIRK,STCLAIR,6,23.94,3.99,0.1667,N
255,IRMA,PEARSON,7,23.93,3.42,0.2857,N
466,LEO,EBERT,7,23.93,3.42,0.1429,N
392,SEAN,DOUGLASS,8,23.92,2.99,0.125,N
568,ALBERTO,HENNING,8,23.92,2.99,0.125,N
375,AARON,SELBY,5,22.95,4.59,0.2,N
110,TIFFANY,JORDAN,7,22.93,3.28,0.0,N
177,SAMANTHA,DUNCAN,7,22.93,3.28,0.1429,N
556,ARMANDO,GRUBER,7,22.93,3.28,0.1429,N
288,BOBBIE,CRAIG,9,22.91,2.55,0.0,N
4,BARBARA,JONES,5,21.95,4.39,0.4,N
387,JESSE,SCHILLING,5,21.95,4.39,0.4,N
93,PHYLLIS,FOSTER,6,21.94,3.66,0.0,N
596,ENRIQUE,FORSYTHE,6,21.94,3.66,0.0,N
422,MELVIN,ELLINGTON,7,21.93,3.13,0.0,N
266,NORA,HERRERA,5,20.95,4.19,0.4,N
413,MARVIN,YEE,6,20.94,3.49,0.1667,N
378,EUGENE,CULPEPPER,8,20.92,2.62,0.0,N
252,MATTIE,HOFFMAN,10,20.9,2.09,0.1,N
250,JO,FOWLER,7,19.93,2.85,0.0,N
358,SAMUEL,MARLOW,7,19.93,2.85,0.1429,N
353,JONATHAN,SCARBOROUGH,5,18.95,3.79,0.2,N
134,EMMA,BOYD,6,18.94,3.16,0.0,N
248,CAROLINE,BOWMAN,6,18.94,3.16,0.1667,N
384,ERNEST,STEPP,8,18.92,2.37,0.0,N
431,JOEL,FRANCISCO,5,17.95,3.59,0.0,N
489,RICARDO,MEADOR,5,17.95,3.59,0.0,N
62,JOAN,COOPER,5,16.95,3.39,0.0,N
201,VICKI,FIELDS,5,16.95,3.39,0.2,N
77,JANE,BENNETT,7,15.93,2.28,0.0,N
327,LARRY,THRASHER,5,12.95,2.59,0.0,N
256,MABEL,HOLLAND,6,12.94,2.16,0.0,N
