customer_id,customer_name,country,city,suspicious_activity_date,day_payment_amount,payment_count,staff_count,avg_daily_amount_prev_30_days,suspicious_rank
416,JEFFERY PINSON,Pakistan,Dadu,2005-07-06,6.98,2,1,0.43,705
534,CHRISTIAN JUNG,India,Amroha,2005-08-01,13.97,3,2,0.86,706
489,RICARDO MEADOR,Japan,Okayama,2005-08-18,13.98,2,2,0.87,707
326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-29,13.97,3,2,0.86,708
405,LEONARD SCHOFIELD,Argentina,Tandil,2005-06-17,6.98,2,2,0.43,709
176,JUNE CARROLL,Algeria,Skikda,2005-07-27,13.96,4,2,0.87,710
311,PAUL TROUT,Russian Federation,Kursk,2005-05-30,6.98,2,2,0.43,711
29,ANGELA HERNANDEZ,Japan,Shimonoseki,2005-08-18,21.96,4,2,1.36,712
154,MICHELE GRANT,China,Yuncheng,2005-07-27,14.97,3,2,0.93,713
176,JUNE CARROLL,Algeria,Skikda,2005-06-16,14.98,2,1,0.93,714
569,DAVE GARDINER,China,Leshan,2005-08-02,14.96,4,2,0.93,715
558,JIMMIE EGGLESTON,Poland,Wroclaw,2005-07-06,14.97,3,1,0.93,716
458,LLOYD DOWD,Indonesia,Tegal,2005-08-20,7.98,2,1,0.5,717
191,JEANETTE GREENE,Russian Federation,Novoterkassk,2005-06-17,7.98,2,2,0.5,718
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-27,15.98,2,2,1.0,719
318,BRIAN WYMAN,Poland,Bydgoszcz,2005-07-06,7.98,2,2,0.5,720
380,RUSSELL BRINSON,Poland,Tychy,2005-06-18,7.98,2,1,0.5,721
393,PHILIP CAUSEY,Russian Federation,Korolev,2005-06-18,7.98,2,2,0.5,722
155,GAIL KNIGHT,Switzerland,Bern,2005-07-11,15.97,3,2,1.0,723
32,AMY LOPEZ,India,Jhansi,2005-06-17,7.98,2,1,0.5,724
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-08-01,7.98,2,1,0.5,725
507,EDGAR RHOADS,Turkey,Eskisehir,2005-07-06,7.98,2,1,0.5,726
147,JOANNE ROBERTSON,Japan,Urawa,2005-08-01,16.98,2,2,1.06,727
188,MELANIE ARMSTRONG,Philippines,Bayugan,2005-08-01,16.96,4,2,1.06,728
116,VICTORIA GIBSON,Indonesia,Pemalang,2005-06-19,8.98,2,1,0.57,729
143,LESLIE GORDON,Turkey,Kilis,2005-07-07,8.98,2,2,0.57,730
144,CLARA SHAW,Belarus,Molodetno,2005-07-09,17.97,3,1,1.13,731
6,JENNIFER DAVIS,United States,Laredo,2005-08-17,8.97,3,1,0.56,732
599,AUSTIN CINTRON,China,Tieli,2005-08-21,8.97,3,1,0.57,733
84,SARA PERRY,Mexico,Atlixco,2005-07-11,18.97,3,2,1.2,734
257,MARSHA DOUGLAS,Mozambique,Beira,2005-07-27,18.95,5,2,1.2,735
186,HOLLY FOX,India,Haldia,2005-06-20,9.98,2,2,0.63,736
65,ROSE HOWARD,French Guiana,Cayenne,2005-08-02,19.97,3,2,1.26,737
146,JAMIE RICE,United States,Sterling Heights,2005-07-11,19.97,3,2,1.26,738
415,GLENN PULLEN,Netherlands,Amersfoort,2005-07-12,9.98,2,2,0.63,739
349,JOE GILLILAND,Philippines,Imus,2005-07-27,9.98,2,1,0.63,740
254,MAXINE SILVA,Brazil,Poos de Caldas,2005-07-09,9.97,3,2,0.63,741
247,STELLA MORENO,Mexico,Coacalco de Berriozbal,2005-07-09,9.98,2,2,0.63,742
420,JACOB LANCE,United States,El Monte,2005-08-01,20.97,3,2,1.33,743
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-28,20.96,4,2,1.33,744
130,CHARLOTTE HUNTER,Brazil,guas Lindas de Gois,2005-07-31,10.98,2,1,0.7,745
476,DERRICK BOURQUE,Canada,Gatineau,2005-07-07,10.98,2,2,0.7,746
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-07-31,21.95,5,2,1.4,747
225,ARLENE HARVEY,India,Ambattur,2005-07-08,10.98,2,2,0.7,748
337,JERRY JORDON,Japan,Onomichi,2005-06-17,10.98,2,2,0.7,749
324,GARY COY,China,Yuzhou,2005-07-27,11.98,2,2,0.76,750
69,JUDY GRAY,Algeria,Bchar,2005-07-11,11.98,2,2,0.76,751
209,TONYA CHAPMAN,India,Bhilwara,2005-07-07,11.98,2,2,0.77,752
192,LAURIE LAWRENCE,India,Firozabad,2005-08-21,24.96,4,2,1.6,753
599,AUSTIN CINTRON,China,Tieli,2005-07-12,12.98,2,1,0.83,754
301,ROBERT BAUGHMAN,Russian Federation,Kaliningrad,2005-08-22,12.98,2,1,0.83,755
207,GERTRUDE CASTILLO,Greenland,Nuuk,2005-08-20,25.96,4,1,1.66,756
315,KENNETH GOODEN,Israel,Bat Yam,2005-07-29,12.98,2,2,0.83,757
430,RAY HOULE,Russian Federation,Dzerzinsk,2005-07-10,13.98,2,2,0.9,758
516,ELMER NOE,Cambodia,Battambang,2005-07-12,13.98,2,2,0.9,759
40,AMANDA CARTER,Morocco,Nador,2005-07-31,13.97,3,2,0.9,760
231,GEORGIA JACOBS,India,Uttarpara-Kotrung,2005-08-18,13.97,3,2,0.9,761
328,JEFFREY SPEAR,Indonesia,Ciparay,2005-08-20,14.97,3,2,0.96,762
169,ERICA MATTHEWS,China,Pingxiang,2005-07-12,14.98,2,1,0.96,763
368,HARRY ARCE,Iran,Najafabad,2005-06-19,14.97,3,1,0.96,764
361,LAWRENCE LAWTON,Cameroon,Yaound,2005-08-02,15.96,4,2,1.03,765
108,TRACY COLE,Mexico,Huixquilucan,2005-07-29,15.97,3,2,1.03,766
273,PRISCILLA LOWE,Mexico,Salamanca,2005-07-09,15.98,2,2,1.03,767
410,CURTIS IRBY,Canada,Richmond Hill,2005-07-27,15.97,3,2,1.03,768
173,AUDREY RAY,Austria,Graz,2005-07-29,16.97,3,1,1.1,769
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-08-01,16.97,3,2,1.1,770
457,BILL GAVIN,United States,Rockford,2005-08-21,17.98,2,2,1.16,771
172,BERNICE WILLIS,Turkey,Batman,2005-07-27,16.96,4,2,1.1,772
371,BILLY POULIN,Philippines,Cabuyao,2005-08-18,17.98,2,1,1.16,773
374,JEREMY HURTADO,Brazil,Vitria de Santo Anto,2005-08-22,20.96,4,2,1.36,774
132,ESTHER CRAWFORD,South Africa,Botshabelo,2005-08-01,22.96,4,2,1.5,775
298,ERIKA PENA,Finland,Oulu,2005-07-28,8.98,2,2,0.6,776
256,MABEL HOLLAND,Myanmar,Monywa,2005-06-18,11.98,2,2,0.8,777
159,JILL HAWKINS,Austria,Linz,2005-07-31,12.98,2,1,0.86,778
378,EUGENE CULPEPPER,China,Shenzhen,2005-07-31,6.98,2,2,0.46,779
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-07-30,18.98,2,1,1.26,780
568,ALBERTO HENNING,Venezuela,Barcelona,2005-07-31,7.98,2,2,0.53,781
69,JUDY GRAY,Algeria,Bchar,2005-08-19,11.98,2,1,0.8,782
191,JEANETTE GREENE,Russian Federation,Novoterkassk,2005-07-09,8.98,2,2,0.6,783
106,CONNIE WALLACE,Russian Federation,Ivanovo,2005-08-01,20.97,3,2,1.4,784
9,MARGARET MOORE,Oman,Masqat,2005-07-11,10.98,2,2,0.73,785
338,DENNIS GILMAN,South Africa,Paarl,2005-08-17,10.98,2,1,0.73,786
570,IVAN CROMWELL,Mexico,Monclova,2005-07-30,11.97,3,2,0.8,787
138,HAZEL WARREN,China,Hohhot,2005-07-10,6.98,2,1,0.47,788
282,JENNY CASTRO,Puerto Rico,Ponce,2005-06-21,7.98,2,2,0.53,789
181,ANA BRADLEY,United States,Memphis,2005-07-29,15.98,2,1,1.06,790
94,NORMA GONZALES,Philippines,Bislig,2005-07-07,9.98,2,2,0.67,791
364,BENJAMIN VARNEY,Mexico,Guadalajara,2005-07-06,9.98,2,2,0.67,792
9,MARGARET MOORE,Oman,Masqat,2005-08-18,10.97,3,2,0.73,793
310,DANIEL CABRAL,Brazil,Ibirit,2005-08-18,12.98,2,1,0.87,794
50,DIANE COLLINS,Sudan,Omdurman,2005-07-31,26.95,5,2,1.8,795
524,JARED ELY,Indonesia,Purwakarta,2005-07-27,13.98,2,2,0.93,796
594,EDUARDO HIATT,China,Jining,2005-06-16,10.98,2,2,0.73,797
47,FRANCES PARKER,Brazil,Juazeiro do Norte,2005-07-11,14.97,3,2,1.0,798
309,CHRISTOPHER GRECO,Italy,Brescia,2005-07-06,12.98,2,1,0.87,799
66,JANICE WARD,Sweden,Malm,2005-06-19,7.98,2,2,0.53,800
112,ROSA REYNOLDS,United States,Lancaster,2005-07-09,7.98,2,1,0.53,801
543,LANCE PEMBERTON,Morocco,Beni-Mellal,2005-07-29,7.98,2,2,0.53,802
411,NORMAN CURRIER,Indonesia,Cianjur,2005-07-07,3.98,2,2,0.27,803
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-21,18.96,4,2,1.26,804
542,LONNIE TIRADO,Indonesia,Pangkal Pinang,2005-07-11,11.98,2,1,0.8,805
516,ELMER NOE,Cambodia,Battambang,2005-07-29,13.97,3,1,0.93,806
152,ALICIA MILLS,India,Nagaon,2005-08-19,11.97,3,2,0.8,807
289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-08-18,10.97,3,2,0.73,808
330,SCOTT SHELLEY,United States,Aurora,2005-07-06,10.97,3,1,0.73,809
499,MARC OUTLAW,Italy,Brindisi,2005-07-09,9.97,3,2,0.67,810
194,KRISTEN CHAVEZ,Japan,Hino,2005-08-20,8.98,2,2,0.6,811
399,DANNY ISOM,Pakistan,Okara,2005-06-20,8.98,2,2,0.6,812
224,PEARL GARZA,India,Jodhpur,2005-07-29,8.97,3,2,0.6,813
11,LISA ANDERSON,Japan,Sagamihara,2005-07-08,7.98,2,2,0.53,814
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-07-07,20.95,5,2,1.4,815
442,LEROY BUSTAMANTE,China,Tongliao,2005-06-15,6.98,2,2,0.47,816
489,RICARDO MEADOR,Japan,Okayama,2005-07-30,5.98,2,2,0.4,817
542,LONNIE TIRADO,Indonesia,Pangkal Pinang,2005-07-09,7.98,2,2,0.53,818
178,MARION SNYDER,Brazil,Santa Brbara dOeste,2005-06-16,6.98,2,1,0.47,819
383,MARTIN BALES,Angola,Namibe,2005-06-18,8.97,3,2,0.6,820
111,CARMEN OWENS,Venezuela,Caracas,2005-06-17,4.98,2,1,0.33,821
60,MILDRED BAILEY,India,Jaipur,2005-07-27,5.97,3,2,0.4,822
79,RACHEL BARNES,Japan,Kamakura,2005-07-06,3.98,2,1,0.27,823
430,RAY HOULE,Russian Federation,Dzerzinsk,2005-06-15,3.98,2,2,0.27,824
563,KEN PREWITT,Romania,Bucuresti,2005-07-07,2.98,2,2,0.2,825
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-07-30,29.95,5,2,2.03,826
533,JESSIE MILAM,China,Binzhou,2005-08-17,19.97,3,2,1.36,827
39,DEBRA NELSON,Brazil,Vila Velha,2005-07-29,19.96,4,2,1.36,828
472,GREG ROBINS,Vietnam,Nam Dinh,2005-07-11,18.97,3,2,1.3,829
368,HARRY ARCE,Iran,Najafabad,2005-08-19,17.96,4,2,1.23,830
146,JAMIE RICE,United States,Sterling Heights,2005-08-02,17.96,4,2,1.23,831
566,CASEY MENA,Turkey,Tokat,2005-07-29,17.95,5,2,1.23,832
46,CATHERINE CAMPBELL,Russian Federation,Moscow,2005-08-01,15.97,3,2,1.1,833
487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2005-07-30,14.97,3,2,1.03,834
404,STANLEY SCROGGINS,Japan,Omiya,2005-08-18,14.98,2,1,1.03,835
322,JASON MORRISSEY,Argentina,Baha Blanca,2005-07-30,14.97,3,1,1.03,836
499,MARC OUTLAW,Italy,Brindisi,2005-08-17,14.97,3,2,1.03,837
559,EVERETT BANDA,Egypt,Bilbays,2005-08-19,13.97,3,2,0.96,838
397,JIMMY SCHRADER,Russian Federation,Atinsk,2005-08-18,14.94,6,2,1.03,839
562,WALLACE SLONE,Nigeria,Sokoto,2005-08-19,13.98,2,1,0.96,840
404,STANLEY SCROGGINS,Japan,Omiya,2005-08-22,27.95,5,1,1.93,841
540,TYRONE ASHER,Bulgaria,Ruse,2005-07-11,13.97,3,2,0.96,842
450,JAY ROBB,Indonesia,Surakarta,2005-07-11,12.98,2,1,0.9,843
224,PEARL GARZA,India,Jodhpur,2005-08-21,12.97,3,1,0.9,844
232,CONSTANCE REID,Nigeria,Zaria,2005-07-29,12.97,3,2,0.9,845
264,GWENDOLYN MAY,Japan,Higashiosaka,2005-07-11,12.97,3,2,0.9,846
471,DEAN SAUER,South Africa,Johannesburg,2005-07-11,11.98,2,2,0.83,847
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-29,22.96,4,2,1.6,848
171,DOLORES WAGNER,Malaysia,Ipoh,2005-07-30,10.98,2,1,0.76,849
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-08-19,10.97,3,2,0.76,850
144,CLARA SHAW,Belarus,Molodetno,2005-07-08,10.98,2,2,0.76,851
485,CLYDE TOBIAS,China,Shaoguan,2005-07-09,10.97,3,1,0.76,852
327,LARRY THRASHER,Turkey,Adana,2005-06-18,10.98,2,2,0.77,853
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-30,19.97,3,2,1.4,854
293,MAE FLETCHER,Spain,Donostia-San Sebastin,2005-08-19,9.98,2,2,0.7,855
213,GINA WILLIAMSON,Yemen,Taizz,2005-06-20,9.98,2,2,0.7,856
536,FERNANDO CHURCHILL,South Korea,Tonghae,2005-07-29,9.98,2,2,0.7,857
350,JUAN FRALEY,Russian Federation,Teboksary,2005-08-18,9.98,2,1,0.7,858
428,HERBERT KRUGER,Russian Federation,Syktyvkar,2005-07-28,9.98,2,1,0.7,859
487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2005-07-29,9.97,3,2,0.7,860
83,LOUISE JENKINS,South Africa,Springs,2005-07-06,9.98,2,2,0.7,861
245,COURTNEY DAY,South Korea,Uijongbu,2005-07-29,17.98,2,2,1.26,862
434,EDDIE TOMLIN,Philippines,Ozamis,2005-08-19,17.98,2,2,1.26,863
40,AMANDA CARTER,Morocco,Nador,2005-07-10,8.98,2,2,0.63,864
379,CARLOS COUGHLIN,India,Bhavnagar,2005-08-19,8.98,2,2,0.63,865
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-08-17,8.98,2,2,0.63,866
395,JOHNNY TURPIN,Sudan,al-Qadarif,2005-08-23,8.97,3,1,0.63,867
285,MIRIAM MCKINNEY,Japan,Otsu,2005-07-27,16.98,2,1,1.2,868
272,KAY CALDWELL,China,Yantai,2005-08-17,16.97,3,2,1.2,869
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-08-19,15.96,4,2,1.13,870
142,APRIL BURNS,United Kingdom,Dundee,2005-07-29,7.98,2,1,0.57,871
477,DAN PAINE,United Kingdom,Stockport,2005-07-29,15.97,3,2,1.13,872
457,BILL GAVIN,United States,Rockford,2005-07-29,7.98,2,2,0.57,873
543,LANCE PEMBERTON,Morocco,Beni-Mellal,2005-06-20,7.98,2,2,0.57,874
361,LAWRENCE LAWTON,Cameroon,Yaound,2005-07-12,7.97,3,2,0.56,875
466,LEO EBERT,China,Dongying,2005-08-20,13.97,3,1,1.0,876
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-01,20.95,5,2,1.5,877
20,SHARON ROBINSON,Pakistan,Mardan,2005-07-07,6.98,2,2,0.5,878
281,LEONA OBRIEN,China,Fuzhou,2005-07-27,6.98,2,2,0.5,879
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-12,19.98,2,2,1.43,880
30,MELISSA KING,Taiwan,Lungtan,2005-07-28,19.96,4,2,1.43,881
121,JOSEPHINE GOMEZ,India,Etawah,2005-08-21,25.96,4,2,1.86,882
59,CHERYL MURPHY,India,Mysore,2005-07-09,12.98,2,2,0.93,883
496,TYLER WREN,China,Rizhao,2005-08-20,12.98,2,2,0.93,884
5,ELIZABETH BROWN,Taiwan,Nantou,2005-07-09,12.97,3,2,0.93,885
531,JAMIE WAUGH,Japan,Kuwana,2005-07-27,12.97,3,2,0.93,886
446,THEODORE CULP,India,Uluberia,2005-07-29,17.96,4,2,1.3,887
450,JAY ROBB,Indonesia,Surakarta,2005-06-18,5.98,2,2,0.43,888
474,DUSTIN GILLETTE,Netherlands,Emmen,2005-08-17,5.98,2,2,0.43,889
433,DON BONE,Mozambique,Naala-Porto,2005-07-12,11.97,3,1,0.87,890
295,DAISY BATES,Russian Federation,Kolpino,2005-06-17,5.98,2,2,0.43,891
11,LISA ANDERSON,Japan,Sagamihara,2005-07-30,16.98,2,2,1.23,892
193,KATIE ELLIOTT,Kenya,Kisumu,2005-08-22,16.97,3,2,1.23,893
226,MAUREEN LITTLE,Paraguay,Asuncin,2005-08-23,16.96,4,2,1.23,894
440,BERNARD COLBY,India,Dhule (Dhulia),2005-07-28,10.98,2,1,0.8,895
66,JANICE WARD,Sweden,Malm,2005-06-21,10.98,2,2,0.8,896
405,LEONARD SCHOFIELD,Argentina,Tandil,2005-06-21,10.98,2,1,0.8,897
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-08-18,21.96,4,2,1.6,898
493,BRENT HARKINS,Turkey,Sultanbeyli,2005-07-27,10.98,2,2,0.8,899
434,EDDIE TOMLIN,Philippines,Ozamis,2005-07-27,10.97,3,2,0.8,900
459,TOMMY COLLAZO,Iran,Qomsheh,2005-07-29,20.98,2,2,1.53,901
521,ROLAND SOUTH,China,Yingkou,2005-07-31,9.98,2,2,0.73,902
541,DARREN WINDHAM,Italy,Livorno,2005-08-18,9.98,2,2,0.73,903
155,GAIL KNIGHT,Switzerland,Bern,2005-08-21,14.97,3,2,1.1,904
284,SONIA GREGORY,Nigeria,Benin City,2005-07-27,14.97,3,2,1.1,905
461,DEREK BLAKELY,Philippines,Gingoog,2005-07-28,4.97,3,1,0.37,906
265,JENNIE TERRY,Czech Republic,Olomouc,2005-08-21,18.97,3,2,1.4,907
593,RENE MCALISTER,United States,Garden Grove,2005-07-30,13.98,2,2,1.03,908
305,RICHARD MCCRARY,United States,Arlington,2005-07-10,13.98,2,2,1.03,909
233,LILLIE KIM,Egypt,Idfu,2005-07-27,13.98,2,2,1.03,910
55,DORIS REED,Russian Federation,Balaiha,2005-08-19,13.97,3,2,1.03,911
222,DELORES HANSEN,Russian Federation,Jaroslavl,2005-07-29,13.97,3,2,1.03,912
588,MARION OCAMPO,China,Weifang,2005-07-29,13.96,4,2,1.03,913
501,RUBEN GEARY,Poland,Lublin,2005-08-17,8.98,2,2,0.66,914
190,YOLANDA WEAVER,Tanzania,Tabora,2005-07-07,8.98,2,2,0.67,915
556,ARMANDO GRUBER,United Kingdom,Southport,2005-08-17,8.98,2,2,0.67,916
319,RONALD WEINER,Mexico,San Felipe del Progreso,2005-06-17,8.98,2,2,0.67,917
36,KATHLEEN ADAMS,Iran,Arak,2005-07-28,8.97,3,2,0.66,918
156,BERTHA FERGUSON,Nigeria,Ondo,2005-07-10,8.97,3,2,0.67,919
552,HUGH WALDROP,China,Haining,2005-07-28,8.97,3,2,0.67,920
299,JAMES GANNON,Japan,Hiroshima,2005-07-28,12.98,2,2,0.96,921
360,RALPH MADRIGAL,Puerto Rico,Arecibo,2005-07-27,12.98,2,2,0.96,922
339,WALTER PERRYMAN,China,Xinxiang,2005-08-17,12.97,3,2,0.96,923
221,BESSIE MORRISON,Italy,Syrakusa,2005-07-27,12.97,3,2,0.97,924
157,DARLENE ROSE,North Korea,Pyongyang,2005-07-29,12.95,5,2,0.96,925
163,CATHY SPENCER,Japan,Kakamigahara,2005-07-10,15.98,2,2,1.2,926
165,LORRAINE STEPHENS,China,Hami,2005-07-10,11.98,2,1,0.9,927
327,LARRY THRASHER,Turkey,Adana,2005-08-22,11.97,3,2,0.9,928
327,LARRY THRASHER,Turkey,Adana,2005-08-19,7.98,2,2,0.6,929
438,BARRY LOVELACE,Zambia,Kitwe,2005-07-07,7.98,2,2,0.6,930
54,TERESA ROGERS,Japan,Iwakuni,2005-08-02,15.97,3,2,1.2,931
10,DOROTHY TAYLOR,Iran,Esfahan,2005-07-09,11.97,3,2,0.9,932
209,TONYA CHAPMAN,India,Bhilwara,2005-07-27,15.97,3,1,1.2,933
154,MICHELE GRANT,China,Yuncheng,2005-07-07,7.98,2,2,0.6,934
28,CYNTHIA YOUNG,India,Munger (Monghyr),2005-07-31,15.96,4,1,1.2,935
144,CLARA SHAW,Belarus,Molodetno,2005-06-20,7.98,2,2,0.6,936
189,LORETTA CARPENTER,Canada,Oshawa,2005-07-28,7.98,2,2,0.6,937
528,CLAUDE HERZOG,Angola,Benguela,2005-06-17,7.98,2,2,0.6,938
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-30,19.97,3,2,1.5,939
579,DARYL LARUE,Iraq,Mosul,2005-07-27,11.98,2,1,0.9,940
446,THEODORE CULP,India,Uluberia,2005-07-27,11.97,3,2,0.9,941
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-06-17,7.98,2,2,0.6,942
326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-28,7.98,2,1,0.6,943
442,LEROY BUSTAMANTE,China,Tongliao,2005-07-07,11.97,3,2,0.9,944
94,NORMA GONZALES,Philippines,Bislig,2005-08-22,7.97,3,2,0.6,945
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-06-16,3.98,2,2,0.3,946
254,MAXINE SILVA,Brazil,Poos de Caldas,2005-06-15,3.98,2,2,0.3,947
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-07-28,10.98,2,2,0.83,948
185,ROBERTA HARPER,Iran,Shahr-e Kord,2005-07-08,10.98,2,2,0.83,949
205,EILEEN CARR,Paraguay,Ciudad del Este,2005-07-28,10.98,2,2,0.83,950
230,JOY GEORGE,Romania,Botosani,2005-07-31,17.97,3,2,1.36,951
423,ALFRED CASILLAS,Egypt,Sawhaj,2005-07-28,13.98,2,2,1.06,952
197,SUE PETERS,China,Changzhou,2005-07-08,13.98,2,2,1.06,953
545,JULIO NOLAND,Ukraine,Konotop,2005-08-18,13.98,2,2,1.06,954
243,LYDIA BURKE,Argentina,San Miguel de Tucumn,2005-07-31,13.97,3,1,1.06,955
333,ANDREW PURDY,Azerbaijan,Baku,2005-07-10,6.98,2,2,0.53,956
534,CHRISTIAN JUNG,India,Amroha,2005-06-21,6.98,2,2,0.53,957
269,CASSANDRA WALTERS,United States,Salinas,2005-07-12,13.97,3,2,1.06,958
294,SHELLY WATTS,United States,Dayton,2005-08-01,20.95,5,2,1.6,959
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-07-08,6.98,2,2,0.53,960
224,PEARL GARZA,India,Jodhpur,2005-07-07,6.98,2,2,0.53,961
253,TERRY CARLSON,Japan,Miyakonojo,2005-07-28,6.97,3,1,0.53,962
537,CLINTON BUFORD,United States,Aurora,2005-07-28,9.98,2,1,0.76,963
392,SEAN DOUGLASS,Ethiopia,Addis Abeba,2005-08-17,9.98,2,2,0.76,964
448,MIGUEL BETANCOURT,Germany,Erlangen,2005-06-21,9.98,2,1,0.77,965
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-28,19.96,4,2,1.53,966
496,TYLER WREN,China,Rizhao,2005-08-02,12.98,2,2,1.0,967
362,NICHOLAS BARFIELD,Brazil,Belm,2005-08-21,25.96,4,2,2.0,968
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-17,12.97,3,2,1.0,969
417,TRAVIS ESTEP,Saudi Arabia,al-Qatif,2005-08-02,15.97,3,2,1.23,970
12,NANCY THOMAS,India,Yamuna Nagar,2005-07-31,11.98,2,2,0.93,971
28,CYNTHIA YOUNG,India,Munger (Monghyr),2005-07-10,8.98,2,2,0.7,972
485,CLYDE TOBIAS,China,Shaoguan,2005-07-30,17.96,4,2,1.4,973
189,LORETTA CARPENTER,Canada,Oshawa,2005-07-06,5.98,2,2,0.47,974
44,MARIE TURNER,Russian Federation,Lipetsk,2005-08-18,8.98,2,2,0.7,975
166,LYNN PAYNE,Malawi,Lilongwe,2005-07-06,5.98,2,2,0.47,976
282,JENNY CASTRO,Puerto Rico,Ponce,2005-07-06,5.98,2,2,0.47,977
362,NICHOLAS BARFIELD,Brazil,Belm,2005-06-21,5.98,2,1,0.47,978
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-08,8.98,2,2,0.7,979
98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,2005-06-18,5.98,2,1,0.47,980
245,COURTNEY DAY,South Korea,Uijongbu,2005-05-29,5.98,2,2,0.47,981
481,HERMAN DEVORE,Tanzania,Mwanza,2005-06-21,5.98,2,1,0.47,982
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-08-21,19.97,3,2,1.56,983
275,CAROLE BARNETT,United States,Peoria,2005-08-21,19.96,4,2,1.56,984
506,LESLIE SEWARD,Indonesia,Pontianak,2005-06-19,16.98,2,2,1.33,985
451,JIM REA,Mexico,El Fuerte,2005-08-02,19.96,4,2,1.56,986
490,SAM MCDUFFIE,Colombia,Sogamoso,2005-07-12,16.97,3,2,1.33,987
160,ERIN DUNN,Russian Federation,Ljubertsy,2005-08-02,13.97,3,1,1.1,988
366,BRANDON HUEY,Turkey,Balikesir,2005-07-12,13.97,3,2,1.1,989
533,JESSIE MILAM,China,Binzhou,2005-07-12,13.97,3,1,1.1,990
66,JANICE WARD,Sweden,Malm,2005-08-21,13.96,4,2,1.1,991
352,ALBERT CROUSE,Cameroon,Bamenda,2005-08-17,13.97,3,2,1.1,992
72,THERESA WATSON,Philippines,Taguig,2005-08-17,13.96,4,2,1.1,993
295,DAISY BATES,Russian Federation,Kolpino,2005-06-21,10.98,2,2,0.86,994
456,RONNIE RICKETTS,Senegal,Ziguinchor,2005-07-06,10.98,2,2,0.86,995
354,JUSTIN NGO,Brazil,Santo Andr,2005-07-29,18.97,3,2,1.5,996
409,RODNEY MOELLER,Nigeria,Deba Habe,2005-07-09,10.97,3,2,0.87,997
224,PEARL GARZA,India,Jodhpur,2005-08-19,7.98,2,2,0.63,998
324,GARY COY,China,Yuzhou,2005-07-11,7.98,2,2,0.63,999
85,ANNE POWELL,United Kingdom,Bradford,2005-07-31,7.98,2,2,0.63,1000
475,PEDRO CHESTNUT,Ukraine,ostka,2005-07-28,15.97,3,2,1.26,1001
214,KRISTIN JOHNSTON,United States,Sunnyvale,2005-08-19,15.97,3,2,1.26,1002
275,CAROLE BARNETT,United States,Peoria,2005-07-27,7.98,2,2,0.63,1003
227,COLLEEN BURTON,Germany,Saarbrcken,2005-07-07,7.98,2,1,0.63,1004
325,TIMOTHY BUNN,Brazil,Braslia,2005-07-10,7.98,2,2,0.63,1005
442,LEROY BUSTAMANTE,China,Tongliao,2005-07-06,7.98,2,2,0.63,1006
32,AMY LOPEZ,India,Jhansi,2005-07-27,12.98,2,1,1.03,1007
371,BILLY POULIN,Philippines,Cabuyao,2005-06-16,12.98,2,2,1.03,1008
323,MATTHEW MAHAN,Mexico,Cuautla,2005-07-28,12.97,3,2,1.03,1009
95,PAULA BRYANT,India,Pathankot,2005-07-31,12.97,3,1,1.03,1010
590,SETH HANNON,Bahrain,al-Manama,2005-07-08,12.97,3,2,1.03,1011
18,CAROL GARCIA,Nigeria,Kaduna,2005-07-30,9.98,2,2,0.8,1012
277,OLGA JIMENEZ,Nigeria,Ogbomosho,2005-08-18,9.98,2,2,0.8,1013
