payment_month,customer_id,first_name,last_name,city_name,country_name,payment_count,total_amount,avg_check,city_avg_payment_count,city_avg_total_amount,city_avg_check,country_avg_payment_count,country_avg_total_amount,country_avg_check,previous_month_amount,growth_percent_to_previous_month,distinct_staff_count,max_payment,country_amount_position,country_customer_count,is_3x_city_average,is_top_5_percent_country
2005-06,1,MARY,SMITH,Sasebo,Japan,7,31.93,4.56,7.0,31.93,4.56,3.77,15.77,4.32,3.98,702.26,2,9.99,1,31,0,1
2005-06,299,JAMES,GANNON,Hiroshima,Japan,7,31.93,4.56,7.0,31.93,4.56,3.77,15.77,4.32,14.98,113.15,2,8.99,2,31,0,1
2005-06,573,BYRON,BOX,Zhezqazghan,Kazakstan,4,20.96,5.24,4.0,20.96,5.24,5.0,16.95,3.7,2.99,601.0,2,7.99,1,2,0,1
2005-06,193,KATIE,ELLIOTT,Kisumu,Kenya,6,35.94,5.99,6.0,35.94,5.99,5.5,29.45,5.29,3.98,803.02,2,8.99,1,2,0,1
2005-06,234,CLAUDIA,FULLER,Jalib al-Shuyukh,Kuwait,8,36.92,4.62,8.0,36.92,4.62,8.0,36.92,4.62,4.99,639.88,2,6.99,1,1,0,1
2005-06,347,RYAN,SALISBURY,Daugavpils,Latvia,5,31.95,6.39,5.0,31.95,6.39,5.0,24.45,4.89,0.0,,2,8.99,1,2,0,1
2005-06,57,EVELYN,MORGAN,Vaduz,Liechtenstein,5,20.95,4.19,5.0,20.95,4.19,5.0,20.95,4.19,14.98,39.85,2,7.99,1,1,0,1
2005-06,557,FELIX,GAFFNEY,Vilnius,Lithuania,3,11.97,3.99,3.0,11.97,3.99,3.0,11.97,3.99,9.98,19.94,2,6.99,1,1,0,1
2005-06,81,ANDREA,HENDERSON,Mahajanga,Madagascar,3,12.97,4.32,3.0,12.97,4.32,3.0,12.97,4.32,0.99,1210.1,1,5.99,1,1,0,1
2005-06,166,LYNN,PAYNE,Lilongwe,Malawi,4,13.96,3.49,4.0,13.96,3.49,4.0,13.96,3.49,1.99,601.51,2,5.99,1,1,0,1
2005-06,171,DOLORES,WAGNER,Ipoh,Malaysia,7,32.93,4.7,7.0,32.93,4.7,4.0,15.96,3.67,9.99,229.63,2,6.99,1,3,0,1
2005-06,454,ALEX,GRESHAM,Uruapan,Mexico,10,52.9,5.29,10.0,52.9,5.29,3.9,16.83,4.38,7.99,562.08,2,9.99,1,30,0,1
2005-06,570,IVAN,CROMWELL,Monclova,Mexico,7,32.93,4.7,7.0,32.93,4.7,3.9,16.83,4.38,7.99,312.14,2,6.99,2,30,0,1
2005-06,38,MARTHA,GONZALEZ,Chisinau,Moldova,5,15.95,3.19,5.0,15.95,3.19,5.0,15.95,3.19,0.0,,2,4.99,1,1,0,1
2005-06,543,LANCE,PEMBERTON,Beni-Mellal,Morocco,5,21.95,4.39,5.0,21.95,4.39,3.33,13.97,3.87,8.98,144.43,2,5.99,1,3,0,1
2005-06,97,ANNIE,RUSSELL,Tete,Mozambique,3,8.97,2.99,3.0,8.97,2.99,1.67,4.98,2.99,0.0,,2,4.99,1,3,0,1
2005-06,256,MABEL,HOLLAND,Monywa,Myanmar,7,30.93,4.42,7.0,30.93,4.42,6.5,23.94,3.62,14.95,106.89,2,6.99,1,2,0,1
2005-06,513,DUANE,TUBBS,Yangor,Nauru,3,12.97,4.32,3.0,12.97,4.32,3.0,12.97,4.32,4.99,159.92,2,7.99,1,1,0,1
2005-06,321,KEVIN,SCHULER,Birgunj,Nepal,2,6.98,3.49,2.0,6.98,3.49,2.0,6.98,3.49,15.97,-56.29,2,5.99,1,1,0,1
2005-06,341,PETER,MENARD,Ede,Netherlands,7,37.93,5.42,7.0,37.93,5.42,3.4,17.37,4.98,0.0,,2,7.99,1,5,0,1
2005-06,8,SUSAN,WILSON,Hamilton,New Zealand,3,13.97,4.66,3.0,13.97,4.66,3.0,13.97,4.66,6.99,99.86,2,5.99,1,1,0,1
2005-06,277,OLGA,JIMENEZ,Ogbomosho,Nigeria,7,28.93,4.13,7.0,28.93,4.13,3.08,13.66,4.49,6.99,313.88,2,5.99,1,13,0,1
2005-06,157,DARLENE,ROSE,Pyongyang,North Korea,1,0.99,0.99,1.0,0.99,0.99,1.0,0.99,0.99,5.98,-83.44,1,0.99,1,1,0,1
2005-06,498,GENE,SANBORN,Salala,Oman,6,19.94,3.32,6.0,19.94,3.32,4.0,16.46,4.91,14.97,33.2,2,6.99,1,2,0,1
2005-06,25,DEBORAH,WALKER,Shikarpur,Pakistan,6,33.94,5.66,6.0,33.94,5.66,3.8,16.36,4.39,10.98,209.11,2,8.99,1,5,0,1
2005-06,205,EILEEN,CARR,Ciudad del Este,Paraguay,4,14.96,3.74,4.0,14.96,3.74,3.33,11.63,3.57,0.0,,2,5.99,1,3,0,1
2005-06,122,THELMA,MURRAY,Lima,Peru,7,25.93,3.7,7.0,25.93,3.7,4.25,17.96,4.31,5.98,333.61,2,7.99,1,4,0,1
2005-06,236,MARCIA,DEAN,Tanza,Philippines,8,37.92,4.74,8.0,37.92,4.74,4.15,17.96,4.34,8.97,322.74,2,8.99,1,20,0,1
2005-06,571,JOHNNIE,CHISHOLM,Plock,Poland,6,32.94,5.49,6.0,32.94,5.49,4.25,20.21,4.95,13.98,135.62,2,10.99,1,8,0,1
2005-06,360,RALPH,MADRIGAL,Arecibo,Puerto Rico,4,18.96,4.74,4.0,18.96,4.74,4.0,16.46,4.12,5.98,217.06,1,6.99,1,2,0,1
2005-06,230,JOY,GEORGE,Botosani,Romania,6,20.94,3.49,6.0,20.94,3.49,4.0,13.46,3.24,5.98,250.17,2,8.99,1,2,0,1
2005-06,148,ELEANOR,HUNT,Saint-Denis,Runion,5,22.95,4.59,5.0,22.95,4.59,5.0,22.95,4.59,4.99,359.92,2,6.99,1,1,0,1
2005-06,510,BEN,EASTER,Kamyin,Russian Federation,8,33.92,4.24,8.0,33.92,4.24,3.79,15.21,4.2,19.97,69.85,2,8.99,1,28,0,1
2005-06,46,CATHERINE,CAMPBELL,Moscow,Russian Federation,7,32.93,4.7,7.0,32.93,4.7,3.79,15.21,4.2,10.97,200.18,2,8.99,2,28,0,1
2005-06,326,JOSE,ANDREW,Kingstown,Saint Vincent and the Grenadines,4,15.96,3.99,4.0,15.96,3.99,4.0,15.96,3.99,15.97,-0.06,2,4.99,1,1,0,1
2005-06,49,JOYCE,EDWARDS,Jedda,Saudi Arabia,5,23.95,4.79,5.0,23.95,4.79,1.8,7.58,4.07,13.96,71.56,2,9.99,1,5,0,1
2005-06,456,RONNIE,RICKETTS,Ziguinchor,Senegal,7,25.93,3.7,7.0,25.93,3.7,7.0,25.93,3.7,4.99,419.64,2,6.99,1,1,0,1
2005-06,357,KEITH,RICO,Bratislava,Slovakia,4,16.96,4.24,4.0,16.96,4.24,4.0,16.96,4.24,8.97,89.07,2,6.99,1,1,0,1
2005-06,338,DENNIS,GILMAN,Paarl,South Africa,7,34.93,4.99,7.0,34.93,4.99,3.82,16.14,3.87,0.99,3428.28,2,6.99,1,11,0,1
2005-06,88,BONNIE,HUGHES,Cheju,South Korea,3,13.97,4.66,3.0,13.97,4.66,3.2,10.97,3.58,2.99,367.22,1,7.99,1,5,0,1
2005-06,293,MAE,FLETCHER,Donostia-San Sebastin,Spain,7,35.93,5.13,7.0,35.93,5.13,3.0,13.77,4.42,14.97,140.01,2,9.99,1,5,0,1
2005-06,408,MANUEL,MURRELL,Jaffna,Sri Lanka,3,10.97,3.66,3.0,10.97,3.66,3.0,10.97,3.66,12.97,-15.42,2,4.99,1,1,0,1
2005-06,395,JOHNNY,TURPIN,al-Qadarif,Sudan,6,15.94,2.66,6.0,15.94,2.66,5.0,13.95,2.82,0.0,,2,6.99,1,2,0,1
2005-06,66,JANICE,WARD,Malm,Sweden,7,29.93,4.28,7.0,29.93,4.28,7.0,29.93,4.28,4.99,499.8,2,6.99,1,1,0,1
2005-06,155,GAIL,KNIGHT,Bern,Switzerland,5,27.95,5.59,5.0,27.95,5.59,2.0,10.31,4.29,2.99,834.78,2,7.99,1,3,0,1
2005-06,576,MORRIS,MCCARTER,Fengshan,Taiwan,7,33.93,4.85,7.0,33.93,4.85,4.0,17.16,4.04,3.98,752.51,2,8.99,1,10,0,1
2005-06,190,YOLANDA,WEAVER,Tabora,Tanzania,5,19.95,3.99,5.0,19.95,3.99,3.33,11.63,2.82,7.98,150.0,1,4.99,1,3,0,1
2005-06,390,SHAWN,HEATON,Nakhon Sawan,Thailand,5,25.95,5.19,5.0,25.95,5.19,5.33,21.28,4.0,9.98,160.02,2,7.99,1,3,0,1
2005-06,344,HENRY,BILLINGSLEY,Nukualofa,Tonga,3,9.97,3.32,3.0,9.97,3.32,3.0,9.97,3.32,8.98,11.02,2,4.99,1,1,0,1
2005-06,335,GREGORY,MAULDIN,Sousse,Tunisia,1,4.99,4.99,1.0,4.99,4.99,1.0,4.99,4.99,0.0,,1,4.99,1,1,0,1
2005-06,204,ROSEMARY,SCHMIDT,Usak,Turkey,6,31.94,5.32,6.0,31.94,5.32,3.47,13.77,3.62,12.96,146.45,2,7.99,1,15,0,1
2005-06,200,JEANNE,LAWSON,Ashgabat,Turkmenistan,7,31.93,4.56,7.0,31.93,4.56,7.0,31.93,4.56,9.99,219.62,2,6.99,1,1,0,1
2005-06,105,DAWN,SULLIVAN,Funafuti,Tuvalu,3,11.97,3.99,3.0,11.97,3.99,3.0,11.97,3.99,26.96,-55.6,1,3.99,1,1,0,1
2005-06,187,BRITTANY,RILEY,Sumy,Ukraine,7,23.93,3.42,7.0,23.93,3.42,3.33,13.3,4.3,7.99,199.5,2,6.99,1,6,0,1
2005-06,98,LILLIAN,GRIFFIN,al-Ayn,United Arab Emirates,6,25.94,4.32,6.0,25.94,4.32,5.67,21.28,3.78,3.99,550.13,2,5.99,1,3,0,1
2005-06,583,MARSHALL,THORN,Southampton,United Kingdom,6,29.94,4.99,6.0,29.94,4.99,4.22,20.29,4.71,0.0,,2,9.99,1,9,0,1
2005-06,526,KARL,SEAL,Cape Coral,United States,9,41.91,4.66,9.0,41.91,4.66,4.22,16.4,3.76,12.97,223.13,2,7.99,1,36,0,1
2005-06,561,IAN,STILL,Garland,United States,9,33.91,3.77,9.0,33.91,3.77,4.22,16.4,3.76,9.98,239.78,2,5.99,2,36,0,1
2005-06,113,CINDY,FISHER,Cuman,Venezuela,6,27.94,4.66,6.0,27.94,4.66,4.57,20.1,4.45,1.98,1311.11,2,8.99,1,7,0,1
2005-06,340,PATRICK,NEWSOM,Hanoi,Vietnam,8,35.92,4.49,8.0,35.92,4.49,4.33,19.46,4.45,0.0,,2,5.99,1,6,0,1
2005-06,406,NATHAN,RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",7,26.93,3.85,7.0,26.93,3.85,7.0,26.93,3.85,0.99,2620.2,2,7.99,1,1,0,1
2005-06,213,GINA,WILLIAMSON,Taizz,Yemen,9,35.91,3.99,9.0,35.91,3.99,4.5,17.71,3.64,0.99,3527.27,2,6.99,1,4,0,1
2005-06,553,MAX,PITT,Novi Sad,Yugoslavia,3,19.97,6.66,3.0,19.97,6.66,4.0,15.46,4.42,4.99,300.2,2,8.99,1,2,0,1
2005-06,438,BARRY,LOVELACE,Kitwe,Zambia,6,17.94,2.99,6.0,17.94,2.99,6.0,17.94,2.99,12.97,38.32,2,4.99,1,1,0,1
2005-07,218,VERA,MCCOY,Kabul,Afghanistan,8,37.92,4.74,8.0,37.92,4.74,8.0,37.92,4.74,4.97,662.98,2,8.99,1,1,0,1
2005-07,441,MARIO,CHEATHAM,Batna,Algeria,17,66.83,3.93,17.0,66.83,3.93,13.33,56.87,4.31,9.98,569.64,2,10.99,1,3,0,1
2005-07,320,ANTHONY,SCHWAB,Tafuna,American Samoa,11,39.89,3.63,11.0,39.89,3.63,11.0,39.89,3.63,23.95,66.56,2,4.99,1,1,0,1
2005-07,528,CLAUDE,HERZOG,Benguela,Angola,11,56.89,5.17,11.0,56.89,5.17,10.0,41.9,4.08,7.98,612.91,2,9.99,1,2,0,1
2005-07,381,BOBBY,BOUDREAU,South Hill,Anguilla,14,37.86,2.7,14.0,37.86,2.7,14.0,37.86,2.7,16.95,123.36,2,4.99,1,1,0,1
2005-07,585,PERRY,SWAFFORD,Quilmes,Argentina,13,70.87,5.45,13.0,70.87,5.45,12.15,49.19,3.98,13.96,407.66,2,9.99,1,13,0,1
2005-07,41,STEPHANIE,MITCHELL,Yerevan,Armenia,15,70.85,4.72,15.0,70.85,4.72,15.0,70.85,4.72,12.98,445.84,2,9.99,1,1,0,1
2005-07,173,AUDREY,RAY,Graz,Austria,14,57.86,4.13,14.0,57.86,4.13,9.67,39.24,4.07,16.95,241.36,2,8.99,1,3,0,1
2005-07,334,RAYMOND,MCWHORTER,Sumqayit,Azerbaijan,11,53.89,4.9,11.0,53.89,4.9,12.0,52.88,4.44,10.97,391.25,2,7.99,1,2,0,1
2005-07,590,SETH,HANNON,al-Manama,Bahrain,14,56.86,4.06,14.0,56.86,4.06,14.0,56.86,4.06,30.95,83.72,2,5.99,1,1,0,1
2005-07,332,STEPHEN,QUALLS,Dhaka,Bangladesh,17,78.83,4.64,17.0,78.83,4.64,13.0,54.54,4.08,0.0,,2,8.99,1,3,0,1
2005-07,144,CLARA,SHAW,Molodetno,Belarus,18,93.82,5.21,18.0,93.82,5.21,13.5,60.37,4.1,22.94,308.98,2,9.99,1,2,0,1
2005-07,455,JON,WILES,El Alto,Bolivia,9,45.91,5.1,9.0,45.91,5.1,7.0,31.93,4.35,7.96,476.76,2,8.99,1,2,0,1
2005-07,178,MARION,SNYDER,Santa Brbara dOeste,Brazil,18,85.82,4.77,18.0,85.82,4.77,11.39,49.85,4.4,44.92,91.05,2,10.99,1,28,0,1
2005-07,92,TINA,SIMMONS,Goinia,Brazil,15,78.85,5.26,15.0,78.85,5.26,11.39,49.85,4.4,14.97,426.72,2,8.99,2,28,0,1
2005-07,91,LOIS,BUTLER,Bandar Seri Begawan,Brunei,19,59.81,3.15,19.0,59.81,3.15,19.0,59.81,3.15,12.96,361.5,2,4.99,1,1,0,1
2005-07,540,TYRONE,ASHER,Ruse,Bulgaria,9,39.91,4.43,9.0,39.91,4.43,8.0,35.92,4.5,18.95,110.61,2,7.99,1,2,0,1
2005-07,228,ALLISON,STANLEY,Phnom Penh,Cambodia,15,54.85,3.66,15.0,54.85,3.66,12.0,50.88,4.43,13.96,292.91,2,8.99,1,2,0,1
2005-07,352,ALBERT,CROUSE,Bamenda,Cameroon,9,43.91,4.88,9.0,43.91,4.88,9.5,36.91,3.93,20.95,109.59,2,7.99,1,2,0,1
2005-07,410,CURTIS,IRBY,Richmond Hill,Canada,14,54.86,3.92,14.0,54.86,3.92,11.0,43.29,3.93,22.94,139.15,2,5.99,1,5,0,1
2005-07,535,JAVIER,ELROD,NDjamna,Chad,11,48.89,4.44,11.0,48.89,4.44,11.0,48.89,4.44,9.98,389.88,2,8.99,1,1,0,1
2005-07,45,JANET,PHILLIPS,Antofagasta,Chile,9,37.91,4.21,9.0,37.91,4.21,7.67,33.92,4.52,17.95,111.2,2,9.99,1,3,0,1
2005-07,595,TERRENCE,GUNDERSON,Jinzhou,China,19,86.81,4.57,19.0,86.81,4.57,11.23,44.91,4.04,7.98,987.84,2,10.99,1,53,0,1
2005-07,484,ROBERTO,VU,Yinchuan,China,15,77.85,5.19,15.0,77.85,5.19,11.23,44.91,4.04,18.96,310.6,2,9.99,2,53,0,1
2005-07,168,REGINA,BERRY,Jinchang,China,17,70.83,4.17,17.0,70.83,4.17,11.23,44.91,4.04,4.99,1319.44,2,6.99,3,53,0,1
2005-07,490,SAM,MCDUFFIE,Sogamoso,Colombia,14,64.86,4.63,14.0,64.86,4.63,11.83,52.72,4.51,3.99,1525.56,2,8.99,1,6,0,1
2005-07,375,AARON,SELBY,Mwene-Ditu,"Congo, The Democratic Republic of the",5,22.95,4.59,5.0,22.95,4.59,5.0,22.45,4.49,13.97,64.28,2,6.99,1,2,0,1
2005-07,265,JENNIE,TERRY,Olomouc,Czech Republic,16,70.84,4.43,16.0,70.84,4.43,16.0,70.84,4.43,15.97,343.58,2,9.99,1,1,0,1
2005-07,418,JEFF,EAST,San Felipe de Puerto Plata,Dominican Republic,10,45.9,4.59,10.0,45.9,4.59,10.0,45.23,4.52,8.97,411.71,2,10.99,1,3,0,1
2005-07,494,RAMON,CHOATE,Robamba,Ecuador,18,80.82,4.49,18.0,80.82,4.49,13.0,55.54,4.21,2.99,2603.01,2,8.99,1,3,0,1
2005-07,491,RICK,MATTOX,Mit Ghamr,Egypt,11,60.89,5.54,11.0,60.89,5.54,10.83,46.89,4.25,31.93,90.7,2,8.99,1,6,0,1
2005-07,444,MARCUS,HIDALGO,Tartu,Estonia,8,27.92,3.49,8.0,27.92,3.49,8.0,27.92,3.49,25.94,7.63,2,6.99,1,1,0,1
2005-07,392,SEAN,DOUGLASS,Addis Abeba,Ethiopia,8,23.92,2.99,8.0,23.92,2.99,8.0,23.92,2.99,17.96,33.18,2,9.99,1,1,0,1
2005-07,317,EDWARD,BAUGH,Trshavn,Faroe Islands,12,50.88,4.24,12.0,50.88,4.24,12.0,50.88,4.24,10.97,363.81,2,8.99,1,1,0,1
2005-07,298,ERIKA,PENA,Oulu,Finland,10,32.9,3.29,10.0,32.9,3.29,10.0,32.9,3.29,18.96,73.52,2,7.99,1,1,0,1
2005-07,35,VIRGINIA,GREEN,Toulouse,France,16,68.84,4.3,16.0,68.84,4.3,11.25,49.89,4.48,17.94,283.72,2,6.99,1,4,0,1
2005-07,65,ROSE,HOWARD,Cayenne,French Guiana,9,37.91,4.21,9.0,37.91,4.21,9.0,37.91,4.21,12.98,192.06,2,6.99,1,1,0,1
2005-07,43,CHRISTINE,ROBERTS,Faaa,French Polynesia,12,47.88,3.99,12.0,47.88,3.99,10.5,42.9,4.1,4.99,859.52,2,4.99,1,2,0,1
2005-07,584,SALVADOR,TEEL,Banjul,Gambia,12,44.88,3.74,12.0,44.88,3.74,12.0,44.88,3.74,10.98,308.74,2,7.99,1,1,0,1
2005-07,196,ALMA,AUSTIN,Mannheim,Germany,14,63.86,4.56,14.0,63.86,4.56,11.14,45.89,4.05,31.92,100.06,2,10.99,1,7,0,1
2005-07,3,LINDA,WILLIAMS,Athenai,Greece,13,68.87,5.3,13.0,68.87,5.3,9.5,45.41,4.48,25.96,165.29,2,10.99,1,2,0,1
2005-07,207,GERTRUDE,CASTILLO,Nuuk,Greenland,15,58.85,3.92,15.0,58.85,3.92,15.0,58.85,3.92,3.99,1374.94,2,9.99,1,1,0,1
2005-07,26,JESSICA,HALL,Citt del Vaticano,Holy See (Vatican City State),13,46.87,3.61,13.0,46.87,3.61,13.0,46.87,3.61,41.93,11.78,2,6.99,1,1,0,1
2005-07,289,VIOLET,RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,12,49.88,4.16,12.0,49.88,4.16,12.0,49.88,4.16,37.94,31.47,2,8.99,1,1,0,1
2005-07,592,TERRANCE,ROUSH,Szkesfehrvr,Hungary,15,61.85,4.12,15.0,61.85,4.12,15.0,61.85,4.12,24.95,147.9,2,11.99,1,1,0,1
2005-07,209,TONYA,CHAPMAN,Bhilwara,India,17,82.83,4.87,17.0,82.83,4.87,10.85,45.74,4.2,19.96,314.98,2,8.99,1,60,0,1
2005-07,225,ARLENE,HARVEY,Ambattur,India,17,80.83,4.75,17.0,80.83,4.75,10.85,45.74,4.2,7.99,911.64,2,7.99,2,60,0,1
2005-07,508,MILTON,HOWLAND,Vijayawada,India,14,74.86,5.35,14.0,74.86,5.35,10.85,45.74,4.2,4.99,1400.2,2,9.99,3,60,0,1
2005-07,372,STEVE,MACKENZIE,Probolinggo,Indonesia,16,77.84,4.87,16.0,77.84,4.87,9.93,43.33,4.43,11.97,550.29,2,8.99,1,14,0,1
2005-07,459,TOMMY,COLLAZO,Qomsheh,Iran,18,89.82,4.99,18.0,89.82,4.99,11.75,50.13,4.26,25.93,246.39,2,10.99,1,8,0,1
2005-07,579,DARYL,LARUE,Mosul,Iraq,14,65.86,4.7,14.0,65.86,4.7,14.0,65.86,4.7,12.97,407.79,2,9.99,1,1,0,1
2005-07,102,CRYSTAL,FORD,Ashdod,Israel,21,84.79,4.04,21.0,84.79,4.04,11.5,50.89,4.59,11.98,607.76,2,6.99,1,4,0,1
2005-07,309,CHRISTOPHER,GRECO,Brescia,Italy,16,76.84,4.8,16.0,76.84,4.8,11.14,48.46,4.33,25.96,195.99,2,8.99,1,7,0,1
2005-07,285,MIRIAM,MCKINNEY,Otsu,Japan,13,68.87,5.3,13.0,68.87,5.3,10.81,45.25,4.19,17.97,283.25,2,9.99,1,31,0,1
2005-07,531,JAMIE,WAUGH,Kuwana,Japan,14,64.86,4.63,14.0,64.86,4.63,10.81,45.25,4.19,2.99,2069.23,2,6.99,2,31,0,1
2005-07,573,BYRON,BOX,Zhezqazghan,Kazakstan,15,70.85,4.72,15.0,70.85,4.72,12.0,48.38,3.8,20.96,238.02,2,10.99,1,2,0,1
2005-07,363,ROY,WHITING,Nyeri,Kenya,15,69.85,4.66,15.0,69.85,4.66,10.5,48.9,4.66,22.95,204.36,2,8.99,1,2,0,1
2005-07,234,CLAUDIA,FULLER,Jalib al-Shuyukh,Kuwait,3,14.97,4.99,3.0,14.97,4.99,3.0,14.97,4.99,36.92,-59.45,2,7.99,1,1,0,1
2005-07,347,RYAN,SALISBURY,Daugavpils,Latvia,17,65.83,3.87,17.0,65.83,3.87,15.0,63.35,4.28,31.95,106.04,2,6.99,1,2,0,1
2005-07,57,EVELYN,MORGAN,Vaduz,Liechtenstein,15,49.85,3.32,15.0,49.85,3.32,15.0,49.85,3.32,20.95,137.95,2,5.99,1,1,0,1
2005-07,557,FELIX,GAFFNEY,Vilnius,Lithuania,10,26.9,2.69,10.0,26.9,2.69,10.0,26.9,2.69,11.97,124.73,2,6.99,1,1,0,1
2005-07,81,ANDREA,HENDERSON,Mahajanga,Madagascar,6,23.94,3.99,6.0,23.94,3.99,6.0,23.94,3.99,12.97,84.58,2,9.99,1,1,0,1
2005-07,166,LYNN,PAYNE,Lilongwe,Malawi,13,56.87,4.37,13.0,56.87,4.37,13.0,56.87,4.37,13.96,307.38,2,8.99,1,1,0,1
2005-07,306,CHARLES,KOWALSKI,Sungai Petani,Malaysia,14,53.86,3.85,14.0,53.86,3.85,10.67,42.23,3.98,7.98,574.94,2,6.99,1,3,0,1
2005-07,482,MAURICE,CRAWLEY,Coatzacoalcos,Mexico,12,69.88,5.82,12.0,69.88,5.82,10.67,46.13,4.31,3.98,1655.78,2,8.99,1,30,0,1
2005-07,273,PRISCILLA,LOWE,Salamanca,Mexico,15,67.85,4.52,15.0,67.85,4.52,10.67,46.13,4.31,21.95,209.11,2,8.99,2,30,0,1
2005-07,38,MARTHA,GONZALEZ,Chisinau,Moldova,18,65.82,3.66,18.0,65.82,3.66,18.0,65.82,3.66,15.95,312.66,2,5.99,1,1,0,1
2005-07,40,AMANDA,CARTER,Nador,Morocco,11,40.89,3.72,11.0,40.89,3.72,8.67,33.58,3.92,16.96,141.1,2,8.99,1,3,0,1
2005-07,257,MARSHA,DOUGLAS,Beira,Mozambique,18,88.82,4.93,18.0,88.82,4.93,14.67,65.19,4.35,5.98,1385.28,2,6.99,1,3,0,1
2005-07,4,BARBARA,JONES,Myingyan,Myanmar,5,21.95,4.39,5.0,21.95,4.39,5.5,17.45,3.27,16.94,29.57,2,5.99,1,2,0,1
2005-07,513,DUANE,TUBBS,Yangor,Nauru,13,60.87,4.68,13.0,60.87,4.68,13.0,60.87,4.68,12.97,369.31,2,9.99,1,1,0,1
2005-07,321,KEVIN,SCHULER,Birgunj,Nepal,10,50.9,5.09,10.0,50.9,5.09,10.0,50.9,5.09,6.98,629.23,2,8.99,1,1,0,1
2005-07,137,RHONDA,KENNEDY,Apeldoorn,Netherlands,19,96.81,5.1,19.0,96.81,5.1,11.2,47.29,4.08,19.96,385.02,2,8.99,1,5,0,1
2005-07,8,SUSAN,WILSON,Hamilton,New Zealand,12,35.88,2.99,12.0,35.88,2.99,12.0,35.88,2.99,13.97,156.84,2,5.99,1,1,0,1
2005-07,286,VELMA,LUCAS,Effon-Alaiye,Nigeria,17,76.83,4.52,17.0,76.83,4.52,12.08,49.8,4.06,13.98,449.57,2,9.99,1,13,0,1
2005-07,157,DARLENE,ROSE,Pyongyang,North Korea,17,52.83,3.11,17.0,52.83,3.11,17.0,52.83,3.11,0.99,5236.36,2,5.99,1,1,0,1
2005-07,498,GENE,SANBORN,Salala,Oman,15,51.85,3.46,15.0,51.85,3.46,12.0,40.38,3.33,19.94,160.03,2,6.99,1,2,0,1
2005-07,20,SHARON,ROBINSON,Mardan,Pakistan,10,42.9,4.29,10.0,42.9,4.29,9.4,36.71,3.97,14.96,186.76,2,6.99,1,5,0,1
2005-07,345,CARL,ARTIS,San Lorenzo,Paraguay,10,49.9,4.99,10.0,49.9,4.99,9.0,45.91,5.13,11.96,317.22,2,8.99,1,3,0,1
2005-07,122,THELMA,MURRAY,Lima,Peru,15,61.85,4.12,15.0,61.85,4.12,11.25,44.14,3.89,25.93,138.53,2,7.99,1,4,0,1
2005-07,522,ARNOLD,HAVENS,Santa Rosa,Philippines,18,96.82,5.38,18.0,96.82,5.38,11.6,45.83,3.99,16.96,470.87,2,9.99,1,20,0,1
2005-07,558,JIMMIE,EGGLESTON,Wroclaw,Poland,15,70.85,4.72,15.0,70.85,4.72,10.88,48.02,4.43,27.95,153.49,2,9.99,1,8,0,1
2005-07,360,RALPH,MADRIGAL,Arecibo,Puerto Rico,17,69.83,4.11,17.0,69.83,4.11,16.0,67.34,4.22,18.96,268.3,2,9.99,1,2,0,1
2005-07,563,KEN,PREWITT,Bucuresti,Romania,16,60.84,3.8,16.0,60.84,3.8,15.5,59.85,3.86,5.98,917.39,2,7.99,1,2,0,1
2005-07,148,ELEANOR,HUNT,Saint-Denis,Runion,22,100.78,4.58,22.0,100.78,4.58,22.0,100.78,4.58,22.95,339.13,2,10.99,1,1,0,1
2005-07,295,DAISY,BATES,Kolpino,Russian Federation,18,87.82,4.88,18.0,87.82,4.88,11.0,50.5,4.6,32.91,166.85,2,9.99,1,28,0,1
2005-07,346,ARTHUR,SIMPKINS,Maikop,Russian Federation,15,83.85,5.59,15.0,83.85,5.59,11.0,50.5,4.6,11.97,600.5,2,8.99,2,28,0,1
2005-07,326,JOSE,ANDREW,Kingstown,Saint Vincent and the Grenadines,12,46.88,3.91,12.0,46.88,3.91,12.0,46.88,3.91,15.96,193.73,2,7.99,1,1,0,1
2005-07,49,JOYCE,EDWARDS,Jedda,Saudi Arabia,13,69.87,5.37,13.0,69.87,5.37,10.0,47.1,4.66,23.95,191.73,2,10.99,1,5,0,1
2005-07,456,RONNIE,RICKETTS,Ziguinchor,Senegal,7,24.93,3.56,7.0,24.93,3.56,7.0,24.93,3.56,25.93,-3.86,2,7.99,1,1,0,1
2005-07,357,KEITH,RICO,Bratislava,Slovakia,12,42.88,3.57,12.0,42.88,3.57,12.0,42.88,3.57,16.96,152.83,2,8.99,1,1,0,1
2005-07,125,ETHEL,WEBB,Boksburg,South Africa,16,65.84,4.12,16.0,65.84,4.12,10.55,42.53,4.13,19.96,229.86,2,9.99,1,11,0,1
2005-07,245,COURTNEY,DAY,Uijongbu,South Korea,16,72.84,4.55,16.0,72.84,4.55,13.8,58.26,4.21,8.97,712.04,2,10.99,1,5,0,1
2005-07,469,WESLEY,BULL,Ourense (Orense),Spain,18,80.82,4.49,18.0,80.82,4.49,11.8,51.48,4.36,10.98,636.07,2,10.99,1,5,0,1
2005-07,408,MANUEL,MURRELL,Jaffna,Sri Lanka,12,45.88,3.82,12.0,45.88,3.82,12.0,45.88,3.82,10.97,318.23,2,6.99,1,1,0,1
