customer_id,customer_name,country,city,suspicious_activity_date,payment_count,total_amount,deviation_from_personal_30_day_avg,deviation_from_country_daily_avg,rented_films
88,BONNIE HUGHES,South Korea,Cheju,2005-07-29,3,8.97,7.77,3.08,"MANCHURIAN CURTAIN,CASSIDY WYOMING,PULP BEVERLY"
101,PEGGY MYERS,Saudi Arabia,Abha,2005-07-29,3,7.97,6.67,2.45,"CARRIE BUNCH,CROW GREASE,GREATEST NORTH"
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-07-30,5,29.95,27.92,7.18,"HELLFIGHTERS SIERRA,BASIC EASY,LEAGUE HELLFIGHTERS,DESTINY SATURDAY,MADISON TRAP"
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-07-30,4,20.96,18.93,14.77,"DEER VIRGINIAN,HOLIDAY GAMES,REEF SALUTE,MERMAID INSECTS"
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-30,3,19.97,18.47,10.46,"SNOWMAN ROLLERCOASTER,EASY GLADIATOR,DISTURBING SCARFACE"
144,CLARA SHAW,Belarus,Molodetno,2005-07-30,4,17.96,15.46,14.6,"HAUNTING PIANIST,STATE WASTELAND,ENCINO ELF,MILLION ACE"
213,GINA WILLIAMSON,Yemen,Taizz,2005-07-30,3,14.97,13.74,7.52,"NETWORK PEAK,RACER EGG,HOLES BRANNIGAN"
128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,2005-07-30,3,14.97,13.61,4.73,"SHAWSHANK BUBBLE,GLORY TRACY,DONNIE ALLEY"
557,FELIX GAFFNEY,Lithuania,Vilnius,2005-07-30,4,12.96,12.5,12.5,"HIGHBALL POTTER,CUPBOARD SINNERS,SWEETHEARTS SUSPECTS,CONFESSIONS MAGUIRE"
25,DEBORAH WALKER,Pakistan,Shikarpur,2005-07-30,3,12.97,12.27,8.25,"BRIDE INTRIGUE,TITANIC BOONDOCK,FOREVER CANDIDATE"
87,WANDA PATTERSON,Colombia,Sincelejo,2005-07-30,3,12.97,11.51,4.32,"VOYAGE LEGALLY,POCUS PULP,BEVERLY OUTLAW"
33,ANNA HILL,Italy,Alessandria,2005-07-30,3,11.97,11.37,2.56,"BOOGIE AMELIE,ROSES TREASURE,CABIN FLASH"
494,RAMON CHOATE,Ecuador,Robamba,2005-07-30,3,12.97,11.34,8.88,"QUEST MUSSOLINI,QUILLS BULL,SHIP WONDERLAND"
579,DARYL LARUE,Iraq,Mosul,2005-07-30,3,11.97,10.64,10.64,"LIGHTS DEER,HONEY TIES,SOMETHING DUCK"
335,GREGORY MAULDIN,Tunisia,Sousse,2005-07-30,3,11.97,10.51,10.51,"BINGO TALENTED,TRAINSPOTTING STRANGERS,HOLOCAUST HIGHBALL"
329,FRANK WAGGONER,Bangladesh,Jamalpur,2005-07-30,4,7.96,6.7,3.7,"TRACY CIDER,ARACHNOPHOBIA ROLLERCOASTER,COMANCHEROS ENEMY,THEORY MERMAID"
102,CRYSTAL FORD,Israel,Ashdod,2005-07-30,3,7.97,5.68,2.62,"SUN CONFESSIONS,LESSON CLEOPATRA,CABIN FLASH"
38,MARTHA GONZALEZ,Moldova,Chisinau,2005-07-30,3,5.97,4.24,4.24,"KICK SAVANNAH,MUSIC BOONDOCK,SUNSET RACER"
57,EVELYN MORGAN,Liechtenstein,Vaduz,2005-07-30,3,3.97,2.74,2.74,"MUSIC BOONDOCK,GREASE YOUTH,CELEBRITY HORN"
50,DIANE COLLINS,Sudan,Omdurman,2005-07-31,5,26.95,25.15,24.32,"ROCKY WAR,MIDSUMMER GROUNDHOG,VARSITY TRIP,SASSY PACKER,COLDBLOODED DARLING"
196,ALMA AUSTIN,Germany,Mannheim,2005-07-31,3,22.97,21.61,13.69,"SUGAR WONKA,MADRE GABLES,TYCOON GATHERING"
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-07-31,5,21.95,20.55,5.09,"PAYCHECK WAIT,ISHTAR ROCKETEER,HOLY TADPOLE,CHEAPER CLYDE,QUEST MUSSOLINI"
494,RAMON CHOATE,Ecuador,Robamba,2005-07-31,3,18.97,16.91,14.05,"KISS GLORY,PARTY KNOCK,CRUSADE HONEY"
230,JOY GEORGE,Romania,Botosani,2005-07-31,3,17.97,16.61,14.58,"BEVERLY OUTLAW,BERETS AGENT,SATURDAY LAMBS"
162,LAUREN HUDSON,France,Le Mans,2005-07-31,3,14.97,14.37,9.52,"GORGEOUS BINGO,NEIGHBORS CHARADE,SUGAR WONKA"
40,AMANDA CARTER,Morocco,Nador,2005-07-31,3,13.97,13.07,11.38,"MODEL FISH,HARRY IDAHO,MASKED BUBBLE"
199,BETH FRANKLIN,Vietnam,Haiphong,2005-07-31,3,12.97,11.64,4.02,"BAREFOOT MANCHURIAN,SNATCH SLIPPER,BIRD INDEPENDENCE"
459,TOMMY COLLAZO,Iran,Qomsheh,2005-07-31,3,12.97,10.41,1.16,"FANTASIA PARK,CONVERSATION DOWNHILL,HEAVYWEIGHTS BEAST"
478,LEWIS LYMAN,Israel,Ashqelon,2005-07-31,3,10.97,10.37,5.15,"NORTH TEQUILA,ISLAND EXORCIST,CLOCKWORK PARADISE"
235,JACKIE LYNCH,Colombia,Buenaventura,2005-07-31,3,11.97,10.27,2.26,"SPARTACUS CHEAPER,PACIFIC AMISTAD,PRIMARY GLASS"
58,JEAN BELL,Malaysia,Kuching,2005-07-31,3,10.97,10.04,7.15,"DOLLS RAGE,BRIDE INTRIGUE,SWEDEN SHINING"
237,TANYA GILBERT,South Korea,Naju,2005-07-31,4,10.96,9.16,2.28,"MONSOON CAUSE,RIDGEMONT SUBMARINE,BEDAZZLED MARRIED,COLOR PHILADELPHIA"
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-31,3,11.97,9.01,9.01,"GRAFFITI LOVE,WAR NOTTING,HOLLOW JEOPARDY"
57,EVELYN MORGAN,Liechtenstein,Vaduz,2005-07-31,3,8.97,7.61,7.61,"MOON BUNCH,FRIDA SLIPPER,MOD SECRETARY"
326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-31,3,6.97,5.64,5.64,"EGYPT TENENBAUMS,SLUMS DUCK,MALLRATS UNITED"
132,ESTHER CRAWFORD,South Africa,Botshabelo,2005-08-01,4,22.96,21.46,7.37,"JERK PAYCHECK,STRAIGHT HOURS,JACKET FRISCO"
7,MARIA MILLER,Yugoslavia,Kragujevac,2005-08-01,4,22.96,20.96,18.67,"GALAXY SWEETHEARTS,CLUELESS BUCKET,FORRESTER COMANCHEROS,WAIT CIDER"
449,OSCAR AQUINO,Iran,Sirjan,2005-08-01,4,21.96,20.73,8.59,"NATIONAL STORY,MIGHTY LUCK,STREETCAR INTENTIONS,PREJUDICE OLEANDER"
459,TOMMY COLLAZO,Iran,Qomsheh,2005-08-01,4,22.96,19.97,9.59,"ZOOLANDER FICTION,YENTL IDAHO,REQUIEM TYCOON,STATE WASTELAND"
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-01,5,20.95,19.45,16.43,"GABLES METROPOLIS,CUPBOARD SINNERS,MOVIE SHAKESPEARE,CHASING FIGHT,CONGENIALITY QUEST"
270,LEAH CURTIS,Poland,Kalisz,2005-08-01,3,18.97,17.94,6.17,"QUEEN LUKE,THIEF PELICAN,CINCINATTI WHISPERER"
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-08-01,4,16.96,15.93,6.78,"MASK PEACH,SUBMARINE BED,HOMICIDE PEACH,DRUMS DYNAMITE"
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-08-01,3,16.97,15.87,7.46,"BILL OTHERS,VELVET TERMINATOR,NORTH TEQUILA"
199,BETH FRANKLIN,Vietnam,Haiphong,2005-08-01,3,16.97,15.21,6.79,"PHANTOM GLORY,KISS GLORY,HARRY IDAHO"
357,KEITH RICO,Slovakia,Bratislava,2005-08-01,4,13.96,12.53,12.53,"JASON TRAP,PULP BEVERLY,HANGING DEEP,SPOILERS HELLFIGHTERS"
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-01,3,11.97,10.47,2.59,"MIRACLE VIRTUAL,UPRISING UPTOWN,FLASH WARS"
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-08-01,3,11.97,10.14,0.36,"EGG IGBY,SNATCHERS MONTEZUMA,DISTURBING SCARFACE"
596,ENRIQUE FORSYTHE,Greece,Patras,2005-08-01,3,8.97,8.24,5.94,"BLINDNESS GUN,UNFAITHFUL KILL,ORANGE GRAPES"
375,AARON SELBY,"Congo, The Democratic Republic of the",Mwene-Ditu,2005-08-01,4,8.96,8.2,7.46,"ORANGE GRAPES,VALENTINE VANISHING,PATIENT SISTER,SLEEPING SUSPECTS"
101,PEGGY MYERS,Saudi Arabia,Abha,2005-08-01,3,8.97,7.17,1.12,"STORM HAPPINESS,FERRIS MOTHER,CANYON STOCK"
45,JANET PHILLIPS,Chile,Antofagasta,2005-08-02,5,27.95,26.59,24.43,"SCARFACE BANG,ATTACKS HATE,DEVIL DESIRE,GANDHI KWAI,MALKOVICH PET"
190,YOLANDA WEAVER,Tanzania,Tabora,2005-08-02,4,24.96,24.03,19.94,"PAYCHECK WAIT,CANDIDATE PERDITION,TYCOON GATHERING,DOORS PRESIDENT"
540,TYRONE ASHER,Bulgaria,Ruse,2005-08-02,4,24.96,23.63,22.57,"CAUSE DATE,OPERATION OPERATION,OPEN AFRICAN,DAUGHTER MADIGAN"
134,EMMA BOYD,Egypt,Qalyub,2005-08-02,4,20.96,20.33,10.48,"GOODFELLAS SALUTE,HARPER DYING,BIKINI BORROWERS,FELLOWSHIP AUTUMN"
65,ROSE HOWARD,French Guiana,Cayenne,2005-08-02,3,19.97,18.71,18.71,"PEAK FOREVER,DORADO NOTTING,VIRTUAL SPOILERS"
375,AARON SELBY,"Congo, The Democratic Republic of the",Mwene-Ditu,2005-08-02,3,18.97,17.91,16.98,"BEAUTY GREASE,FEVER EMPIRE,NETWORK PEAK"
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-08-02,4,17.96,17.2,17.2,"CRUSADE HONEY,IDOLS SNATCHERS,UNBREAKABLE KARATE,TAXI KICK"
407,DALE RATCLIFF,South Africa,Rustenburg,2005-08-02,3,17.97,16.14,0.71,"MOONWALKER FOOL,GUN BONNIE,STEEL SANTA"
266,NORA HERRERA,Austria,Salzburg,2005-08-02,3,16.97,16.11,12.68,"LORD ARIZONA,JEEPERS WEDDING,ATTRACTION NEWTON"
597,FREDDIE DUGGAN,Peru,Sullana,2005-08-02,4,16.96,16.03,10.58,"CAROL TEXAS,FUGITIVE MAGUIRE,HORROR REIGN,INVASION CYCLONE"
361,LAWRENCE LAWTON,Cameroon,Yaound,2005-08-02,4,15.96,14.93,13.47,"MIDNIGHT WESTWARD,EAGLES PANKY,MAKER GABLES,COMFORTS RUSH"
417,TRAVIS ESTEP,Saudi Arabia,al-Qatif,2005-08-02,3,15.97,14.74,7.56,"EAGLES PANKY,BUTTERFLY CHOCOLAT,HANDICAP BOONDOCK"
565,JAIME NETTLES,Peru,Hunuco,2005-08-02,3,14.97,13.44,8.59,"ROOTS REMEMBER,CLOSER BANG,IMPACT ALADDIN"
111,CARMEN OWENS,Venezuela,Caracas,2005-08-02,3,12.97,11.81,2.26,"QUEST MUSSOLINI,BEACH HEARTBREAKERS,ATLANTIS CAUSE"
144,CLARA SHAW,Belarus,Molodetno,2005-08-02,3,14.97,11.44,10.38,"ARIZONA BANG,MASK PEACH,CLOSER BANG"
532,NEIL RENNER,Vietnam,Cam Ranh,2005-08-02,3,13.97,11.21,1.73,"SLEEPY JAPANESE,ISLAND EXORCIST,LIES TREATMENT"
418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2005-08-02,4,11.96,10.2,6.47,"ZHIVAGO CORE,HEAVEN FREEDOM,COLOR PHILADELPHIA,SLEUTH ORIENT"
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-08-02,3,11.97,9.94,7.15,"MALLRATS UNITED,OUTLAW HANKY,MOSQUITO ARMAGEDDON"
584,SALVADOR TEEL,Gambia,Banjul,2005-08-02,3,10.97,9.47,9.47,"CAT CONEHEADS,BULL SHAWSHANK,DESTINY SATURDAY"
513,DUANE TUBBS,Nauru,Yangor,2005-08-02,3,9.97,7.94,7.94,"SPLENDOR PATTON,ICE CROSSING,RUSH GOODFELLAS"
207,GERTRUDE CASTILLO,Greenland,Nuuk,2005-08-02,3,9.97,7.84,7.84,"CANDIDATE PERDITION,TALENTED HOMICIDE,EXCITEMENT EVE"
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-08-02,3,7.97,6.27,6.27,"JERICHO MULAN,MUSSOLINI SPOILERS,SLEUTH ORIENT"
383,MARTIN BALES,Angola,Namibe,2005-08-02,3,6.97,5.91,3.98,"MUSKETEERS WAIT,BENEATH RUSH,PATIENT SISTER"
98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,2005-08-02,3,6.97,5.47,1.45,"FLATLINERS KILLER,TRANSLATION SUMMER,MOTHER OLEANDER"
198,ELSIE KELLEY,Nigeria,Ikerre,2005-08-17,6,22.94,21.91,9.71,"BILKO ANONYMOUS,HALF OUTFIELD,JINGLE SAGEBRUSH,CRAZY HOME,HOBBIT ALIEN,JAWS HARRY"
321,KEVIN SCHULER,Nepal,Birgunj,2005-08-17,3,17.97,17.7,17.7,"LOSE INCH,MOTHER OLEANDER,CONVERSATION DOWNHILL"
536,FERNANDO CHURCHILL,South Korea,Tonghae,2005-08-17,3,16.97,15.54,9.22,"HAPPINESS UNITED,FREDDY STORM,AMELIE HELLFIGHTERS"
515,ANDRE RAPP,Chile,Coquimbo,2005-08-17,3,15.97,15.34,13.48,"SCARFACE BANG,MALLRATS UNITED,ORIENT CLOSER"
499,MARC OUTLAW,Italy,Brindisi,2005-08-17,3,14.97,13.94,8.06,"TOWERS HURRICANE,WAR NOTTING,MONEY HAROLD"
144,CLARA SHAW,Belarus,Molodetno,2005-08-17,3,15.97,13.78,12.88,"LOLA AGENT,BRANNIGAN SUNRISE,BILL OTHERS"
352,ALBERT CROUSE,Cameroon,Bamenda,2005-08-17,3,13.97,12.87,11.71,"HOME PITY,MIDSUMMER GROUNDHOG,GATHERING CALENDAR"
436,TROY QUIGLEY,Canada,Vancouver,2005-08-17,3,13.97,12.54,7.25,"EXPRESS LONELY,VIRGIN DAISY,BASIC EASY"
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-17,3,12.97,11.97,6.05,"WORST BANGER,CONFESSIONS MAGUIRE,NECKLACE OUTBREAK"
555,DWIGHT LOMBARDI,South Africa,Chatsworth,2005-08-17,3,12.97,11.77,2.2,"SLEEPING SUSPECTS,DIRTY ACE,INTRIGUE WORST"
230,JOY GEORGE,Romania,Botosani,2005-08-17,3,10.97,9.44,8.64,"DRIFTER COMMANDMENTS,GIANT TROOPERS,CHEAPER CLYDE"
573,BYRON BOX,Kazakstan,Zhezqazghan,2005-08-17,3,9.97,8.81,7.74,"CLUELESS BUCKET,BIRDCAGE CASPER,ANONYMOUS HUMAN"
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-18,3,26.97,26.07,19.35,"MODEL FISH,GALAXY SWEETHEARTS,DESERT POSEIDON"
470,GORDON ALLARD,Yemen,Hodeida,2005-08-18,3,23.97,21.84,18.88,"CAMPUS REMEMBER,DETAILS PACKER,FOOL MOCKINGBIRD"
266,NORA HERRERA,Austria,Salzburg,2005-08-18,4,17.96,16.86,14.8,"INCH JET,WEDDING APOLLO,BALLOON HOMEWARD,SPARTACUS CHEAPER"
184,VIVIAN RUIZ,Netherlands,s-Hertogenbosch,2005-08-18,3,15.97,15.37,10.05,"SHOW LORD,TUXEDO MILE,AMISTAD MIDSUMMER"
474,DUSTIN GILLETTE,Netherlands,Emmen,2005-08-18,4,13.96,13.33,8.04,"DYING MAKER,MUSIC BOONDOCK,SPLENDOR PATTON,HEAVEN FREEDOM"
75,TAMMY SANDERS,Taiwan,Changhwa,2005-08-18,5,14.95,12.76,1.78,"HOLOCAUST HIGHBALL,MADNESS ATTACKS,GALAXY SWEETHEARTS,CONFIDENTIAL INTERVIEW,FEUD FROGMEN"
131,MONICA HICKS,Ukraine,Mukateve,2005-08-18,3,11.97,10.71,4.35,"TOWERS HURRICANE,TENENBAUMS COMMAND,PANKY SUBMARINE"
535,JAVIER ELROD,Chad,NDjamna,2005-08-18,5,11.95,10.59,10.59,"NOON PAPI,ARMAGEDDON LOST,TROUBLE DATE,REUNION WITCHES,SMOOCHY CONTROL"
9,MARGARET MOORE,Oman,Masqat,2005-08-18,3,10.97,10.24,8.94,"MUSCLE BRIGHT,COLOR PHILADELPHIA,INFORMER DOUBLE"
289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-08-18,3,10.97,10.24,10.24,"TOOTSIE PILOT,DRACULA CRYSTAL,ARIZONA BANG"
280,TRACEY BARRETT,Nigeria,Owo,2005-08-19,3,20.97,19.24,5.18,"SATURDAY LAMBS,INNOCENT USUAL,TRIP NEWTON"
257,MARSHA DOUGLAS,Mozambique,Beira,2005-08-19,5,20.95,18.69,16.66,"UNBREAKABLE KARATE,BROTHERHOOD BLANKET,CONFUSED CANDLES,TRACY CIDER,ROBBERY BRIGHT"
279,DIANNE SHELTON,Iran,Tabriz,2005-08-19,4,18.96,17.93,5.52,"ATLANTIS CAUSE,TRUMAN CRAZY,CLOSER BANG,DIVIDE MONSTER"
131,MONICA HICKS,Ukraine,Mukateve,2005-08-19,4,18.96,17.3,9.45,"SLEEPLESS MONSOON,WORST BANGER,MUSSOLINI SPOILERS,MAJESTIC FLOATS"
532,NEIL RENNER,Vietnam,Cam Ranh,2005-08-19,3,18.97,17.17,10.79,"JEKYLL FROGMEN,DAWN POND,RUGRATS SHAKESPEARE"
387,JESSE SCHILLING,"Congo, The Democratic Republic of the",Lubumbashi,2005-08-19,3,15.97,15.37,13.81,"CHICKEN HELLFIGHTERS,DEER VIRGINIAN,INDIAN LOVE"
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-08-19,4,15.96,14.83,0.83,"TROJAN TOMORROW,GOODFELLAS SALUTE,DOUBLE WRATH,MALLRATS UNITED"
171,DOLORES WAGNER,Malaysia,Ipoh,2005-08-19,4,14.96,14.13,10.24,"CASSIDY WYOMING,MONSOON CAUSE,EXPENDABLE STALLION,GLASS DYING"
559,EVERETT BANDA,Egypt,Bilbays,2005-08-19,3,13.97,13.01,5.09,"DECEIVER BETRAYED,NORTHWEST POLISH,INTENTIONS EMPIRE"
234,CLAUDIA FULLER,Kuwait,Jalib al-Shuyukh,2005-08-19,3,13.97,12.74,12.74,"COMMAND DARLING,UPRISING UPTOWN"
460,LEON BOSTIC,Colombia,Florencia,2005-08-19,3,13.97,12.61,5.92,"RUSH GOODFELLAS,SOMETHING DUCK,GREEK EVERYONE"
210,ELLA OLIVER,Yemen,Aden,2005-08-19,3,12.97,11.81,6.65,"SECRETARY ROUGE,VARSITY TRIP,DRIFTER COMMANDMENTS"
251,VICKIE BREWER,Germany,Halle/Saale,2005-08-19,3,12.97,11.81,4.36,"SCISSORHANDS SLUMS,BLACKOUT PRIVATE,CASUALTIES ENCINO"
20,SHARON ROBINSON,Pakistan,Mardan,2005-08-19,3,12.97,11.64,6.75,"FLASH WARS,WEST LION,ROBBERS JOON"
21,MICHELLE CLARK,Bangladesh,Tangail,2005-08-19,3,12.97,11.54,7.22,"NEMO CAMPUS,KNOCK WARLOCK,WEEKEND PERSONAL"
360,RALPH MADRIGAL,Puerto Rico,Arecibo,2005-08-19,3,12.97,10.71,9.48,"MOURNING PURPLE,HONEY TIES,HANGING DEEP"
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-08-19,3,10.97,10.21,10.21,"BONNIE HOLOCAUST,GLEAMING JAWBREAKER,INDEPENDENCE HOTEL"
597,FREDDIE DUGGAN,Peru,Sullana,2005-08-19,3,10.97,9.51,4.88,"PATIENT SISTER,NEMO CAMPUS,SEVEN SWARM"
40,AMANDA CARTER,Morocco,Nador,2005-08-19,3,10.97,9.41,7.35,"DETECTIVE VISION,FIGHT JAWBREAKER,CURTAIN VIDEOTAPE"
565,JAIME NETTLES,Peru,Hunuco,2005-08-19,3,10.97,9.01,4.88,"MALTESE HOPE,CHAMPION FLATLINERS,CROOKED FROGMEN"
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-08-19,3,10.97,8.71,5.12,"APACHE DIVINE,NATIONAL STORY,AMISTAD MIDSUMMER"
21,MICHELLE CLARK,Bangladesh,Tangail,2005-08-20,4,32.96,31.1,26.78,"CALIFORNIA BIRDS,STRANGERS GRAFFITI,WAGON JAWS,PRINCESS GIANT"
390,SHAWN HEATON,Thailand,Nakhon Sawan,2005-08-20,6,27.94,26.51,22.52,"BOILED DARES,WAIT CIDER,MADRE GABLES,PILOT HOOSIERS,BOOGIE AMELIE,SCALAWAG DUCK"
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-08-20,4,16.96,14.6,11.27,"CHISUM BEHAVIOR,STEPMOM DREAM,GOLDMINE TYCOON,ROAD ROXANNE"
258,MYRTLE FLEMING,Dominican Republic,Santiago de los Caballeros,2005-08-20,3,14.97,13.51,10.55,"MAGUIRE APACHE,PITY BOUND,CHAPLIN LICENSE"
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-08-20,3,14.97,13.41,13.41,"TOMORROW HUSTLER,OZ LIAISONS,SLEEPY JAPANESE"
256,MABEL HOLLAND,Myanmar,Monywa,2005-08-20,4,13.96,13.16,11.67,"EARTH VISION,DONNIE ALLEY,PRESIDENT BANG,ATTRACTION NEWTON"
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-20,3,14.97,12.74,5.42,"BARBARELLA STREETCAR,JASON TRAP,TELEGRAPH VOYAGE"
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-08-20,3,13.97,12.71,3.59,"ALONE TRIP,DEER VIRGINIAN,HORROR REIGN"
333,ANDREW PURDY,Azerbaijan,Baku,2005-08-20,3,13.97,12.11,10.58,"UNCUT SUICIDES,COLDBLOODED DARLING,FREDDY STORM"
437,RANDALL NEUMANN,Dominican Republic,La Romana,2005-08-20,3,12.97,11.91,8.55,"DRAGONFLY STRANGERS,DIVIDE MONSTER,MOON BUNCH"
441,MARIO CHEATHAM,Algeria,Batna,2005-08-20,3,12.97,11.47,8.18,"MARRIED GO,PATRIOT ROMAN,BUCKET BROTHERHOOD"
436,TROY QUIGLEY,Canada,Vancouver,2005-08-20,4,13.96,11.2,4.41,"HALF OUTFIELD,SALUTE APOLLO,INSECTS STONE,BORROWERS BEDAZZLED"
87,WANDA PATTERSON,Colombia,Sincelejo,2005-08-20,3,12.97,10.94,3.96,"EMPIRE MALKOVICH,SUN CONFESSIONS,FOOL MOCKINGBIRD"
481,HERMAN DEVORE,Tanzania,Mwanza,2005-08-20,3,9.97,8.04,3.58,"ENOUGH RAGING,ALADDIN CALENDAR,JUMPING WRATH"
444,MARCUS HIDALGO,Estonia,Tartu,2005-08-20,3,4.97,3.57,3.57,"CROOKED FROGMEN,LOCK REAR,PET HAUNTING"
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-08-21,4,23.96,22.96,22.96,"HEAVYWEIGHTS BEAST,SECRETS PARADISE,AMADEUS HOLY,WATERFRONT DELIVERANCE"
120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2005-08-21,3,19.97,18.41,9.93,"FORREST SONS,SCALAWAG DUCK,TOURIST PELICAN"
453,CALVIN MARTEL,Venezuela,Maracabo,2005-08-21,4,18.96,17.7,9.02,"LOVERBOY ATTACKS,TAXI KICK,STRANGELOVE DESIRE,TRAINSPOTTING STRANGERS"
265,JENNIE TERRY,Czech Republic,Olomouc,2005-08-21,3,18.97,17.57,17.57,"IRON MOON,DUDE BLINDNESS,BUGSY SONG"
81,ANDREA HENDERSON,Madagascar,Mahajanga,2005-08-21,3,16.97,16.04,16.04,"MERMAID INSECTS,ENDING CROWDS,GOODFELLAS SALUTE"
205,EILEEN CARR,Paraguay,Ciudad del Este,2005-08-21,4,15.96,15.16,12.77,"GUNFIGHT MOON,PLATOON INSTINCT,ANALYZE HOOSIERS,GROSSE WONDERFUL"
49,JOYCE EDWARDS,Saudi Arabia,Jedda,2005-08-21,3,15.97,14.54,8.19,"EXCITEMENT EVE,LUKE MUMMY,CROSSROADS CASUALTIES"
155,GAIL KNIGHT,Switzerland,Bern,2005-08-21,3,14.97,13.87,11.25,"FALCON VOLUME,TOMORROW HUSTLER,HALF OUTFIELD"
417,TRAVIS ESTEP,Saudi Arabia,al-Qatif,2005-08-21,3,14.97,13.77,7.19,"TRUMAN CRAZY,MINE TITANS,WONKA SEA"
472,GREG ROBINS,Vietnam,Nam Dinh,2005-08-21,3,14.97,13.57,4.89,"CUPBOARD SINNERS,HOUSE DYNAMITE,DROP WATERFRONT"
226,MAUREEN LITTLE,Paraguay,Asuncin,2005-08-21,4,13.96,13.36,10.77,"IDENTITY LOVER,NETWORK PEAK,DYNAMITE TARZAN,TAXI KICK"
221,BESSIE MORRISON,Italy,Syrakusa,2005-08-21,3,14.97,13.27,3.03,"NEIGHBORS CHARADE,JAPANESE RUN,POSEIDON FOREVER"
66,JANICE WARD,Sweden,Malm,2005-08-21,4,13.96,12.86,12.86,"ANTITRUST TOMATOES,NIGHTMARE CHILL,HURRICANE AFFAIR,MAJESTIC FLOATS"
148,ELEANOR HUNT,Runion,Saint-Denis,2005-08-21,4,15.96,12.57,12.57,"COMA HEAD,SOUTH WAIT,COLOR PHILADELPHIA,ROBBERY BRIGHT"
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-21,3,13.97,11.24,2.93,"REIGN GENTLEMEN,VIDEOTAPE ARSENIC,WITCHES PANIC"
392,SEAN DOUGLASS,Ethiopia,Addis Abeba,2005-08-21,3,12.97,11.17,11.17,"CAMELOT VACATION,GILBERT PELICAN,GHOST GROUNDHOG"
35,VIRGINIA GREEN,France,Toulouse,2005-08-21,3,8.97,7.27,4.15,"MOON BUNCH,BEVERLY OUTLAW,DARN FORRESTER"
589,TRACY HERRMANN,Ecuador,Loja,2005-08-21,3,8.97,7.01,3.95,"FRONTIER CABIN,LOUISIANA HARRY,WOLVES DESIRE"
579,DARYL LARUE,Iraq,Mosul,2005-08-21,3,5.97,4.01,4.01,"SUN CONFESSIONS,CLEOPATRA DEVIL,GENTLEMEN STAGE"
494,RAMON CHOATE,Ecuador,Robamba,2005-08-22,4,26.96,24.47,21.14,"HANKY OCTOBER,BEAR GRACELAND,DUDE BLINDNESS,FLAMINGOS CONNECTICUT"
513,DUANE TUBBS,Nauru,Yangor,2005-08-22,4,24.96,22.53,22.53,"ANYTHING SAVANNAH,STRANGERS GRAFFITI,BIRD INDEPENDENCE,DEVIL DESIRE"
139,AMBER DIXON,Taiwan,Touliu,2005-08-22,5,21.95,20.79,3.03,"HILLS NEIGHBORS,HANKY OCTOBER,JERICHO MULAN,WARS PLUTO,ACE GOLDFINGER"
541,DARREN WINDHAM,Italy,Livorno,2005-08-22,5,18.95,17.42,6.28,"BOULEVARD MOB,BOUND CHEAPER,BALLOON HOMEWARD,JUGGLER HARDLY,ACADEMY DINOSAUR"
193,KATIE ELLIOTT,Kenya,Kisumu,2005-08-22,3,16.97,15.74,13.48,"DARN FORRESTER,DESERT POSEIDON,SECRETS PARADISE"
161,GERALDINE PERKINS,Israel,Tel Aviv-Jaffa,2005-08-22,4,15.96,14.5,10.44,"PIANIST OUTFIELD,SATURDAY LAMBS,HALF OUTFIELD,FATAL HAUNTED"
52,JULIE SANCHEZ,Spain,A Corua (La Corua),2005-08-22,3,15.97,14.37,7.03,"FERRIS MOTHER,NETWORK PEAK,REDS POCUS"
