customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,avg_payment_amount,payments_over_8
167,SALLY,PIERCE,1,Mike,Hillyer,16,59.84,3.74,0
566,CASEY,MENA,1,Mike,Hillyer,16,59.84,3.74,1
129,CARRIE,PORTER,1,Mike,Hillyer,18,59.82,3.32,0
573,BYRON,BOX,2,Jon,Stephens,11,58.89,5.35,2
50,DIANE,COLLINS,1,Mike,Hillyer,12,58.88,4.91,1
68,NICOLE,PETERSON,2,Jon,Stephens,12,58.88,4.91,1
196,ALMA,AUSTIN,1,Mike,Hillyer,12,58.88,4.91,1
319,RONALD,WEINER,1,Mike,Hillyer,12,58.88,4.91,1
347,RYAN,SALISBURY,1,Mike,Hillyer,12,58.88,4.91,1
522,ARNOLD,HAVENS,1,Mike,Hillyer,12,58.88,4.91,0
82,KATHRYN,COLEMAN,2,Jon,Stephens,13,58.87,4.53,1
293,MAE,FLETCHER,2,Jon,Stephens,13,58.87,4.53,0
580,ROSS,GREY,1,Mike,Hillyer,13,58.87,4.53,1
101,PEGGY,MYERS,2,Jon,Stephens,14,58.86,4.2,1
213,GINA,WILLIAMSON,2,Jon,Stephens,14,58.86,4.2,0
270,LEAH,CURTIS,1,Mike,Hillyer,14,58.86,4.2,1
306,CHARLES,KOWALSKI,1,Mike,Hillyer,14,58.86,4.2,0
451,JIM,REA,2,Jon,Stephens,14,58.86,4.2,2
570,IVAN,CROMWELL,2,Jon,Stephens,14,58.86,4.2,0
186,HOLLY,FOX,1,Mike,Hillyer,15,58.85,3.92,1
325,TIMOTHY,BUNN,2,Jon,Stephens,15,58.85,3.92,1
338,DENNIS,GILMAN,1,Mike,Hillyer,15,58.85,3.92,0
441,MARIO,CHEATHAM,2,Jon,Stephens,16,58.84,3.68,1
573,BYRON,BOX,1,Mike,Hillyer,17,58.83,3.46,0
16,SANDRA,MARTIN,1,Mike,Hillyer,10,57.9,5.79,1
100,ROBIN,HAYES,2,Jon,Stephens,11,57.89,5.26,0
127,ELAINE,STEVENS,1,Mike,Hillyer,11,57.89,5.26,1
480,COREY,HAUSER,2,Jon,Stephens,12,57.88,4.82,2
539,MATHEW,BOLIN,2,Jon,Stephens,12,57.88,4.82,0
590,SETH,HANNON,1,Mike,Hillyer,12,57.88,4.82,1
56,GLORIA,COOK,1,Mike,Hillyer,13,57.87,4.45,0
98,LILLIAN,GRIFFIN,2,Jon,Stephens,13,57.87,4.45,0
258,MYRTLE,FLEMING,2,Jon,Stephens,13,57.87,4.45,1
337,JERRY,JORDON,1,Mike,Hillyer,13,57.87,4.45,0
484,ROBERTO,VU,1,Mike,Hillyer,13,57.87,4.45,0
588,MARION,OCAMPO,2,Jon,Stephens,13,57.87,4.45,0
8,SUSAN,WILSON,1,Mike,Hillyer,14,57.86,4.13,1
80,MARILYN,ROSS,2,Jon,Stephens,14,57.86,4.13,2
161,GERALDINE,PERKINS,1,Mike,Hillyer,14,57.86,4.13,0
225,ARLENE,HARVEY,2,Jon,Stephens,14,57.86,4.13,0
402,LUIS,YANEZ,2,Jon,Stephens,14,57.86,4.13,0
485,CLYDE,TOBIAS,2,Jon,Stephens,14,57.86,4.13,1
27,SHIRLEY,ALLEN,2,Jon,Stephens,15,57.85,3.86,0
52,JULIE,SANCHEZ,2,Jon,Stephens,15,57.85,3.86,0
256,MABEL,HOLLAND,2,Jon,Stephens,15,57.85,3.86,1
257,MARSHA,DOUGLAS,1,Mike,Hillyer,15,57.85,3.86,0
75,TAMMY,SANDERS,2,Jon,Stephens,16,57.84,3.62,0
96,DIANA,ALEXANDER,1,Mike,Hillyer,16,57.84,3.62,0
366,BRANDON,HUEY,2,Jon,Stephens,16,57.84,3.62,0
385,PHILLIP,HOLM,1,Mike,Hillyer,17,57.83,3.4,0
439,ALEXANDER,FENNELL,1,Mike,Hillyer,17,57.83,3.4,0
47,FRANCES,PARKER,2,Jon,Stephens,10,56.9,5.69,1
504,NATHANIEL,ADAM,1,Mike,Hillyer,11,56.89,5.17,2
523,HARVEY,GUAJARDO,1,Mike,Hillyer,11,56.89,5.17,1
585,PERRY,SWAFFORD,1,Mike,Hillyer,11,56.89,5.17,2
83,LOUISE,JENKINS,2,Jon,Stephens,12,56.88,4.74,0
114,GRACE,ELLIS,2,Jon,Stephens,12,56.88,4.74,0
173,AUDREY,RAY,1,Mike,Hillyer,12,56.88,4.74,1
426,BRADLEY,MOTLEY,2,Jon,Stephens,12,56.88,4.74,1
32,AMY,LOPEZ,1,Mike,Hillyer,13,56.87,4.37,2
112,ROSA,REYNOLDS,1,Mike,Hillyer,13,56.87,4.37,1
304,DAVID,ROYAL,1,Mike,Hillyer,13,56.87,4.37,0
418,JEFF,EAST,2,Jon,Stephens,13,56.87,4.37,1
552,HUGH,WALDROP,2,Jon,Stephens,13,56.87,4.37,0
554,DWAYNE,OLVERA,1,Mike,Hillyer,13,56.87,4.37,1
562,WALLACE,SLONE,2,Jon,Stephens,13,56.87,4.37,1
42,CAROLYN,PEREZ,1,Mike,Hillyer,14,56.86,4.06,0
66,JANICE,WARD,2,Jon,Stephens,14,56.86,4.06,0
156,BERTHA,FERGUSON,2,Jon,Stephens,14,56.86,4.06,1
481,HERMAN,DEVORE,1,Mike,Hillyer,14,56.86,4.06,1
168,REGINA,BERRY,2,Jon,Stephens,15,56.85,3.79,0
319,RONALD,WEINER,2,Jon,Stephens,15,56.85,3.79,1
358,SAMUEL,MARLOW,1,Mike,Hillyer,15,56.85,3.79,0
30,MELISSA,KING,2,Jon,Stephens,16,56.84,3.55,0
386,TODD,TAN,1,Mike,Hillyer,16,56.84,3.55,1
538,TED,BREAUX,1,Mike,Hillyer,16,56.84,3.55,0
461,DEREK,BLAKELY,2,Jon,Stephens,17,56.83,3.34,0
305,RICHARD,MCCRARY,1,Mike,Hillyer,10,55.9,5.59,2
560,JORDAN,ARCHULETA,2,Jon,Stephens,11,55.89,5.08,1
565,JAIME,NETTLES,2,Jon,Stephens,11,55.89,5.08,1
286,VELMA,LUCAS,2,Jon,Stephens,12,55.88,4.66,1
365,BRUCE,SCHWARZ,1,Mike,Hillyer,12,55.88,4.66,1
375,AARON,SELBY,1,Mike,Hillyer,12,55.88,4.66,0
497,GILBERT,SLEDGE,2,Jon,Stephens,12,55.88,4.66,1
585,PERRY,SWAFFORD,2,Jon,Stephens,12,55.88,4.66,1
32,AMY,LOPEZ,2,Jon,Stephens,13,55.87,4.3,1
78,LORI,WOOD,1,Mike,Hillyer,13,55.87,4.3,1
189,LORETTA,CARPENTER,1,Mike,Hillyer,13,55.87,4.3,1
392,SEAN,DOUGLASS,2,Jon,Stephens,13,55.87,4.3,1
2,PATRICIA,JOHNSON,1,Mike,Hillyer,14,55.86,3.99,0
60,MILDRED,BAILEY,1,Mike,Hillyer,14,55.86,3.99,1
182,RENEE,LANE,1,Mike,Hillyer,14,55.86,3.99,0
290,KRISTINA,CHAMBERS,2,Jon,Stephens,14,55.86,3.99,1
327,LARRY,THRASHER,1,Mike,Hillyer,14,55.86,3.99,1
333,ANDREW,PURDY,2,Jon,Stephens,14,55.86,3.99,1
383,MARTIN,BALES,1,Mike,Hillyer,14,55.86,3.99,0
572,SIDNEY,BURLESON,1,Mike,Hillyer,15,55.85,3.72,0
397,JIMMY,SCHRADER,2,Jon,Stephens,16,55.84,3.49,0
503,ANGEL,BARCLAY,1,Mike,Hillyer,16,55.84,3.49,0
241,HEIDI,LARSON,1,Mike,Hillyer,17,55.83,3.28,0
405,LEONARD,SCHOFIELD,1,Mike,Hillyer,17,55.83,3.28,0
13,KAREN,JACKSON,2,Jon,Stephens,10,54.9,5.49,2
462,WARREN,SHERROD,2,Jon,Stephens,10,54.9,5.49,3
192,LAURIE,LAWRENCE,1,Mike,Hillyer,11,54.89,4.99,0
404,STANLEY,SCROGGINS,2,Jon,Stephens,11,54.89,4.99,2
589,TRACY,HERRMANN,1,Mike,Hillyer,11,54.89,4.99,1
591,KENT,ARSENAULT,2,Jon,Stephens,11,54.89,4.99,1
285,MIRIAM,MCKINNEY,2,Jon,Stephens,12,54.88,4.57,1
338,DENNIS,GILMAN,2,Jon,Stephens,12,54.88,4.57,0
160,ERIN,DUNN,1,Mike,Hillyer,13,54.87,4.22,0
240,MARLENE,WELCH,2,Jon,Stephens,13,54.87,4.22,0
324,GARY,COY,1,Mike,Hillyer,13,54.87,4.22,1
172,BERNICE,WILLIS,1,Mike,Hillyer,14,54.86,3.92,0
286,VELMA,LUCAS,1,Mike,Hillyer,14,54.86,3.92,1
340,PATRICK,NEWSOM,2,Jon,Stephens,14,54.86,3.92,0
485,CLYDE,TOBIAS,1,Mike,Hillyer,14,54.86,3.92,1
173,AUDREY,RAY,2,Jon,Stephens,15,54.85,3.66,1
202,CARLA,GUTIERREZ,1,Mike,Hillyer,15,54.85,3.66,1
239,MINNIE,ROMERO,1,Mike,Hillyer,15,54.85,3.66,0
241,HEIDI,LARSON,2,Jon,Stephens,15,54.85,3.66,0
298,ERIKA,PENA,2,Jon,Stephens,15,54.85,3.66,0
435,RICKY,SHELBY,1,Mike,Hillyer,15,54.85,3.66,1
19,RUTH,MARTINEZ,1,Mike,Hillyer,10,53.9,5.39,2
225,ARLENE,HARVEY,1,Mike,Hillyer,10,53.9,5.39,0
37,PAMELA,BAKER,1,Mike,Hillyer,11,53.89,4.9,1
149,VALERIE,BLACK,2,Jon,Stephens,11,53.89,4.9,0
490,SAM,MCDUFFIE,1,Mike,Hillyer,11,53.89,4.9,0
10,DOROTHY,TAYLOR,2,Jon,Stephens,12,53.88,4.49,1
193,KATIE,ELLIOTT,1,Mike,Hillyer,12,53.88,4.49,1
301,ROBERT,BAUGHMAN,2,Jon,Stephens,12,53.88,4.49,0
406,NATHAN,RUNYON,1,Mike,Hillyer,12,53.88,4.49,1
430,RAY,HOULE,1,Mike,Hillyer,12,53.88,4.49,0
40,AMANDA,CARTER,1,Mike,Hillyer,13,53.87,4.14,1
69,JUDY,GRAY,1,Mike,Hillyer,13,53.87,4.14,1
77,JANE,BENNETT,2,Jon,Stephens,13,53.87,4.14,2
139,AMBER,DIXON,2,Jon,Stephens,13,53.87,4.14,0
190,YOLANDA,WEAVER,2,Jon,Stephens,13,53.87,4.14,1
239,MINNIE,ROMERO,2,Jon,Stephens,13,53.87,4.14,1
265,JENNIE,TERRY,1,Mike,Hillyer,13,53.87,4.14,1
407,DALE,RATCLIFF,2,Jon,Stephens,13,53.87,4.14,1
415,GLENN,PULLEN,2,Jon,Stephens,13,53.87,4.14,2
454,ALEX,GRESHAM,1,Mike,Hillyer,13,53.87,4.14,1
18,CAROL,GARCIA,2,Jon,Stephens,14,53.86,3.85,0
511,CHESTER,BENNER,1,Mike,Hillyer,14,53.86,3.85,0
1,MARY,SMITH,2,Jon,Stephens,15,53.85,3.59,1
6,JENNIFER,DAVIS,1,Mike,Hillyer,15,53.85,3.59,0
302,MICHAEL,SILVERMAN,2,Jon,Stephens,15,53.85,3.59,0
561,IAN,STILL,1,Mike,Hillyer,15,53.85,3.59,1
244,VIOLA,HANSON,2,Jon,Stephens,16,53.84,3.37,0
356,GERALD,FULTZ,1,Mike,Hillyer,17,53.83,3.17,0
310,DANIEL,CABRAL,2,Jon,Stephens,10,52.9,5.29,1
432,EDWIN,BURK,1,Mike,Hillyer,10,52.9,5.29,0
11,LISA,ANDERSON,1,Mike,Hillyer,11,52.89,4.81,1
216,NATALIE,MEYER,2,Jon,Stephens,11,52.89,4.81,1
258,MYRTLE,FLEMING,1,Mike,Hillyer,11,52.89,4.81,1
538,TED,BREAUX,2,Jon,Stephens,11,52.89,4.81,2
56,GLORIA,COOK,2,Jon,Stephens,12,52.88,4.41,1
303,WILLIAM,SATTERFIELD,1,Mike,Hillyer,12,52.88,4.41,1
316,STEVEN,CURLEY,1,Mike,Hillyer,12,52.88,4.41,0
334,RAYMOND,MCWHORTER,2,Jon,Stephens,12,52.88,4.41,0
345,CARL,ARTIS,2,Jon,Stephens,12,52.88,4.41,2
364,BENJAMIN,VARNEY,2,Jon,Stephens,12,52.88,4.41,0
386,TODD,TAN,2,Jon,Stephens,12,52.88,4.41,0
443,FRANCISCO,SKIDMORE,1,Mike,Hillyer,12,52.88,4.41,2
452,TOM,MILNER,2,Jon,Stephens,12,52.88,4.41,0
500,REGINALD,KINDER,2,Jon,Stephens,12,52.88,4.41,0
126,ELLEN,SIMPSON,1,Mike,Hillyer,13,52.87,4.07,1
274,NAOMI,JENNINGS,1,Mike,Hillyer,13,52.87,4.07,1
313,DONALD,MAHON,2,Jon,Stephens,13,52.87,4.07,0
512,CECIL,VINES,1,Mike,Hillyer,13,52.87,4.07,0
553,MAX,PITT,2,Jon,Stephens,13,52.87,4.07,0
92,TINA,SIMMONS,1,Mike,Hillyer,14,52.86,3.78,1
450,JAY,ROBB,1,Mike,Hillyer,14,52.86,3.78,0
474,DUSTIN,GILLETTE,1,Mike,Hillyer,14,52.86,3.78,1
481,HERMAN,DEVORE,2,Jon,Stephens,14,52.86,3.78,0
487,HECTOR,POINDEXTER,2,Jon,Stephens,14,52.86,3.78,0
546,KELLY,KNOTT,1,Mike,Hillyer,14,52.86,3.78,0
361,LAWRENCE,LAWTON,2,Jon,Stephens,15,52.85,3.52,0
442,LEROY,BUSTAMANTE,1,Mike,Hillyer,15,52.85,3.52,0
28,CYNTHIA,YOUNG,2,Jon,Stephens,16,52.84,3.3,0
232,CONSTANCE,REID,2,Jon,Stephens,16,52.84,3.3,1
91,LOIS,BUTLER,2,Jon,Stephens,18,52.82,2.93,0
44,MARIE,TURNER,2,Jon,Stephens,10,51.9,5.19,1
240,MARLENE,WELCH,1,Mike,Hillyer,10,51.9,5.19,2
249,DORA,MEDINA,1,Mike,Hillyer,10,51.9,5.19,1
535,JAVIER,ELROD,2,Jon,Stephens,10,51.9,5.19,2
123,SHANNON,FREEMAN,2,Jon,Stephens,11,51.89,4.72,1
146,JAMIE,RICE,2,Jon,Stephens,11,51.89,4.72,0
344,HENRY,BILLINGSLEY,2,Jon,Stephens,11,51.89,4.72,0
436,TROY,QUIGLEY,1,Mike,Hillyer,11,51.89,4.72,2
490,SAM,MCDUFFIE,2,Jon,Stephens,11,51.89,4.72,1
517,BRAD,MCCURDY,1,Mike,Hillyer,11,51.89,4.72,1
53,HEATHER,MORRIS,1,Mike,Hillyer,12,51.88,4.32,0
115,WENDY,HARRISON,1,Mike,Hillyer,12,51.88,4.32,0
158,VERONICA,STONE,2,Jon,Stephens,12,51.88,4.32,1
551,CLAYTON,BARBEE,2,Jon,Stephens,12,51.88,4.32,1
40,AMANDA,CARTER,2,Jon,Stephens,13,51.87,3.99,1
63,ASHLEY,RICHARDSON,2,Jon,Stephens,13,51.87,3.99,2
81,ANDREA,HENDERSON,1,Mike,Hillyer,13,51.87,3.99,0
420,JACOB,LANCE,2,Jon,Stephens,13,51.87,3.99,1
593,RENE,MCALISTER,2,Jon,Stephens,13,51.87,3.99,0
160,ERIN,DUNN,2,Jon,Stephens,14,51.86,3.7,0
442,LEROY,BUSTAMANTE,2,Jon,Stephens,14,51.86,3.7,1
16,SANDRA,MARTIN,2,Jon,Stephens,15,51.85,3.46,0
323,MATTHEW,MAHAN,1,Mike,Hillyer,15,51.85,3.46,0
558,JIMMIE,EGGLESTON,1,Mike,Hillyer,15,51.85,3.46,1
569,DAVE,GARDINER,2,Jon,Stephens,15,51.85,3.46,1
76,IRENE,PRICE,2,Jon,Stephens,16,51.84,3.24,0
135,JUANITA,MASON,1,Mike,Hillyer,16,51.84,3.24,0
391,CLARENCE,GAMEZ,1,Mike,Hillyer,16,51.84,3.24,0
59,CHERYL,MURPHY,2,Jon,Stephens,10,50.9,5.09,1
184,VIVIAN,RUIZ,2,Jon,Stephens,10,50.9,5.09,1
448,MIGUEL,BETANCOURT,1,Mike,Hillyer,10,50.9,5.09,2
541,DARREN,WINDHAM,1,Mike,Hillyer,10,50.9,5.09,1
577,CLIFTON,MALCOLM,1,Mike,Hillyer,10,50.9,5.09,0
578,WILLARD,LUMPKIN,2,Jon,Stephens,10,50.9,5.09,0
24,KIMBERLY,LEE,2,Jon,Stephens,11,50.89,4.63,1
70,CHRISTINA,RAMIREZ,1,Mike,Hillyer,11,50.89,4.63,1
154,MICHELE,GRANT,2,Jon,Stephens,11,50.89,4.63,0
200,JEANNE,LAWSON,2,Jon,Stephens,11,50.89,4.63,0
262,PATSY,DAVIDSON,2,Jon,Stephens,11,50.89,4.63,1
460,LEON,BOSTIC,2,Jon,Stephens,11,50.89,4.63,2
489,RICARDO,MEADOR,1,Mike,Hillyer,11,50.89,4.63,0
547,KURT,EMMONS,2,Jon,Stephens,11,50.89,4.63,1
49,JOYCE,EDWARDS,1,Mike,Hillyer,12,50.88,4.24,0
73,BEVERLY,BROOKS,1,Mike,Hillyer,12,50.88,4.24,1
90,RUBY,WASHINGTON,1,Mike,Hillyer,12,50.88,4.24,0
117,EDITH,MCDONALD,1,Mike,Hillyer,12,50.88,4.24,1
143,LESLIE,GORDON,1,Mike,Hillyer,12,50.88,4.24,0
169,ERICA,MATTHEWS,2,Jon,Stephens,12,50.88,4.24,1
233,LILLIE,KIM,1,Mike,Hillyer,12,50.88,4.24,1
113,CINDY,FISHER,1,Mike,Hillyer,13,50.87,3.91,1
151,MEGAN,PALMER,1,Mike,Hillyer,13,50.87,3.91,0
290,KRISTINA,CHAMBERS,1,Mike,Hillyer,13,50.87,3.91,0
407,DALE,RATCLIFF,1,Mike,Hillyer,13,50.87,3.91,2
544,CODY,NOLEN,1,Mike,Hillyer,13,50.87,3.91,1
305,RICHARD,MCCRARY,2,Jon,Stephens,14,50.86,3.63,0
14,BETTY,WHITE,1,Mike,Hillyer,15,50.85,3.39,0
342,HAROLD,MARTINO,1,Mike,Hillyer,15,50.85,3.39,0
377,HOWARD,FORTNER,1,Mike,Hillyer,16,50.84,3.18,1
418,JEFF,EAST,1,Mike,Hillyer,17,50.83,2.99,0
206,TERRI,VASQUEZ,1,Mike,Hillyer,10,49.9,4.99,0
449,OSCAR,AQUINO,2,Jon,Stephens,10,49.9,4.99,0
528,CLAUDE,HERZOG,2,Jon,Stephens,10,49.9,4.99,2
553,MAX,PITT,1,Mike,Hillyer,10,49.9,4.99,1
599,AUSTIN,CINTRON,2,Jon,Stephens,10,49.9,4.99,2
165,LORRAINE,STEPHENS,2,Jon,Stephens,11,49.89,4.54,0
367,ADAM,GOOCH,2,Jon,Stephens,11,49.89,4.54,1
409,RODNEY,MOELLER,2,Jon,Stephens,11,49.89,4.54,1
431,JOEL,FRANCISCO,2,Jon,Stephens,11,49.89,4.54,1
491,RICK,MATTOX,1,Mike,Hillyer,11,49.89,4.54,1
583,MARSHALL,THORN,1,Mike,Hillyer,11,49.89,4.54,1
593,RENE,MCALISTER,1,Mike,Hillyer,11,49.89,4.54,0
4,BARBARA,JONES,1,Mike,Hillyer,12,49.88,4.16,0
126,ELLEN,SIMPSON,2,Jon,Stephens,12,49.88,4.16,0
152,ALICIA,MILLS,1,Mike,Hillyer,12,49.88,4.16,0
291,TONI,HOLT,2,Jon,Stephens,12,49.88,4.16,0
425,FRANCIS,SIKES,2,Jon,Stephens,12,49.88,4.16,1
28,CYNTHIA,YOUNG,1,Mike,Hillyer,13,49.87,3.84,1
186,HOLLY,FOX,2,Jon,Stephens,13,49.87,3.84,0
230,JOY,GEORGE,1,Mike,Hillyer,13,49.87,3.84,1
335,GREGORY,MAULDIN,1,Mike,Hillyer,13,49.87,3.84,1
419,CHAD,CARBONE,1,Mike,Hillyer,13,49.87,3.84,0
219,WILLIE,HOWELL,2,Jon,Stephens,14,49.86,3.56,0
588,MARION,OCAMPO,1,Mike,Hillyer,14,49.86,3.56,0
36,KATHLEEN,ADAMS,2,Jon,Stephens,15,49.85,3.32,0
64,JUDITH,COX,1,Mike,Hillyer,15,49.85,3.32,0
91,LOIS,BUTLER,1,Mike,Hillyer,15,49.85,3.32,0
193,KATIE,ELLIOTT,2,Jon,Stephens,10,48.9,4.89,0
294,SHELLY,WATTS,1,Mike,Hillyer,10,48.9,4.89,0
433,DON,BONE,2,Jon,Stephens,10,48.9,4.89,0
501,RUBEN,GEARY,2,Jon,Stephens,10,48.9,4.89,0
524,JARED,ELY,2,Jon,Stephens,10,48.9,4.89,1
195,VANESSA,SIMS,2,Jon,Stephens,11,48.89,4.44,1
202,CARLA,GUTIERREZ,2,Jon,Stephens,11,48.89,4.44,2
235,JACKIE,LYNCH,1,Mike,Hillyer,11,48.89,4.44,0
422,MELVIN,ELLINGTON,1,Mike,Hillyer,11,48.89,4.44,1
438,BARRY,LOVELACE,1,Mike,Hillyer,11,48.89,4.44,0
453,CALVIN,MARTEL,1,Mike,Hillyer,11,48.89,4.44,0
495,CHARLIE,BESS,2,Jon,Stephens,11,48.89,4.44,0
520,MITCHELL,WESTMORELAND,2,Jon,Stephens,11,48.89,4.44,0
128,MARJORIE,TUCKER,1,Mike,Hillyer,12,48.88,4.07,2
213,GINA,WILLIAMSON,1,Mike,Hillyer,12,48.88,4.07,1
299,JAMES,GANNON,2,Jon,Stephens,12,48.88,4.07,1
333,ANDREW,PURDY,1,Mike,Hillyer,12,48.88,4.07,0
397,JIMMY,SCHRADER,1,Mike,Hillyer,12,48.88,4.07,0
581,VIRGIL,WOFFORD,1,Mike,Hillyer,12,48.88,4.07,1
42,CAROLYN,PEREZ,2,Jon,Stephens,13,48.87,3.76,0
167,SALLY,PIERCE,2,Jon,Stephens,13,48.87,3.76,0
208,LUCY,WHEELER,2,Jon,Stephens,13,48.87,3.76,0
323,MATTHEW,MAHAN,2,Jon,Stephens,13,48.87,3.76,0
387,JESSE,SCHILLING,2,Jon,Stephens,13,48.87,3.76,0
425,FRANCIS,SIKES,1,Mike,Hillyer,13,48.87,3.76,0
458,LLOYD,DOWD,2,Jon,Stephens,13,48.87,3.76,0
517,BRAD,MCCURDY,2,Jon,Stephens,13,48.87,3.76,0
581,VIRGIL,WOFFORD,2,Jon,Stephens,13,48.87,3.76,1
153,SUZANNE,NICHOLS,1,Mike,Hillyer,14,48.86,3.49,0
229,TAMARA,NGUYEN,2,Jon,Stephens,14,48.86,3.49,0
84,SARA,PERRY,1,Mike,Hillyer,10,47.9,4.79,1
222,DELORES,HANSEN,2,Jon,Stephens,10,47.9,4.79,1
371,BILLY,POULIN,2,Jon,Stephens,10,47.9,4.79,2
389,ALAN,KAHN,2,Jon,Stephens,10,47.9,4.79,1
478,LEWIS,LYMAN,2,Jon,Stephens,10,47.9,4.79,1
41,STEPHANIE,MITCHELL,1,Mike,Hillyer,11,47.89,4.35,0
62,JOAN,COOPER,2,Jon,Stephens,11,47.89,4.35,1
96,DIANA,ALEXANDER,2,Jon,Stephens,11,47.89,4.35,0
127,ELAINE,STEVENS,2,Jon,Stephens,11,47.89,4.35,0
135,JUANITA,MASON,2,Jon,Stephens,11,47.89,4.35,0
266,NORA,HERRERA,2,Jon,Stephens,11,47.89,4.35,0
409,RODNEY,MOELLER,1,Mike,Hillyer,11,47.89,4.35,1
428,HERBERT,KRUGER,1,Mike,Hillyer,11,47.89,4.35,0
496,TYLER,WREN,1,Mike,Hillyer,11,47.89,4.35,0
506,LESLIE,SEWARD,1,Mike,Hillyer,11,47.89,4.35,2
537,CLINTON,BUFORD,2,Jon,Stephens,11,47.89,4.35,1
590,SETH,HANNON,2,Jon,Stephens,11,47.89,4.35,0
261,DEANNA,BYRD,1,Mike,Hillyer,12,47.88,3.99,0
353,JONATHAN,SCARBOROUGH,2,Jon,Stephens,12,47.88,3.99,0
446,THEODORE,CULP,1,Mike,Hillyer,12,47.88,3.99,0
455,JON,WILES,1,Mike,Hillyer,12,47.88,3.99,1
516,ELMER,NOE,1,Mike,Hillyer,12,47.88,3.99,2
567,ALFREDO,MCADAMS,2,Jon,Stephens,12,47.88,3.99,1
108,TRACY,COLE,1,Mike,Hillyer,13,47.87,3.68,1
328,JEFFREY,SPEAR,1,Mike,Hillyer,13,47.87,3.68,0
447,CLIFFORD,BOWENS,2,Jon,Stephens,13,47.87,3.68,0
499,MARC,OUTLAW,2,Jon,Stephens,13,47.87,3.68,0
46,CATHERINE,CAMPBELL,1,Mike,Hillyer,14,47.86,3.42,0
210,ELLA,OLIVER,1,Mike,Hillyer,10,46.9,4.69,0
327,LARRY,THRASHER,2,Jon,Stephens,10,46.9,4.69,0
424,KYLE,SPURLOCK,1,Mike,Hillyer,10,46.9,4.69,1
427,JESUS,MCCARTNEY,2,Jon,Stephens,10,46.9,4.69,0
460,LEON,BOSTIC,1,Mike,Hillyer,10,46.9,4.69,0
543,LANCE,PEMBERTON,2,Jon,Stephens,10,46.9,4.69,1
34,REBECCA,SCOTT,2,Jon,Stephens,11,46.89,4.26,0
54,TERESA,ROGERS,2,Jon,Stephens,11,46.89,4.26,0
393,PHILIP,CAUSEY,1,Mike,Hillyer,11,46.89,4.26,1
399,DANNY,ISOM,2,Jon,Stephens,11,46.89,4.26,0
518,GABRIEL,HARDER,1,Mike,Hillyer,11,46.89,4.26,0
529,ERIK,GUILLEN,1,Mike,Hillyer,11,46.89,4.26,0
533,JESSIE,MILAM,2,Jon,Stephens,11,46.89,4.26,1
147,JOANNE,ROBERTSON,1,Mike,Hillyer,12,46.88,3.91,1
507,EDGAR,RHOADS,2,Jon,Stephens,12,46.88,3.91,0
133,PAULINE,HENRY,2,Jon,Stephens,13,46.87,3.61,0
199,BETH,FRANKLIN,1,Mike,Hillyer,13,46.87,3.61,1
122,THELMA,MURRAY,1,Mike,Hillyer,14,46.86,3.35,0
278,BILLIE,HORTON,1,Mike,Hillyer,14,46.86,3.35,0
283,FELICIA,SUTTON,2,Jon,Stephens,15,46.85,3.12,0
329,FRANK,WAGGONER,2,Jon,Stephens,15,46.85,3.12,0
55,DORIS,REED,1,Mike,Hillyer,10,45.9,4.59,0
153,SUZANNE,NICHOLS,2,Jon,Stephens,10,45.9,4.59,1
199,BETH,FRANKLIN,2,Jon,Stephens,10,45.9,4.59,1
219,WILLIE,HOWELL,1,Mike,Hillyer,10,45.9,4.59,0
421,LEE,HAWKS,2,Jon,Stephens,10,45.9,4.59,1
11,LISA,ANDERSON,2,Jon,Stephens,11,45.89,4.17,0
130,CHARLOTTE,HUNTER,2,Jon,Stephens,11,45.89,4.17,0
296,RAMONA,HALE,1,Mike,Hillyer,11,45.89,4.17,0
123,SHANNON,FREEMAN,1,Mike,Hillyer,12,45.88,3.82,1
174,YVONNE,WATKINS,1,Mike,Hillyer,12,45.88,3.82,1
280,TRACEY,BARRETT,2,Jon,Stephens,12,45.88,3.82,1
534,CHRISTIAN,JUNG,2,Jon,Stephens,12,45.88,3.82,0
537,CLINTON,BUFORD,1,Mike,Hillyer,12,45.88,3.82,2
254,MAXINE,SILVA,2,Jon,Stephens,13,45.87,3.53,0
260,CHRISTY,VARGAS,2,Jon,Stephens,13,45.87,3.53,1
521,ROLAND,SOUTH,2,Jon,Stephens,13,45.87,3.53,0
395,JOHNNY,TURPIN,1,Mike,Hillyer,14,45.86,3.28,0
44,MARIE,TURNER,1,Mike,Hillyer,10,44.9,4.49,1
217,AGNES,BISHOP,1,Mike,Hillyer,10,44.9,4.49,0
269,CASSANDRA,WALTERS,2,Jon,Stephens,10,44.9,4.49,0
26,JESSICA,HALL,2,Jon,Stephens,11,44.89,4.08,1
98,LILLIAN,GRIFFIN,1,Mike,Hillyer,11,44.89,4.08,0
125,ETHEL,WEBB,2,Jon,Stephens,11,44.89,4.08,0
317,EDWARD,BAUGH,2,Jon,Stephens,11,44.89,4.08,0
351,JACK,FOUST,2,Jon,Stephens,11,44.89,4.08,0
505,RAFAEL,ABNEY,1,Mike,Hillyer,11,44.89,4.08,0
549,NELSON,CHRISTENSON,2,Jon,Stephens,11,44.89,4.08,1
