customer_id,first_name,last_name,payment_count,total_amount,average_amount,cross_store_operations,needs_review
260,CHRISTY,VARGAS,12,36.879999999999995,3.073333333333333,5,1
214,KRISTIN,JOHNSTON,8,35.92000000000001,4.490000000000001,5,1
192,LAURIE,LAWRENCE,10,35.900000000000006,3.5900000000000007,5,1
8,SUSAN,WILSON,12,35.88000000000001,2.9900000000000007,7,1
156,BERTHA,FERGUSON,9,34.91000000000001,3.87888888888889,6,1
280,TRACEY,BARRETT,11,34.89000000000001,3.1718181818181823,5,1
183,IDA,ANDREWS,11,34.89,3.171818181818182,5,1
565,JAIME,NETTLES,11,34.89,3.171818181818182,8,1
398,ANTONIO,MEEK,7,33.93000000000001,4.847142857142858,4,1
34,REBECCA,SCOTT,9,33.910000000000004,3.7677777777777783,4,1
143,LESLIE,GORDON,9,33.910000000000004,3.7677777777777783,4,1
171,DOLORES,WAGNER,9,33.910000000000004,3.7677777777777783,5,1
253,TERRY,CARLSON,9,33.91,3.7677777777777774,6,1
174,YVONNE,WATKINS,7,32.93000000000001,4.7042857142857155,4,1
223,MELINDA,FERNANDEZ,7,32.93000000000001,4.7042857142857155,4,1
298,ERIKA,PENA,10,32.9,3.29,6,1
411,NORMAN,CURRIER,12,32.88,2.74,5,1
53,HEATHER,MORRIS,7,31.930000000000007,4.561428571428572,4,1
130,CHARLOTTE,HUNTER,8,31.92,3.99,4,1
188,MELANIE,ARMSTRONG,8,31.92,3.99,7,1
121,JOSEPHINE,GOMEZ,9,31.910000000000004,3.545555555555556,7,1
83,LOUISE,JENKINS,9,31.91,3.5455555555555556,6,1
458,LLOYD,DOWD,9,31.91,3.5455555555555556,4,1
21,MICHELLE,CLARK,9,31.909999999999997,3.545555555555555,5,1
474,DUSTIN,GILLETTE,10,31.9,3.19,6,1
147,JOANNE,ROBERTSON,13,31.87,2.4515384615384614,4,1
399,DANNY,ISOM,8,30.92000000000001,3.865000000000001,7,1
515,ANDRE,RAPP,8,30.92000000000001,3.865000000000001,6,1
67,KELLY,TORRES,8,30.92,3.865,6,1
340,PATRICK,NEWSOM,9,30.910000000000004,3.434444444444445,5,1
530,DARRYL,ASHCRAFT,9,30.909999999999997,3.434444444444444,4,1
463,DARRELL,POWER,10,30.900000000000006,3.0900000000000007,8,1
544,CODY,NOLEN,6,29.940000000000005,4.990000000000001,4,1
341,PETER,MENARD,7,29.930000000000007,4.275714285714287,4,1
561,IAN,STILL,7,29.93,4.275714285714286,5,1
496,TYLER,WREN,8,29.92000000000001,3.740000000000001,5,1
33,ANNA,HILL,8,29.920000000000005,3.7400000000000007,6,1
54,TERESA,ROGERS,8,29.92,3.74,4,1
111,CARMEN,OWENS,9,29.909999999999997,3.323333333333333,6,1
151,MEGAN,PALMER,10,29.900000000000006,2.9900000000000007,6,1
361,LAWRENCE,LAWTON,10,29.9,2.9899999999999998,5,1
445,MICHEAL,FORMAN,10,29.899999999999995,2.9899999999999993,5,1
405,LEONARD,SCHOFIELD,11,29.889999999999997,2.717272727272727,5,1
344,HENRY,BILLINGSLEY,6,28.940000000000005,4.823333333333334,6,1
94,NORMA,GONZALES,7,28.93,4.132857142857143,5,1
551,CLAYTON,BARBEE,8,28.92,3.615,4,1
9,MARGARET,MOORE,9,28.910000000000004,3.2122222222222225,6,1
160,ERIN,DUNN,9,28.909999999999997,3.2122222222222216,4,1
193,KATIE,ELLIOTT,6,27.940000000000005,4.656666666666667,6,1
246,MARIAN,MENDOZA,6,27.940000000000005,4.656666666666667,4,1
457,BILL,GAVIN,7,27.930000000000007,3.990000000000001,5,1
190,YOLANDA,WEAVER,7,27.930000000000003,3.9900000000000007,4,1
543,LANCE,PEMBERTON,8,27.920000000000005,3.4900000000000007,4,1
224,PEARL,GARZA,9,27.91,3.101111111111111,5,1
597,FREDDIE,DUGGAN,7,26.930000000000007,3.8471428571428583,4,1
70,CHRISTINA,RAMIREZ,7,26.93,3.847142857142857,4,1
412,ALLEN,BUTTERFIELD,7,26.93,3.847142857142857,4,1
85,ANNE,POWELL,8,26.92,3.365,4,1
109,EDNA,WEST,8,26.919999999999995,3.3649999999999993,5,1
383,MARTIN,BALES,9,26.91,2.99,4,1
24,KIMBERLY,LEE,9,26.909999999999997,2.9899999999999998,5,1
527,CORY,MEEHAN,9,26.909999999999997,2.9899999999999998,4,1
557,FELIX,GAFFNEY,10,26.9,2.69,5,1
461,DEREK,BLAKELY,11,26.89,2.444545454545455,8,1
328,JEFFREY,SPEAR,6,24.940000000000005,4.156666666666667,4,1
395,JOHNNY,TURPIN,7,24.93,3.5614285714285714,4,1
586,KIRK,STCLAIR,6,23.940000000000005,3.9900000000000007,5,1
255,IRMA,PEARSON,7,23.93,3.4185714285714286,6,1
392,SEAN,DOUGLASS,8,23.919999999999998,2.9899999999999998,4,1
568,ALBERTO,HENNING,8,23.919999999999998,2.9899999999999998,4,1
110,TIFFANY,JORDAN,7,22.93,3.275714285714286,5,1
177,SAMANTHA,DUNCAN,7,22.929999999999996,3.2757142857142854,4,1
288,BOBBIE,CRAIG,9,22.91,2.5455555555555556,5,1
4,BARBARA,JONES,5,21.950000000000003,4.390000000000001,4,1
422,MELVIN,ELLINGTON,7,21.93,3.132857142857143,5,1
378,EUGENE,CULPEPPER,8,20.92,2.615,4,1
252,MATTIE,HOFFMAN,10,20.900000000000002,2.0900000000000003,5,1
250,JO,FOWLER,7,19.93,2.847142857142857,6,1
358,SAMUEL,MARLOW,7,19.93,2.847142857142857,5,1
353,JONATHAN,SCARBOROUGH,5,18.950000000000003,3.7900000000000005,4,1
134,EMMA,BOYD,6,18.94,3.1566666666666667,4,1
62,JOAN,COOPER,5,16.95,3.3899999999999997,5,1
201,VICKI,FIELDS,5,16.95,3.3899999999999997,4,1
256,MABEL,HOLLAND,6,12.940000000000001,2.1566666666666667,4,1
407,DALE,RATCLIFF,11,49.890000000000015,4.535454545454547,3,0
301,ROBERT,BAUGHMAN,10,48.90000000000001,4.8900000000000015,1,0
535,JAVIER,ELROD,11,48.89000000000001,4.444545454545455,3,0
542,LONNIE,TIRADO,8,47.92000000000001,5.990000000000001,3,0
269,CASSANDRA,WALTERS,9,46.91000000000001,5.212222222222223,3,0
516,ELMER,NOE,9,46.91000000000001,5.212222222222223,3,0
506,LESLIE,SEWARD,10,46.9,4.6899999999999995,2,0
175,ANNETTE,OLSON,11,46.89000000000001,4.262727272727274,3,0
371,BILLY,POULIN,12,46.88000000000001,3.9066666666666676,2,0
205,EILEEN,CARR,8,45.92000000000001,5.740000000000001,3,0
311,PAUL,TROUT,8,45.92000000000001,5.740000000000001,3,0
429,FREDERICK,ISBELL,9,45.91000000000001,5.101111111111113,2,0
158,VERONICA,STONE,13,45.87000000000001,3.5284615384615394,3,0
437,RANDALL,NEUMANN,10,44.90000000000001,4.490000000000001,2,0
352,ALBERT,CROUSE,9,43.91000000000001,4.87888888888889,3,0
493,BRENT,HARKINS,8,42.92000000000001,5.365000000000001,2,0
238,NELLIE,GARRETT,9,42.910000000000004,4.767777777777778,3,0
20,SHARON,ROBINSON,10,42.90000000000001,4.290000000000001,3,0
155,GAIL,KNIGHT,10,42.90000000000001,4.290000000000001,3,0
460,LEON,BOSTIC,8,41.92000000000001,5.240000000000001,3,0
251,VICKIE,BREWER,11,41.890000000000015,3.8081818181818194,3,0
212,WILMA,RICHARDS,7,40.93000000000001,5.847142857142858,2,0
15,HELEN,HARRIS,9,40.910000000000004,4.545555555555556,3,0
287,BECKY,MILES,11,40.89000000000001,3.717272727272728,3,0
191,JEANETTE,GREENE,9,39.910000000000004,4.434444444444445,2,0
153,SUZANNE,NICHOLS,10,39.900000000000006,3.9900000000000007,3,0
320,ANTHONY,SCHWAB,11,39.890000000000015,3.626363636363638,2,0
451,JIM,REA,7,37.93000000000001,5.41857142857143,3,0
56,GLORIA,COOK,9,37.91000000000001,4.212222222222223,3,0
45,JANET,PHILLIPS,9,37.910000000000004,4.2122222222222225,2,0
118,KIM,CRUZ,11,37.89000000000001,3.4445454545454552,3,0
37,PAMELA,BAKER,6,36.94,6.156666666666666,2,0
55,DORIS,REED,7,36.93000000000001,5.275714285714287,2,0
127,ELAINE,STEVENS,7,36.93000000000001,5.275714285714287,3,0
146,JAMIE,RICE,7,36.93000000000001,5.275714285714287,3,0
449,OSCAR,AQUINO,8,36.92000000000001,4.615000000000001,3,0
512,CECIL,VINES,9,36.910000000000004,4.101111111111112,2,0
417,TRAVIS,ESTEP,7,35.93000000000001,5.1328571428571435,2,0
364,BENJAMIN,VARNEY,8,35.92000000000001,4.490000000000001,3,0
197,SUE,PETERS,8,35.919999999999995,4.489999999999999,3,0
388,CRAIG,MORRELL,11,35.89000000000001,3.2627272727272736,1,0
511,CHESTER,BENNER,11,35.89,3.2627272727272727,3,0
19,RUTH,MARTINEZ,6,34.940000000000005,5.823333333333334,3,0
505,RAFAEL,ABNEY,6,33.94,5.656666666666666,3,0
247,STELLA,MORENO,7,33.93000000000001,4.847142857142858,3,0
541,DARREN,WINDHAM,7,33.93000000000001,4.847142857142858,3,0
430,RAY,HOULE,7,33.93,4.847142857142857,3,0
18,CAROL,GARCIA,9,33.910000000000004,3.7677777777777783,3,0
217,AGNES,BISHOP,9,33.910000000000004,3.7677777777777783,1,0
61,KATHERINE,RIVERA,6,32.940000000000005,5.490000000000001,2,0
216,NATALIE,MEYER,6,32.940000000000005,5.490000000000001,3,0
464,JEROME,KENYON,6,32.940000000000005,5.490000000000001,2,0
162,LAUREN,HUDSON,7,32.93,4.704285714285715,3,0
46,CATHERINE,CAMPBELL,8,32.92000000000001,4.115000000000001,3,0
275,CAROLE,BARNETT,9,32.910000000000004,3.656666666666667,3,0
22,LAURA,RODRIGUEZ,7,31.93,4.561428571428571,2,0
215,JESSIE,BANKS,7,31.929999999999993,4.5614285714285705,3,0
521,ROLAND,SOUTH,9,31.91,3.5455555555555556,3,0
379,CARLOS,COUGHLIN,6,30.940000000000005,5.156666666666667,2,0
270,LEAH,CURTIS,7,30.930000000000007,4.41857142857143,3,0
548,ALLAN,CORNISH,6,29.940000000000005,4.990000000000001,3,0
555,DWIGHT,LOMBARDI,6,29.940000000000005,4.990000000000001,3,0
599,AUSTIN,CINTRON,7,29.930000000000007,4.275714285714287,3,0
140,EVA,RAMOS,7,29.930000000000003,4.275714285714286,1,0
471,DEAN,SAUER,9,29.909999999999997,3.323333333333333,2,0
261,DEANNA,BYRD,7,28.930000000000007,4.1328571428571435,2,0
478,LEWIS,LYMAN,7,28.930000000000003,4.1328571428571435,3,0
308,THOMAS,GRIGSBY,6,27.940000000000005,4.656666666666667,1,0
444,MARCUS,HIDALGO,8,27.920000000000005,3.4900000000000007,2,0
60,MILDRED,BAILEY,8,27.92,3.49,2,0
281,LEONA,OBRIEN,8,27.92,3.49,2,0
370,WAYNE,TRUONG,8,27.919999999999998,3.4899999999999998,2,0
117,EDITH,MCDONALD,5,26.950000000000003,5.390000000000001,1,0
450,JAY,ROBB,7,26.93,3.847142857142857,2,0
492,LESTER,KRAUS,7,26.93,3.847142857142857,3,0
186,HOLLY,FOX,8,26.919999999999998,3.3649999999999998,3,0
6,JENNIFER,DAVIS,9,26.91,2.99,3,0
194,KRISTEN,CHAVEZ,5,25.950000000000003,5.19,2,0
152,ALICIA,MILLS,6,25.940000000000005,4.323333333333334,1,0
76,IRENE,PRICE,9,25.91,2.878888888888889,1,0
136,ANITA,MORALES,6,24.939999999999998,4.156666666666666,3,0
318,BRIAN,WYMAN,6,24.939999999999998,4.156666666666666,3,0
313,DONALD,MAHON,7,24.930000000000007,3.5614285714285723,3,0
456,RONNIE,RICKETTS,7,24.93,3.5614285714285714,3,0
569,DAVE,GARDINER,7,24.929999999999996,3.561428571428571,3,0
350,JUAN,FRALEY,8,24.92,3.115,2,0
81,ANDREA,HENDERSON,6,23.939999999999998,3.9899999999999998,3,0
466,LEO,EBERT,7,23.93,3.4185714285714286,3,0
375,AARON,SELBY,5,22.950000000000003,4.590000000000001,2,0
556,ARMANDO,GRUBER,7,22.93,3.275714285714286,2,0
387,JESSE,SCHILLING,5,21.949999999999996,4.389999999999999,3,0
596,ENRIQUE,FORSYTHE,6,21.940000000000005,3.6566666666666676,2,0
93,PHYLLIS,FOSTER,6,21.94,3.6566666666666667,2,0
266,NORA,HERRERA,5,20.950000000000003,4.19,2,0
413,MARVIN,YEE,6,20.939999999999998,3.4899999999999998,3,0
248,CAROLINE,BOWMAN,6,18.94,3.1566666666666667,3,0
384,ERNEST,STEPP,8,18.919999999999998,2.3649999999999998,2,0
150,DANIELLE,DANIELS,4,17.96,4.49,3,0
514,FRANKLIN,TROUTMAN,4,17.96,4.49,2,0
431,JOEL,FRANCISCO,5,17.950000000000003,3.5900000000000007,3,0
489,RICARDO,MEADOR,5,17.950000000000003,3.5900000000000007,2,0
554,DWAYNE,OLVERA,4,16.96,4.24,1,0
77,JANE,BENNETT,7,15.930000000000001,2.275714285714286,3,0
234,CLAUDIA,FULLER,3,14.97,4.99,2,0
327,LARRY,THRASHER,5,12.950000000000001,2.5900000000000003,3,0
465,FLOYD,GANDY,3,7.970000000000001,2.6566666666666667,2,0
