calendar_month,customer_id,customer_first_name,customer_last_name,customer_email,customer_active,country_id,country_name,store_id,payment_count,month_total_amount,avg_payment_amount,payment_days_count,previous_month_total_amount,growth_vs_previous_month_ratio,country_avg_month_total_amount,ratio_vs_country_avg,country_month_payment_rank,top_staff_id,top_staff_first_name,top_staff_last_name,top_staff_payment_count,top_staff_payment_amount
2005-06,164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,97,Turkey,2,3,16.97,5.66,3,1.99,8.53,26.81,0.63,4,1,Mike,Hillyer,1,8.99
2005-06,200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,98,Turkmenistan,2,7,31.93,4.56,5,9.99,3.2,27.35,1.17,1,2,Jon,Stephens,5,22.95
2005-06,98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,1,101,United Arab Emirates,1,6,25.94,4.32,5,3.99,6.5,25.63,1.01,1,2,Jon,Stephens,3,15.97
2005-06,292,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1,101,United Arab Emirates,2,4,14.96,3.74,4,0.99,15.11,25.63,0.58,3,1,Mike,Hillyer,2,7.98
2005-06,477,DAN,PAINE,DAN.PAINE@sakilacustomer.org,1,102,United Kingdom,1,4,25.96,6.49,3,2.99,8.68,24.34,1.07,2,1,Mike,Hillyer,3,20.97
2005-06,526,KARL,SEAL,KARL.SEAL@sakilacustomer.org,1,103,United States,2,9,41.91,4.66,6,12.97,3.23,27.59,1.52,1,2,Jon,Stephens,5,23.95
2005-06,561,IAN,STILL,IAN.STILL@sakilacustomer.org,1,103,United States,2,9,33.91,3.77,7,9.98,3.4,27.59,1.23,2,1,Mike,Hillyer,6,22.94
2005-06,149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,103,United States,1,7,32.93,4.7,5,4.99,6.6,27.59,1.19,3,2,Jon,Stephens,4,22.96
2005-06,457,BILL,GAVIN,BILL.GAVIN@sakilacustomer.org,1,103,United States,2,9,30.91,3.43,6,7.99,3.87,27.59,1.12,4,1,Mike,Hillyer,5,18.95
2005-06,62,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,1,103,United States,1,7,24.93,3.56,4,5.98,4.17,27.59,0.9,6,1,Mike,Hillyer,5,12.95
2005-06,537,CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,1,103,United States,2,4,23.96,5.99,4,4.99,4.8,27.59,0.87,7,1,Mike,Hillyer,2,11.98
2005-06,308,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,1,103,United States,1,5,19.95,3.99,2,3.99,5.0,27.59,0.72,14,2,Jon,Stephens,2,9.98
2005-06,305,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,1,103,United States,1,4,18.96,4.74,3,2.99,6.34,27.59,0.69,15,1,Mike,Hillyer,3,17.97
2005-06,112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,103,United States,2,4,15.96,3.99,4,3.98,4.01,27.59,0.58,16,1,Mike,Hillyer,2,9.98
2005-06,275,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,1,103,United States,2,4,12.96,3.24,4,2.99,4.33,27.59,0.47,23,1,Mike,Hillyer,2,7.98
2005-06,294,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,1,103,United States,2,2,5.98,2.99,2,1.99,3.01,27.59,0.22,30,1,Mike,Hillyer,1,2.99
2005-06,113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,104,Venezuela,2,6,27.94,4.66,4,1.98,14.11,24.4,1.14,1,1,Mike,Hillyer,4,21.96
2005-06,290,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,1,104,Venezuela,1,5,25.95,5.19,3,2.99,8.68,24.4,1.06,2,2,Jon,Stephens,3,14.97
2005-06,111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,104,Venezuela,1,6,22.94,3.82,5,2.99,7.67,24.4,0.94,3,2,Jon,Stephens,5,15.95
2005-06,523,HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,1,105,Vietnam,1,4,24.96,6.24,3,5.98,4.17,28.7,0.87,2,1,Mike,Hillyer,2,16.98
2005-06,532,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,1,105,Vietnam,2,2,8.98,4.49,2,2.99,3.0,28.7,0.31,5,1,Mike,Hillyer,1,4.99
2005-06,406,NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,0,106,"Virgin Islands, U.S.",1,7,26.93,3.85,5,0.99,27.2,30.67,0.88,1,1,Mike,Hillyer,4,20.96
2005-06,213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,107,Yemen,1,9,35.91,3.99,6,0.99,36.27,30.05,1.2,1,1,Mike,Hillyer,6,18.94
2005-06,470,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,1,107,Yemen,1,3,9.97,3.32,2,2.99,3.33,30.05,0.33,3,2,Jon,Stephens,2,8.98
2005-06,553,MAX,PITT,MAX.PITT@sakilacustomer.org,1,108,Yugoslavia,1,3,19.97,6.66,3,4.99,4.0,32.43,0.62,1,2,Jon,Stephens,2,10.98
2005-07,218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,1,1,Afghanistan,1,8,37.92,4.74,6,4.97,7.63,22.61,1.68,1,2,Jon,Stephens,4,19.96
2005-07,441,MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,1,2,Algeria,1,17,66.83,3.93,8,9.98,6.7,27.36,2.44,1,2,Jon,Stephens,10,34.9
2005-07,176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,2,Algeria,1,12,55.88,4.66,7,42.92,1.3,27.36,2.04,2,1,Mike,Hillyer,8,34.92
2005-07,69,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,1,2,Algeria,2,11,47.89,4.35,8,7.98,6.0,27.36,1.75,3,2,Jon,Stephens,6,26.94
2005-07,528,CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org,1,4,Angola,1,11,56.89,5.17,10,7.98,7.13,26.94,2.11,1,2,Jon,Stephens,6,33.94
2005-07,585,PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,1,6,Argentina,1,13,70.87,5.45,9,13.96,5.08,25.17,2.82,1,2,Jon,Stephens,8,41.92
2005-07,89,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,1,6,Argentina,1,17,68.83,4.05,8,30.95,2.22,25.17,2.74,2,2,Jon,Stephens,11,46.89
2005-07,219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,1,6,Argentina,2,15,64.85,4.32,9,4.98,13.02,25.17,2.58,3,2,Jon,Stephens,10,42.9
2005-07,331,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,1,6,Argentina,1,12,63.88,5.32,6,12.97,4.93,25.17,2.54,4,1,Mike,Hillyer,9,43.91
2005-07,107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,6,Argentina,1,14,61.86,4.42,10,24.93,2.48,25.17,2.46,5,2,Jon,Stephens,10,39.9
2005-07,560,JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,6,Argentina,1,14,59.86,4.28,10,6.98,8.58,25.17,2.38,6,2,Jon,Stephens,6,34.94
2005-07,243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,1,6,Argentina,1,13,45.87,3.53,9,12.97,3.54,25.17,1.82,8,2,Jon,Stephens,9,33.91
2005-07,359,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,1,6,Argentina,2,9,39.91,4.43,6,12.96,3.08,25.17,1.59,9,2,Jon,Stephens,5,25.95
2005-07,530,DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,1,6,Argentina,2,9,30.91,3.43,6,5.97,5.18,25.17,1.23,10,2,Jon,Stephens,5,15.95
2005-07,41,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,1,7,Armenia,1,15,70.85,4.72,8,12.98,5.46,29.69,2.39,1,1,Mike,Hillyer,9,36.91
2005-07,173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,9,Austria,1,14,57.86,4.13,9,16.95,3.41,25.6,2.26,1,2,Jon,Stephens,9,36.91
2005-07,159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,9,Austria,1,10,38.9,3.89,8,1.98,19.65,25.6,1.52,2,2,Jon,Stephens,7,24.93
2005-07,334,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,1,10,Azerbaijan,2,11,53.89,4.9,8,10.97,4.91,27.27,1.98,1,1,Mike,Hillyer,6,30.94
2005-07,333,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,1,10,Azerbaijan,2,13,51.87,3.99,8,14.96,3.47,27.27,1.9,2,2,Jon,Stephens,10,41.9
2005-07,590,SETH,HANNON,SETH.HANNON@sakilacustomer.org,1,11,Bahrain,2,14,56.86,4.06,10,30.95,1.84,22.55,2.52,1,1,Mike,Hillyer,8,32.92
2005-07,332,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,1,12,Bangladesh,1,17,78.83,4.64,6,,,36.55,2.16,1,2,Jon,Stephens,9,47.91
2005-07,144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,13,Belarus,1,18,93.82,5.21,9,22.94,4.09,34.67,2.71,1,2,Jon,Stephens,12,68.88
2005-07,527,CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,1,13,Belarus,1,9,26.91,2.99,6,7.96,3.38,34.67,0.78,2,1,Mike,Hillyer,5,14.95
2005-07,455,JON,WILES,JON.WILES@sakilacustomer.org,1,14,Bolivia,2,9,45.91,5.1,7,7.96,5.77,20.39,2.25,1,1,Mike,Hillyer,4,23.96
2005-07,178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,15,Brazil,2,18,85.82,4.77,8,44.92,1.91,28.83,2.98,1,1,Mike,Hillyer,10,54.9
2005-07,92,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,1,15,Brazil,2,15,78.85,5.26,9,14.97,5.27,28.83,2.73,2,2,Jon,Stephens,7,45.93
2005-07,591,KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,1,15,Brazil,1,15,75.85,5.06,8,8.97,8.46,28.83,2.63,3,1,Mike,Hillyer,10,46.9
2005-07,39,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,1,15,Brazil,1,15,73.85,4.92,8,26.94,2.74,28.83,2.56,4,2,Jon,Stephens,8,48.92
2005-07,314,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,1,15,Brazil,1,18,67.82,3.77,10,6.98,9.72,28.83,2.35,5,2,Jon,Stephens,10,42.9
2005-07,354,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,1,15,Brazil,2,19,67.81,3.57,11,15.96,4.25,28.83,2.35,6,1,Mike,Hillyer,9,35.91
2005-07,307,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,1,15,Brazil,2,13,62.87,4.84,8,22.94,2.74,28.83,2.18,7,1,Mike,Hillyer,12,55.88
2005-07,362,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,1,15,Brazil,1,15,61.85,4.12,9,14.95,4.14,28.83,2.15,8,1,Mike,Hillyer,9,31.91
2005-07,206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,15,Brazil,1,13,60.87,4.68,8,11.97,5.09,28.83,2.11,9,1,Mike,Hillyer,7,36.93
2005-07,254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,1,15,Brazil,2,13,55.87,4.3,7,13.95,4.01,28.83,1.94,10,1,Mike,Hillyer,6,28.94
2005-07,443,FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,1,15,Brazil,2,10,54.9,5.49,5,2.99,18.36,28.83,1.9,11,1,Mike,Hillyer,5,31.95
2005-07,229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,15,Brazil,1,13,49.87,3.84,9,14.96,3.33,28.83,1.73,13,2,Jon,Stephens,10,38.9
2005-07,126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,15,Brazil,1,13,48.87,3.76,8,2.99,16.34,28.83,1.69,14,1,Mike,Hillyer,8,26.92
2005-07,74,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,1,15,Brazil,1,10,47.9,4.79,8,12.96,3.7,28.83,1.66,15,2,Jon,Stephens,6,26.94
2005-07,342,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,1,15,Brazil,1,12,45.88,3.82,6,14.97,3.06,28.83,1.59,17,2,Jon,Stephens,7,36.93
2005-07,325,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,1,15,Brazil,1,10,41.9,4.19,8,12.97,3.23,28.83,1.45,19,2,Jon,Stephens,7,25.93
2005-07,374,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,1,15,Brazil,2,10,38.9,3.89,8,11.96,3.25,28.83,1.35,20,1,Mike,Hillyer,4,20.96
2005-07,551,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1,15,Brazil,2,8,28.92,3.62,7,8.98,3.22,28.83,1.0,26,2,Jon,Stephens,4,21.96
2005-07,91,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,1,16,Brunei,2,19,59.81,3.15,12,12.96,4.61,22.73,2.63,1,2,Jon,Stephens,12,30.88
2005-07,228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,1,18,Cambodia,2,15,54.85,3.66,9,13.96,3.93,19.15,2.86,1,1,Mike,Hillyer,9,31.91
2005-07,516,ELMER,NOE,ELMER.NOE@sakilacustomer.org,1,18,Cambodia,2,9,46.91,5.21,5,22.94,2.04,19.15,2.45,2,2,Jon,Stephens,6,29.94
2005-07,352,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,1,19,Cameroon,1,9,43.91,4.88,5,20.95,2.1,20.05,2.19,1,1,Mike,Hillyer,6,25.94
2005-07,436,TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,1,20,Canada,1,12,52.88,4.41,7,9.99,5.29,28.27,1.87,2,1,Mike,Hillyer,6,27.94
2005-07,476,DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,1,20,Canada,1,9,39.91,4.43,8,12.96,3.08,28.27,1.41,3,2,Jon,Stephens,5,28.95
2005-07,535,JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org,1,21,Chad,1,11,48.89,4.44,7,9.98,4.9,33.92,1.44,1,1,Mike,Hillyer,8,31.92
2005-07,464,JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,1,22,Chile,1,6,32.94,5.49,6,7.98,4.13,27.36,1.2,2,1,Mike,Hillyer,4,21.96
2005-07,595,TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,1,23,China,1,19,86.81,4.57,9,7.98,10.88,26.38,3.29,1,1,Mike,Hillyer,12,58.88
2005-07,484,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,1,23,China,1,15,77.85,5.19,9,18.96,4.11,26.38,2.95,2,2,Jon,Stephens,10,56.9
2005-07,168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,23,China,1,17,70.83,4.17,10,4.99,14.19,26.38,2.69,3,2,Jon,Stephens,10,41.9
2005-07,302,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,1,23,China,1,15,67.85,4.52,7,2.99,22.69,26.38,2.57,4,1,Mike,Hillyer,6,34.94
2005-07,594,EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1,23,China,1,14,65.86,4.7,8,23.94,2.75,26.38,2.5,5,1,Mike,Hillyer,9,47.91
2005-07,485,CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1,23,China,1,18,63.82,3.55,9,11.98,5.33,26.38,2.42,6,1,Mike,Hillyer,10,32.9
2005-07,211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,23,China,1,16,62.84,3.93,9,15.98,3.93,26.38,2.38,7,2,Jon,Stephens,9,38.91
2005-07,442,LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,1,23,China,1,16,60.84,3.8,9,18.96,3.21,26.38,2.31,8,1,Mike,Hillyer,9,31.91
2005-07,64,JUDITH,COX,JUDITH.COX@sakilacustomer.org,0,23,China,2,19,59.81,3.15,9,3.98,15.03,26.38,2.27,9,1,Mike,Hillyer,9,30.91
2005-07,533,JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,1,23,China,1,13,58.87,4.53,7,18.94,3.11,26.38,2.23,10,2,Jon,Stephens,8,30.92
2005-07,424,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,1,23,China,2,16,58.84,3.68,8,12.97,4.54,26.38,2.23,11,1,Mike,Hillyer,8,36.92
2005-07,495,CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,1,23,China,2,11,56.89,5.17,8,19.96,2.85,26.38,2.16,12,1,Mike,Hillyer,6,29.94
2005-07,154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,23,China,2,14,55.86,3.99,10,8.97,6.23,26.38,2.12,13,2,Jon,Stephens,8,34.92
2005-07,129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,23,China,1,15,55.85,3.72,6,19.94,2.8,26.38,2.12,14,1,Mike,Hillyer,9,30.91
2005-07,241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,23,China,2,15,53.85,3.59,9,11.95,4.51,26.38,2.04,15,1,Mike,Hillyer,10,35.9
2005-07,339,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,1,23,China,2,13,52.87,4.07,10,25.95,2.04,26.38,2.0,16,2,Jon,Stephens,6,28.94
2005-07,588,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1,23,China,1,14,52.86,3.78,8,24.95,2.12,26.38,2.0,17,1,Mike,Hillyer,7,26.93
2005-07,90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,1,23,China,2,12,51.88,4.32,8,8.97,5.78,26.38,1.97,18,2,Jon,Stephens,8,34.92
2005-07,389,ALAN,KAHN,ALAN.KAHN@sakilacustomer.org,1,23,China,1,11,50.89,4.63,10,13.97,3.64,26.38,1.93,20,1,Mike,Hillyer,7,37.93
2005-07,324,GARY,COY,GARY.COY@sakilacustomer.org,1,23,China,2,12,50.88,4.24,8,3.98,12.78,26.38,1.93,21,1,Mike,Hillyer,7,26.93
2005-07,169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,23,China,2,10,49.9,4.99,8,7.98,6.25,26.38,1.89,23,2,Jon,Stephens,5,27.95
2005-07,165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,23,China,2,12,49.88,4.16,10,6.98,7.15,26.38,1.89,24,2,Jon,Stephens,7,33.93
2005-07,552,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,23,China,2,9,48.91,5.43,6,5.98,8.18,26.38,1.85,25,1,Mike,Hillyer,5,29.95
2005-07,138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,23,China,1,15,47.85,3.19,9,9.97,4.8,26.38,1.81,27,1,Mike,Hillyer,11,33.89
2005-07,435,RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,1,23,China,2,10,43.9,4.39,7,1.98,22.17,26.38,1.66,30,1,Mike,Hillyer,5,22.95
2005-07,546,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,1,23,China,1,11,43.89,3.99,7,12.96,3.39,26.38,1.66,31,1,Mike,Hillyer,7,23.93
2005-07,564,BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,1,23,China,2,9,37.91,4.21,5,2.99,12.68,26.38,1.44,33,2,Jon,Stephens,5,23.95
2005-07,37,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,1,23,China,1,6,36.94,6.16,6,10.97,3.37,26.38,1.4,35,1,Mike,Hillyer,4,27.96
2005-07,521,ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org,1,23,China,2,9,31.91,3.55,5,1.98,16.12,26.38,1.21,39,2,Jon,Stephens,6,18.94
2005-07,496,TYLER,WREN,TYLER.WREN@sakilacustomer.org,1,23,China,2,8,29.92,3.74,5,2.99,10.01,26.38,1.13,42,1,Mike,Hillyer,5,17.95
2005-07,93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,23,China,1,6,21.94,3.66,6,5.98,3.67,26.38,0.83,49,1,Mike,Hillyer,4,11.96
2005-07,490,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,1,24,Colombia,1,14,64.86,4.63,11,3.99,16.26,26.27,2.47,1,2,Jon,Stephens,7,33.93
2005-07,235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,24,Colombia,1,15,62.85,4.19,9,5.98,10.51,26.27,2.39,2,2,Jon,Stephens,8,31.92
2005-07,87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1,24,Colombia,1,11,56.89,5.17,7,25.95,2.19,26.27,2.17,3,2,Jon,Stephens,6,30.94
2005-07,460,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,1,24,Colombia,1,8,41.92,5.24,7,0.99,42.34,26.27,1.6,5,1,Mike,Hillyer,5,29.95
2005-07,180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,24,Colombia,2,10,40.9,4.09,7,5.98,6.84,26.27,1.56,6,2,Jon,Stephens,6,22.94
2005-07,265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,26,Czech Republic,2,16,70.84,4.43,10,15.97,4.44,33.43,2.12,1,1,Mike,Hillyer,9,38.91
2005-07,418,JEFF,EAST,JEFF.EAST@sakilacustomer.org,1,27,Dominican Republic,2,10,45.9,4.59,7,8.97,5.12,31.82,1.44,1,2,Jon,Stephens,4,25.96
2005-07,437,RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,1,27,Dominican Republic,2,10,44.9,4.49,7,11.97,3.75,31.82,1.41,2,2,Jon,Stephens,8,37.92
2005-07,258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,1,27,Dominican Republic,1,10,44.9,4.49,8,12.97,3.46,31.82,1.41,3,1,Mike,Hillyer,5,24.95
2005-07,494,RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org,1,28,Ecuador,2,18,80.82,4.49,9,2.99,27.03,32.51,2.49,1,2,Jon,Stephens,13,64.87
2005-07,233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,1,29,Egypt,2,13,55.87,4.3,10,13.96,4.0,33.07,1.69,3,1,Mike,Hillyer,8,34.92
2005-07,559,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,29,Egypt,2,12,41.88,3.49,10,12.96,3.23,33.07,1.27,5,1,Mike,Hillyer,9,35.91
2005-07,317,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,1,32,Faroe Islands,2,12,50.88,4.24,8,10.97,4.64,22.94,2.22,1,1,Mike,Hillyer,8,33.92
2005-07,35,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,34,France,2,16,68.84,4.3,10,17.94,3.84,22.0,3.13,1,1,Mike,Hillyer,11,55.89
2005-07,402,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,1,34,France,1,12,52.88,4.41,8,12.97,4.08,22.0,2.4,2,2,Jon,Stephens,8,37.92
2005-07,104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,34,France,1,10,44.9,4.49,7,8.96,5.01,22.0,2.04,3,2,Jon,Stephens,5,25.95
2005-07,43,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,36,French Polynesia,2,12,47.88,3.99,9,4.99,9.6,23.55,2.03,1,1,Mike,Hillyer,7,29.93
2005-07,584,SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,1,37,Gambia,2,12,44.88,3.74,8,10.98,4.09,32.43,1.38,1,2,Jon,Stephens,6,23.94
2005-07,196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,38,Germany,1,14,63.86,4.56,8,31.92,2.0,27.7,2.31,1,2,Jon,Stephens,10,42.9
2005-07,114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,38,Germany,2,15,61.85,4.12,11,19.96,3.1,27.7,2.23,2,1,Mike,Hillyer,9,36.91
2005-07,227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,38,Germany,1,12,44.88,3.74,9,12.96,3.46,27.7,1.62,4,1,Mike,Hillyer,8,28.92
2005-07,3,LINDA,WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,1,39,Greece,1,13,68.87,5.3,7,25.96,2.65,25.83,2.67,1,2,Jon,Stephens,6,39.94
2005-07,596,ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1,39,Greece,1,6,21.94,3.66,4,3.98,5.51,25.83,0.85,2,1,Mike,Hillyer,4,12.96
2005-07,207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,40,Greenland,1,15,58.85,3.92,9,3.99,14.75,34.42,1.71,1,2,Jon,Stephens,8,35.92
2005-07,592,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,0,43,Hungary,1,15,61.85,4.12,8,24.95,2.48,27.93,2.21,1,1,Mike,Hillyer,10,44.9
2005-07,209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,44,India,2,17,82.83,4.87,10,19.96,4.15,26.73,3.1,1,2,Jon,Stephens,9,48.91
2005-07,225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,44,India,1,17,80.83,4.75,9,7.99,10.12,26.73,3.02,2,1,Mike,Hillyer,9,50.91
2005-07,508,MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org,1,44,India,2,14,74.86,5.35,7,4.99,15.0,26.73,2.8,3,2,Jon,Stephens,11,60.89
2005-07,502,BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,44,India,1,15,73.85,4.92,11,9.97,7.41,26.73,2.76,4,2,Jon,Stephens,9,41.91
2005-07,446,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,0,44,India,2,17,71.83,4.23,6,20.94,3.43,26.73,2.69,5,2,Jon,Stephens,9,37.91
2005-07,426,BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1,44,India,1,11,65.89,5.99,7,19.95,3.3,26.73,2.46,6,1,Mike,Hillyer,7,41.93
2005-07,403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,1,44,India,1,12,61.88,5.16,7,35.94,1.72,26.73,2.31,7,2,Jon,Stephens,7,36.93
2005-07,59,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,44,India,1,11,60.89,5.54,8,10.97,5.55,26.73,2.28,8,1,Mike,Hillyer,7,36.93
2005-07,300,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,1,44,India,1,14,59.86,4.28,10,3.98,15.04,26.73,2.24,9,1,Mike,Hillyer,10,47.9
