customer_full_name,staff_full_name,payment_count,total_amount,high_attention_flag
LORI WOOD,Mike Hillyer,6,25.940000000000005,0
APRIL BURNS,Mike Hillyer,6,25.940000000000005,0
MARLENE WELCH,Mike Hillyer,6,25.940000000000005,0
MARLENE WELCH,Jon Stephens,6,25.940000000000005,0
STEVEN CURLEY,Mike Hillyer,6,25.940000000000005,0
NATHAN RUNYON,Mike Hillyer,6,25.940000000000005,0
EDWIN BURK,Jon Stephens,6,25.940000000000005,0
REGINALD KINDER,Jon Stephens,6,25.940000000000005,0
GERALDINE PERKINS,Jon Stephens,6,25.94,0
ALBERT CROUSE,Mike Hillyer,6,25.94,0
HELEN HARRIS,Mike Hillyer,6,25.939999999999998,0
JANICE WARD,Jon Stephens,6,25.939999999999998,0
LOUISE JENKINS,Jon Stephens,6,25.939999999999998,0
CAROLE BARNETT,Jon Stephens,6,25.939999999999998,0
CHARLES KOWALSKI,Mike Hillyer,6,25.939999999999998,0
BEATRICE ARNOLD,Jon Stephens,7,25.930000000000007,0
MARION OCAMPO,Jon Stephens,7,25.930000000000007,0
ANNIE RUSSELL,Jon Stephens,7,25.93,0
TIMOTHY BUNN,Jon Stephens,7,25.93,0
ROSS GREY,Mike Hillyer,7,25.93,0
PRISCILLA LOWE,Jon Stephens,7,25.929999999999996,0
FRANK WAGGONER,Jon Stephens,7,25.929999999999996,0
SALLY PIERCE,Mike Hillyer,8,25.920000000000005,0
CAROLYN PEREZ,Mike Hillyer,8,25.92,0
KATHY JAMES,Jon Stephens,8,25.92,0
CHESTER BENNER,Mike Hillyer,8,25.92,0
CYNTHIA YOUNG,Mike Hillyer,5,24.950000000000003,0
ROSE HOWARD,Mike Hillyer,5,24.950000000000003,0
SARA PERRY,Mike Hillyer,5,24.950000000000003,0
JACQUELINE LONG,Jon Stephens,5,24.950000000000003,0
SHEILA WELLS,Mike Hillyer,5,24.950000000000003,0
VIOLA HANSON,Mike Hillyer,5,24.950000000000003,0
MYRTLE FLEMING,Mike Hillyer,5,24.950000000000003,0
MIKE WAY,Mike Hillyer,5,24.950000000000003,0
TERRY GRISSOM,Jon Stephens,5,24.95,0
EDDIE TOMLIN,Jon Stephens,5,24.949999999999996,0
JULIE SANCHEZ,Jon Stephens,6,24.940000000000005,0
GRACE ELLIS,Jon Stephens,6,24.940000000000005,0
CARRIE PORTER,Jon Stephens,6,24.940000000000005,0
CLARA SHAW,Mike Hillyer,6,24.940000000000005,0
LUCY WHEELER,Jon Stephens,6,24.940000000000005,0
MAE FLETCHER,Jon Stephens,6,24.940000000000005,0
JAMES GANNON,Mike Hillyer,6,24.940000000000005,0
DAVID ROYAL,Jon Stephens,6,24.940000000000005,0
CLINTON BUFORD,Jon Stephens,6,24.940000000000005,0
TROY QUIGLEY,Jon Stephens,6,24.94,0
BEN EASTER,Mike Hillyer,6,24.94,0
SCOTT SHELLEY,Jon Stephens,7,24.930000000000007,0
JILL HAWKINS,Jon Stephens,7,24.930000000000003,0
KRISTINA CHAMBERS,Mike Hillyer,7,24.93,0
BRAD MCCURDY,Jon Stephens,7,24.93,0
WILLARD LUMPKIN,Mike Hillyer,7,24.93,0
DEBRA NELSON,Mike Hillyer,7,24.929999999999996,0
IRENE PRICE,Jon Stephens,8,24.920000000000005,0
JORDAN ARCHULETA,Mike Hillyer,8,24.920000000000005,0
NANCY THOMAS,Jon Stephens,8,24.92,0
DARLENE ROSE,Mike Hillyer,8,24.92,0
GEORGE LINTON,Mike Hillyer,8,24.92,0
DOROTHY TAYLOR,Jon Stephens,5,23.950000000000003,0
SARAH LEWIS,Mike Hillyer,5,23.950000000000003,0
CATHERINE CAMPBELL,Jon Stephens,5,23.950000000000003,0
BILLIE HORTON,Jon Stephens,5,23.950000000000003,0
DANIEL CABRAL,Mike Hillyer,5,23.950000000000003,0
KENNETH GOODEN,Mike Hillyer,5,23.950000000000003,0
GARY COY,Jon Stephens,5,23.950000000000003,0
ADAM GOOCH,Mike Hillyer,5,23.950000000000003,0
OSCAR AQUINO,Jon Stephens,5,23.950000000000003,0
GLEN TALBERT,Mike Hillyer,5,23.950000000000003,0
ERIK GUILLEN,Mike Hillyer,5,23.950000000000003,0
JULIO NOLAND,Jon Stephens,5,23.950000000000003,0
KURT EMMONS,Jon Stephens,5,23.950000000000003,0
BOB PFEIFFER,Jon Stephens,5,23.950000000000003,0
ANDY VANHORN,Mike Hillyer,5,23.950000000000003,0
JULIE SANCHEZ,Mike Hillyer,6,23.940000000000005,0
MILDRED BAILEY,Mike Hillyer,6,23.940000000000005,0
BERTHA FERGUSON,Jon Stephens,6,23.940000000000005,0
CARLA GUTIERREZ,Mike Hillyer,6,23.940000000000005,0
TERRI VASQUEZ,Jon Stephens,6,23.940000000000005,0
JENNY CASTRO,Mike Hillyer,6,23.940000000000005,0
SALVADOR TEEL,Jon Stephens,6,23.940000000000005,0
ANNA HILL,Mike Hillyer,6,23.94,0
MARCUS HIDALGO,Jon Stephens,6,23.94,0
SETH HANNON,Jon Stephens,6,23.94,0
GAIL KNIGHT,Mike Hillyer,7,23.930000000000003,0
STACEY MONTGOMERY,Mike Hillyer,7,23.930000000000003,0
JACOB LANCE,Jon Stephens,7,23.930000000000003,0
JOSEPHINE GOMEZ,Jon Stephens,7,23.93,0
ETHEL WEBB,Jon Stephens,7,23.93,0
WALTER PERRYMAN,Mike Hillyer,7,23.93,0
JACK FOUST,Mike Hillyer,7,23.93,0
GLENN PULLEN,Jon Stephens,7,23.93,0
TIM CARY,Mike Hillyer,7,23.93,0
KELLY KNOTT,Mike Hillyer,7,23.93,0
DEAN SAUER,Mike Hillyer,7,23.929999999999996,0
ELSIE KELLEY,Jon Stephens,8,23.92,0
HILDA HOPKINS,Jon Stephens,8,23.919999999999998,0
ROSS GREY,Jon Stephens,8,23.919999999999998,0
JOANNE ROBERTSON,Jon Stephens,9,23.909999999999997,0
CONNIE WALLACE,Mike Hillyer,5,22.950000000000003,0
ALICIA MILLS,Mike Hillyer,5,22.950000000000003,0
SUE PETERS,Jon Stephens,5,22.950000000000003,0
RAYMOND MCWHORTER,Jon Stephens,5,22.950000000000003,0
HARRY ARCE,Jon Stephens,5,22.950000000000003,0
RICKY SHELBY,Mike Hillyer,5,22.950000000000003,0
FRANCISCO SKIDMORE,Jon Stephens,5,22.950000000000003,0
ANGEL BARCLAY,Mike Hillyer,5,22.950000000000003,0
CLAUDE HERZOG,Mike Hillyer,5,22.950000000000003,0
CAROL GARCIA,Jon Stephens,6,22.940000000000005,0
DEBBIE REYES,Jon Stephens,6,22.940000000000005,0
STACY CUNNINGHAM,Jon Stephens,6,22.940000000000005,0
NICOLE PETERSON,Mike Hillyer,6,22.94,0
ALLISON STANLEY,Jon Stephens,6,22.94,0
DENNIS GILMAN,Mike Hillyer,6,22.94,0
ADAM GOOCH,Jon Stephens,6,22.94,0
LOUIS LEONE,Jon Stephens,6,22.94,0
TONY CARRANZA,Jon Stephens,6,22.94,0
LEONA OBRIEN,Jon Stephens,6,22.939999999999998,0
AMANDA CARTER,Jon Stephens,7,22.93,0
GLADYS HAMILTON,Mike Hillyer,7,22.93,0
SALLY PIERCE,Jon Stephens,7,22.93,0
RENEE LANE,Jon Stephens,7,22.93,0
GERTRUDE CASTILLO,Mike Hillyer,7,22.93,0
ALEX GRESHAM,Jon Stephens,7,22.929999999999996,0
KIM CRUZ,Mike Hillyer,8,22.92,0
GERALD FULTZ,Mike Hillyer,8,22.92,0
IVAN CROMWELL,Mike Hillyer,8,22.919999999999998,0
THERESA WATSON,Jon Stephens,5,21.950000000000003,0
ROSA REYNOLDS,Mike Hillyer,5,21.950000000000003,0
ELLEN SIMPSON,Jon Stephens,5,21.950000000000003,0
LORETTA CARPENTER,Mike Hillyer,5,21.950000000000003,0
LAURIE LAWRENCE,Mike Hillyer,5,21.950000000000003,0
WILLIE HOWELL,Mike Hillyer,5,21.950000000000003,0
VINCENT RALSTON,Mike Hillyer,5,21.950000000000003,0
JON WILES,Jon Stephens,5,21.950000000000003,0
ALVIN DELOACH,Mike Hillyer,5,21.950000000000003,0
MITCHELL WESTMORELAND,Jon Stephens,5,21.950000000000003,0
ERICA MATTHEWS,Mike Hillyer,5,21.95,0
SHANE MILLARD,Mike Hillyer,5,21.95,0
BESSIE MORRISON,Jon Stephens,5,21.949999999999996,0
MARGARET MOORE,Mike Hillyer,6,21.940000000000005,0
DOROTHY TAYLOR,Mike Hillyer,6,21.940000000000005,0
JULIA FLORES,Mike Hillyer,6,21.940000000000005,0
MARJORIE TUCKER,Mike Hillyer,6,21.940000000000005,0
BETH FRANKLIN,Mike Hillyer,6,21.940000000000005,0
RICHARD MCCRARY,Jon Stephens,6,21.940000000000005,0
IVAN CROMWELL,Jon Stephens,6,21.940000000000005,0
MINNIE ROMERO,Mike Hillyer,6,21.94,0
WALLACE SLONE,Jon Stephens,6,21.94,0
RUSSELL BRINSON,Jon Stephens,6,21.939999999999998,0
JEFFERY PINSON,Mike Hillyer,6,21.939999999999998,0
SUSAN WILSON,Mike Hillyer,7,21.93,0
LUCY WHEELER,Mike Hillyer,7,21.93,0
FELICIA SUTTON,Mike Hillyer,7,21.93,0
ROSEMARY SCHMIDT,Jon Stephens,8,21.92,0
KYLE SPURLOCK,Jon Stephens,8,21.92,0
DEREK BLAKELY,Jon Stephens,8,21.92,0
DARRELL POWER,Mike Hillyer,8,21.92,0
DEBORAH WALKER,Mike Hillyer,5,20.950000000000003,0
REBECCA SCOTT,Jon Stephens,5,20.950000000000003,0
JUDY GRAY,Mike Hillyer,5,20.950000000000003,0
JOANN GARDNER,Mike Hillyer,5,20.950000000000003,0
AUDREY RAY,Mike Hillyer,5,20.950000000000003,0
GEORGIA JACOBS,Jon Stephens,5,20.950000000000003,0
DEANNA BYRD,Mike Hillyer,5,20.950000000000003,0
VIOLET RODRIQUEZ,Mike Hillyer,5,20.950000000000003,0
PATRICK NEWSOM,Jon Stephens,5,20.950000000000003,0
RICKY SHELBY,Jon Stephens,5,20.950000000000003,0
ROBERTO VU,Mike Hillyer,5,20.950000000000003,0
ISAAC OGLESBY,Jon Stephens,5,20.950000000000003,0
CLIFTON MALCOLM,Jon Stephens,5,20.950000000000003,0
KIRK STCLAIR,Jon Stephens,5,20.950000000000003,0
LILLIE KIM,Jon Stephens,5,20.95,0
WILLIAM SATTERFIELD,Mike Hillyer,5,20.95,0
BENJAMIN VARNEY,Mike Hillyer,5,20.95,0
TODD TAN,Jon Stephens,5,20.95,0
MARY SMITH,Jon Stephens,6,20.940000000000005,0
ANDRE RAPP,Jon Stephens,6,20.940000000000005,0
MICHELE GRANT,Mike Hillyer,6,20.94,0
HARVEY GUAJARDO,Jon Stephens,6,20.94,0
SALVADOR TEEL,Mike Hillyer,6,20.94,0
PAULINE HENRY,Mike Hillyer,6,20.939999999999998,0
CATHY SPENCER,Mike Hillyer,6,20.939999999999998,0
MIRIAM MCKINNEY,Jon Stephens,6,20.939999999999998,0
DARYL LARUE,Mike Hillyer,6,20.939999999999994,0
KATHLEEN ADAMS,Jon Stephens,7,20.93,0
TRACY COLE,Mike Hillyer,7,20.93,0
CLARENCE GAMEZ,Mike Hillyer,7,20.93,0
CATHY SPENCER,Jon Stephens,5,19.950000000000003,0
IDA ANDREWS,Mike Hillyer,5,19.950000000000003,0
MYRTLE FLEMING,Jon Stephens,5,19.950000000000003,0
HILDA HOPKINS,Mike Hillyer,5,19.950000000000003,0
JAMES GANNON,Jon Stephens,5,19.950000000000003,0
MATHEW BOLIN,Mike Hillyer,5,19.950000000000003,0
TRACEY BARRETT,Mike Hillyer,5,19.95,0
RAMONA HALE,Jon Stephens,5,19.95,0
JIMMY SCHRADER,Mike Hillyer,5,19.95,0
KATHLEEN ADAMS,Mike Hillyer,6,19.940000000000005,0
MEGAN PALMER,Mike Hillyer,6,19.940000000000005,0
SHIRLEY ALLEN,Jon Stephens,6,19.94,0
MISTY LAMBERT,Jon Stephens,6,19.94,0
JEFF EAST,Mike Hillyer,6,19.94,0
KELLY TORRES,Jon Stephens,6,19.939999999999998,0
WAYNE TRUONG,Jon Stephens,6,19.939999999999994,0
CHRISTY VARGAS,Mike Hillyer,7,19.93,0
EDGAR RHOADS,Jon Stephens,7,19.93,0
TED BREAUX,Mike Hillyer,8,19.92,0
RITA GRAHAM,Mike Hillyer,5,18.950000000000003,0
CONNIE WALLACE,Jon Stephens,5,18.950000000000003,0
DEBBIE REYES,Mike Hillyer,5,18.950000000000003,0
LYNN PAYNE,Jon Stephens,5,18.950000000000003,0
DOLORES WAGNER,Mike Hillyer,5,18.950000000000003,0
KRISTIN JOHNSTON,Jon Stephens,5,18.950000000000003,0
VINCENT RALSTON,Jon Stephens,5,18.950000000000003,0
FELIX GAFFNEY,Jon Stephens,5,18.950000000000003,0
IAN STILL,Mike Hillyer,5,18.950000000000003,0
ANGEL BARCLAY,Jon Stephens,5,18.95,0
LESLIE GORDON,Mike Hillyer,5,18.949999999999996,0
JAY ROBB,Mike Hillyer,5,18.949999999999996,0
AMY LOPEZ,Jon Stephens,6,18.94,0
JO FOWLER,Mike Hillyer,6,18.94,0
RONALD WEINER,Jon Stephens,6,18.94,0
CHRIS BROTHERS,Jon Stephens,6,18.94,0
DUSTIN GILLETTE,Mike Hillyer,6,18.94,0
ADRIAN CLARY,Mike Hillyer,6,18.94,0
ROLAND SOUTH,Jon Stephens,6,18.939999999999998,0
DEBORAH WALKER,Jon Stephens,7,18.93,0
HECTOR POINDEXTER,Jon Stephens,7,18.93,0
GENE SANBORN,Jon Stephens,7,18.93,0
CHRISTINE ROBERTS,Jon Stephens,5,17.950000000000003,0
JEAN BELL,Jon Stephens,5,17.950000000000003,0
JOANN GARDNER,Jon Stephens,5,17.950000000000003,0
CONSTANCE REID,Mike Hillyer,5,17.950000000000003,0
HEIDI LARSON,Jon Stephens,5,17.950000000000003,0
BRANDY GRAVES,Mike Hillyer,5,17.950000000000003,0
FRED WHEAT,Mike Hillyer,5,17.950000000000003,0
TYLER WREN,Mike Hillyer,5,17.950000000000003,0
KURT EMMONS,Mike Hillyer,5,17.950000000000003,0
VIRGIL WOFFORD,Jon Stephens,5,17.950000000000003,0
EDUARDO HIATT,Jon Stephens,5,17.950000000000003,0
MICHELLE CLARK,Jon Stephens,5,17.95,0
CARMEN OWENS,Jon Stephens,6,17.94,0
TERRY CARLSON,Jon Stephens,6,17.94,0
PENNY NEAL,Mike Hillyer,6,17.94,0
JOSE ANDREW,Jon Stephens,6,17.94,0
JEREMY HURTADO,Jon Stephens,6,17.94,0
JORGE OLIVARES,Mike Hillyer,6,17.94,0
NORMAN CURRIER,Mike Hillyer,7,17.93,0
TIFFANY JORDAN,Mike Hillyer,5,16.950000000000003,0
RENEE LANE,Mike Hillyer,5,16.950000000000003,0
CHRISTY VARGAS,Jon Stephens,5,16.950000000000003,0
SCOTT SHELLEY,Mike Hillyer,5,16.950000000000003,0
LAWRENCE LAWTON,Jon Stephens,5,16.950000000000003,0
BARRY LOVELACE,Mike Hillyer,5,16.950000000000003,0
MICHEAL FORMAN,Jon Stephens,5,16.950000000000003,0
BILL GAVIN,Mike Hillyer,5,16.950000000000003,0
TERRANCE ROUSH,Jon Stephens,5,16.950000000000003,0
JOAN COOPER,Jon Stephens,5,16.95,0
PEARL GARZA,Mike Hillyer,5,16.95,0
JENNIFER DAVIS,Jon Stephens,6,16.94,0
EMILY DIAZ,Mike Hillyer,6,16.94,0
GABRIEL HARDER,Mike Hillyer,6,16.94,0
EVELYN MORGAN,Mike Hillyer,7,16.93,0
ANGELA HERNANDEZ,Mike Hillyer,5,15.950000000000001,0
EDNA WEST,Mike Hillyer,5,15.950000000000001,0
ERIN DUNN,Jon Stephens,5,15.950000000000001,0
LORRAINE STEPHENS,Mike Hillyer,5,15.950000000000001,0
ROBERTA HARPER,Jon Stephens,5,15.950000000000001,0
HOLLY FOX,Jon Stephens,5,15.950000000000001,0
LORETTA CARPENTER,Jon Stephens,5,15.950000000000001,0
OLGA JIMENEZ,Mike Hillyer,5,15.950000000000001,0
SHERRI RHODES,Jon Stephens,5,15.950000000000001,0
JASON MORRISSEY,Jon Stephens,5,15.950000000000001,0
GREGORY MAULDIN,Jon Stephens,5,15.950000000000001,0
RAMON CHOATE,Mike Hillyer,5,15.950000000000001,0
DARRYL ASHCRAFT,Jon Stephens,5,15.950000000000001,0
ARMANDO GRUBER,Jon Stephens,5,15.950000000000001,0
WENDY HARRISON,Jon Stephens,6,15.940000000000001,0
GEORGIA JACOBS,Mike Hillyer,6,15.940000000000001,0
JUAN FRALEY,Mike Hillyer,6,15.940000000000001,0
CLINTON BUFORD,Mike Hillyer,6,15.940000000000001,0
KEN PREWITT,Mike Hillyer,6,15.940000000000001,0
NANCY THOMAS,Mike Hillyer,5,14.950000000000001,0
DONNA THOMPSON,Mike Hillyer,5,14.950000000000001,0
THERESA WATSON,Mike Hillyer,5,14.950000000000001,0
NORMA GONZALES,Jon Stephens,5,14.950000000000001,0
ANNIE RUSSELL,Mike Hillyer,5,14.950000000000001,0
MATTHEW MAHAN,Mike Hillyer,5,14.950000000000001,0
LEONARD SCHOFIELD,Jon Stephens,5,14.950000000000001,0
NORMAN CURRIER,Jon Stephens,5,14.950000000000001,0
MELVIN ELLINGTON,Jon Stephens,5,14.950000000000001,0
CORY MEEHAN,Mike Hillyer,5,14.950000000000001,0
IDA ANDREWS,Jon Stephens,6,14.940000000000001,0
IRMA PEARSON,Mike Hillyer,6,14.940000000000001,0
TRACEY BARRETT,Jon Stephens,6,14.940000000000001,0
ERIKA PENA,Jon Stephens,6,14.940000000000001,0
LEONARD SCHOFIELD,Mike Hillyer,6,14.940000000000001,0
SUSAN WILSON,Jon Stephens,5,13.950000000000001,0
KIMBERLY LEE,Mike Hillyer,5,13.950000000000001,0
LAURIE LAWRENCE,Jon Stephens,5,13.950000000000001,0
MATTIE HOFFMAN,Mike Hillyer,5,13.950000000000001,0
RAUL FORTIER,Jon Stephens,5,13.950000000000001,0
VIRGINIA GREEN,Jon Stephens,5,12.950000000000001,0
ESTHER CRAWFORD,Jon Stephens,5,12.950000000000001,0
SAMUEL MARLOW,Mike Hillyer,5,12.950000000000001,0
LAWRENCE LAWTON,Mike Hillyer,5,12.950000000000001,0
CHAD CARBONE,Jon Stephens,5,12.950000000000001,0
BERNARD COLBY,Jon Stephens,5,12.950000000000001,0
MICHEAL FORMAN,Mike Hillyer,5,12.950000000000001,0
LLOYD DOWD,Mike Hillyer,5,12.950000000000001,0
REGINALD KINDER,Mike Hillyer,5,12.950000000000001,0
HOWARD FORTNER,Mike Hillyer,6,12.940000000000001,0
BOBBIE CRAIG,Jon Stephens,5,11.950000000000001,0
VICTOR BARKLEY,Jon Stephens,5,11.950000000000001,0
MARTIN BALES,Mike Hillyer,5,11.950000000000001,0
ERNEST STEPP,Jon Stephens,6,11.940000000000001,0
HAROLD MARTINO,Mike Hillyer,5,8.950000000000001,0
TOM MILNER,Mike Hillyer,5,8.950000000000001,0
ALFREDO MCADAMS,Jon Stephens,5,8.950000000000001,0
FELIX GAFFNEY,Mike Hillyer,5,7.95,0
MATTIE HOFFMAN,Jon Stephens,5,6.950000000000001,0
