customer_id,first_name,last_name,payment_count,total_amount,avg_amount,max_amount,risk_mark
419,CHAD,CARBONE,1,2.99,2.99,2.99,норма
420,JACOB,LANCE,3,5.970000000000001,1.9900000000000002,3.99,норма
421,LEE,HAWKS,3,12.97,4.323333333333333,4.99,норма
422,MELVIN,ELLINGTON,4,14.96,3.74,5.99,норма
423,ALFRED,CASILLAS,5,27.950000000000003,5.590000000000001,8.99,норма
424,KYLE,SPURLOCK,3,12.97,4.323333333333333,6.99,норма
425,FRANCIS,SIKES,1,6.99,6.99,6.99,норма
426,BRADLEY,MOTLEY,5,19.949999999999996,3.9899999999999993,7.99,норма
427,JESUS,MCCARTNEY,5,18.95,3.79,5.99,норма
428,HERBERT,KRUGER,5,14.950000000000001,2.99,3.99,норма
429,FREDERICK,ISBELL,4,19.96,4.99,7.99,норма
430,RAY,HOULE,6,15.940000000000001,2.6566666666666667,6.99,норма
431,JOEL,FRANCISCO,7,35.93000000000001,5.1328571428571435,8.99,норма
432,EDWIN,BURK,3,13.97,4.656666666666667,5.99,норма
433,DON,BONE,0,0.0,,,норма
434,EDDIE,TOMLIN,7,28.930000000000007,4.1328571428571435,7.99,норма
435,RICKY,SHELBY,2,1.98,0.99,0.99,норма
436,TROY,QUIGLEY,1,9.99,9.99,9.99,норма
437,RANDALL,NEUMANN,3,11.97,3.99,5.99,норма
438,BARRY,LOVELACE,6,17.94,2.99,4.99,норма
439,ALEXANDER,FENNELL,6,23.940000000000005,3.9900000000000007,6.99,норма
440,BERNARD,COLBY,0,0.0,,,норма
441,MARIO,CHEATHAM,2,9.98,4.99,4.99,норма
442,LEROY,BUSTAMANTE,4,18.96,4.74,8.99,норма
443,FRANCISCO,SKIDMORE,1,2.99,2.99,2.99,норма
444,MARCUS,HIDALGO,6,25.940000000000005,4.323333333333334,7.99,норма
445,MICHEAL,FORMAN,0,0.0,,,норма
447,CLIFFORD,BOWENS,4,13.96,3.49,4.99,норма
448,MIGUEL,BETANCOURT,5,24.950000000000003,4.99,7.99,норма
449,OSCAR,AQUINO,3,8.97,2.99,4.99,норма
450,JAY,ROBB,7,22.93,3.275714285714286,4.99,норма
451,JIM,REA,7,22.93,3.275714285714286,6.99,норма
452,TOM,MILNER,7,22.93,3.275714285714286,5.99,норма
453,CALVIN,MARTEL,3,18.97,6.323333333333333,7.99,норма
454,ALEX,GRESHAM,10,52.90000000000001,5.290000000000001,9.99,подозрительно
455,JON,WILES,4,7.960000000000001,1.9900000000000002,2.99,норма
456,RONNIE,RICKETTS,7,25.93,3.704285714285714,6.99,норма
457,BILL,GAVIN,9,30.910000000000004,3.434444444444445,7.99,норма
458,LLOYD,DOWD,2,6.98,3.49,5.99,норма
459,TOMMY,COLLAZO,7,25.93,3.704285714285714,9.99,норма
460,LEON,BOSTIC,1,0.99,0.99,0.99,норма
461,DEREK,BLAKELY,2,10.98,5.49,5.99,норма
462,WARREN,SHERROD,3,20.97,6.989999999999999,9.99,норма
463,DARRELL,POWER,4,15.96,3.99,4.99,норма
464,JEROME,KENYON,2,7.98,3.99,4.99,норма
465,FLOYD,GANDY,4,17.959999999999997,4.489999999999999,8.99,норма
466,LEO,EBERT,5,28.950000000000003,5.790000000000001,8.99,норма
467,ALVIN,DELOACH,4,30.96,7.74,9.99,норма
468,TIM,CARY,6,23.94,3.99,8.99,норма
469,WESLEY,BULL,2,10.98,5.49,9.99,норма
470,GORDON,ALLARD,3,9.97,3.3233333333333337,7.99,норма
471,DEAN,SAUER,5,20.950000000000003,4.19,4.99,норма
472,GREG,ROBINS,6,24.939999999999994,4.156666666666665,6.99,норма
473,JORGE,OLIVARES,4,13.96,3.49,4.99,норма
474,DUSTIN,GILLETTE,2,16.98,8.49,8.99,норма
475,PEDRO,CHESTNUT,0,0.0,,,норма
476,DERRICK,BOURQUE,4,12.96,3.24,4.99,норма
477,DAN,PAINE,4,25.96,6.49,10.99,норма
478,LEWIS,LYMAN,6,31.940000000000005,5.323333333333334,8.99,норма
479,ZACHARY,HITE,6,23.940000000000005,3.9900000000000007,6.99,норма
480,COREY,HAUSER,2,1.98,0.99,0.99,норма
481,HERMAN,DEVORE,4,13.96,3.49,4.99,норма
483,VERNON,CHAPA,3,14.97,4.99,8.99,норма
484,ROBERTO,VU,4,18.96,4.74,5.99,норма
485,CLYDE,TOBIAS,2,11.98,5.99,8.99,норма
486,GLEN,TALBERT,4,16.96,4.24,5.99,норма
487,HECTOR,POINDEXTER,1,3.99,3.99,3.99,норма
488,SHANE,MILLARD,2,9.98,4.99,5.99,норма
489,RICARDO,MEADOR,4,17.96,4.49,7.99,норма
490,SAM,MCDUFFIE,1,3.99,3.99,3.99,норма
491,RICK,MATTOX,7,31.930000000000007,4.561428571428572,4.99,норма
492,LESTER,KRAUS,4,21.96,5.49,9.99,норма
493,BRENT,HARKINS,4,12.96,3.24,4.99,норма
494,RAMON,CHOATE,1,2.99,2.99,2.99,норма
495,CHARLIE,BESS,4,19.96,4.99,7.99,норма
496,TYLER,WREN,1,2.99,2.99,2.99,норма
497,GILBERT,SLEDGE,4,22.96,5.74,8.99,норма
498,GENE,SANBORN,6,19.939999999999998,3.323333333333333,6.99,норма
499,MARC,OUTLAW,4,14.96,3.74,4.99,норма
500,REGINALD,KINDER,5,25.950000000000003,5.19,6.99,норма
501,RUBEN,GEARY,2,13.98,6.99,7.99,норма
502,BRETT,CORNWELL,3,9.97,3.3233333333333337,7.99,норма
503,ANGEL,BARCLAY,3,8.97,2.99,4.99,норма
504,NATHANIEL,ADAM,2,8.98,4.49,6.99,норма
505,RAFAEL,ABNEY,4,24.96,6.24,7.99,норма
506,LESLIE,SEWARD,5,27.950000000000003,5.590000000000001,9.99,норма
507,EDGAR,RHOADS,3,14.97,4.99,4.99,норма
508,MILTON,HOWLAND,1,4.99,4.99,4.99,норма
509,RAUL,FORTIER,2,7.98,3.99,4.99,норма
511,CHESTER,BENNER,4,21.96,5.49,10.99,норма
512,CECIL,VINES,3,14.97,4.99,6.99,норма
513,DUANE,TUBBS,3,12.97,4.323333333333333,7.99,норма
514,FRANKLIN,TROUTMAN,6,14.940000000000001,2.49,4.99,норма
515,ANDRE,RAPP,6,25.939999999999998,4.323333333333333,5.99,норма
516,ELMER,NOE,6,22.939999999999998,3.823333333333333,10.99,норма
517,BRAD,MCCURDY,5,22.95,4.59,8.99,норма
518,GABRIEL,HARDER,2,6.98,3.49,5.99,норма
519,RON,DELUCA,3,17.97,5.989999999999999,8.99,норма
520,MITCHELL,WESTMORELAND,3,12.97,4.323333333333333,6.99,норма
521,ROLAND,SOUTH,2,1.98,0.99,0.99,норма
522,ARNOLD,HAVENS,4,16.96,4.24,8.99,норма
523,HARVEY,GUAJARDO,4,24.959999999999997,6.239999999999999,8.99,норма
524,JARED,ELY,3,9.97,3.3233333333333337,4.99,норма
525,ADRIAN,CLARY,1,2.99,2.99,2.99,норма
526,KARL,SEAL,9,41.91000000000001,4.656666666666668,7.99,норма
527,CORY,MEEHAN,4,7.960000000000001,1.9900000000000002,2.99,норма
528,CLAUDE,HERZOG,2,7.98,3.99,4.99,норма
529,ERIK,GUILLEN,3,3.9699999999999998,1.3233333333333333,1.99,норма
530,DARRYL,ASHCRAFT,3,5.970000000000001,1.9900000000000002,2.99,норма
531,JAMIE,WAUGH,1,2.99,2.99,2.99,норма
532,NEIL,RENNER,2,8.98,4.49,4.99,норма
533,JESSIE,MILAM,6,18.94,3.1566666666666667,6.99,норма
535,JAVIER,ELROD,2,9.98,4.99,4.99,норма
536,FERNANDO,CHURCHILL,3,10.97,3.6566666666666667,4.99,норма
537,CLINTON,BUFORD,4,23.96,5.99,8.99,норма
538,TED,BREAUX,4,18.96,4.74,5.99,норма
539,MATHEW,BOLIN,3,9.97,3.3233333333333337,4.99,норма
540,TYRONE,ASHER,5,18.950000000000003,3.7900000000000005,4.99,норма
541,DARREN,WINDHAM,2,9.98,4.99,6.99,норма
542,LONNIE,TIRADO,2,15.98,7.99,10.99,норма
543,LANCE,PEMBERTON,5,21.950000000000003,4.390000000000001,5.99,норма
544,CODY,NOLEN,4,16.96,4.24,10.99,норма
545,JULIO,NOLAND,1,2.99,2.99,2.99,норма
546,KELLY,KNOTT,4,12.96,3.24,5.99,норма
547,KURT,EMMONS,1,8.99,8.99,8.99,норма
548,ALLAN,CORNISH,3,5.970000000000001,1.9900000000000002,2.99,норма
549,NELSON,CHRISTENSON,1,2.99,2.99,2.99,норма
550,GUY,BROWNLEE,6,39.940000000000005,6.656666666666667,10.99,норма
551,CLAYTON,BARBEE,2,8.98,4.49,4.99,норма
552,HUGH,WALDROP,2,5.98,2.99,4.99,норма
553,MAX,PITT,3,19.97,6.656666666666666,8.99,норма
554,DWAYNE,OLVERA,4,21.96,5.49,6.99,норма
555,DWIGHT,LOMBARDI,1,1.99,1.99,1.99,норма
556,ARMANDO,GRUBER,5,25.950000000000003,5.19,6.99,норма
557,FELIX,GAFFNEY,3,11.97,3.99,6.99,норма
559,EVERETT,BANDA,4,12.96,3.24,4.99,норма
560,JORDAN,ARCHULETA,2,6.98,3.49,4.99,норма
561,IAN,STILL,9,33.910000000000004,3.7677777777777783,5.99,норма
562,WALLACE,SLONE,4,17.96,4.49,4.99,норма
563,KEN,PREWITT,2,5.98,2.99,4.99,норма
564,BOB,PFEIFFER,1,2.99,2.99,2.99,норма
565,JAIME,NETTLES,3,16.97,5.656666666666666,5.99,норма
566,CASEY,MENA,4,16.96,4.24,5.99,норма
567,ALFREDO,MCADAMS,2,7.98,3.99,4.99,норма
568,ALBERTO,HENNING,5,17.95,3.59,4.99,норма
569,DAVE,GARDINER,2,12.98,6.49,6.99,норма
570,IVAN,CROMWELL,7,32.93000000000001,4.7042857142857155,6.99,норма
571,JOHNNIE,CHISHOLM,6,32.940000000000005,5.490000000000001,10.99,норма
572,SIDNEY,BURLESON,3,12.97,4.323333333333333,10.99,норма
573,BYRON,BOX,4,20.96,5.24,7.99,норма
574,JULIAN,VEST,5,15.950000000000001,3.1900000000000004,6.99,норма
575,ISAAC,OGLESBY,3,10.97,3.6566666666666667,4.99,норма
576,MORRIS,MCCARTER,7,33.93000000000001,4.847142857142858,8.99,норма
577,CLIFTON,MALCOLM,3,13.97,4.656666666666667,6.99,норма
578,WILLARD,LUMPKIN,3,14.97,4.99,6.99,норма
579,DARYL,LARUE,3,12.97,4.323333333333333,5.99,норма
580,ROSS,GREY,1,0.99,0.99,0.99,норма
581,VIRGIL,WOFFORD,3,11.97,3.99,4.99,норма
582,ANDY,VANHORN,3,11.97,3.99,7.99,норма
583,MARSHALL,THORN,6,29.94,4.99,9.99,норма
584,SALVADOR,TEEL,2,10.98,5.49,6.99,норма
585,PERRY,SWAFFORD,4,13.96,3.49,7.99,норма
586,KIRK,STCLAIR,2,3.9800000000000004,1.9900000000000002,2.99,норма
587,SERGIO,STANFIELD,4,15.96,3.99,4.99,норма
588,MARION,OCAMPO,5,24.950000000000003,4.99,7.99,норма
589,TRACY,HERRMANN,5,30.950000000000003,6.19,8.99,норма
590,SETH,HANNON,5,30.950000000000003,6.19,9.99,норма
591,KENT,ARSENAULT,3,8.97,2.99,4.99,норма
593,RENE,MCALISTER,4,20.96,5.24,5.99,норма
594,EDUARDO,HIATT,6,23.939999999999998,3.9899999999999998,6.99,норма
595,TERRENCE,GUNDERSON,2,7.98,3.99,4.99,норма
596,ENRIQUE,FORSYTHE,2,3.98,1.99,1.99,норма
597,FREDDIE,DUGGAN,3,7.970000000000001,2.6566666666666667,4.99,норма
598,WADE,DELVALLE,1,2.99,2.99,2.99,норма
599,AUSTIN,CINTRON,4,20.96,5.24,6.99,норма
