customer_id,customer_name,city_name,country_name,payment_date,payment_count,day_amount,max_payment_amount,staff_id,staff_name,store_id,day_amount_rank
336,JOSHUA MARK,Rampur,India,2005-07-29,3,16.97,6.99,1,Mike Hillyer,1,1
357,KEITH RICO,Bratislava,Slovakia,2005-07-11,3,16.97,8.99,1,Mike Hillyer,1,1
402,LUIS YANEZ,Brest,France,2005-07-06,3,16.97,6.99,2,Jon Stephens,2,1
451,JIM REA,El Fuerte,Mexico,2005-07-08,3,16.97,8.99,1,Mike Hillyer,1,2
465,FLOYD GANDY,Zapopan,Mexico,2005-08-17,3,16.97,6.99,2,Jon Stephens,2,1
487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-08-01,3,16.97,6.99,1,Mike Hillyer,1,1
490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-12,3,16.97,8.99,2,Jon Stephens,2,1
498,GENE SANBORN,Salala,Oman,2005-07-27,3,16.97,6.99,1,Mike Hillyer,1,1
520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-08-18,3,16.97,5.99,1,Mike Hillyer,1,2
535,JAVIER ELROD,NDjamna,Chad,2005-07-08,3,16.97,6.99,2,Jon Stephens,2,2
536,FERNANDO CHURCHILL,Tonghae,South Korea,2005-08-17,3,16.97,8.99,2,Jon Stephens,2,1
538,TED BREAUX,Baicheng,China,2005-07-09,3,16.97,8.99,2,Jon Stephens,2,2
550,GUY BROWNLEE,Zhoushan,China,2005-08-21,3,16.97,6.99,2,Jon Stephens,2,2
584,SALVADOR TEEL,Banjul,Gambia,2005-08-21,3,16.97,5.99,2,Jon Stephens,2,2
594,EDUARDO HIATT,Jining,China,2005-07-31,3,16.97,7.99,1,Mike Hillyer,1,1
31,BRENDA WRIGHT,Kamarhati,India,2005-06-18,4,16.96,7.99,1,Mike Hillyer,1,1
172,BERNICE WILLIS,Batman,Turkey,2005-07-27,4,16.96,6.99,1,Mike Hillyer,1,2
175,ANNETTE OLSON,Allappuzha (Alleppey),India,2005-07-29,4,16.96,4.99,1,Mike Hillyer,1,1
176,JUNE CARROLL,Skikda,Algeria,2005-06-18,4,16.96,8.99,1,Mike Hillyer,1,1
188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-08-01,4,16.96,5.99,2,Jon Stephens,2,1
226,MAUREEN LITTLE,Asuncin,Paraguay,2005-08-23,4,16.96,5.99,1,Mike Hillyer,1,1
276,BRANDY GRAVES,Warren,United States,2005-07-30,4,16.96,8.99,1,Mike Hillyer,1,1
302,MICHAEL SILVERMAN,Tiefa,China,2005-08-23,4,16.96,6.99,2,Jon Stephens,2,2
306,CHARLES KOWALSKI,Sungai Petani,Malaysia,2005-08-20,4,16.96,5.99,2,Jon Stephens,2,1
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-08-01,4,16.96,8.99,1,Mike Hillyer,1,1
481,HERMAN DEVORE,Mwanza,Tanzania,2005-07-08,4,16.96,10.99,1,Mike Hillyer,1,1
526,KARL SEAL,Cape Coral,United States,2005-07-27,4,16.96,7.99,2,Jon Stephens,2,1
597,FREDDIE DUGGAN,Sullana,Peru,2005-08-02,4,16.96,5.99,2,Jon Stephens,2,1
319,RONALD WEINER,San Felipe del Progreso,Mexico,2005-08-17,5,16.95,6.99,1,Mike Hillyer,1,1
21,MICHELLE CLARK,Tangail,Bangladesh,2005-06-18,3,15.97,7.99,2,Jon Stephens,2,2
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-01,3,15.97,5.99,1,Mike Hillyer,1,1
47,FRANCES PARKER,Juazeiro do Norte,Brazil,2005-05-26,3,15.97,6.99,1,Mike Hillyer,1,2
49,JOYCE EDWARDS,Jedda,Saudi Arabia,2005-08-21,3,15.97,6.99,1,Mike Hillyer,1,1
52,JULIE SANCHEZ,A Corua (La Corua),Spain,2005-08-22,3,15.97,6.99,2,Jon Stephens,2,1
54,TERESA ROGERS,Iwakuni,Japan,2005-08-02,3,15.97,5.99,2,Jon Stephens,2,1
75,TAMMY SANDERS,Changhwa,Taiwan,2005-07-30,3,15.97,5.99,2,Jon Stephens,2,1
78,LORI WOOD,Rae Bareli,India,2005-07-28,3,15.97,6.99,1,Mike Hillyer,1,1
87,WANDA PATTERSON,Sincelejo,Colombia,2005-08-18,3,15.97,8.99,1,Mike Hillyer,1,1
104,RITA GRAHAM,Toulon,France,2005-07-08,3,15.97,7.99,1,Mike Hillyer,1,1
108,TRACY COLE,Huixquilucan,Mexico,2005-07-29,3,15.97,5.99,2,Jon Stephens,2,1
109,EDNA WEST,Klerksdorp,South Africa,2005-05-31,3,15.97,7.99,1,Mike Hillyer,1,1
119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-08-22,3,15.97,6.99,2,Jon Stephens,2,1
154,MICHELE GRANT,Yuncheng,China,2005-08-22,3,15.97,7.99,2,Jon Stephens,2,1
155,GAIL KNIGHT,Bern,Switzerland,2005-07-11,3,15.97,5.99,1,Mike Hillyer,1,1
170,BEATRICE ARNOLD,Udaipur,India,2005-07-10,3,15.97,7.99,2,Jon Stephens,2,2
170,BEATRICE ARNOLD,Udaipur,India,2005-07-31,3,15.97,9.99,1,Mike Hillyer,1,2
172,BERNICE WILLIS,Batman,Turkey,2005-07-30,3,15.97,6.99,2,Jon Stephens,2,3
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-18,3,15.97,9.99,2,Jon Stephens,2,1
209,TONYA CHAPMAN,Bhilwara,India,2005-07-27,3,15.97,6.99,1,Mike Hillyer,1,1
214,KRISTIN JOHNSTON,Sunnyvale,United States,2005-08-19,3,15.97,9.99,2,Jon Stephens,2,1
242,GLENDA FRAZIER,Qinhuangdao,China,2005-08-01,3,15.97,9.99,2,Jon Stephens,2,1
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-07-31,3,15.97,5.99,1,Mike Hillyer,1,1
256,MABEL HOLLAND,Monywa,Myanmar,2005-08-23,3,15.97,7.99,1,Mike Hillyer,1,1
267,MARGIE WADE,Lengshuijiang,China,2005-07-30,3,15.97,6.99,1,Mike Hillyer,1,2
276,BRANDY GRAVES,Warren,United States,2005-08-18,3,15.97,5.99,2,Jon Stephens,2,2
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-08-22,3,15.97,9.99,1,Mike Hillyer,1,2
363,ROY WHITING,Nyeri,Kenya,2005-08-22,3,15.97,5.99,1,Mike Hillyer,1,1
370,WAYNE TRUONG,Gulbarga,India,2005-07-27,3,15.97,7.99,2,Jon Stephens,2,1
387,JESSE SCHILLING,Lubumbashi,"Congo, The Democratic Republic of the",2005-08-19,3,15.97,6.99,1,Mike Hillyer,1,1
417,TRAVIS ESTEP,al-Qatif,Saudi Arabia,2005-08-02,3,15.97,7.99,1,Mike Hillyer,1,1
427,JESUS MCCARTNEY,Guaruj,Brazil,2005-08-01,3,15.97,5.99,1,Mike Hillyer,1,1
434,EDDIE TOMLIN,Ozamis,Philippines,2005-06-18,3,15.97,7.99,2,Jon Stephens,2,3
441,MARIO CHEATHAM,Batna,Algeria,2005-07-31,3,15.97,10.99,2,Jon Stephens,2,2
445,MICHEAL FORMAN,Escobar,Argentina,2005-08-22,3,15.97,6.99,1,Mike Hillyer,1,2
458,LLOYD DOWD,Tegal,Indonesia,2005-07-12,3,15.97,7.99,2,Jon Stephens,2,1
467,ALVIN DELOACH,Cuauhtmoc,Mexico,2005-08-18,3,15.97,9.99,1,Mike Hillyer,1,2
475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-28,3,15.97,7.99,1,Mike Hillyer,1,1
477,DAN PAINE,Stockport,United Kingdom,2005-07-29,3,15.97,6.99,1,Mike Hillyer,1,1
480,COREY HAUSER,Gaziantep,Turkey,2005-08-19,3,15.97,9.99,2,Jon Stephens,2,2
489,RICARDO MEADOR,Okayama,Japan,2005-08-21,3,15.97,6.99,2,Jon Stephens,2,1
515,ANDRE RAPP,Coquimbo,Chile,2005-08-17,3,15.97,6.99,2,Jon Stephens,2,2
532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-09,3,15.97,7.99,1,Mike Hillyer,1,2
558,JIMMIE EGGLESTON,Wroclaw,Poland,2005-07-12,3,15.97,9.99,2,Jon Stephens,2,1
582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-29,3,15.97,6.99,1,Mike Hillyer,1,2
28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-07-31,4,15.96,4.99,2,Jon Stephens,2,1
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-18,4,15.96,4.99,2,Jon Stephens,2,2
89,JULIA FLORES,La Plata,Argentina,2005-07-28,4,15.96,4.99,2,Jon Stephens,2,2
125,ETHEL WEBB,Boksburg,South Africa,2005-08-17,4,15.96,4.99,1,Mike Hillyer,1,1
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-08-19,4,15.96,7.99,2,Jon Stephens,2,2
158,VERONICA STONE,Greensboro,United States,2005-08-02,4,15.96,6.99,1,Mike Hillyer,1,1
161,GERALDINE PERKINS,Tel Aviv-Jaffa,Israel,2005-08-22,4,15.96,5.99,1,Mike Hillyer,1,1
205,EILEEN CARR,Ciudad del Este,Paraguay,2005-08-21,4,15.96,6.99,2,Jon Stephens,2,1
316,STEVEN CURLEY,Miraj,India,2005-07-27,4,15.96,4.99,1,Mike Hillyer,1,1
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-07-29,4,15.96,4.99,1,Mike Hillyer,1,3
347,RYAN SALISBURY,Daugavpils,Latvia,2005-07-28,4,15.96,4.99,2,Jon Stephens,2,1
361,LAWRENCE LAWTON,Yaound,Cameroon,2005-08-02,4,15.96,5.99,2,Jon Stephens,2,1
366,BRANDON HUEY,Balikesir,Turkey,2005-08-21,4,15.96,4.99,1,Mike Hillyer,1,1
380,RUSSELL BRINSON,Tychy,Poland,2005-07-27,4,15.96,8.99,2,Jon Stephens,2,1
469,WESLEY BULL,Ourense (Orense),Spain,2005-08-01,4,15.96,4.99,1,Mike Hillyer,1,3
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-06-19,5,15.95,7.99,1,Mike Hillyer,1,2
10,DOROTHY TAYLOR,Esfahan,Iran,2005-07-28,3,14.97,6.99,2,Jon Stephens,2,1
15,HELEN HARRIS,Bhopal,India,2005-08-20,3,14.97,5.99,2,Jon Stephens,2,2
23,SARAH LEWIS,Liepaja,Latvia,2005-08-19,3,14.97,6.99,2,Jon Stephens,2,2
47,FRANCES PARKER,Juazeiro do Norte,Brazil,2005-07-11,3,14.97,9.99,2,Jon Stephens,2,3
66,JANICE WARD,Malm,Sweden,2005-07-07,3,14.97,6.99,2,Jon Stephens,2,2
78,LORI WOOD,Rae Bareli,India,2005-08-01,3,14.97,7.99,1,Mike Hillyer,1,2
124,SHEILA WELLS,Ktahya,Turkey,2005-05-31,3,14.97,5.99,2,Jon Stephens,2,1
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-07-30,3,14.97,5.99,1,Mike Hillyer,1,1
138,HAZEL WARREN,Hohhot,China,2005-08-01,3,14.97,5.99,1,Mike Hillyer,1,1
154,MICHELE GRANT,Yuncheng,China,2005-07-27,3,14.97,4.99,1,Mike Hillyer,1,2
155,GAIL KNIGHT,Bern,Switzerland,2005-08-21,3,14.97,8.99,1,Mike Hillyer,1,2
158,VERONICA STONE,Greensboro,United States,2005-08-23,3,14.97,5.99,1,Mike Hillyer,1,2
162,LAUREN HUDSON,Le Mans,France,2005-07-31,3,14.97,7.99,1,Mike Hillyer,1,1
182,RENEE LANE,Compton,United States,2005-07-28,3,14.97,8.99,2,Jon Stephens,2,1
194,KRISTEN CHAVEZ,Hino,Japan,2005-06-18,3,14.97,7.99,1,Mike Hillyer,1,1
198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-12,3,14.97,4.99,2,Jon Stephens,2,2
213,GINA WILLIAMSON,Taizz,Yemen,2005-07-30,3,14.97,6.99,2,Jon Stephens,2,1
221,BESSIE MORRISON,Syrakusa,Italy,2005-08-21,3,14.97,7.99,1,Mike Hillyer,1,2
232,CONSTANCE REID,Zaria,Nigeria,2005-07-30,3,14.97,10.99,2,Jon Stephens,2,1
235,JACKIE LYNCH,Buenaventura,Colombia,2005-07-06,3,14.97,6.99,1,Mike Hillyer,1,1
241,HEIDI LARSON,Xiangfan,China,2005-07-11,3,14.97,6.99,2,Jon Stephens,2,1
242,GLENDA FRAZIER,Qinhuangdao,China,2005-06-15,3,14.97,4.99,1,Mike Hillyer,1,3
258,MYRTLE FLEMING,Santiago de los Caballeros,Dominican Republic,2005-08-20,3,14.97,6.99,1,Mike Hillyer,1,2
261,DEANNA BYRD,Tuguegarao,Philippines,2005-07-31,3,14.97,4.99,1,Mike Hillyer,1,2
284,SONIA GREGORY,Benin City,Nigeria,2005-07-27,3,14.97,6.99,1,Mike Hillyer,1,2
297,SHERRI RHODES,Ahmadnagar,India,2005-07-11,3,14.97,6.99,1,Mike Hillyer,1,2
314,GEORGE LINTON,Sorocaba,Brazil,2005-08-21,3,14.97,4.99,2,Jon Stephens,2,1
322,JASON MORRISSEY,Baha Blanca,Argentina,2005-07-30,3,14.97,7.99,1,Mike Hillyer,1,2
328,JEFFREY SPEAR,Ciparay,Indonesia,2005-08-20,3,14.97,7.99,2,Jon Stephens,2,1
350,JUAN FRALEY,Teboksary,Russian Federation,2005-08-17,3,14.97,6.99,2,Jon Stephens,2,1
352,ALBERT CROUSE,Bamenda,Cameroon,2005-06-16,3,14.97,4.99,1,Mike Hillyer,1,2
367,ADAM GOOCH,Adoni,India,2005-08-18,3,14.97,8.99,2,Jon Stephens,2,2
368,HARRY ARCE,Najafabad,Iran,2005-06-19,3,14.97,4.99,1,Mike Hillyer,1,2
401,TONY CARRANZA,Koriyama,Japan,2005-07-29,3,14.97,8.99,1,Mike Hillyer,1,1
408,MANUEL MURRELL,Jaffna,Sri Lanka,2005-08-20,3,14.97,7.99,1,Mike Hillyer,1,1
417,TRAVIS ESTEP,al-Qatif,Saudi Arabia,2005-08-21,3,14.97,6.99,1,Mike Hillyer,1,2
472,GREG ROBINS,Nam Dinh,Vietnam,2005-08-21,3,14.97,4.99,1,Mike Hillyer,1,2
484,ROBERTO VU,Yinchuan,China,2005-07-10,3,14.97,6.99,2,Jon Stephens,2,2
487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-30,3,14.97,7.99,1,Mike Hillyer,1,3
499,MARC OUTLAW,Brindisi,Italy,2005-08-17,3,14.97,8.99,1,Mike Hillyer,1,1
502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-07-28,3,14.97,4.99,2,Jon Stephens,2,1
551,CLAYTON BARBEE,Alvorada,Brazil,2005-08-22,3,14.97,6.99,2,Jon Stephens,2,1
552,HUGH WALDROP,Haining,China,2005-08-02,3,14.97,7.99,2,Jon Stephens,2,1
558,JIMMIE EGGLESTON,Wroclaw,Poland,2005-07-06,3,14.97,9.99,1,Mike Hillyer,1,2
565,JAIME NETTLES,Hunuco,Peru,2005-08-02,3,14.97,6.99,2,Jon Stephens,2,1
599,AUSTIN CINTRON,Tieli,China,2005-08-23,3,14.97,8.99,2,Jon Stephens,2,1
37,PAMELA BAKER,Nanyang,China,2005-08-20,4,14.96,8.99,2,Jon Stephens,2,1
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-23,4,14.96,4.99,1,Mike Hillyer,1,2
101,PEGGY MYERS,Abha,Saudi Arabia,2005-07-09,4,14.96,5.99,1,Mike Hillyer,1,1
119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-08-21,4,14.96,6.99,2,Jon Stephens,2,2
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-21,4,14.96,9.99,2,Jon Stephens,2,2
156,BERTHA FERGUSON,Ondo,Nigeria,2005-08-22,4,14.96,6.99,1,Mike Hillyer,1,1
171,DOLORES WAGNER,Ipoh,Malaysia,2005-08-19,4,14.96,6.99,2,Jon Stephens,2,1
356,GERALD FULTZ,Satna,India,2005-08-19,4,14.96,5.99,2,Jon Stephens,2,1
366,BRANDON HUEY,Balikesir,Turkey,2005-07-27,4,14.96,4.99,2,Jon Stephens,2,2
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-07-11,4,14.96,4.99,1,Mike Hillyer,1,1
422,MELVIN ELLINGTON,Laohekou,China,2005-08-22,4,14.96,4.99,1,Mike Hillyer,1,1
424,KYLE SPURLOCK,Shanwei,China,2005-07-30,4,14.96,4.99,1,Mike Hillyer,1,2
475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-09,4,14.96,9.99,2,Jon Stephens,2,2
518,GABRIEL HARDER,Sivas,Turkey,2005-07-27,4,14.96,4.99,2,Jon Stephens,2,1
547,KURT EMMONS,Kanazawa,Japan,2005-08-02,4,14.96,5.99,2,Jon Stephens,2,1
569,DAVE GARDINER,Leshan,China,2005-08-02,4,14.96,6.99,1,Mike Hillyer,1,1
595,TERRENCE GUNDERSON,Jinzhou,China,2005-07-27,4,14.96,4.99,1,Mike Hillyer,1,2
598,WADE DELVALLE,Lausanne,Switzerland,2005-07-12,4,14.96,4.99,2,Jon Stephens,2,1
75,TAMMY SANDERS,Changhwa,Taiwan,2005-08-18,5,14.95,5.99,1,Mike Hillyer,1,2
397,JIMMY SCHRADER,Atinsk,Russian Federation,2005-08-18,6,14.94,4.99,1,Mike Hillyer,1,1
14,BETTY WHITE,Citrus Heights,United States,2005-07-09,3,13.97,7.99,2,Jon Stephens,2,1
40,AMANDA CARTER,Nador,Morocco,2005-07-31,3,13.97,6.99,2,Jon Stephens,2,1
55,DORIS REED,Balaiha,Russian Federation,2005-08-19,3,13.97,6.99,1,Mike Hillyer,1,1
64,JUDITH COX,Daxian,China,2005-07-08,3,13.97,5.99,2,Jon Stephens,2,1
64,JUDITH COX,Daxian,China,2005-07-31,3,13.97,6.99,1,Mike Hillyer,1,1
76,IRENE PRICE,Pavlodar,Kazakstan,2005-07-29,3,13.97,6.99,2,Jon Stephens,2,1
89,JULIA FLORES,La Plata,Argentina,2005-07-09,3,13.97,7.99,2,Jon Stephens,2,3
90,RUBY WASHINGTON,Meixian,China,2005-07-27,3,13.97,5.99,1,Mike Hillyer,1,2
135,JUANITA MASON,Pune,India,2005-07-27,3,13.97,7.99,1,Mike Hillyer,1,2
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-20,3,13.97,4.99,2,Jon Stephens,2,3
151,MEGAN PALMER,Laiwu,China,2005-08-22,3,13.97,4.99,1,Mike Hillyer,1,1
168,REGINA BERRY,Jinchang,China,2005-08-17,3,13.97,10.99,1,Mike Hillyer,1,1
183,IDA ANDREWS,Luzinia,Brazil,2005-07-31,3,13.97,5.99,2,Jon Stephens,2,1
191,JEANETTE GREENE,Novoterkassk,Russian Federation,2005-07-27,3,13.97,6.99,1,Mike Hillyer,1,1
196,ALMA AUSTIN,Mannheim,Germany,2005-07-09,3,13.97,4.99,2,Jon Stephens,2,2
222,DELORES HANSEN,Jaroslavl,Russian Federation,2005-07-29,3,13.97,6.99,2,Jon Stephens,2,1
231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-08-18,3,13.97,8.99,2,Jon Stephens,2,1
243,LYDIA BURKE,San Miguel de Tucumn,Argentina,2005-07-31,3,13.97,5.99,2,Jon Stephens,2,1
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-08-02,3,13.97,9.99,1,Mike Hillyer,1,2
261,DEANNA BYRD,Tuguegarao,Philippines,2005-08-20,3,13.97,5.99,2,Jon Stephens,2,3
269,CASSANDRA WALTERS,Salinas,United States,2005-07-12,3,13.97,5.99,1,Mike Hillyer,1,1
277,OLGA JIMENEZ,Ogbomosho,Nigeria,2005-06-21,3,13.97,5.99,1,Mike Hillyer,1,2
299,JAMES GANNON,Hiroshima,Japan,2005-08-17,3,13.97,6.99,1,Mike Hillyer,1,1
305,RICHARD MCCRARY,Arlington,United States,2005-08-02,3,13.97,5.99,2,Jon Stephens,2,2
326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-07-29,3,13.97,5.99,1,Mike Hillyer,1,1
333,ANDREW PURDY,Baku,Azerbaijan,2005-08-20,3,13.97,4.99,1,Mike Hillyer,1,2
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-08-02,3,13.97,7.99,1,Mike Hillyer,1,2
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-08-19,3,13.97,5.99,2,Jon Stephens,2,2
374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-07-10,3,13.97,6.99,1,Mike Hillyer,1,2
376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-07,3,13.97,8.99,2,Jon Stephens,2,2
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-08-20,3,13.97,6.99,2,Jon Stephens,2,2
389,ALAN KAHN,Emeishan,China,2005-08-21,3,13.97,7.99,2,Jon Stephens,2,3
396,EARL SHANKS,Iwatsuki,Japan,2005-06-15,3,13.97,6.99,2,Jon Stephens,2,1
396,EARL SHANKS,Iwatsuki,Japan,2005-08-21,3,13.97,5.99,2,Jon Stephens,2,1
416,JEFFERY PINSON,Dadu,Pakistan,2005-08-01,3,13.97,6.99,1,Mike Hillyer,1,1
452,TOM MILNER,Abu Dhabi,United Arab Emirates,2005-07-06,3,13.97,6.99,2,Jon Stephens,2,1
460,LEON BOSTIC,Florencia,Colombia,2005-08-19,3,13.97,8.99,2,Jon Stephens,2,1
466,LEO EBERT,Dongying,China,2005-08-20,3,13.97,5.99,1,Mike Hillyer,1,1
471,DEAN SAUER,Johannesburg,South Africa,2005-08-21,3,13.97,5.99,1,Mike Hillyer,1,2
495,CHARLIE BESS,Baiyin,China,2005-07-29,3,13.97,5.99,1,Mike Hillyer,1,1
499,MARC OUTLAW,Brindisi,Italy,2005-08-18,3,13.97,7.99,1,Mike Hillyer,1,2
516,ELMER NOE,Battambang,Cambodia,2005-07-29,3,13.97,5.99,2,Jon Stephens,2,2
518,GABRIEL HARDER,Sivas,Turkey,2005-07-28,3,13.97,6.99,2,Jon Stephens,2,3
533,JESSIE MILAM,Binzhou,China,2005-07-12,3,13.97,9.99,2,Jon Stephens,2,2
534,CHRISTIAN JUNG,Amroha,India,2005-08-01,3,13.97,6.99,2,Jon Stephens,2,1
559,EVERETT BANDA,Bilbays,Egypt,2005-08-19,3,13.97,6.99,2,Jon Stephens,2,1
560,JORDAN ARCHULETA,Avellaneda,Argentina,2005-07-07,3,13.97,9.99,2,Jon Stephens,2,2
579,DARYL LARUE,Mosul,Iraq,2005-07-31,3,13.97,5.99,2,Jon Stephens,2,1
593,RENE MCALISTER,Garden Grove,United States,2005-08-01,3,13.97,5.99,1,Mike Hillyer,1,2
66,JANICE WARD,Malm,Sweden,2005-08-21,4,13.96,6.99,1,Mike Hillyer,1,3
72,THERESA WATSON,Taguig,Philippines,2005-08-17,4,13.96,4.99,1,Mike Hillyer,1,1
88,BONNIE HUGHES,Cheju,South Korea,2005-07-06,4,13.96,5.99,1,Mike Hillyer,1,1
254,MAXINE SILVA,Poos de Caldas,Brazil,2005-08-19,4,13.96,4.99,1,Mike Hillyer,1,2
256,MABEL HOLLAND,Monywa,Myanmar,2005-08-20,4,13.96,6.99,1,Mike Hillyer,1,2
326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-08-02,4,13.96,4.99,2,Jon Stephens,2,2
357,KEITH RICO,Bratislava,Slovakia,2005-08-01,4,13.96,6.99,1,Mike Hillyer,1,2
419,CHAD CARBONE,Katihar,India,2005-08-02,4,13.96,4.99,2,Jon Stephens,2,2
474,DUSTIN GILLETTE,Emmen,Netherlands,2005-08-18,4,13.96,4.99,1,Mike Hillyer,1,1
479,ZACHARY HITE,Akron,United States,2005-06-17,4,13.96,3.99,2,Jon Stephens,2,2
499,MARC OUTLAW,Brindisi,Italy,2005-07-28,4,13.96,6.99,1,Mike Hillyer,1,3
514,FRANKLIN TROUTMAN,Zaoyang,China,2005-08-18,4,13.96,4.99,1,Mike Hillyer,1,1
572,SIDNEY BURLESON,Czestochowa,Poland,2005-08-02,4,13.96,4.99,1,Mike Hillyer,1,1
588,MARION OCAMPO,Weifang,China,2005-07-29,4,13.96,4.99,1,Mike Hillyer,1,1
5,ELIZABETH BROWN,Nantou,Taiwan,2005-07-09,3,12.97,5.99,2,Jon Stephens,2,1
20,SHARON ROBINSON,Mardan,Pakistan,2005-08-19,3,12.97,4.99,1,Mike Hillyer,1,2
25,DEBORAH WALKER,Shikarpur,Pakistan,2005-07-30,3,12.97,8.99,1,Mike Hillyer,1,1
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-07,3,12.97,5.99,1,Mike Hillyer,1,2
55,DORIS REED,Balaiha,Russian Federation,2005-06-20,3,12.97,4.99,1,Mike Hillyer,1,2
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-07-07,3,12.97,4.99,1,Mike Hillyer,1,1
95,PAULA BRYANT,Pathankot,India,2005-07-31,3,12.97,6.99,1,Mike Hillyer,1,1
111,CARMEN OWENS,Caracas,Venezuela,2005-08-02,3,12.97,4.99,2,Jon Stephens,2,2
141,DEBBIE REYES,Fukuyama,Japan,2005-08-17,3,12.97,5.99,1,Mike Hillyer,1,2
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-22,3,12.97,4.99,2,Jon Stephens,2,4
173,AUDREY RAY,Graz,Austria,2005-08-23,3,12.97,8.99,1,Mike Hillyer,1,2
199,BETH FRANKLIN,Haiphong,Vietnam,2005-07-31,3,12.97,4.99,1,Mike Hillyer,1,2
202,CARLA GUTIERREZ,Bhusawal,India,2005-07-30,3,12.97,8.99,2,Jon Stephens,2,2
219,WILLIE HOWELL,Vicente Lpez,Argentina,2005-07-29,3,12.97,6.99,1,Mike Hillyer,1,1
224,PEARL GARZA,Jodhpur,India,2005-08-21,3,12.97,5.99,2,Jon Stephens,2,1
232,CONSTANCE REID,Zaria,Nigeria,2005-07-29,3,12.97,4.99,2,Jon Stephens,2,2
251,VICKIE BREWER,Halle/Saale,Germany,2005-08-19,3,12.97,6.99,2,Jon Stephens,2,1
264,GWENDOLYN MAY,Higashiosaka,Japan,2005-07-11,3,12.97,8.99,1,Mike Hillyer,1,1
264,GWENDOLYN MAY,Higashiosaka,Japan,2005-07-31,3,12.97,5.99,1,Mike Hillyer,1,1
268,NINA SOTO,Palghat (Palakkad),India,2005-07-10,3,12.97,6.99,2,Jon Stephens,2,1
317,EDWARD BAUGH,Trshavn,Faroe Islands,2005-08-22,3,12.97,4.99,1,Mike Hillyer,1,2
323,MATTHEW MAHAN,Cuautla,Mexico,2005-07-28,3,12.97,5.99,2,Jon Stephens,2,1
339,WALTER PERRYMAN,Xinxiang,China,2005-08-17,3,12.97,5.99,2,Jon Stephens,2,1
384,ERNEST STEPP,Huaian,China,2005-07-10,3,12.97,4.99,2,Jon Stephens,2,3
406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-08-21,3,12.97,6.99,2,Jon Stephens,2,2
437,RANDALL NEUMANN,La Romana,Dominican Republic,2005-08-20,3,12.97,7.99,2,Jon Stephens,2,1
447,CLIFFORD BOWENS,Nabereznyje Telny,Russian Federation,2005-08-02,3,12.97,5.99,1,Mike Hillyer,1,2
486,GLEN TALBERT,Acua,Mexico,2005-07-07,3,12.97,4.99,1,Mike Hillyer,1,1
530,DARRYL ASHCRAFT,Ezeiza,Argentina,2005-08-18,3,12.97,4.99,1,Mike Hillyer,1,1
574,JULIAN VEST,Akishima,Japan,2005-07-09,3,12.97,4.99,2,Jon Stephens,2,1
590,SETH HANNON,al-Manama,Bahrain,2005-07-08,3,12.97,4.99,2,Jon Stephens,2,2
