average_payment,customer_first_name,customer_last_name,high_attention_flag,payment_count,total_amount
4.690000000000001,MAE,FLETCHER,0,10,46.90000000000001
4.704285714285715,LAUREN,HUDSON,0,7,32.93
4.7042857142857155,DARYL,LARUE,1,14,65.86000000000001
4.7042857142857155,DON,BONE,1,14,65.86000000000001
4.7042857142857155,EDUARDO,HIATT,1,14,65.86000000000001
4.7042857142857155,MELINDA,FERNANDEZ,0,7,32.93000000000001
4.7042857142857155,YVONNE,WATKINS,0,7,32.93000000000001
4.723333333333334,BYRON,BOX,1,15,70.85000000000001
4.723333333333334,JIMMIE,EGGLESTON,1,15,70.85000000000001
4.7233333333333345,STEPHANIE,MITCHELL,1,15,70.85000000000002
4.740000000000001,BEATRICE,ARNOLD,1,12,56.88000000000001
4.740000000000001,EDWIN,BURK,1,12,56.88000000000002
4.740000000000001,SHEILA,WELLS,0,8,37.92000000000001
4.740000000000001,VERA,MCCOY,0,8,37.92000000000001
4.754705882352941,ARLENE,HARVEY,1,17,80.83
4.754705882352941,DIANE,COLLINS,1,17,80.83
4.75923076923077,KAREN,JACKSON,1,13,61.87000000000002
4.767777777777777,MARION,SNYDER,1,18,85.82
4.767777777777778,DIANNE,SHELTON,0,9,42.910000000000004
4.767777777777778,JULIO,NOLAND,0,9,42.910000000000004
4.767777777777778,NELLIE,GARRETT,0,9,42.910000000000004
4.79,PEDRO,CHESTNUT,1,15,71.85
4.790000000000001,DENISE,KELLY,0,10,47.90000000000001
4.790000000000001,FRANCES,PARKER,0,10,47.900000000000006
4.790000000000001,SHELLY,WATTS,0,10,47.90000000000001
4.802499999999999,CHRISTOPHER,GRECO,1,16,76.83999999999999
4.808181818181819,CLIFTON,MALCOLM,1,11,52.89000000000001
4.808181818181819,TERRY,GRISSOM,1,11,52.89000000000001
4.823333333333334,HENRY,BILLINGSLEY,0,6,28.940000000000005
4.823333333333334,LEE,HAWKS,1,12,57.88000000000001
4.836153846153847,JOSEPH,JOY,1,13,62.87000000000001
4.847142857142857,RAY,HOULE,0,7,33.93
4.847142857142858,ANTONIO,MEEK,0,7,33.93000000000001
4.847142857142858,DARREN,WINDHAM,0,7,33.93000000000001
4.847142857142858,GILBERT,SLEDGE,1,14,67.86000000000001
4.847142857142858,STELLA,MORENO,0,7,33.93000000000001
4.865000000000001,STEVE,MACKENZIE,1,16,77.84000000000002
4.87235294117647,TONYA,CHAPMAN,1,17,82.83
4.8788888888888895,DAISY,BATES,1,18,87.82000000000001
4.87888888888889,ALBERT,CROUSE,0,9,43.91000000000001
4.87888888888889,DONNA,THOMPSON,0,9,43.91000000000001
4.87888888888889,PAULA,BRYANT,0,9,43.91000000000001
4.890000000000001,SERGIO,STANFIELD,0,10,48.900000000000006
4.8900000000000015,DAWN,SULLIVAN,0,10,48.90000000000001
4.8900000000000015,ROBERT,BAUGHMAN,0,10,48.90000000000001
4.899090909090909,RAYMOND,MCWHORTER,1,11,53.89000000000001
4.89909090909091,LISA,ANDERSON,1,11,53.890000000000015
4.906666666666668,ALICE,STEWART,1,12,58.88000000000002
4.906666666666668,BESSIE,MORRISON,1,12,58.88000000000002
4.906666666666668,GLEN,TALBERT,1,12,58.88000000000002
4.91857142857143,DANA,HART,1,14,68.86000000000001
4.923333333333334,BRETT,CORNWELL,1,15,73.85000000000001
4.923333333333334,DEBRA,NELSON,1,15,73.85000000000001
4.934444444444444,MARSHA,DOUGLAS,1,18,88.82
4.989999999999998,TOMMY,COLLAZO,1,18,89.81999999999998
4.990000000000001,ALLAN,CORNISH,0,6,29.940000000000005
4.990000000000001,CARL,ARTIS,0,10,49.90000000000001
4.990000000000001,CHARLENE,ALVAREZ,1,12,59.88000000000001
4.990000000000001,CODY,NOLEN,0,6,29.940000000000005
4.990000000000001,DWIGHT,LOMBARDI,0,6,29.940000000000005
4.990000000000001,ERICA,MATTHEWS,0,10,49.90000000000001
4.990000000000001,JESUS,MCCARTNEY,0,10,49.90000000000001
4.990000000000001,NEIL,RENNER,1,14,69.86000000000001
4.990000000000001,VALERIE,BLACK,1,11,54.890000000000015
5.0566666666666675,KENT,ARSENAULT,1,15,75.85000000000001
5.061428571428571,BERNICE,WILLIS,1,14,70.86
5.073333333333335,SONIA,GREGORY,1,12,60.88000000000002
5.090000000000002,KEVIN,SCHULER,1,10,50.90000000000001
5.0952631578947365,RHONDA,KENNEDY,1,19,96.80999999999999
5.101111111111113,FREDERICK,ISBELL,0,9,45.91000000000001
5.101111111111113,JON,WILES,0,9,45.91000000000001
5.1328571428571435,TRAVIS,ESTEP,0,7,35.93000000000001
5.143846153846155,ALVIN,DELOACH,1,13,66.87000000000002
5.156666666666667,CARLOS,COUGHLIN,0,6,30.940000000000005
5.156666666666668,MARILYN,ROSS,1,12,61.88000000000002
5.156666666666668,MIKE,WAY,1,12,61.88000000000002
5.171818181818183,CHARLIE,BESS,1,11,56.89000000000001
5.171818181818183,CLAUDE,HERZOG,1,11,56.89000000000001
5.171818181818183,WANDA,PATTERSON,1,11,56.890000000000015
5.19,KRISTEN,CHAVEZ,0,5,25.950000000000003
5.19,ROBERTO,VU,1,15,77.85000000000001
5.190000000000001,BRYAN,HARDISON,1,10,51.90000000000001
5.212222222222221,CLARA,SHAW,1,18,93.81999999999998
5.212222222222223,CASSANDRA,WALTERS,0,9,46.91000000000001
5.212222222222223,ELMER,NOE,0,9,46.91000000000001
5.24,DANIEL,CABRAL,0,8,41.92
5.240000000000001,JERRY,JORDON,1,12,62.88000000000001
5.240000000000001,LEON,BOSTIC,0,8,41.92000000000001
5.256666666666667,TINA,SIMMONS,1,15,78.85000000000001
5.262727272727274,NATHANIEL,ADAM,1,11,57.89000000000001
5.275714285714287,DORIS,REED,0,7,36.93000000000001
5.275714285714287,ELAINE,STEVENS,0,7,36.93000000000001
5.275714285714287,JAMIE,RICE,0,7,36.93000000000001
5.297692307692308,MIRIAM,MCKINNEY,1,13,68.87
5.2976923076923095,LINDA,WILLIAMS,1,13,68.87000000000002
5.323333333333333,ZACHARY,HITE,1,15,79.85
5.323333333333335,ERIC,ROBERT,1,12,63.88000000000002
5.347142857142857,MILTON,HOWLAND,1,14,74.86
5.365000000000001,BRENT,HARKINS,0,8,42.92000000000001
5.374615384615385,JOYCE,EDWARDS,1,13,69.87
5.374615384615385,ROBIN,HAYES,1,13,69.87
5.378888888888889,ARNOLD,HAVENS,1,18,96.82
5.390000000000001,EDITH,MCDONALD,0,5,26.950000000000003
5.3900000000000015,ANDY,VANHORN,1,10,53.90000000000001
5.3900000000000015,LENA,JENSEN,1,10,53.90000000000001
5.3900000000000015,MARIE,TURNER,1,10,53.90000000000001
5.406666666666667,JACQUELINE,LONG,1,12,64.88000000000001
5.406666666666667,SARA,PERRY,1,12,64.88000000000001
5.418571428571428,PATRICIA,JOHNSON,1,14,75.86
5.41857142857143,JIM,REA,0,7,37.93000000000001
5.434444444444445,VERNON,CHAPA,0,9,48.910000000000004
5.434444444444446,GREG,ROBINS,0,9,48.91000000000001
5.434444444444446,HUGH,WALDROP,0,9,48.91000000000001
5.434444444444446,JOHNNIE,CHISHOLM,0,9,48.91000000000001
5.444545454545456,MARIA,MILLER,1,11,59.890000000000015
5.451538461538463,PERRY,SWAFFORD,1,13,70.87000000000002
5.490000000000001,COREY,HAUSER,0,8,43.92000000000001
5.490000000000001,FRANCISCO,SKIDMORE,1,10,54.90000000000001
5.490000000000001,JEROME,KENYON,0,6,32.940000000000005
5.490000000000001,KATHERINE,RIVERA,0,6,32.940000000000005
5.490000000000001,NATALIE,MEYER,0,6,32.940000000000005
5.535454545454547,CHERYL,MURPHY,1,11,60.890000000000015
5.535454545454547,RICK,MATTOX,1,11,60.890000000000015
5.59,ARTHUR,SIMPKINS,1,15,83.85
5.615000000000001,ANN,EVANS,0,8,44.92000000000001
5.656666666666666,RAFAEL,ABNEY,0,6,33.94
5.695882352941176,GORDON,ALLARD,1,17,96.82999999999998
5.739999999999999,MARSHALL,THORN,1,12,68.88
5.740000000000001,EILEEN,CARR,0,8,45.92000000000001
5.740000000000001,PAUL,TROUT,0,8,45.92000000000001
5.8081818181818194,BRITTANY,RILEY,1,11,63.890000000000015
5.823333333333334,MAURICE,CRAWLEY,1,12,69.88000000000001
5.823333333333334,RUTH,MARTINEZ,0,6,34.940000000000005
5.847142857142858,TARA,RYAN,0,7,40.93000000000001
5.847142857142858,WILMA,RICHARDS,0,7,40.93000000000001
5.8900000000000015,DAN,PAINE,1,10,58.90000000000001
5.89909090909091,KATHRYN,COLEMAN,1,11,64.89000000000001
5.990000000000001,BRADLEY,MOTLEY,1,11,65.89000000000001
5.990000000000001,DORA,MEDINA,0,8,47.92000000000001
5.990000000000001,KENNETH,GOODEN,0,8,47.92000000000001
5.990000000000001,LONNIE,TIRADO,0,8,47.92000000000001
6.073333333333333,ANA,BRADLEY,1,12,72.88
6.101111111111113,DOUGLAS,GRAF,1,9,54.91000000000001
6.115000000000001,JARED,ELY,0,8,48.92000000000001
6.156666666666666,PAMELA,BAKER,0,6,36.94
6.156666666666667,KAY,CALDWELL,0,6,36.940000000000005
