customer_id,customer_name,country_name,city_name,payment_date,day_payment_amount,payment_count,personal_avg_30d,country_avg_same_day,deviation_from_personal_avg,deviation_from_country_avg,staff_count,store_count,customer_country_rank
5,ELIZABETH BROWN,Taiwan,Nantou,2005-07-09,12.97,3,3.99,9.36,8.98,3.61,2,2,5
576,MORRIS MCCARTER,Taiwan,Fengshan,2005-06-18,9.98,2,2.99,4.99,6.99,4.99,2,2,6
190,YOLANDA WEAVER,Tanzania,Tabora,2005-08-02,24.96,4,6.98,12.97,17.98,11.99,2,2,1
390,SHAWN HEATON,Thailand,Nakhon Sawan,2005-08-20,27.94,6,7.15,17.96,20.79,9.98,2,2,1
327,LARRY THRASHER,Turkey,Adana,2005-08-23,23.97,3,4.86,7.65,19.11,16.32,2,2,1
327,LARRY THRASHER,Turkey,Adana,2005-08-22,11.97,3,3.84,6.4,8.13,5.57,2,2,1
327,LARRY THRASHER,Turkey,Adana,2005-08-17,7.98,2,2.49,4.7,5.49,3.28,2,2,1
204,ROSEMARY SCHMIDT,Turkey,Usak,2005-08-22,17.97,3,5.59,6.4,12.38,11.57,2,2,2
204,ROSEMARY SCHMIDT,Turkey,Usak,2005-06-17,12.98,2,3.99,5.88,8.99,7.1,2,2,2
172,BERNICE WILLIS,Turkey,Batman,2005-07-08,17.97,3,1.32,7.32,16.65,10.65,2,2,3
480,COREY HAUSER,Turkey,Gaziantep,2005-05-29,16.98,2,0.99,6.42,15.99,10.56,2,2,4
493,BRENT HARKINS,Turkey,Sultanbeyli,2005-07-06,10.98,2,3.24,6.32,7.74,4.66,2,2,5
366,BRANDON HUEY,Turkey,Balikesir,2005-07-06,7.98,2,1.49,6.32,6.49,1.66,2,2,6
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-18,26.97,3,6.74,14.23,20.23,12.74,2,2,1
187,BRITTANY RILEY,Ukraine,Sumy,2005-07-10,15.98,2,5.11,8.73,10.87,7.25,2,2,1
82,KATHRYN COLEMAN,Ukraine,Simferopol,2005-07-30,19.97,3,6.42,8.74,13.55,11.24,2,2,2
131,MONICA HICKS,Ukraine,Mukateve,2005-08-19,18.96,4,5.54,6.48,13.42,12.48,2,2,3
545,JULIO NOLAND,Ukraine,Konotop,2005-07-06,14.98,2,2.99,7.49,11.99,7.49,2,2,4
98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,2005-07-29,16.97,3,5.24,10.98,11.73,5.99,2,2,1
583,MARSHALL THORN,United Kingdom,Southampton,2005-07-06,17.97,3,5.99,7.32,11.98,10.65,2,2,1
16,SANDRA MARTIN,United Kingdom,Southend-on-Sea,2005-06-17,14.98,2,2.74,8.24,12.24,6.74,2,2,2
142,APRIL BURNS,United Kingdom,Dundee,2005-07-08,9.98,2,2.66,6.61,7.32,3.37,2,2,3
252,MATTIE HOFFMAN,United Kingdom,London,2005-07-27,6.97,3,1.99,4.48,4.98,2.49,2,2,4
275,CAROLE BARNETT,United States,Peoria,2005-08-21,19.96,4,5.21,7.83,14.75,12.13,2,2,1
275,CAROLE BARNETT,United States,Peoria,2005-07-08,10.98,2,2.79,6.08,8.19,4.9,2,2,1
181,ANA BRADLEY,United States,Memphis,2005-08-01,26.95,5,8.1,7.7,18.85,19.25,2,2,2
118,KIM CRUZ,United States,Grand Prairie,2005-07-29,11.98,2,3.16,6.61,8.83,5.37,2,2,3
118,KIM CRUZ,United States,Grand Prairie,2005-07-28,9.98,2,1.79,5.95,8.19,4.03,2,2,3
420,JACOB LANCE,United States,El Monte,2005-08-01,20.97,3,4.99,7.7,15.98,13.27,2,2,4
294,SHELLY WATTS,United States,Dayton,2005-08-01,20.95,5,5.32,7.7,15.63,13.25,2,2,5
146,JAMIE RICE,United States,Sterling Heights,2005-07-11,19.97,3,4.74,8.58,15.23,11.39,2,2,6
149,VALERIE BLACK,United States,Brockton,2005-06-18,18.97,3,4.49,5.64,14.48,13.33,2,2,7
457,BILL GAVIN,United States,Rockford,2005-08-21,17.98,2,4.99,7.83,12.99,10.15,2,2,8
504,NATHANIEL ADAM,United States,Joliet,2005-07-06,16.98,2,4.49,6.41,12.49,10.57,2,2,9
63,ASHLEY RICHARDSON,United States,Lincoln,2005-07-10,16.97,3,4.99,5.6,11.98,11.37,2,2,10
158,VERONICA STONE,United States,Greensboro,2005-08-02,15.96,4,5.1,6.82,10.86,9.14,2,2,11
6,JENNIFER DAVIS,United States,Laredo,2005-07-11,13.98,2,2.32,8.58,11.66,5.4,2,2,12
593,RENE MCALISTER,United States,Garden Grove,2005-07-30,13.98,2,4.41,9.12,9.57,4.86,2,2,12
14,BETTY WHITE,United States,Citrus Heights,2005-07-09,13.97,3,2.99,7.65,10.98,6.32,2,2,13
305,RICHARD MCCRARY,United States,Arlington,2005-06-17,12.98,2,3.99,6.37,8.99,6.61,2,2,14
182,RENEE LANE,United States,Compton,2005-06-17,8.98,2,2.99,6.37,5.99,2.61,2,2,15
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-08-01,16.97,3,5.49,7.18,11.48,9.79,2,2,1
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-07-29,12.98,2,3.99,7.99,8.99,5.0,2,2,1
290,KRISTINA CHAMBERS,Venezuela,Valle de la Pascua,2005-06-15,20.97,3,2.99,15.47,17.98,5.5,2,2,2
113,CINDY FISHER,Venezuela,Cuman,2005-06-20,16.97,3,2.59,7.24,14.38,9.74,2,2,3
111,CARMEN OWENS,Venezuela,Caracas,2005-07-06,13.98,2,4.16,6.99,9.83,6.99,2,2,4
520,MITCHELL WESTMORELAND,Vietnam,Nha Trang,2005-07-10,19.97,3,4.82,8.98,15.15,10.99,2,2,1
472,GREG ROBINS,Vietnam,Nam Dinh,2005-07-11,18.97,3,4.86,8.74,14.11,10.24,2,2,2
532,NEIL RENNER,Vietnam,Cam Ranh,2005-07-09,15.97,3,4.24,9.23,11.73,6.74,2,2,3
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-07-29,15.96,4,3.99,6.98,11.97,8.98,2,2,4
199,BETH FRANKLIN,Vietnam,Haiphong,2005-07-08,11.98,2,2.99,6.49,8.99,5.5,2,2,5
470,GORDON ALLARD,Yemen,Hodeida,2005-08-18,23.97,3,7.98,12.31,15.99,11.66,2,2,1
553,MAX PITT,Yugoslavia,Novi Sad,2005-07-06,22.95,5,6.74,14.47,16.21,8.48,2,2,1
7,MARIA MILLER,Yugoslavia,Kragujevac,2005-07-08,10.98,2,3.32,10.48,7.66,0.5,2,2,2
