average_payment_amount,customer_id,first_name,last_name,payment_count,suspicious_activity_flag,total_payment_amount
5.19,68,NICOLE,PETERSON,5,0,25.950000000000003
5.19,87,WANDA,PATTERSON,5,0,25.950000000000003
5.239999999999999,262,PATSY,DAVIDSON,4,0,20.959999999999997
5.24,266,NORA,HERRERA,4,0,20.96
5.24,303,WILLIAM,SATTERFIELD,4,0,20.96
5.24,304,DAVID,ROYAL,4,0,20.96
5.24,573,BYRON,BOX,4,0,20.96
5.24,593,RENE,MCALISTER,4,0,20.96
5.24,599,AUSTIN,CINTRON,4,0,20.96
5.24,83,LOUISE,JENKINS,4,0,20.96
5.290000000000001,454,ALEX,GRESHAM,10,1,52.90000000000001
5.323333333333333,11,LISA,ANDERSON,3,0,15.97
5.323333333333333,167,SALLY,PIERCE,3,0,15.97
5.323333333333333,224,PEARL,GARZA,3,0,15.97
5.323333333333333,265,JENNIE,TERRY,3,0,15.97
5.323333333333333,313,DONALD,MAHON,3,0,15.97
5.323333333333333,80,MARILYN,ROSS,3,0,15.97
5.323333333333334,204,ROSEMARY,SCHMIDT,6,0,31.940000000000005
5.323333333333334,478,LEWIS,LYMAN,6,0,31.940000000000005
5.365000000000001,176,JUNE,CARROLL,8,0,42.92000000000001
5.390000000000001,388,CRAIG,MORRELL,5,0,26.950000000000003
5.41857142857143,341,PETER,MENARD,7,0,37.93000000000001
5.49,158,VERONICA,STONE,4,0,21.96
5.49,223,MELINDA,FERNANDEZ,2,0,10.98
5.49,263,HILDA,HOPKINS,2,0,10.98
5.49,270,LEAH,CURTIS,4,0,21.96
5.49,274,NAOMI,JENNINGS,2,0,10.98
5.49,337,JERRY,JORDON,2,0,10.98
5.49,413,MARVIN,YEE,2,0,10.98
5.49,461,DEREK,BLAKELY,2,0,10.98
5.49,469,WESLEY,BULL,2,0,10.98
5.49,48,ANN,EVANS,2,0,10.98
5.49,492,LESTER,KRAUS,4,0,21.96
5.49,511,CHESTER,BENNER,4,0,21.96
5.49,554,DWAYNE,OLVERA,4,0,21.96
5.49,584,SALVADOR,TEEL,2,0,10.98
5.490000000000001,571,JOHNNIE,CHISHOLM,6,0,32.940000000000005
5.590000000000001,155,GAIL,KNIGHT,5,0,27.950000000000003
5.590000000000001,423,ALFRED,CASILLAS,5,0,27.950000000000003
5.590000000000001,506,LESLIE,SEWARD,5,0,27.950000000000003
5.590000000000001,558,JIMMIE,EGGLESTON,5,0,27.950000000000003
5.615,178,MARION,SNYDER,8,0,44.92
5.656666666666666,119,SHERRY,MARSHALL,3,0,16.97
5.656666666666666,164,JOANN,GARDNER,3,0,16.97
5.656666666666666,244,VIOLA,HANSON,3,0,16.97
5.656666666666666,272,KAY,CALDWELL,3,0,16.97
5.656666666666666,565,JAIME,NETTLES,3,0,16.97
5.656666666666667,25,DEBORAH,WALKER,6,0,33.940000000000005
5.74,497,GILBERT,SLEDGE,4,0,22.96
5.790000000000001,466,LEO,EBERT,5,0,28.950000000000003
5.847142857142857,322,JASON,MORRISSEY,7,0,40.93
5.989999999999999,251,VICKIE,BREWER,3,0,17.97
5.989999999999999,285,MIRIAM,MCKINNEY,3,0,17.97
5.989999999999999,353,JONATHAN,SCARBOROUGH,3,0,17.97
5.989999999999999,379,CARLOS,COUGHLIN,3,0,17.97
5.989999999999999,47,FRANCES,PARKER,3,0,17.97
5.989999999999999,519,RON,DELUCA,3,0,17.97
5.989999999999999,78,LORI,WOOD,3,0,17.97
5.99,102,CRYSTAL,FORD,2,0,11.98
5.99,247,STELLA,MORENO,1,0,5.99
5.99,281,LEONA,OBRIEN,2,0,11.98
5.99,288,BOBBIE,CRAIG,1,0,5.99
5.99,378,EUGENE,CULPEPPER,4,0,23.96
5.99,485,CLYDE,TOBIAS,2,0,11.98
5.99,537,CLINTON,BUFORD,4,0,23.96
5.99,75,TAMMY,SANDERS,5,0,29.950000000000003
5.990000000000001,193,KATIE,ELLIOTT,6,0,35.940000000000005
5.990000000000001,26,JESSICA,HALL,7,0,41.93000000000001
5.990000000000001,403,MIKE,WAY,6,0,35.940000000000005
6.1899999999999995,89,JULIA,FLORES,5,0,30.949999999999996
6.19,589,TRACY,HERRMANN,5,0,30.950000000000003
6.19,590,SETH,HANNON,5,0,30.950000000000003
6.239999999999999,523,HARVEY,GUAJARDO,4,0,24.959999999999997
6.24,259,LENA,JENSEN,4,0,24.96
6.24,505,RAFAEL,ABNEY,4,0,24.96
6.323333333333333,453,CALVIN,MARTEL,3,0,18.97
6.323333333333334,289,VIOLET,RODRIQUEZ,6,0,37.940000000000005
6.390000000000001,21,MICHELLE,CLARK,5,0,31.950000000000003
6.390000000000001,347,RYAN,SALISBURY,5,0,31.950000000000003
6.49,179,DANA,HART,2,0,12.98
6.49,18,CAROL,GARCIA,4,0,25.96
6.49,3,LINDA,WILLIAMS,4,0,25.96
6.49,309,CHRISTOPHER,GRECO,4,0,25.96
6.49,41,STEPHANIE,MITCHELL,2,0,12.98
6.49,477,DAN,PAINE,4,0,25.96
6.49,569,DAVE,GARDINER,2,0,12.98
6.49,65,ROSE,HOWARD,2,0,12.98
6.49,9,MARGARET,MOORE,2,0,12.98
6.656666666666666,398,ANTONIO,MEEK,3,0,19.97
6.656666666666666,553,MAX,PITT,3,0,19.97
6.656666666666667,550,GUY,BROWNLEE,6,0,39.940000000000005
6.989999999999999,141,DEBBIE,REYES,3,0,20.97
6.989999999999999,17,DONNA,THOMPSON,3,0,20.97
6.989999999999999,414,VINCENT,RALSTON,3,0,20.97
6.989999999999999,462,WARREN,SHERROD,3,0,20.97
6.99,286,VELMA,LUCAS,2,0,13.98
6.99,287,BECKY,MILES,4,0,27.96
6.99,370,WAYNE,TRUONG,1,0,6.99
6.99,425,FRANCIS,SIKES,1,0,6.99
6.99,501,RUBEN,GEARY,2,0,13.98
7.49,131,MONICA,HICKS,2,0,14.98
7.49,409,RODNEY,MOELLER,2,0,14.98
7.74,467,ALVIN,DELOACH,4,0,30.96
7.99,211,STACEY,MONTGOMERY,2,0,15.98
7.99,222,DELORES,HANSEN,2,0,15.98
7.99,225,ARLENE,HARVEY,1,0,7.99
7.99,542,LONNIE,TIRADO,2,0,15.98
8.49,474,DUSTIN,GILLETTE,2,0,16.98
8.99,110,TIFFANY,JORDAN,1,0,8.99
8.99,547,KURT,EMMONS,1,0,8.99
9.99,33,ANNA,HILL,2,0,19.98
9.99,436,TROY,QUIGLEY,1,0,9.99
