month,customer_id,customer_name,city,country,window_start,window_end,suspicious_7d_payment_sum,suspicious_7d_payment_count,avg_30d_payment_sum,avg_30d_payment_count,staff_count,store_count,amount_exceedance_ratio,count_exceedance_ratio,customer_month_rank
2005-06,519,RON DELUCA,Isesaki,Japan,2005-06-14,2005-06-20,17.97,3,0.93,0.23,2,2,19.3,12.86,100
2005-06,327,LARRY THRASHER,Adana,Turkey,2005-06-13,2005-06-19,30.94,6,1.63,0.23,2,2,18.97,25.71,101
2005-06,273,PRISCILLA LOWE,Salamanca,Mexico,2005-06-15,2005-06-21,21.95,5,1.16,0.47,2,2,18.89,10.71,102
2005-06,76,IRENE PRICE,Pavlodar,Kazakstan,2005-06-15,2005-06-21,12.94,6,0.7,0.47,2,2,18.61,12.86,103
2005-06,598,WADE DELVALLE,Lausanne,Switzerland,2005-06-30,2005-07-06,12.97,3,0.7,0.23,2,2,18.59,12.86,104
2005-06,122,THELMA MURRAY,Lima,Peru,2005-06-13,2005-06-19,25.93,7,1.4,0.47,2,2,18.58,15.0,105
2005-06,38,MARTHA GONZALEZ,Chisinau,Moldova,2005-06-16,2005-06-22,12.96,4,0.7,0.23,2,2,18.58,17.14,106
2005-06,275,CAROLE BARNETT,Peoria,United States,2005-06-15,2005-06-21,12.96,4,0.7,0.23,2,2,18.58,17.14,106
2005-06,339,WALTER PERRYMAN,Xinxiang,China,2005-06-15,2005-06-21,25.95,5,1.4,0.23,2,2,18.57,21.43,108
2005-06,236,MARCIA DEAN,Tanza,Philippines,2005-06-15,2005-06-21,37.92,8,2.09,0.7,2,2,18.12,11.43,109
2005-06,83,LOUISE JENKINS,Springs,South Africa,2005-06-15,2005-06-21,20.96,4,1.16,0.7,2,2,18.07,5.71,110
2005-06,266,NORA HERRERA,Salzburg,Austria,2005-06-14,2005-06-20,20.96,4,1.16,0.47,2,2,18.04,8.57,111
2005-06,599,AUSTIN CINTRON,Tieli,China,2005-06-15,2005-06-21,20.96,4,1.16,0.23,2,2,18.0,17.14,112
2005-06,262,PATSY DAVIDSON,Portoviejo,Ecuador,2005-06-14,2005-06-20,20.96,4,1.16,0.23,2,2,18.0,17.14,113
2005-06,116,VICTORIA GIBSON,Pemalang,Indonesia,2005-06-13,2005-06-19,20.94,6,1.16,0.23,2,2,17.98,25.71,114
2005-06,505,RAFAEL ABNEY,Talavera,Philippines,2005-06-14,2005-06-20,24.96,4,1.4,0.47,2,2,17.89,8.57,115
2005-06,523,HARVEY GUAJARDO,Vinh,Vietnam,2005-06-13,2005-06-19,24.96,4,1.4,0.47,2,2,17.89,8.57,116
2005-06,108,TRACY COLE,Huixquilucan,Mexico,2005-06-14,2005-06-20,24.95,5,1.4,0.47,2,2,17.88,10.71,117
2005-06,62,JOAN COOPER,Saint Louis,United States,2005-06-15,2005-06-21,24.93,7,1.4,0.47,2,2,17.87,15.0,118
2005-06,31,BRENDA WRIGHT,Kamarhati,India,2005-06-17,2005-06-23,28.91,9,1.63,0.47,2,2,17.75,19.29,119
2005-06,277,OLGA JIMENEZ,Ogbomosho,Nigeria,2005-06-15,2005-06-21,28.93,7,1.63,0.23,2,2,17.74,30.0,120
2005-06,570,IVAN CROMWELL,Monclova,Mexico,2005-06-14,2005-06-20,32.93,7,1.86,0.23,2,2,17.66,30.0,121
2005-06,455,JON WILES,El Alto,Bolivia,2005-06-12,2005-06-18,7.96,4,0.46,0.47,2,2,17.23,8.57,122
2005-06,287,BECKY MILES,Tambaram,India,2005-06-13,2005-06-19,27.96,4,1.63,0.7,2,2,17.19,5.71,123
2005-06,112,ROSA REYNOLDS,Lancaster,United States,2005-06-14,2005-06-20,15.96,4,0.93,0.47,2,2,17.19,8.57,124
2005-06,485,CLYDE TOBIAS,Shaoguan,China,2005-06-10,2005-06-16,11.98,2,0.7,0.23,2,2,17.17,8.57,125
2005-06,139,AMBER DIXON,Touliu,Taiwan,2005-06-15,2005-06-21,11.97,3,0.7,0.23,2,2,17.16,12.86,126
2005-06,398,ANTONIO MEEK,Bag,Brazil,2005-06-14,2005-06-20,19.97,3,1.16,0.23,2,2,17.15,12.86,127
2005-06,553,MAX PITT,Novi Sad,Yugoslavia,2005-06-14,2005-06-20,19.97,3,1.16,0.23,2,2,17.15,12.86,127
2005-06,177,SAMANTHA DUNCAN,Matamoros,Mexico,2005-06-16,2005-06-22,11.96,4,0.7,0.23,2,2,17.14,17.14,129
2005-06,349,JOE GILLILAND,Imus,Philippines,2005-06-14,2005-06-20,19.96,4,1.16,0.23,2,2,17.14,17.14,129
2005-06,260,CHRISTY VARGAS,Datong,China,2005-06-14,2005-06-20,34.92,8,2.1,0.23,2,2,16.65,34.29,131
2005-06,343,DOUGLAS GRAF,Mexicali,Mexico,2005-06-15,2005-06-21,30.93,7,1.86,0.47,2,2,16.61,15.0,132
2005-06,457,BILL GAVIN,Rockford,United States,2005-06-14,2005-06-20,30.91,9,1.86,0.23,2,2,16.58,38.57,133
2005-06,144,CLARA SHAW,Molodetno,Belarus,2005-06-15,2005-06-21,22.94,6,1.4,0.47,2,2,16.44,12.86,134
2005-06,358,SAMUEL MARLOW,Ranchi,India,2005-06-15,2005-06-21,18.94,6,1.16,0.23,2,2,16.27,25.71,135
2005-06,223,MELINDA FERNANDEZ,Mandi Bahauddin,Pakistan,2005-06-12,2005-06-18,10.98,2,0.7,0.23,2,2,15.74,8.57,136
2005-06,554,DWAYNE OLVERA,Rajkot,India,2005-06-15,2005-06-21,21.96,4,1.4,0.47,2,2,15.74,8.57,136
2005-06,130,CHARLOTTE HUNTER,guas Lindas de Gois,Brazil,2005-06-14,2005-06-20,21.94,6,1.4,0.47,2,2,15.72,12.86,138
2005-06,188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-06-17,2005-06-23,10.97,3,0.7,0.23,2,2,15.72,12.86,138
2005-06,233,LILLIE KIM,Idfu,Egypt,2005-06-18,2005-06-24,10.97,3,0.7,0.23,2,2,15.72,12.86,138
2005-06,21,MICHELLE CLARK,Tangail,Bangladesh,2005-06-15,2005-06-21,31.95,5,2.09,0.7,2,2,15.27,7.14,141
2005-06,283,FELICIA SUTTON,Korla,China,2005-06-17,2005-06-23,13.97,3,0.93,0.47,2,2,15.04,6.43,142
2005-06,447,CLIFFORD BOWENS,Nabereznyje Telny,Russian Federation,2005-06-12,2005-06-18,13.96,4,0.93,0.47,2,2,15.03,8.57,143
2005-06,230,JOY GEORGE,Botosani,Romania,2005-06-13,2005-06-19,20.94,6,1.4,0.47,2,2,15.01,12.86,144
2005-06,39,DEBRA NELSON,Vila Velha,Brazil,2005-06-17,2005-06-23,20.95,5,1.4,0.23,2,2,14.99,21.43,145
2005-06,40,AMANDA CARTER,Nador,Morocco,2005-06-15,2005-06-21,16.96,4,1.16,0.23,2,2,14.57,17.14,146
2005-06,561,IAN STILL,Garland,United States,2005-06-15,2005-06-21,33.91,9,2.33,0.47,2,2,14.56,19.29,147
2005-06,405,LEONARD SCHOFIELD,Tandil,Argentina,2005-06-15,2005-06-21,26.94,6,1.86,0.47,2,2,14.47,12.86,148
2005-06,393,PHILIP CAUSEY,Korolev,Russian Federation,2005-06-14,2005-06-20,19.95,5,1.4,0.47,2,2,14.3,10.71,149
2005-06,516,ELMER NOE,Battambang,Cambodia,2005-06-14,2005-06-20,19.95,5,1.4,0.47,2,2,14.3,10.71,150
2005-06,470,GORDON ALLARD,Hodeida,Yemen,2005-06-10,2005-06-16,9.97,3,0.7,0.23,2,2,14.29,12.86,151
2005-06,120,SYLVIA ORTIZ,Dos Quebradas,Colombia,2005-06-14,2005-06-20,29.94,6,2.1,0.47,2,2,14.29,12.86,152
2005-06,68,NICOLE PETERSON,Shivapuri,India,2005-06-17,2005-06-23,19.96,4,1.4,0.23,2,2,14.28,17.14,153
2005-06,364,BENJAMIN VARNEY,Guadalajara,Mexico,2005-06-14,2005-06-20,19.95,5,1.4,0.23,2,2,14.27,21.43,154
2005-06,171,DOLORES WAGNER,Ipoh,Malaysia,2005-06-15,2005-06-21,32.93,7,2.33,0.23,2,2,14.13,30.0,155
2005-06,451,JIM REA,El Fuerte,Mexico,2005-06-15,2005-06-21,22.93,7,1.63,0.7,2,2,14.1,10.0,156
2005-06,331,ERIC ROBERT,Santa F,Argentina,2005-06-13,2005-06-19,12.97,3,0.93,0.47,2,2,13.97,6.43,157
2005-06,309,CHRISTOPHER GRECO,Brescia,Italy,2005-06-13,2005-06-19,25.96,4,1.86,0.47,2,2,13.94,8.57,158
2005-06,87,WANDA PATTERSON,Sincelejo,Colombia,2005-06-14,2005-06-20,25.95,5,1.86,0.47,2,2,13.94,10.71,159
2005-06,526,KARL SEAL,Cape Coral,United States,2005-06-15,2005-06-21,41.91,9,3.03,0.7,2,2,13.85,12.86,160
2005-06,10,DOROTHY TAYLOR,Esfahan,Iran,2005-06-14,2005-06-20,15.95,5,1.16,0.23,2,2,13.7,21.43,161
2005-06,216,NATALIE MEYER,Aparecida de Goinia,Brazil,2005-06-15,2005-06-21,15.95,5,1.16,0.23,2,2,13.7,21.43,161
2005-06,200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-06-14,2005-06-20,31.93,7,2.33,0.23,2,2,13.7,30.0,163
2005-06,270,LEAH CURTIS,Kalisz,Poland,2005-06-14,2005-06-20,21.96,4,1.63,0.47,2,2,13.48,8.57,164
2005-06,511,CHESTER BENNER,Suihua,China,2005-06-15,2005-06-21,21.96,4,1.63,0.47,2,2,13.48,8.57,164
2005-06,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-06-15,2005-06-21,24.95,5,1.86,0.47,2,2,13.4,10.71,166
2005-06,588,MARION OCAMPO,Weifang,China,2005-06-14,2005-06-20,24.95,5,1.86,0.47,2,2,13.4,10.71,166
2005-06,89,JULIA FLORES,La Plata,Argentina,2005-06-13,2005-06-19,30.95,5,2.33,0.7,2,2,13.3,7.14,168
2005-06,25,DEBORAH WALKER,Shikarpur,Pakistan,2005-06-15,2005-06-21,33.94,6,2.56,0.47,2,2,13.25,12.86,169
2005-06,117,EDITH MCDONALD,Gandhinagar,India,2005-06-15,2005-06-21,5.98,2,0.46,0.47,2,2,12.94,4.29,170
2005-06,294,SHELLY WATTS,Dayton,United States,2005-06-15,2005-06-21,5.98,2,0.46,0.23,2,2,12.88,8.57,171
2005-06,446,THEODORE CULP,Uluberia,India,2005-06-14,2005-06-20,20.94,6,1.63,0.7,2,2,12.88,8.57,172
2005-06,462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-06-15,2005-06-21,20.97,3,1.63,0.47,2,2,12.88,6.43,173
2005-06,532,NEIL RENNER,Cam Ranh,Vietnam,2005-06-13,2005-06-19,8.98,2,0.7,0.23,2,2,12.87,8.57,174
2005-06,362,NICHOLAS BARFIELD,Belm,Brazil,2005-06-15,2005-06-21,14.95,5,1.16,0.23,2,2,12.84,21.43,175
2005-06,428,HERBERT KRUGER,Syktyvkar,Russian Federation,2005-06-15,2005-06-21,14.95,5,1.16,0.23,2,2,12.84,21.43,175
2005-06,187,BRITTANY RILEY,Sumy,Ukraine,2005-06-15,2005-06-21,23.93,7,1.86,0.23,2,2,12.84,30.0,177
2005-06,514,FRANKLIN TROUTMAN,Zaoyang,China,2005-06-15,2005-06-21,14.94,6,1.16,0.23,2,2,12.83,25.71,178
2005-06,384,ERNEST STEPP,Huaian,China,2005-06-14,2005-06-20,34.93,7,2.79,0.93,2,2,12.52,7.5,179
2005-06,452,TOM MILNER,Abu Dhabi,United Arab Emirates,2005-06-13,2005-06-19,22.93,7,1.86,0.7,2,2,12.33,10.0,180
2005-06,497,GILBERT SLEDGE,York,United Kingdom,2005-06-13,2005-06-19,22.96,4,1.86,0.23,2,2,12.32,17.14,181
2005-06,181,ANA BRADLEY,Memphis,United States,2005-06-15,2005-06-21,19.96,4,1.63,0.23,2,2,12.24,17.14,182
2005-06,544,CODY NOLEN,So Bernardo do Campo,Brazil,2005-06-12,2005-06-18,16.96,4,1.4,0.47,2,2,12.15,8.57,183
2005-06,143,LESLIE GORDON,Kilis,Turkey,2005-06-13,2005-06-19,16.95,5,1.4,0.47,2,2,12.15,10.71,184
2005-06,522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-06-14,2005-06-20,16.96,4,1.4,0.23,2,2,12.13,17.14,185
2005-06,589,TRACY HERRMANN,Loja,Ecuador,2005-06-14,2005-06-20,30.95,5,2.56,0.7,2,2,12.09,7.14,186
2005-06,182,RENEE LANE,Compton,United States,2005-06-12,2005-06-18,13.96,4,1.16,0.47,2,2,12.01,8.57,187
2005-06,383,MARTIN BALES,Namibe,Angola,2005-06-14,2005-06-20,27.94,6,2.33,0.47,2,2,12.0,12.86,188
2005-06,37,PAMELA BAKER,Nanyang,China,2005-06-11,2005-06-17,10.97,3,0.93,0.47,2,2,11.81,6.43,189
2005-06,377,HOWARD FORTNER,Kermanshah,Iran,2005-06-20,2005-06-26,10.96,4,0.93,0.23,2,2,11.77,17.14,190
2005-06,253,TERRY CARLSON,Miyakonojo,Japan,2005-06-13,2005-06-19,29.94,6,2.56,0.7,2,2,11.7,8.57,191
2005-06,427,JESUS MCCARTNEY,Guaruj,Brazil,2005-06-12,2005-06-18,18.95,5,1.63,0.23,2,2,11.62,21.43,192
2005-06,388,CRAIG MORRELL,Cavite,Philippines,2005-06-14,2005-06-20,26.95,5,2.33,0.47,2,2,11.57,10.71,193
2005-06,12,NANCY THOMAS,Yamuna Nagar,India,2005-06-15,2005-06-21,26.94,6,2.33,0.47,2,2,11.57,12.86,194
2005-06,366,BRANDON HUEY,Balikesir,Turkey,2005-06-30,2005-07-06,7.98,2,0.7,0.47,2,2,11.48,4.29,195
2005-06,587,SERGIO STANFIELD,Celaya,Mexico,2005-06-12,2005-06-18,15.96,4,1.4,0.47,2,2,11.44,8.57,196
2005-06,382,VICTOR BARKLEY,Manchester,United States,2005-06-14,2005-06-20,15.95,5,1.4,0.47,2,2,11.43,10.71,197
2005-06,404,STANLEY SCROGGINS,Omiya,Japan,2005-06-14,2005-06-20,15.96,4,1.4,0.23,2,2,11.42,17.14,198
2005-06,390,SHAWN HEATON,Nakhon Sawan,Thailand,2005-06-14,2005-06-20,25.95,5,2.33,0.47,2,2,11.14,10.71,199
2005-06,444,MARCUS HIDALGO,Tartu,Estonia,2005-06-15,2005-06-21,25.94,6,2.33,0.47,2,2,11.14,12.86,200
2005-06,243,LYDIA BURKE,San Miguel de Tucumn,Argentina,2005-06-13,2005-06-19,12.97,3,1.16,0.23,2,2,11.14,12.86,201
2005-06,513,DUANE TUBBS,Yangor,Nauru,2005-06-13,2005-06-19,12.97,3,1.16,0.23,2,2,11.14,12.86,201
2005-06,568,ALBERTO HENNING,Barcelona,Venezuela,2005-06-17,2005-06-23,12.96,4,1.16,0.23,2,2,11.13,17.14,203
2005-06,592,TERRANCE ROUSH,Szkesfehrvr,Hungary,2005-06-15,2005-06-21,17.96,4,1.63,0.23,2,2,11.01,17.14,204
2005-06,347,RYAN SALISBURY,Daugavpils,Latvia,2005-06-17,2005-06-23,22.96,4,2.1,0.23,2,2,10.95,17.14,205
2005-06,46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-06-14,2005-06-20,27.94,6,2.56,0.7,2,2,10.92,8.57,206
2005-06,138,HAZEL WARREN,Hohhot,China,2005-06-13,2005-06-19,9.97,3,0.93,0.47,2,2,10.74,6.43,207
2005-06,472,GREG ROBINS,Nam Dinh,Vietnam,2005-06-15,2005-06-21,24.94,6,2.32,0.93,2,2,10.73,6.43,208
2005-06,507,EDGAR RHOADS,Eskisehir,Turkey,2005-06-12,2005-06-18,14.97,3,1.4,0.47,2,2,10.73,6.43,209
2005-06,242,GLENDA FRAZIER,Qinhuangdao,China,2005-06-14,2005-06-20,29.94,6,2.79,0.7,2,2,10.72,8.57,210
2005-06,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-06-30,2005-07-06,9.98,2,0.93,0.23,2,2,10.72,8.57,210
2005-06,24,KIMBERLY LEE,Crdoba,Argentina,2005-06-14,2005-06-20,24.95,5,2.33,0.47,2,2,10.71,10.71,212
2005-06,94,NORMA GONZALES,Bislig,Philippines,2005-06-13,2005-06-19,19.95,5,1.86,0.47,2,2,10.71,10.71,212
2005-06,204,ROSEMARY SCHMIDT,Usak,Turkey,2005-06-13,2005-06-19,31.94,6,3.02,0.93,2,2,10.56,6.43,214
2005-06,341,PETER MENARD,Ede,Netherlands,2005-06-16,2005-06-22,26.95,5,2.56,0.47,2,2,10.52,10.71,215
2005-06,543,LANCE PEMBERTON,Beni-Mellal,Morocco,2005-06-15,2005-06-21,21.95,5,2.1,0.47,2,2,10.48,10.71,216
2005-06,381,BOBBY BOUDREAU,South Hill,Anguilla,2005-06-15,2005-06-21,16.95,5,1.63,0.7,2,2,10.42,7.14,217
2005-06,244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-06-14,2005-06-20,16.97,3,1.63,0.47,2,2,10.42,6.43,218
2005-06,374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-06-13,2005-06-19,11.96,4,1.16,0.7,2,2,10.31,5.71,219
2005-06,293,MAE FLETCHER,Donostia-San Sebastin,Spain,2005-06-15,2005-06-21,35.93,7,3.49,0.7,2,2,10.29,10.0,220
2005-06,215,JESSIE BANKS,Stara Zagora,Bulgaria,2005-06-14,2005-06-20,23.94,6,2.33,0.47,2,2,10.28,12.86,221
2005-06,278,BILLIE HORTON,Inegl,Turkey,2005-06-15,2005-06-21,11.96,4,1.16,0.23,2,2,10.27,17.14,222
2005-06,4,BARBARA JONES,Myingyan,Myanmar,2005-06-16,2005-06-22,11.95,5,1.16,0.23,2,2,10.26,21.43,223
2005-06,208,LUCY WHEELER,Balurghat,India,2005-06-14,2005-06-20,11.95,5,1.16,0.23,2,2,10.26,21.43,223
2005-06,126,ELLEN SIMPSON,Po,Brazil,2005-06-30,2005-07-06,18.97,3,1.86,0.47,2,2,10.19,6.43,225
2005-06,538,TED BREAUX,Baicheng,China,2005-06-14,2005-06-20,18.96,4,1.86,0.47,2,2,10.18,8.57,226
2005-06,268,NINA SOTO,Palghat (Palakkad),India,2005-06-16,2005-06-22,18.94,6,1.86,0.47,2,2,10.17,12.86,227
2005-06,16,SANDRA MARTIN,Southend-on-Sea,United Kingdom,2005-06-15,2005-06-21,25.95,5,2.56,0.93,2,2,10.15,5.36,228
2005-06,556,ARMANDO GRUBER,Southport,United Kingdom,2005-06-15,2005-06-21,25.95,5,2.56,0.7,2,2,10.14,7.14,229
2005-06,571,JOHNNIE CHISHOLM,Plock,Poland,2005-06-14,2005-06-20,32.94,6,3.26,0.47,2,2,10.1,12.86,230
2005-06,303,WILLIAM SATTERFIELD,Sanaa,Yemen,2005-06-14,2005-06-20,20.96,4,2.09,0.7,2,2,10.01,5.71,231
2005-06,15,HELEN HARRIS,Bhopal,India,2005-06-19,2005-06-25,6.98,2,0.7,0.23,2,2,10.0,8.57,232
2005-06,560,JORDAN ARCHULETA,Avellaneda,Argentina,2005-06-10,2005-06-16,6.98,2,0.7,0.23,2,2,10.0,8.57,232
2005-06,28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-06-15,2005-06-21,13.95,5,1.4,0.47,2,2,10.0,10.71,234
2005-06,202,CARLA GUTIERREZ,Bhusawal,India,2005-06-16,2005-06-22,6.97,3,0.7,0.23,2,2,9.99,12.86,235
2005-06,189,LORETTA CARPENTER,Oshawa,Canada,2005-06-15,2005-06-21,13.95,5,1.4,0.23,2,2,9.98,21.43,236
2005-06,267,MARGIE WADE,Lengshuijiang,China,2005-06-14,2005-06-20,38.91,9,3.96,0.7,2,2,9.83,12.86,237
2005-06,534,CHRISTIAN JUNG,Amroha,India,2005-06-15,2005-06-21,15.95,5,1.63,0.47,2,2,9.79,10.71,238
2005-06,489,RICARDO MEADOR,Okayama,Japan,2005-06-13,2005-06-19,17.96,4,1.86,0.47,2,2,9.65,8.57,239
2005-06,316,STEVEN CURLEY,Miraj,India,2005-06-15,2005-06-21,35.93,7,3.73,0.7,2,2,9.64,10.0,240
2005-06,191,JEANETTE GREENE,Novoterkassk,Russian Federation,2005-06-13,2005-06-19,17.94,6,1.86,0.47,2,2,9.63,12.86,241
2005-06,178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-06-16,2005-06-22,30.94,6,3.26,0.47,2,2,9.48,12.86,242
2005-06,115,WENDY HARRISON,Nezahualcyotl,Mexico,2005-06-15,2005-06-21,10.97,3,1.16,0.7,2,2,9.46,4.29,243
2005-06,152,ALICIA MILLS,Nagaon,India,2005-06-30,2005-07-06,10.98,2,1.16,0.23,2,2,9.43,8.57,244
2005-06,237,TANYA GILBERT,Naju,South Korea,2005-06-14,2005-06-20,12.95,5,1.4,0.47,2,2,9.28,10.71,245
2005-06,42,CAROLYN PEREZ,Pak Kret,Thailand,2005-06-12,2005-06-18,12.96,4,1.4,0.23,2,2,9.27,17.14,246
2005-06,91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-06-15,2005-06-21,12.96,4,1.4,0.23,2,2,9.27,17.14,246
2005-06,235,JACKIE LYNCH,Buenaventura,Colombia,2005-06-30,2005-07-06,14.97,3,1.63,0.7,2,2,9.2,4.29,248
2005-06,483,VERNON CHAPA,Denizli,Turkey,2005-06-15,2005-06-21,14.97,3,1.63,0.23,2,2,9.18,12.86,249
2005-06,299,JAMES GANNON,Hiroshima,Japan,2005-06-15,2005-06-21,31.93,7,3.5,0.47,2,2,9.14,15.0,250
2005-06,565,JAIME NETTLES,Hunuco,Peru,2005-06-15,2005-06-21,16.97,3,1.86,0.47,2,2,9.11,6.43,251
2005-06,474,DUSTIN GILLETTE,Emmen,Netherlands,2005-06-14,2005-06-20,16.98,2,1.86,0.23,2,2,9.11,8.57,252
2005-06,173,AUDREY RAY,Graz,Austria,2005-06-15,2005-06-21,16.95,5,1.86,0.47,2,2,9.1,10.71,253
2005-06,386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-06-15,2005-06-21,16.95,5,1.86,0.23,2,2,9.09,21.43,254
2005-06,533,JESSIE MILAM,Binzhou,China,2005-06-14,2005-06-20,18.94,6,2.09,0.7,2,2,9.05,8.57,255
2005-06,107,FLORENCE WOODS,Merlo,Argentina,2005-06-14,2005-06-20,24.93,7,2.8,0.47,2,2,8.92,15.0,256
2005-06,256,MABEL HOLLAND,Monywa,Myanmar,2005-06-13,2005-06-19,30.93,7,3.49,1.17,2,2,8.87,6.0,257
2005-06,281,LEONA OBRIEN,Fuzhou,China,2005-06-12,2005-06-18,11.98,2,1.4,0.47,2,2,8.59,4.29,258
2005-06,252,MATTIE HOFFMAN,London,United Kingdom,2005-06-14,2005-06-20,11.97,3,1.4,0.47,2,2,8.58,6.43,259
2005-06,18,CAROL GARCIA,Kaduna,Nigeria,2005-06-14,2005-06-20,25.96,4,3.03,0.7,2,2,8.58,5.71,260
2005-06,5,ELIZABETH BROWN,Nantou,Taiwan,2005-06-14,2005-06-20,19.95,5,2.33,0.7,2,2,8.58,7.14,261
2005-06,97,ANNIE RUSSELL,Tete,Mozambique,2005-06-18,2005-06-24,5.98,2,0.7,0.23,2,2,8.57,8.57,262
2005-06,158,VERONICA STONE,Greensboro,United States,2005-06-15,2005-06-21,21.96,4,2.56,0.47,2,2,8.57,8.57,262
2005-06,180,STACY CUNNINGHAM,Pereira,Colombia,2005-06-13,2005-06-19,5.98,2,0.7,0.23,2,2,8.57,8.57,262
2005-06,441,MARIO CHEATHAM,Batna,Algeria,2005-06-12,2005-06-18,9.98,2,1.16,0.23,2,2,8.57,8.57,262
2005-06,495,CHARLIE BESS,Baiyin,China,2005-06-14,2005-06-20,19.96,4,2.33,0.47,2,2,8.57,8.57,262
2005-06,376,RANDY GAITHER,Kurgan,Russian Federation,2005-06-13,2005-06-19,1.98,2,0.23,0.23,2,2,8.57,8.57,267
2005-06,8,SUSAN WILSON,Hamilton,New Zealand,2005-06-14,2005-06-20,13.97,3,1.63,0.23,2,2,8.57,12.86,268
2005-06,479,ZACHARY HITE,Akron,United States,2005-06-13,2005-06-19,23.94,6,2.8,0.47,2,2,8.56,12.86,269
2005-06,229,TAMARA NGUYEN,Anpolis,Brazil,2005-06-19,2005-06-25,9.97,3,1.16,0.23,2,2,8.56,12.86,270
2005-06,280,TRACEY BARRETT,Owo,Nigeria,2005-06-14,2005-06-20,9.97,3,1.16,0.23,2,2,8.56,12.86,270
2005-06,146,JAMIE RICE,Sterling Heights,United States,2005-06-14,2005-06-20,25.93,7,3.03,0.47,2,2,8.56,15.0,272
2005-06,430,RAY HOULE,Dzerzinsk,Russian Federation,2005-06-14,2005-06-20,15.94,6,1.86,0.47,2,2,8.56,12.86,273
2005-06,176,JUNE CARROLL,Skikda,Algeria,2005-06-14,2005-06-20,42.92,8,5.12,1.17,2,2,8.38,6.86,274
2005-06,17,DONNA THOMPSON,Elista,Russian Federation,2005-06-15,2005-06-21,20.97,3,2.56,0.7,2,2,8.19,4.29,275
2005-06,504,NATHANIEL ADAM,Joliet,United States,2005-06-30,2005-07-06,16.98,2,2.1,0.47,2,2,8.1,4.29,276
2005-06,357,KEITH RICO,Bratislava,Slovakia,2005-06-11,2005-06-17,16.96,4,2.09,0.7,2,2,8.1,5.71,277
2005-06,520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-06-13,2005-06-19,12.97,3,1.63,0.23,2,2,7.95,12.86,278
2005-06,74,DENISE KELLY,Rio Claro,Brazil,2005-06-15,2005-06-21,12.96,4,1.63,0.23,2,2,7.95,17.14,279
2005-06,330,SCOTT SHELLEY,Aurora,United States,2005-06-14,2005-06-20,21.95,5,2.8,0.47,2,2,7.85,10.71,280
2005-06,118,KIM CRUZ,Grand Prairie,United States,2005-06-15,2005-06-21,10.97,3,1.4,0.23,2,2,7.85,12.86,281
2005-06,593,RENE MCALISTER,Garden Grove,United States,2005-06-13,2005-06-19,20.96,4,2.8,0.47,2,2,7.5,8.57,282
2005-06,82,KATHRYN COLEMAN,Simferopol,Ukraine,2005-06-15,2005-06-21,20.95,5,2.8,0.47,2,2,7.49,10.71,283
2005-06,484,ROBERTO VU,Yinchuan,China,2005-06-11,2005-06-17,18.96,4,2.56,0.7,2,2,7.41,5.71,284
2005-06,368,HARRY ARCE,Najafabad,Iran,2005-06-15,2005-06-21,30.94,6,4.19,0.93,2,2,7.38,6.43,285
2005-06,439,ALEXANDER FENNELL,Bergamo,Italy,2005-06-15,2005-06-21,23.94,6,3.26,0.7,2,2,7.34,8.57,286
2005-06,510,BEN EASTER,Kamyin,Russian Federation,2005-06-15,2005-06-21,33.92,8,4.66,0.7,2,2,7.28,11.43,287
2005-06,524,JARED ELY,Purwakarta,Indonesia,2005-06-15,2005-06-21,9.97,3,1.4,0.47,2,2,7.15,6.43,288
2005-06,539,MATHEW BOLIN,Valencia,Venezuela,2005-06-09,2005-06-15,9.97,3,1.4,0.47,2,2,7.15,6.43,288
2005-06,320,ANTHONY SCHWAB,Tafuna,American Samoa,2005-06-16,2005-06-22,14.97,3,2.1,0.47,2,2,7.14,6.43,290
2005-06,494,RAMON CHOATE,Robamba,Ecuador,2005-06-30,2005-07-06,4.97,3,0.7,0.23,2,2,7.12,12.86,291
2005-06,527,CORY MEEHAN,Mogiljov,Belarus,2005-06-16,2005-06-22,4.97,3,0.7,0.23,2,2,7.12,12.86,291
2005-06,365,BRUCE SCHWARZ,Okinawa,Japan,2005-06-14,2005-06-20,17.95,5,2.56,0.47,2,2,7.01,10.71,293
2005-06,35,VIRGINIA GREEN,Toulouse,France,2005-06-14,2005-06-20,17.94,6,2.56,0.47,2,2,7.0,12.86,294
2005-06,416,JEFFERY PINSON,Dadu,Pakistan,2005-06-10,2005-06-16,12.95,5,1.86,0.7,2,2,6.96,7.14,295
