payment_day,customer_id,customer_name,home_store_id,city_name,country_name,daily_payment_amount,daily_payment_count,rolling_30d_avg_payment_amount,rolling_30d_avg_payment_count,amount_to_30d_avg_ratio,count_to_30d_avg_ratio,related_rental_count,involved_store_ids,involved_staff,involved_staff_count,involved_store_count,country_daily_amount_rank,country_customer_count,country_top_5_percent_cutoff,multiple_staff_or_store_flag
2005-07-11,589,TRACY HERRMANN,1,Loja,Ecuador,8.98,2,1.16,0.23,7.71,8.57,2,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-11,119,SHERRY MARSHALL,1,Shubra al-Khayma,Egypt,8.98,2,1.1,0.2,8.18,10.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,6,1,1
2005-07-11,392,SEAN DOUGLASS,2,Addis Abeba,Ethiopia,3.9800000000000004,2,0.7,0.17,5.7,12.0,2,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-11,35,VIRGINIA GREEN,2,Toulouse,France,10.98,2,1.26,0.43,8.7,4.62,2,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-11,251,VICKIE BREWER,2,Halle/Saale,Germany,9.98,2,1.1,0.23,9.09,8.57,2,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-11,596,ENRIQUE FORSYTHE,1,Patras,Greece,8.97,3,0.27,0.1,33.76,30.0,3,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-11,297,SHERRI RHODES,1,Ahmadnagar,India,14.97,3,1.43,0.3,10.47,10.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,60,3,1
2005-07-11,403,MIKE WAY,1,Valparai,India,12.97,3,1.73,0.3,7.5,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,60,3,1
2005-07-11,336,JOSHUA MARK,1,Rampur,India,11.98,2,1.3,0.4,9.24,5.0,2,2,2:Jon Stephens,1,1,3,60,3,0
2005-07-11,508,MILTON HOWLAND,2,Vijayawada,India,11.98,2,0.5,0.07,23.99,30.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,3,60,3,1
2005-07-11,450,JAY ROBB,1,Surakarta,Indonesia,12.98,2,0.9,0.27,14.47,7.5,2,1,1:Mike Hillyer,1,1,1,14,1,0
2005-07-11,368,HARRY ARCE,1,Najafabad,Iran,10.98,2,1.56,0.33,7.02,6.0,2,1,1:Mike Hillyer,1,1,1,8,1,0
2005-07-11,579,DARYL LARUE,2,Mosul,Iraq,4.99,1,0.87,0.17,5.77,6.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-11,525,ADRIAN CLARY,2,Udine,Italy,14.98,2,0.43,0.1,34.65,20.0,2,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-11,285,MIRIAM MCKINNEY,1,Otsu,Japan,14.96,4,1.26,0.2,11.83,20.0,4,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,31,2,1
2005-07-11,264,GWENDOLYN MAY,1,Higashiosaka,Japan,12.97,3,0.9,0.23,14.45,12.86,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,31,2,1
2005-07-11,363,ROY WHITING,2,Nyeri,Kenya,4.99,1,1.26,0.27,3.95,3.75,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-11,23,SARAH LEWIS,2,Liepaja,Latvia,5.98,2,0.9,0.27,6.66,7.5,2,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-11,171,DOLORES WAGNER,2,Ipoh,Malaysia,4.99,1,1.43,0.33,3.49,3.0,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-11,84,SARA PERRY,2,Atlixco,Mexico,18.97,3,1.2,0.33,15.85,9.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,30,2,1
2005-07-11,177,SAMANTHA DUNCAN,2,Matamoros,Mexico,12.98,2,0.53,0.2,24.43,10.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,2,30,2,1
2005-07-11,543,LANCE PEMBERTON,1,Beni-Mellal,Morocco,4.99,1,1.0,0.23,5.0,4.29,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-11,433,DON BONE,1,Naala-Porto,Mozambique,8.99,1,0.57,0.13,15.9,7.5,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-11,513,DUANE TUBBS,2,Yangor,Nauru,4.99,1,1.16,0.27,4.29,3.75,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-11,321,KEVIN SCHULER,1,Birgunj,Nepal,2.99,1,1.36,0.27,2.19,3.75,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-11,137,RHONDA KENNEDY,2,Apeldoorn,Netherlands,7.98,2,1.96,0.4,4.07,5.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,5,1,1
2005-07-11,8,SUSAN WILSON,2,Hamilton,New Zealand,4.99,1,1.26,0.33,3.95,3.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-11,80,MARILYN ROSS,1,Ife,Nigeria,12.98,2,1.63,0.3,7.96,6.67,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,13,1,1
2005-07-11,9,MARGARET MOORE,2,Masqat,Oman,10.98,2,0.73,0.2,15.01,10.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-11,20,SHARON ROBINSON,2,Mardan,Pakistan,9.98,2,0.83,0.23,12.01,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,5,1,1
2005-07-11,399,DANNY ISOM,1,Okara,Pakistan,9.98,2,0.53,0.17,18.77,12.0,2,2,2:Jon Stephens,1,1,1,5,1,0
2005-07-11,345,CARL ARTIS,1,San Lorenzo,Paraguay,7.99,1,0.9,0.27,8.9,3.75,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-11,565,JAIME NETTLES,2,Hunuco,Peru,2.99,1,1.0,0.27,3.0,3.75,1,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-11,505,RAFAEL ABNEY,1,Talavera,Philippines,14.98,2,1.26,0.2,11.85,10.0,2,2,2:Jon Stephens,1,1,1,20,1,0
2005-07-11,501,RUBEN GEARY,1,Lublin,Poland,7.99,1,1.1,0.2,7.28,5.0,1,2,2:Jon Stephens,1,1,1,8,1,0
2005-07-11,558,JIMMIE EGGLESTON,1,Wroclaw,Poland,7.99,1,2.1,0.4,3.81,2.5,1,2,2:Jon Stephens,1,1,1,8,1,0
2005-07-11,360,RALPH MADRIGAL,2,Arecibo,Puerto Rico,3.99,1,1.23,0.27,3.24,3.75,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-11,230,JOY GEORGE,2,Botosani,Romania,7.98,2,1.16,0.37,6.86,5.45,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-11,295,DAISY BATES,1,Kolpino,Russian Federation,11.97,3,1.99,0.53,6.0,5.63,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,28,2,1
2005-07-11,55,DORIS REED,2,Balaiha,Russian Federation,7.99,1,0.8,0.2,10.01,5.0,1,2,2:Jon Stephens,1,1,2,28,2,0
2005-07-11,49,JOYCE EDWARDS,2,Jedda,Saudi Arabia,11.98,2,1.1,0.27,10.92,7.5,2,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-11,417,TRAVIS ESTEP,1,al-Qatif,Saudi Arabia,11.98,2,0.73,0.13,16.37,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,5,1,1
2005-07-11,357,KEITH RICO,1,Bratislava,Slovakia,16.97,3,0.76,0.23,22.2,12.86,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-11,471,DEAN SAUER,1,Johannesburg,South Africa,11.98,2,0.83,0.23,14.42,8.57,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,11,1,1
2005-07-11,99,EMILY DIAZ,2,Kimchon,South Korea,6.98,2,1.26,0.33,5.53,6.0,2,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-11,52,JULIE SANCHEZ,1,A Corua (La Corua),Spain,7.99,1,0.8,0.27,10.02,3.75,1,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-11,408,MANUEL MURRELL,1,Jaffna,Sri Lanka,5.98,2,0.53,0.17,11.25,12.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-11,66,JANICE WARD,2,Malm,Sweden,18.97,3,2.0,0.47,9.51,6.43,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-11,155,GAIL KNIGHT,1,Bern,Switzerland,15.97,3,1.0,0.2,16.0,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-11,30,MELISSA KING,1,Lungtan,Taiwan,11.97,3,1.36,0.33,8.78,9.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,10,1,1
2005-07-11,220,CHARLENE ALVAREZ,2,Zanzibar,Tanzania,0.99,1,0.37,0.17,2.71,6.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-11,390,SHAWN HEATON,1,Nakhon Sawan,Thailand,4.99,1,1.56,0.33,3.19,3.0,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-11,344,HENRY BILLINGSLEY,1,Nukualofa,Tonga,5.99,1,0.67,0.17,9.01,6.0,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-11,143,LESLIE GORDON,1,Kilis,Turkey,11.98,2,1.13,0.27,10.6,7.5,2,2,2:Jon Stephens,1,1,1,15,1,0
2005-07-11,366,BRANDON HUEY,1,Balikesir,Turkey,11.98,2,0.7,0.23,17.17,8.57,2,1,1:Mike Hillyer,1,1,1,15,1,0
2005-07-11,200,JEANNE LAWSON,2,Ashgabat,Turkmenistan,8.97,3,1.33,0.3,6.74,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-11,386,TODD TAN,1,Kamjanets-Podilskyi,Ukraine,14.96,4,1.23,0.3,12.16,13.33,4,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,6,1,1
2005-07-11,292,MISTY LAMBERT,2,Sharja,United Arab Emirates,8.99,1,1.06,0.3,8.45,3.33,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-11,16,SANDRA MARTIN,2,Southend-on-Sea,United Kingdom,4.99,1,1.3,0.3,3.85,3.33,1,1,1:Mike Hillyer,1,1,1,9,1,0
2005-07-11,146,JAMIE RICE,1,Sterling Heights,United States,19.97,3,1.26,0.3,15.8,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,36,2,1
2005-07-11,140,EVA RAMOS,1,Clarksville,United States,14.98,2,0.53,0.13,28.16,15.0,2,1,1:Mike Hillyer,1,1,2,36,2,0
2005-07-11,472,GREG ROBINS,1,Nam Dinh,Vietnam,18.97,3,1.3,0.3,14.63,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,6,1,1
2005-07-11,303,WILLIAM SATTERFIELD,2,Sanaa,Yemen,9.98,2,0.87,0.17,11.54,12.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,4,1,1
2005-07-11,7,MARIA MILLER,1,Kragujevac,Yugoslavia,4.98,2,1.6,0.37,3.12,5.45,2,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-11,438,BARRY LOVELACE,1,Kitwe,Zambia,4.99,1,1.3,0.37,3.85,2.73,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,441,MARIO CHEATHAM,1,Batna,Algeria,7.98,2,0.93,0.27,8.57,7.5,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,3,1,1
2005-07-12,383,MARTIN BALES,1,Namibe,Angola,4.99,1,1.33,0.3,3.75,3.33,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-12,381,BOBBY BOUDREAU,2,South Hill,Anguilla,7.98,2,0.86,0.33,9.24,6.0,2,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,322,JASON MORRISSEY,1,Baha Blanca,Argentina,9.97,3,1.73,0.37,5.76,8.18,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,13,1,1
2005-07-12,159,JILL HAWKINS,1,Linz,Austria,4.99,1,0.47,0.17,10.73,6.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-12,334,RAYMOND MCWHORTER,2,Sumqayit,Azerbaijan,10.98,2,1.33,0.3,8.25,6.67,2,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,590,SETH HANNON,2,al-Manama,Bahrain,4.99,1,1.93,0.4,2.59,2.5,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,144,CLARA SHAW,1,Molodetno,Belarus,17.98,2,2.0,0.4,9.01,5.0,2,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,455,JON WILES,2,El Alto,Bolivia,4.99,1,1.0,0.27,5.0,3.75,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,342,HAROLD MARTINO,1,Boa Vista,Brazil,19.97,3,0.7,0.17,28.6,18.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,28,2,1
2005-07-12,178,MARION SNYDER,2,Santa Brbara dOeste,Brazil,15.97,3,2.5,0.47,6.4,6.43,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,28,2,1
2005-07-12,540,TYRONE ASHER,1,Ruse,Bulgaria,7.98,2,1.43,0.33,5.58,6.0,2,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-12,516,ELMER NOE,2,Battambang,Cambodia,13.98,2,0.9,0.23,15.57,8.57,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-12,361,LAWRENCE LAWTON,2,Yaound,Cameroon,7.970000000000001,3,0.56,0.2,14.11,15.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-12,535,JAVIER ELROD,1,NDjamna,Chad,2.99,1,1.4,0.27,2.14,3.75,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-12,464,JEROME KENYON,1,Rancagua,Chile,3.99,1,1.03,0.2,3.87,5.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-12,546,KELLY KNOTT,1,Sanya,China,19.97,3,0.7,0.27,28.64,11.25,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,53,3,1
2005-07-12,169,ERICA MATTHEWS,2,Pingxiang,China,14.98,2,0.96,0.2,15.53,10.0,2,2,2:Jon Stephens,1,1,2,53,3,0
2005-07-12,533,JESSIE MILAM,1,Binzhou,China,13.97,3,1.1,0.27,12.73,11.25,3,2,2:Jon Stephens,1,1,3,53,3,0
2005-07-12,490,SAM MCDUFFIE,1,Sogamoso,Colombia,16.97,3,1.33,0.3,12.76,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,6,1,1
2005-07-12,387,JESSE SCHILLING,2,Lubumbashi,"Congo, The Democratic Republic of the",12.98,2,0.66,0.23,19.54,8.57,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-12,265,JENNIE TERRY,2,Olomouc,Czech Republic,12.98,2,1.86,0.37,6.97,5.45,2,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,262,PATSY DAVIDSON,2,Portoviejo,Ecuador,26.96,4,1.0,0.3,27.04,13.33,4,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,3,1,1
2005-07-12,233,LILLIE KIM,2,Idfu,Egypt,2.99,1,1.4,0.33,2.14,3.0,1,1,1:Mike Hillyer,1,1,1,6,1,0
2005-07-12,559,EVERETT BANDA,2,Bilbays,Egypt,2.99,1,1.3,0.3,2.31,3.33,1,1,1:Mike Hillyer,1,1,1,6,1,0
2005-07-12,35,VIRGINIA GREEN,2,Toulouse,France,9.98,2,1.63,0.5,6.13,4.0,2,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-12,43,CHRISTINE ROBERTS,2,Faaa,French Polynesia,4.98,2,0.93,0.23,5.35,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,2,1,1
2005-07-12,114,GRACE ELLIS,2,Duisburg,Germany,4.99,1,1.36,0.37,3.66,2.73,1,1,1:Mike Hillyer,1,1,1,7,1,0
2005-07-12,196,ALMA AUSTIN,1,Mannheim,Germany,4.99,1,1.8,0.43,2.78,2.31,1,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-12,596,ENRIQUE FORSYTHE,1,Patras,Greece,4.99,1,0.56,0.2,8.84,5.0,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,207,GERTRUDE CASTILLO,1,Nuuk,Greenland,6.98,2,1.16,0.33,6.0,6.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,1,1,1
2005-07-12,289,VIOLET RODRIQUEZ,1,Kowloon and New Kowloon,Hong Kong,7.99,1,2.2,0.43,3.64,2.31,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,529,ERIK GUILLEN,2,Bhimavaram,India,20.97,3,0.6,0.27,35.11,11.25,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,60,3,1
2005-07-12,446,THEODORE CULP,2,Uluberia,India,13.96,4,1.13,0.3,12.35,13.33,4,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,2,60,3,1
2005-07-12,502,BRETT CORNWELL,1,Siliguri (Shiliguri),India,11.98,2,1.1,0.27,10.92,7.5,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,3,60,3,1
2005-07-12,458,LLOYD DOWD,1,Tegal,Indonesia,15.97,3,0.6,0.2,26.71,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,14,1,1
2005-07-12,377,HOWARD FORTNER,1,Kermanshah,Iran,7.99,1,0.7,0.3,11.46,3.33,1,2,2:Jon Stephens,1,1,1,8,1,0
2005-07-12,579,DARYL LARUE,2,Mosul,Iraq,8.98,2,1.03,0.2,8.71,10.0,2,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,315,KENNETH GOODEN,2,Bat Yam,Israel,9.98,2,0.6,0.13,16.67,15.0,2,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-12,541,DARREN WINDHAM,2,Livorno,Italy,10.98,2,0.6,0.13,18.34,15.0,2,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-12,531,JAMIE WAUGH,2,Kuwana,Japan,9.98,2,0.7,0.17,14.29,12.0,2,1,1:Mike Hillyer,1,1,1,31,2,0
2005-07-12,299,JAMES GANNON,2,Hiroshima,Japan,8.98,2,1.56,0.4,5.75,5.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,2,31,2,1
2005-07-12,573,BYRON BOX,1,Zhezqazghan,Kazakstan,7.99,1,1.8,0.43,4.45,2.31,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-12,363,ROY WHITING,2,Nyeri,Kenya,12.97,3,1.43,0.3,9.07,10.0,3,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,23,SARAH LEWIS,2,Liepaja,Latvia,5.99,1,1.1,0.33,5.46,3.0,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-12,57,EVELYN MORGAN,2,Vaduz,Liechtenstein,11.97,3,1.33,0.33,9.0,9.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,1,1,1
2005-07-12,557,FELIX GAFFNEY,1,Vilnius,Lithuania,10.96,4,0.5,0.17,21.99,24.0,4,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-12,171,DOLORES WAGNER,2,Ipoh,Malaysia,3.9800000000000004,2,1.6,0.37,2.49,5.45,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-12,273,PRISCILLA LOWE,2,Salamanca,Mexico,19.96,4,1.66,0.33,12.0,12.0,4,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,30,2,1
2005-07-12,482,MAURICE CRAWLEY,1,Coatzacoalcos,Mexico,13.98,2,1.43,0.3,9.77,6.67,2,2,2:Jon Stephens,1,1,2,30,2,0
2005-07-12,38,MARTHA GONZALEZ,1,Chisinau,Moldova,5.99,1,1.43,0.4,4.19,2.5,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-12,433,DON BONE,1,Naala-Porto,Mozambique,11.97,3,0.87,0.17,13.84,18.0,3,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-12,321,KEVIN SCHULER,1,Birgunj,Nepal,5.99,1,1.46,0.3,4.09,3.33,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-12,184,VIVIAN RUIZ,1,s-Hertogenbosch,Netherlands,9.98,2,0.43,0.17,23.12,12.0,2,2,2:Jon Stephens,1,1,1,5,1,0
2005-07-12,415,GLENN PULLEN,1,Amersfoort,Netherlands,9.98,2,0.63,0.17,15.8,12.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,5,1,1
2005-07-12,198,ELSIE KELLEY,2,Ikerre,Nigeria,14.97,3,0.43,0.17,34.68,18.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,13,1,1
2005-07-12,416,JEFFERY PINSON,2,Dadu,Pakistan,7.99,1,0.76,0.27,10.46,3.75,1,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-12,226,MAUREEN LITTLE,2,Asuncin,Paraguay,9.99,1,0.8,0.2,12.52,5.0,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-12,304,DAVID ROYAL,2,Callao,Peru,4.99,1,1.7,0.37,2.94,2.73,1,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-12,27,SHIRLEY ALLEN,2,Davao,Philippines,10.98,2,1.5,0.43,7.34,4.62,2,2,2:Jon Stephens,1,1,1,20,1,0
2005-07-12,571,JOHNNIE CHISHOLM,2,Plock,Poland,17.98,2,1.53,0.3,11.75,6.67,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,8,1,1
2005-07-12,360,RALPH MADRIGAL,2,Arecibo,Puerto Rico,6.98,2,1.36,0.3,5.12,6.67,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,2,1,1
2005-07-12,148,ELEANOR HUNT,1,Saint-Denis,Runion,19.98,2,1.43,0.4,13.98,5.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-12,462,WARREN SHERROD,2,Usolje-Sibirskoje,Russian Federation,20.96,4,1.0,0.17,20.99,24.0,4,1,1:Mike Hillyer,1,1,1,28,2,0
2005-07-12,376,RANDY GAITHER,1,Kurgan,Russian Federation,18.97,3,1.16,0.3,16.3,10.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,28,2,1
2005-07-12,49,JOYCE EDWARDS,2,Jedda,Saudi Arabia,12.98,2,1.5,0.33,8.67,6.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,5,1,1
2005-07-12,109,EDNA WEST,2,Klerksdorp,South Africa,6.99,1,1.23,0.27,5.68,3.75,1,2,2:Jon Stephens,1,1,1,11,1,0
2005-07-12,88,BONNIE HUGHES,2,Cheju,South Korea,6.98,2,0.93,0.23,7.5,8.57,2,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-12,293,MAE FLETCHER,2,Donostia-San Sebastin,Spain,9.99,1,1.9,0.4,5.27,2.5,1,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-12,408,MANUEL MURRELL,1,Jaffna,Sri Lanka,2.99,1,0.73,0.23,4.09,4.29,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,50,DIANE COLLINS,1,Omdurman,Sudan,9.98,2,1.4,0.3,7.14,6.67,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-12,598,WADE DELVALLE,1,Lausanne,Switzerland,14.96,4,0.9,0.2,16.66,20.0,4,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-12,73,BEVERLY BROOKS,2,Chiayi,Taiwan,12.98,2,0.63,0.17,20.55,12.0,2,1,1:Mike Hillyer,1,1,1,10,1,0
2005-07-12,220,CHARLENE ALVAREZ,2,Zanzibar,Tanzania,8.99,1,0.4,0.2,22.59,5.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-12,86,JACQUELINE LONG,2,Songkhla,Thailand,7.99,1,1.8,0.43,4.45,2.31,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-12,335,GREGORY MAULDIN,1,Sousse,Tunisia,8.98,2,1.1,0.3,8.19,6.67,2,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-12,483,VERNON CHAPA,2,Denizli,Turkey,14.98,2,0.83,0.17,18.01,12.0,2,2,2:Jon Stephens,1,1,1,15,1,0
2005-07-12,105,DAWN SULLIVAN,1,Funafuti,Tuvalu,4.99,1,1.0,0.23,5.0,4.29,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,82,KATHRYN COLEMAN,1,Simferopol,Ukraine,6.99,1,1.43,0.3,4.89,3.33,1,2,2:Jon Stephens,1,1,1,6,1,0
2005-07-12,292,MISTY LAMBERT,2,Sharja,United Arab Emirates,6.99,1,1.36,0.33,5.13,3.0,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-12,583,MARSHALL THORN,1,Southampton,United Kingdom,6.99,1,2.26,0.43,3.09,2.31,1,2,2:Jon Stephens,1,1,1,9,1,0
2005-07-12,269,CASSANDRA WALTERS,1,Salinas,United States,13.97,3,1.06,0.2,13.12,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,36,2,1
2005-07-12,63,ASHLEY RICHARDSON,1,Lincoln,United States,12.98,2,1.06,0.2,12.19,10.0,2,2,2:Jon Stephens,1,1,2,36,2,0
2005-07-12,539,MATHEW BOLIN,1,Valencia,Venezuela,5.99,1,1.0,0.27,6.01,3.75,1,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-12,532,NEIL RENNER,2,Cam Ranh,Vietnam,8.98,2,1.76,0.33,5.09,6.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,6,1,1
2005-07-12,406,NATHAN RUNYON,1,Charlotte Amalie,"Virgin Islands, U.S.",2.99,1,1.3,0.37,2.31,2.73,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-12,303,WILLIAM SATTERFIELD,2,Sanaa,Yemen,4.99,1,1.2,0.23,4.17,4.29,1,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-12,470,GORDON ALLARD,1,Hodeida,Yemen,4.99,1,1.66,0.37,3.0,2.73,1,2,2:Jon Stephens,1,1,1,4,1,0
2005-07-12,553,MAX PITT,1,Novi Sad,Yugoslavia,7.98,2,2.26,0.47,3.53,4.29,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-12,438,BARRY LOVELACE,1,Kitwe,Zambia,8.98,2,1.46,0.4,6.14,5.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-26,441,MARIO CHEATHAM,1,Batna,Algeria,5.99,1,0.86,0.27,6.93,3.75,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-26,107,FLORENCE WOODS,1,Merlo,Argentina,6.99,1,0.96,0.23,7.25,4.29,1,2,2:Jon Stephens,1,1,1,13,1,0
2005-07-26,333,ANDREW PURDY,2,Baku,Azerbaijan,4.99,1,0.3,0.13,16.71,7.5,1,2,2:Jon Stephens,1,1,1,2,1,0
