suspicious_payment_sum_rank,customer_id,customer_name,customer_city,customer_country,window_start_date,window_end_date,window_sum_7d,window_count_7d,avg_prev30_window_sum_7d,avg_prev30_window_count_7d,sum_spike_ratio,payment_staff,payment_stores,distinct_rented_films,total_suspicious_payment_sum
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-26,2005-08-01,55.86,14,10.72,3.25,5.21,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",14,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-25,2005-07-31,53.87,13,10.72,3.25,5.03,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-24,2005-07-30,44.88,12,10.72,3.25,4.19,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-23,2005-07-29,32.93,7,10.72,3.25,3.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-06-15,2005-06-21,26.93,7,0.99,1.0,27.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-06-14,2005-06-20,21.94,6,0.99,1.0,22.16,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,82.79
35,406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-06-13,2005-06-19,13.95,5,0.99,1.0,14.09,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,82.79
36,277,OLGA JIMENEZ,Ogbomosho,Nigeria,2005-08-16,2005-08-22,52.9,10,12.47,3.25,4.24,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,81.83
36,277,OLGA JIMENEZ,Ogbomosho,Nigeria,2005-06-15,2005-06-21,28.93,7,6.99,1.0,4.14,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,81.83
37,166,LYNN PAYNE,Lilongwe,Malawi,2005-08-17,2005-08-23,42.91,9,13.98,2.5,3.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,81.81
37,166,LYNN PAYNE,Lilongwe,Malawi,2005-07-06,2005-07-12,38.9,10,7.98,2.33,4.88,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,81.81
37,166,LYNN PAYNE,Lilongwe,Malawi,2005-07-05,2005-07-11,35.91,9,7.98,2.33,4.5,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,81.81
37,166,LYNN PAYNE,Lilongwe,Malawi,2005-07-04,2005-07-10,34.92,8,7.98,2.33,4.38,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,81.81
37,166,LYNN PAYNE,Lilongwe,Malawi,2005-07-03,2005-07-09,23.94,6,7.98,2.33,3.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,81.81
38,529,ERIK GUILLEN,Bhimavaram,India,2005-08-16,2005-08-22,46.89,11,14.97,3.5,3.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,81.81
38,529,ERIK GUILLEN,Bhimavaram,India,2005-07-06,2005-07-12,34.92,8,2.98,2.0,11.72,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,81.81
38,529,ERIK GUILLEN,Bhimavaram,India,2005-07-05,2005-07-11,13.95,5,2.98,2.0,4.68,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,81.81
39,139,AMBER DIXON,Touliu,Taiwan,2005-08-17,2005-08-23,43.9,10,10.17,3.0,4.32,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,80.82
39,139,AMBER DIXON,Touliu,Taiwan,2005-08-16,2005-08-22,38.92,8,10.17,3.0,3.83,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,80.82
39,139,AMBER DIXON,Touliu,Taiwan,2005-07-06,2005-07-12,36.92,8,7.98,2.33,4.63,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,80.82
39,139,AMBER DIXON,Touliu,Taiwan,2005-07-04,2005-07-10,28.94,6,7.98,2.33,3.63,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,80.82
40,266,NORA HERRERA,Salzburg,Austria,2005-08-16,2005-08-22,49.87,13,14.22,3.0,3.51,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,80.81
40,266,NORA HERRERA,Salzburg,Austria,2005-07-27,2005-08-02,30.94,6,6.65,2.0,4.65,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,80.81
41,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-08-17,2005-08-23,54.9,10,10.49,1.5,5.24,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,79.85
41,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-08-16,2005-08-22,49.91,9,10.49,1.5,4.76,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,79.85
41,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-08-15,2005-08-21,39.92,8,10.49,1.5,3.81,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,79.85
41,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-08-14,2005-08-20,32.94,6,10.49,1.5,3.14,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,79.85
41,448,MIGUEL BETANCOURT,Erlangen,Germany,2005-06-15,2005-06-21,24.95,5,6.49,1.5,3.85,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,79.85
42,439,ALEXANDER FENNELL,Bergamo,Italy,2005-08-17,2005-08-23,55.88,12,18.45,5.5,3.03,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,79.82
42,439,ALEXANDER FENNELL,Bergamo,Italy,2005-06-15,2005-06-21,23.94,6,6.98,2.0,3.43,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,79.82
43,316,STEVEN CURLEY,Miraj,India,2005-07-26,2005-08-01,42.91,9,10.31,2.33,4.16,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,78.84
43,316,STEVEN CURLEY,Miraj,India,2005-06-15,2005-06-21,35.93,7,11.65,2.0,3.09,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,78.84
43,316,STEVEN CURLEY,Miraj,India,2005-07-25,2005-07-31,34.92,8,10.31,2.33,3.39,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,78.84
44,144,CLARA SHAW,Molodetno,Belarus,2005-07-06,2005-07-12,54.92,8,13.57,3.4,4.05,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,77.86
44,144,CLARA SHAW,Molodetno,Belarus,2005-06-15,2005-06-21,22.94,6,5.98,2.0,3.84,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,77.86
44,144,CLARA SHAW,Molodetno,Belarus,2005-06-14,2005-06-20,19.95,5,5.98,2.0,3.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,77.86
45,388,CRAIG MORRELL,Cavite,Philippines,2005-08-17,2005-08-23,50.89,11,12.72,3.5,4.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,77.84
45,434,EDDIE TOMLIN,Ozamis,Philippines,2005-08-16,2005-08-22,48.91,9,15.21,4.5,3.22,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,77.84
45,388,CRAIG MORRELL,Cavite,Philippines,2005-08-16,2005-08-22,44.9,10,12.72,3.5,3.53,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,77.84
45,388,CRAIG MORRELL,Cavite,Philippines,2005-08-15,2005-08-21,38.91,9,12.72,3.5,3.06,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,77.84
45,434,EDDIE TOMLIN,Ozamis,Philippines,2005-06-14,2005-06-20,28.93,7,5.99,1.0,4.83,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,77.84
45,388,CRAIG MORRELL,Cavite,Philippines,2005-06-14,2005-06-20,26.95,5,7.49,1.5,3.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,77.84
45,434,EDDIE TOMLIN,Ozamis,Philippines,2005-06-12,2005-06-18,22.95,5,5.99,1.0,3.83,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,77.84
46,473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-07-27,2005-08-02,51.89,11,12.56,3.8,4.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,77.82
46,473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-07-06,2005-07-12,25.93,7,6.31,2.33,4.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,77.82
47,367,ADAM GOOCH,Adoni,India,2005-08-15,2005-08-21,44.93,7,11.47,3.25,3.92,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,76.86
47,367,ADAM GOOCH,Adoni,India,2005-07-06,2005-07-12,31.93,7,0.99,1.0,32.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,76.86
47,367,ADAM GOOCH,Adoni,India,2005-07-05,2005-07-11,24.95,5,0.99,1.0,25.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,76.86
48,256,MABEL HOLLAND,Monywa,Myanmar,2005-08-17,2005-08-23,45.9,10,9.48,2.5,4.84,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,76.83
48,256,MABEL HOLLAND,Monywa,Myanmar,2005-06-13,2005-06-19,30.93,7,10.17,3.0,3.04,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,76.83
48,256,MABEL HOLLAND,Monywa,Myanmar,2005-08-15,2005-08-21,29.93,7,9.48,2.5,3.16,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,76.83
49,279,DIANNE SHELTON,Tabriz,Iran,2005-08-17,2005-08-23,56.88,12,10.37,2.6,5.48,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,76.82
49,279,DIANNE SHELTON,Tabriz,Iran,2005-08-16,2005-08-22,49.89,11,12.22,3.0,4.08,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,76.82
49,279,DIANNE SHELTON,Tabriz,Iran,2005-08-15,2005-08-21,38.91,9,12.22,3.0,3.18,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,76.82
49,279,DIANNE SHELTON,Tabriz,Iran,2005-06-15,2005-06-21,16.95,5,3.49,1.5,4.86,Mike Hillyer (#1),store #1,5,76.82
50,380,RUSSELL BRINSON,Tychy,Poland,2005-07-27,2005-08-02,47.89,11,13.63,3.67,3.51,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,75.81
50,380,RUSSELL BRINSON,Tychy,Poland,2005-07-26,2005-08-01,43.9,10,13.63,3.67,3.22,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,75.81
50,380,RUSSELL BRINSON,Tychy,Poland,2005-07-25,2005-07-31,41.91,9,13.63,3.67,3.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,75.81
50,380,RUSSELL BRINSON,Tychy,Poland,2005-06-15,2005-06-21,27.92,8,3.99,1.0,7.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,75.81
50,380,RUSSELL BRINSON,Tychy,Poland,2005-06-14,2005-06-20,22.93,7,3.99,1.0,5.75,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,75.81
50,380,RUSSELL BRINSON,Tychy,Poland,2005-06-12,2005-06-18,18.95,5,3.99,1.0,4.75,Mike Hillyer (#1),store #1,5,75.81
51,245,COURTNEY DAY,Uijongbu,South Korea,2005-07-27,2005-08-02,55.86,14,10.77,3.0,5.19,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",14,75.81
51,245,COURTNEY DAY,Uijongbu,South Korea,2005-07-25,2005-07-31,52.89,11,10.77,3.0,4.91,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,75.81
51,245,COURTNEY DAY,Uijongbu,South Korea,2005-07-24,2005-07-30,41.91,9,10.77,3.0,3.89,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,75.81
51,245,COURTNEY DAY,Uijongbu,South Korea,2005-07-23,2005-07-29,35.93,7,10.77,3.0,3.34,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,75.81
51,245,COURTNEY DAY,Uijongbu,South Korea,2005-07-06,2005-07-12,19.95,5,5.98,2.0,3.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,75.81
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-27,2005-08-02,54.9,10,10.96,4.0,5.01,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,74.84
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-26,2005-08-01,44.93,7,10.96,4.0,4.1,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,74.84
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-25,2005-07-31,39.94,6,10.96,4.0,3.64,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,74.84
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-24,2005-07-30,36.95,5,10.96,4.0,3.37,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,74.84
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-06,2005-07-12,19.94,6,0.99,1.0,20.14,Jon Stephens (#2),store #2,6,74.84
52,220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-07-05,2005-07-11,10.95,5,0.99,1.0,11.06,Jon Stephens (#2),store #2,5,74.84
53,457,BILL GAVIN,Rockford,United States,2005-08-16,2005-08-22,43.91,9,8.31,2.67,5.29,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,74.82
53,457,BILL GAVIN,Rockford,United States,2005-08-15,2005-08-21,39.92,8,8.31,2.67,4.81,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,74.82
53,457,BILL GAVIN,Rockford,United States,2005-06-14,2005-06-20,30.91,9,7.99,1.0,3.87,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,74.82
53,457,BILL GAVIN,Rockford,United States,2005-06-13,2005-06-19,24.93,7,7.99,1.0,3.12,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,74.82
54,267,MARGIE WADE,Lengshuijiang,China,2005-06-14,2005-06-20,38.91,9,11.98,2.0,3.25,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,73.82
54,267,MARGIE WADE,Lengshuijiang,China,2005-07-27,2005-08-02,34.91,9,9.73,2.5,3.59,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,73.82
54,267,MARGIE WADE,Lengshuijiang,China,2005-07-26,2005-08-01,33.92,8,9.73,2.5,3.49,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,73.82
54,267,MARGIE WADE,Lengshuijiang,China,2005-07-25,2005-07-31,30.93,7,9.73,2.5,3.18,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,73.82
55,42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-27,2005-08-02,48.88,12,12.47,3.17,3.92,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,72.82
55,42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-06,2005-07-12,23.94,6,7.31,2.67,3.28,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,72.82
56,426,BRADLEY MOTLEY,Purnea (Purnia),India,2005-07-27,2005-08-02,51.91,9,12.64,3.0,4.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,71.86
56,426,BRADLEY MOTLEY,Purnea (Purnia),India,2005-07-26,2005-08-01,50.92,8,12.64,3.0,4.03,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,71.86
56,426,BRADLEY MOTLEY,Purnea (Purnia),India,2005-07-25,2005-07-31,48.93,7,12.64,3.0,3.87,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,71.86
56,322,JASON MORRISSEY,Baha Blanca,Argentina,2005-06-15,2005-06-21,40.93,7,5.98,2.0,6.84,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,71.86
56,426,BRADLEY MOTLEY,Purnea (Purnia),India,2005-07-24,2005-07-30,37.94,6,12.64,3.0,3.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,71.86
56,322,JASON MORRISSEY,Baha Blanca,Argentina,2005-06-14,2005-06-20,31.94,6,5.98,2.0,5.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,71.86
56,322,JASON MORRISSEY,Baha Blanca,Argentina,2005-07-27,2005-08-02,30.93,7,9.97,3.5,3.1,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,71.86
56,426,BRADLEY MOTLEY,Purnea (Purnia),India,2005-06-15,2005-06-21,19.95,5,0.99,1.0,20.15,Mike Hillyer (#1),store #1,5,71.86
57,242,GLENDA FRAZIER,Qinhuangdao,China,2005-07-27,2005-08-02,41.91,9,10.77,3.0,3.89,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,71.85
57,242,GLENDA FRAZIER,Qinhuangdao,China,2005-07-26,2005-08-01,35.93,7,10.77,3.0,3.34,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,71.85
57,242,GLENDA FRAZIER,Qinhuangdao,China,2005-06-14,2005-06-20,29.94,6,7.31,2.0,4.09,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,71.85
57,242,GLENDA FRAZIER,Qinhuangdao,China,2005-06-13,2005-06-19,24.95,5,7.31,2.0,3.41,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,71.85
58,135,JUANITA MASON,Pune,India,2005-07-27,2005-08-02,49.88,12,11.17,3.2,4.47,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,71.82
58,135,JUANITA MASON,Pune,India,2005-07-26,2005-08-01,43.89,11,11.17,3.2,3.93,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,71.82
58,135,JUANITA MASON,Pune,India,2005-07-25,2005-07-31,35.92,8,11.17,3.2,3.22,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,71.82
58,135,JUANITA MASON,Pune,India,2005-07-06,2005-07-12,21.94,6,3.31,2.0,6.62,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,71.82
59,503,ANGEL BARCLAY,Ueda,Japan,2005-08-17,2005-08-23,43.87,13,10.22,3.0,4.29,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,71.81
59,503,ANGEL BARCLAY,Ueda,Japan,2005-08-16,2005-08-22,30.91,9,10.22,3.0,3.02,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,71.81
59,503,ANGEL BARCLAY,Ueda,Japan,2005-07-06,2005-07-12,27.94,6,7.31,2.0,3.82,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,71.81
59,503,ANGEL BARCLAY,Ueda,Japan,2005-07-05,2005-07-11,24.95,5,7.31,2.0,3.41,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,71.81
60,461,DEREK BLAKELY,Gingoog,Philippines,2005-08-17,2005-08-23,47.89,11,14.78,5.83,3.24,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,71.79
60,461,DEREK BLAKELY,Gingoog,Philippines,2005-07-27,2005-08-02,23.9,10,4.31,2.33,5.55,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,71.79
60,461,DEREK BLAKELY,Gingoog,Philippines,2005-07-26,2005-08-01,21.92,8,4.31,2.33,5.09,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,71.79
60,461,DEREK BLAKELY,Gingoog,Philippines,2005-07-25,2005-07-31,18.93,7,4.31,2.33,4.39,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,71.79
60,461,DEREK BLAKELY,Gingoog,Philippines,2005-07-24,2005-07-30,12.95,5,4.31,2.33,3.0,Jon Stephens (#2),store #2,5,71.79
61,508,MILTON HOWLAND,Vijayawada,India,2005-07-27,2005-08-02,61.88,12,15.98,2.25,3.87,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,70.87
61,508,MILTON HOWLAND,Vijayawada,India,2005-07-26,2005-08-01,60.89,11,18.31,2.67,3.33,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,70.87
62,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-27,2005-08-02,67.85,15,4.73,1.75,14.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",15,70.84
62,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-26,2005-08-01,54.86,14,5.31,2.0,10.32,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,70.84
62,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-25,2005-07-31,37.89,11,5.31,2.0,7.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,70.84
62,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-24,2005-07-30,36.9,10,5.31,2.0,6.94,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,70.84
62,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-23,2005-07-29,21.93,7,5.31,2.0,4.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,70.84
63,472,GREG ROBINS,Nam Dinh,Vietnam,2005-08-16,2005-08-22,44.92,8,13.31,2.33,3.37,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,69.86
63,472,GREG ROBINS,Nam Dinh,Vietnam,2005-06-15,2005-06-21,24.94,6,4.98,2.5,5.01,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,69.86
63,472,GREG ROBINS,Nam Dinh,Vietnam,2005-06-14,2005-06-20,23.95,5,4.98,2.5,4.81,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,69.86
64,471,DEAN SAUER,Johannesburg,South Africa,2005-08-17,2005-08-23,48.9,10,6.97,3.25,7.02,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,69.85
64,471,DEAN SAUER,Johannesburg,South Africa,2005-08-16,2005-08-22,46.91,9,6.97,3.25,6.73,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,69.85
64,471,DEAN SAUER,Johannesburg,South Africa,2005-08-15,2005-08-21,37.93,7,6.97,3.25,5.44,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,69.85
64,471,DEAN SAUER,Johannesburg,South Africa,2005-06-14,2005-06-20,20.95,5,2.99,1.0,7.01,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,69.85
65,446,THEODORE CULP,Uluberia,India,2005-07-27,2005-08-02,48.89,11,14.96,3.67,3.27,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,69.83
65,446,THEODORE CULP,Uluberia,India,2005-07-24,2005-07-30,44.9,10,14.96,3.67,3.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,69.83
65,446,THEODORE CULP,Uluberia,India,2005-06-14,2005-06-20,20.94,6,3.31,2.0,6.32,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,69.83
66,234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-06-15,2005-06-21,36.92,8,4.99,1.0,7.4,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,68.85
66,234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-06-14,2005-06-20,31.93,7,4.99,1.0,6.4,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,68.85
66,234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-07-27,2005-08-02,31.93,7,8.98,2.0,3.56,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,68.85
66,234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-06-12,2005-06-18,24.94,6,4.99,1.0,5.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,68.85
66,234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-06-11,2005-06-17,18.95,5,4.99,1.0,3.8,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,68.85
67,302,MICHAEL SILVERMAN,Tiefa,China,2005-07-26,2005-08-01,45.9,10,14.29,4.0,3.21,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,68.84
67,302,MICHAEL SILVERMAN,Tiefa,China,2005-07-25,2005-07-31,44.91,9,14.29,4.0,3.14,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,68.84
67,302,MICHAEL SILVERMAN,Tiefa,China,2005-07-06,2005-07-12,22.94,6,2.99,1.0,7.67,Jon Stephens (#2),store #2,6,68.84
67,302,MICHAEL SILVERMAN,Tiefa,China,2005-07-04,2005-07-10,14.95,5,2.99,1.0,5.0,Jon Stephens (#2),store #2,5,68.84
68,15,HELEN HARRIS,Bhopal,India,2005-08-17,2005-08-23,67.86,14,15.96,4.0,4.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,67.86
68,15,HELEN HARRIS,Bhopal,India,2005-08-16,2005-08-22,62.87,13,15.96,4.0,3.94,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,67.86
68,15,HELEN HARRIS,Bhopal,India,2005-08-15,2005-08-21,52.89,11,15.96,4.0,3.31,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,67.86
69,297,SHERRI RHODES,Ahmadnagar,India,2005-08-17,2005-08-23,43.9,10,12.12,5.0,3.62,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,67.85
69,297,SHERRI RHODES,Ahmadnagar,India,2005-06-12,2005-06-18,23.95,5,2.99,1.5,8.02,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,67.85
70,570,IVAN CROMWELL,Monclova,Mexico,2005-07-27,2005-08-02,34.91,9,6.8,3.5,5.14,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,67.84
70,570,IVAN CROMWELL,Monclova,Mexico,2005-06-14,2005-06-20,32.93,7,7.99,1.0,4.12,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,67.84
70,570,IVAN CROMWELL,Monclova,Mexico,2005-07-25,2005-07-31,30.92,8,6.8,3.5,4.55,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,67.84
70,570,IVAN CROMWELL,Monclova,Mexico,2005-06-12,2005-06-18,29.94,6,7.99,1.0,3.75,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,67.84
70,570,IVAN CROMWELL,Monclova,Mexico,2005-06-11,2005-06-17,25.95,5,7.99,1.0,3.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,67.84
