average_payment,customer_full_name,customer_id,high_risk,max_payment,payment_count,total_amount
4.519411764705883,VELMA LUCAS,286,1,9.99,17,76.83000000000001
4.523333333333334,MICHAEL SILVERMAN,302,1,8.99,15,67.85000000000001
4.523333333333334,PRISCILLA LOWE,273,1,8.99,15,67.85000000000001
4.5284615384615385,ALFRED CASILLAS,423,1,9.99,13,58.870000000000005
4.528461538461539,JESSIE MILAM,533,1,9.99,13,58.87000000000001
4.535454545454546,ADRIAN CLARY,525,1,7.99,11,49.89000000000001
4.535454545454547,DALE RATCLIFF,407,1,9.99,11,49.890000000000015
4.535454545454547,HERBERT KRUGER,428,1,6.99,11,49.890000000000015
4.545555555555556,EDDIE TOMLIN,434,0,10.99,9,40.910000000000004
4.545555555555556,HELEN HARRIS,15,0,7.99,9,40.910000000000004
4.545555555555556,LILLIAN GRIFFIN,98,0,7.99,9,40.910000000000004
4.5525,COURTNEY DAY,245,1,10.99,16,72.84
4.5614285714285705,JESSIE BANKS,215,0,8.99,7,31.929999999999993
4.561428571428571,LAURA RODRIGUEZ,22,0,7.99,7,31.93
4.561428571428572,ALMA AUSTIN,196,1,10.99,14,63.860000000000014
4.561428571428572,HEATHER MORRIS,53,0,7.99,7,31.930000000000007
4.568947368421052,KARL SEAL,526,1,7.99,19,86.81
4.568947368421052,TERRENCE GUNDERSON,595,1,10.99,19,86.80999999999999
4.573333333333335,RAMONA HALE,296,1,7.99,12,54.88000000000002
4.580909090909089,ELEANOR HUNT,148,1,10.99,22,100.77999999999997
4.590000000000001,AARON SELBY,375,0,6.99,5,22.950000000000003
4.590000000000001,GLADYS HAMILTON,103,1,6.99,15,68.85000000000001
4.590000000000001,JEFF EAST,418,0,10.99,10,45.900000000000006
4.590000000000001,NAOMI JENNINGS,274,0,7.99,10,45.900000000000006
4.590000000000001,SHANNON FREEMAN,123,0,8.99,10,45.900000000000006
4.615000000000001,OSCAR AQUINO,449,0,8.99,8,36.92000000000001
4.626363636363636,CLIFFORD BOWENS,447,1,8.99,11,50.89
4.626363636363637,ALAN KAHN,389,1,8.99,11,50.89000000000001
4.626363636363638,ROSA REYNOLDS,112,1,6.99,11,50.890000000000015
4.626363636363638,SHANE MILLARD,488,1,8.99,11,50.890000000000015
4.6328571428571435,ASHLEY RICHARDSON,63,1,8.99,14,64.86000000000001
4.6328571428571435,JAMIE WAUGH,531,1,6.99,14,64.86000000000001
4.6328571428571435,SAM MCDUFFIE,490,1,8.99,14,64.86000000000001
4.637058823529411,STEPHEN QUALLS,332,1,8.99,17,78.82999999999998
4.656666666666667,KATIE ELLIOTT,193,0,6.99,6,27.940000000000005
4.656666666666667,MARIAN MENDOZA,246,0,7.99,6,27.940000000000005
4.656666666666667,NELSON CHRISTENSON,549,0,9.99,9,41.910000000000004
4.656666666666667,RANDY GAITHER,376,1,8.99,15,69.85000000000001
4.656666666666667,THOMAS GRIGSBY,308,0,8.99,6,27.940000000000005
4.656666666666668,JUNE CARROLL,176,1,6.99,12,55.88000000000002
4.656666666666668,MATHEW BOLIN,539,1,7.99,12,55.88000000000002
4.656666666666668,MAUREEN LITTLE,226,0,9.99,9,41.91000000000001
4.656666666666668,RAUL FORTIER,509,0,8.99,9,41.91000000000001
4.656666666666668,ROY WHITING,363,1,8.99,15,69.85000000000002
4.656666666666668,STEVEN CURLEY,316,1,7.99,12,55.88000000000002
4.677499999999999,WARREN SHERROD,462,1,8.99,16,74.83999999999999
4.6775,MISTY LAMBERT,292,1,8.99,16,74.84
4.682307692307694,DUANE TUBBS,513,1,9.99,13,60.87000000000001
4.682307692307694,JANICE WARD,66,1,8.99,13,60.87000000000001
4.682307692307694,PHILIP CAUSEY,393,1,8.99,13,60.87000000000002
4.682307692307694,SARAH LEWIS,23,1,9.99,13,60.87000000000001
4.682307692307694,TERRI VASQUEZ,206,1,6.99,13,60.87000000000002
4.6899999999999995,LESLIE SEWARD,506,0,9.99,10,46.9
4.69,CALVIN MARTEL,453,0,8.99,10,46.900000000000006
4.690000000000001,BEVERLY BROOKS,73,0,9.99,10,46.90000000000001
4.690000000000001,MAE FLETCHER,293,0,9.99,10,46.90000000000001
4.704285714285715,LAUREN HUDSON,162,0,7.99,7,32.93
4.7042857142857155,DARYL LARUE,579,1,9.99,14,65.86000000000001
4.7042857142857155,DON BONE,433,1,8.99,14,65.86000000000001
4.7042857142857155,EDUARDO HIATT,594,1,8.99,14,65.86000000000001
4.7042857142857155,MELINDA FERNANDEZ,223,0,7.99,7,32.93000000000001
4.7042857142857155,YVONNE WATKINS,174,0,7.99,7,32.93000000000001
4.723333333333334,BYRON BOX,573,1,10.99,15,70.85000000000001
4.7233333333333345,STEPHANIE MITCHELL,41,1,9.99,15,70.85000000000002
4.740000000000001,BEATRICE ARNOLD,170,1,9.99,12,56.88000000000001
4.740000000000001,EDWIN BURK,432,1,6.99,12,56.88000000000002
4.740000000000001,VERA MCCOY,218,0,8.99,8,37.92000000000001
4.754705882352941,ARLENE HARVEY,225,1,7.99,17,80.83
4.754705882352941,DIANE COLLINS,50,1,10.99,17,80.83
4.75923076923077,KAREN JACKSON,13,1,11.99,13,61.87000000000002
4.767777777777777,MARION SNYDER,178,1,10.99,18,85.82
4.767777777777778,DIANNE SHELTON,279,0,9.99,9,42.910000000000004
4.767777777777778,JULIO NOLAND,545,0,8.99,9,42.910000000000004
4.767777777777778,NELLIE GARRETT,238,0,8.99,9,42.910000000000004
4.79,PEDRO CHESTNUT,475,1,9.99,15,71.85
4.790000000000001,DENISE KELLY,74,0,7.99,10,47.90000000000001
4.790000000000001,FRANCES PARKER,47,0,9.99,10,47.900000000000006
4.790000000000001,SHELLY WATTS,294,0,7.99,10,47.90000000000001
4.802499999999999,CHRISTOPHER GRECO,309,1,8.99,16,76.83999999999999
4.808181818181819,CLIFTON MALCOLM,577,1,8.99,11,52.89000000000001
4.808181818181819,TERRY GRISSOM,355,1,6.99,11,52.89000000000001
4.823333333333334,HENRY BILLINGSLEY,344,0,5.99,6,28.940000000000005
4.823333333333334,LEE HAWKS,421,1,8.99,12,57.88000000000001
4.836153846153847,JOSEPH JOY,307,1,10.99,13,62.87000000000001
4.847142857142857,RAY HOULE,430,0,6.99,7,33.93
4.847142857142858,ANTONIO MEEK,398,0,7.99,7,33.93000000000001
4.847142857142858,DARREN WINDHAM,541,0,8.99,7,33.93000000000001
4.847142857142858,GILBERT SLEDGE,497,1,9.99,14,67.86000000000001
4.847142857142858,STELLA MORENO,247,0,6.99,7,33.93000000000001
4.865000000000001,STEVE MACKENZIE,372,1,8.99,16,77.84000000000002
4.87235294117647,TONYA CHAPMAN,209,1,8.99,17,82.83
4.8788888888888895,DAISY BATES,295,1,9.99,18,87.82000000000001
4.87888888888889,ALBERT CROUSE,352,0,7.99,9,43.91000000000001
4.87888888888889,DONNA THOMPSON,17,0,8.99,9,43.91000000000001
4.87888888888889,PAULA BRYANT,95,0,6.99,9,43.91000000000001
4.890000000000001,SERGIO STANFIELD,587,0,8.99,10,48.900000000000006
4.8900000000000015,DAWN SULLIVAN,105,0,9.99,10,48.90000000000001
4.8900000000000015,ROBERT BAUGHMAN,301,0,6.99,10,48.90000000000001
4.899090909090909,RAYMOND MCWHORTER,334,1,7.99,11,53.89000000000001
4.89909090909091,LISA ANDERSON,11,1,9.99,11,53.890000000000015
4.906666666666668,ALICE STEWART,51,1,9.99,12,58.88000000000002
4.906666666666668,BESSIE MORRISON,221,1,8.99,12,58.88000000000002
4.906666666666668,GLEN TALBERT,486,1,8.99,12,58.88000000000002
4.91857142857143,DANA HART,179,1,8.99,14,68.86000000000001
4.923333333333334,BRETT CORNWELL,502,1,8.99,15,73.85000000000001
4.923333333333334,DEBRA NELSON,39,1,8.99,15,73.85000000000001
4.934444444444444,MARSHA DOUGLAS,257,1,6.99,18,88.82
4.989999999999998,TOMMY COLLAZO,459,1,10.99,18,89.81999999999998
4.99,CLAUDIA FULLER,234,0,7.99,3,14.97
4.990000000000001,ALLAN CORNISH,548,0,7.99,6,29.940000000000005
4.990000000000001,CARL ARTIS,345,0,8.99,10,49.90000000000001
4.990000000000001,CHARLENE ALVAREZ,220,1,10.99,12,59.88000000000001
4.990000000000001,CODY NOLEN,544,0,9.99,6,29.940000000000005
4.990000000000001,DWIGHT LOMBARDI,555,0,7.99,6,29.940000000000005
4.990000000000001,JESUS MCCARTNEY,427,0,7.99,10,49.90000000000001
4.990000000000001,NEIL RENNER,532,1,8.99,14,69.86000000000001
4.990000000000001,VALERIE BLACK,149,1,10.99,11,54.890000000000015
5.0566666666666675,KENT ARSENAULT,591,1,11.99,15,75.85000000000001
5.061428571428571,BERNICE WILLIS,172,1,7.99,14,70.86
5.073333333333335,SONIA GREGORY,284,1,8.99,12,60.88000000000002
5.090000000000002,KEVIN SCHULER,321,0,8.99,10,50.90000000000001
5.0952631578947365,RHONDA KENNEDY,137,1,8.99,19,96.80999999999999
5.101111111111113,FREDERICK ISBELL,429,0,7.99,9,45.91000000000001
5.101111111111113,JON WILES,455,0,8.99,9,45.91000000000001
5.1328571428571435,TRAVIS ESTEP,417,0,9.99,7,35.93000000000001
5.143846153846155,ALVIN DELOACH,467,1,8.99,13,66.87000000000002
5.156666666666667,CARLOS COUGHLIN,379,0,7.99,6,30.940000000000005
5.156666666666668,MARILYN ROSS,80,1,8.99,12,61.88000000000002
5.156666666666668,MIKE WAY,403,1,7.99,12,61.88000000000002
5.171818181818183,CHARLIE BESS,495,1,9.99,11,56.89000000000001
5.171818181818183,CLAUDE HERZOG,528,1,9.99,11,56.89000000000001
5.171818181818183,WANDA PATTERSON,87,1,8.99,11,56.890000000000015
5.19,KRISTEN CHAVEZ,194,0,7.99,5,25.950000000000003
5.19,ROBERTO VU,484,1,9.99,15,77.85000000000001
5.190000000000001,BRYAN HARDISON,400,0,6.99,10,51.90000000000001
5.212222222222221,CLARA SHAW,144,1,9.99,18,93.81999999999998
5.212222222222223,CASSANDRA WALTERS,269,0,9.99,9,46.91000000000001
5.212222222222223,ELMER NOE,516,0,6.99,9,46.91000000000001
5.24,DANIEL CABRAL,310,0,10.99,8,41.92
5.240000000000001,JERRY JORDON,337,1,8.99,12,62.88000000000001
5.240000000000001,LEON BOSTIC,460,0,7.99,8,41.92000000000001
5.256666666666667,TINA SIMMONS,92,1,8.99,15,78.85000000000001
5.262727272727274,NATHANIEL ADAM,504,1,9.99,11,57.89000000000001
5.275714285714287,DORIS REED,55,0,7.99,7,36.93000000000001
5.275714285714287,ELAINE STEVENS,127,0,6.99,7,36.93000000000001
5.275714285714287,JAMIE RICE,146,0,7.99,7,36.93000000000001
5.297692307692308,MIRIAM MCKINNEY,285,1,9.99,13,68.87
5.2976923076923095,LINDA WILLIAMS,3,1,10.99,13,68.87000000000002
5.323333333333333,ZACHARY HITE,479,1,8.99,15,79.85
5.323333333333335,ERIC ROBERT,331,1,10.99,12,63.88000000000002
5.347142857142857,MILTON HOWLAND,508,1,9.99,14,74.86
5.365000000000001,BRENT HARKINS,493,0,7.99,8,42.92000000000001
5.374615384615385,JOYCE EDWARDS,49,1,10.99,13,69.87
5.374615384615385,ROBIN HAYES,100,1,8.99,13,69.87
5.378888888888889,ARNOLD HAVENS,522,1,9.99,18,96.82
5.390000000000001,EDITH MCDONALD,117,0,9.99,5,26.950000000000003
5.3900000000000015,ANDY VANHORN,582,0,9.99,10,53.90000000000001
5.3900000000000015,LENA JENSEN,259,0,7.99,10,53.90000000000001
5.3900000000000015,MARIE TURNER,44,0,9.99,10,53.90000000000001
5.406666666666667,JACQUELINE LONG,86,1,10.99,12,64.88000000000001
5.406666666666667,SARA PERRY,84,1,9.99,12,64.88000000000001
5.418571428571428,PATRICIA JOHNSON,2,1,10.99,14,75.86
5.41857142857143,JIM REA,451,0,8.99,7,37.93000000000001
5.434444444444445,VERNON CHAPA,483,0,9.99,9,48.910000000000004
5.434444444444446,GREG ROBINS,472,0,6.99,9,48.91000000000001
5.434444444444446,HUGH WALDROP,552,0,8.99,9,48.91000000000001
5.434444444444446,JOHNNIE CHISHOLM,571,0,8.99,9,48.91000000000001
5.444545454545456,MARIA MILLER,7,1,8.99,11,59.890000000000015
5.451538461538463,PERRY SWAFFORD,585,1,9.99,13,70.87000000000002
5.490000000000001,COREY HAUSER,480,0,9.99,8,43.92000000000001
5.490000000000001,FRANCISCO SKIDMORE,443,0,9.99,10,54.90000000000001
5.490000000000001,JEROME KENYON,464,0,6.99,6,32.940000000000005
5.490000000000001,KATHERINE RIVERA,61,0,7.99,6,32.940000000000005
5.490000000000001,NATALIE MEYER,216,0,8.99,6,32.940000000000005
5.535454545454547,CHERYL MURPHY,59,1,8.99,11,60.890000000000015
5.535454545454547,RICK MATTOX,491,1,8.99,11,60.890000000000015
5.59,ARTHUR SIMPKINS,346,1,8.99,15,83.85
5.615000000000001,ANN EVANS,48,0,7.99,8,44.92000000000001
5.656666666666666,RAFAEL ABNEY,505,0,9.99,6,33.94
5.695882352941176,GORDON ALLARD,470,1,10.99,17,96.82999999999998
5.739999999999999,MARSHALL THORN,583,1,9.99,12,68.88
5.740000000000001,EILEEN CARR,205,0,7.99,8,45.92000000000001
5.740000000000001,PAUL TROUT,311,0,8.99,8,45.92000000000001
5.8081818181818194,BRITTANY RILEY,187,1,10.99,11,63.890000000000015
5.823333333333334,RUTH MARTINEZ,19,0,9.99,6,34.940000000000005
5.847142857142858,TARA RYAN,203,0,10.99,7,40.93000000000001
5.847142857142858,WILMA RICHARDS,212,0,10.99,7,40.93000000000001
5.8900000000000015,DAN PAINE,477,0,10.99,10,58.90000000000001
5.89909090909091,KATHRYN COLEMAN,82,1,9.99,11,64.89000000000001
5.990000000000001,BRADLEY MOTLEY,426,1,10.99,11,65.89000000000001
5.990000000000001,DORA MEDINA,249,0,9.99,8,47.92000000000001
5.990000000000001,LONNIE TIRADO,542,0,9.99,8,47.92000000000001
6.073333333333333,ANA BRADLEY,181,1,9.99,12,72.88
6.101111111111113,DOUGLAS GRAF,343,0,9.99,9,54.91000000000001
6.115000000000001,JARED ELY,524,0,8.99,8,48.92000000000001
6.156666666666666,PAMELA BAKER,37,0,9.99,6,36.94
6.156666666666667,KAY CALDWELL,272,0,10.99,6,36.940000000000005
