customer_id,first_name,last_name,payment_count,total_amount,avg_payment_amount,is_suspicious
109,EDNA,WEST,8,26.92,3.37,0
186,HOLLY,FOX,8,26.92,3.37,0
6,JENNIFER,DAVIS,9,26.91,2.99,0
24,KIMBERLY,LEE,9,26.91,2.99,0
383,MARTIN,BALES,9,26.91,2.99,0
527,CORY,MEEHAN,9,26.91,2.99,1
557,FELIX,GAFFNEY,10,26.9,2.69,0
461,DEREK,BLAKELY,11,26.89,2.44,0
152,ALICIA,MILLS,6,25.94,4.32,0
534,CHRISTIAN,JUNG,7,25.93,3.7,0
76,IRENE,PRICE,9,25.91,2.88,0
136,ANITA,MORALES,6,24.94,4.16,1
318,BRIAN,WYMAN,6,24.94,4.16,1
328,JEFFREY,SPEAR,6,24.94,4.16,0
313,DONALD,MAHON,7,24.93,3.56,0
395,JOHNNY,TURPIN,7,24.93,3.56,0
456,RONNIE,RICKETTS,7,24.93,3.56,0
569,DAVE,GARDINER,7,24.93,3.56,0
350,JUAN,FRALEY,8,24.92,3.12,0
81,ANDREA,HENDERSON,6,23.94,3.99,1
586,KIRK,STCLAIR,6,23.94,3.99,0
255,IRMA,PEARSON,7,23.93,3.42,1
466,LEO,EBERT,7,23.93,3.42,0
392,SEAN,DOUGLASS,8,23.92,2.99,1
568,ALBERTO,HENNING,8,23.92,2.99,0
110,TIFFANY,JORDAN,7,22.93,3.28,0
177,SAMANTHA,DUNCAN,7,22.93,3.28,1
556,ARMANDO,GRUBER,7,22.93,3.28,0
288,BOBBIE,CRAIG,9,22.91,2.55,0
93,PHYLLIS,FOSTER,6,21.94,3.66,0
596,ENRIQUE,FORSYTHE,6,21.94,3.66,0
422,MELVIN,ELLINGTON,7,21.93,3.13,0
413,MARVIN,YEE,6,20.94,3.49,0
378,EUGENE,CULPEPPER,8,20.92,2.62,0
252,MATTIE,HOFFMAN,10,20.9,2.09,0
250,JO,FOWLER,7,19.93,2.85,0
358,SAMUEL,MARLOW,7,19.93,2.85,0
134,EMMA,BOYD,6,18.94,3.16,0
248,CAROLINE,BOWMAN,6,18.94,3.16,0
384,ERNEST,STEPP,8,18.92,2.37,0
77,JANE,BENNETT,7,15.93,2.28,0
256,MABEL,HOLLAND,6,12.94,2.16,0
