customer_id,first_name,last_name,transaction_count,total_payment_amount,average_payment_amount,share_payments_above_5
188,MELANIE,ARMSTRONG,8,31.92,3.99,0.125
67,KELLY,TORRES,8,30.92,3.87,0.25
399,DANNY,ISOM,8,30.92,3.87,0.25
515,ANDRE,RAPP,8,30.92,3.87,0.125
33,ANNA,HILL,8,29.92,3.74,0.125
54,TERESA,ROGERS,8,29.92,3.74,0.125
496,TYLER,WREN,8,29.92,3.74,0.125
551,CLAYTON,BARBEE,8,28.92,3.62,0.25
60,MILDRED,BAILEY,8,27.92,3.49,0.125
281,LEONA,OBRIEN,8,27.92,3.49,0.25
370,WAYNE,TRUONG,8,27.92,3.49,0.375
444,MARCUS,HIDALGO,8,27.92,3.49,0.125
543,LANCE,PEMBERTON,8,27.92,3.49,0.0
85,ANNE,POWELL,8,26.92,3.37,0.125
109,EDNA,WEST,8,26.92,3.37,0.125
186,HOLLY,FOX,8,26.92,3.37,0.125
350,JUAN,FRALEY,8,24.92,3.12,0.125
392,SEAN,DOUGLASS,8,23.92,2.99,0.125
568,ALBERTO,HENNING,8,23.92,2.99,0.125
378,EUGENE,CULPEPPER,8,20.92,2.62,0.0
384,ERNEST,STEPP,8,18.92,2.37,0.0
203,TARA,RYAN,7,40.93,5.85,0.5714
212,WILMA,RICHARDS,7,40.93,5.85,0.4286
451,JIM,REA,7,37.93,5.42,0.2857
55,DORIS,REED,7,36.93,5.28,0.4286
127,ELAINE,STEVENS,7,36.93,5.28,0.5714
146,JAMIE,RICE,7,36.93,5.28,0.4286
417,TRAVIS,ESTEP,7,35.93,5.13,0.2857
247,STELLA,MORENO,7,33.93,4.85,0.4286
398,ANTONIO,MEEK,7,33.93,4.85,0.4286
430,RAY,HOULE,7,33.93,4.85,0.4286
541,DARREN,WINDHAM,7,33.93,4.85,0.2857
162,LAUREN,HUDSON,7,32.93,4.7,0.2857
174,YVONNE,WATKINS,7,32.93,4.7,0.1429
223,MELINDA,FERNANDEZ,7,32.93,4.7,0.4286
22,LAURA,RODRIGUEZ,7,31.93,4.56,0.2857
53,HEATHER,MORRIS,7,31.93,4.56,0.1429
215,JESSIE,BANKS,7,31.93,4.56,0.2857
270,LEAH,CURTIS,7,30.93,4.42,0.1429
140,EVA,RAMOS,7,29.93,4.28,0.1429
341,PETER,MENARD,7,29.93,4.28,0.1429
561,IAN,STILL,7,29.93,4.28,0.2857
599,AUSTIN,CINTRON,7,29.93,4.28,0.2857
94,NORMA,GONZALES,7,28.93,4.13,0.1429
261,DEANNA,BYRD,7,28.93,4.13,0.1429
478,LEWIS,LYMAN,7,28.93,4.13,0.0
190,YOLANDA,WEAVER,7,27.93,3.99,0.2857
457,BILL,GAVIN,7,27.93,3.99,0.2857
70,CHRISTINA,RAMIREZ,7,26.93,3.85,0.2857
412,ALLEN,BUTTERFIELD,7,26.93,3.85,0.2857
450,JAY,ROBB,7,26.93,3.85,0.1429
492,LESTER,KRAUS,7,26.93,3.85,0.2857
597,FREDDIE,DUGGAN,7,26.93,3.85,0.0
534,CHRISTIAN,JUNG,7,25.93,3.7,0.1429
313,DONALD,MAHON,7,24.93,3.56,0.1429
395,JOHNNY,TURPIN,7,24.93,3.56,0.2857
456,RONNIE,RICKETTS,7,24.93,3.56,0.1429
569,DAVE,GARDINER,7,24.93,3.56,0.2857
255,IRMA,PEARSON,7,23.93,3.42,0.2857
466,LEO,EBERT,7,23.93,3.42,0.1429
110,TIFFANY,JORDAN,7,22.93,3.28,0.0
177,SAMANTHA,DUNCAN,7,22.93,3.28,0.1429
556,ARMANDO,GRUBER,7,22.93,3.28,0.1429
422,MELVIN,ELLINGTON,7,21.93,3.13,0.0
250,JO,FOWLER,7,19.93,2.85,0.0
358,SAMUEL,MARLOW,7,19.93,2.85,0.1429
77,JANE,BENNETT,7,15.93,2.28,0.0
37,PAMELA,BAKER,6,36.94,6.16,0.8333
272,KAY,CALDWELL,6,36.94,6.16,0.5
19,RUTH,MARTINEZ,6,34.94,5.82,0.5
505,RAFAEL,ABNEY,6,33.94,5.66,0.5
61,KATHERINE,RIVERA,6,32.94,5.49,0.5
216,NATALIE,MEYER,6,32.94,5.49,0.5
464,JEROME,KENYON,6,32.94,5.49,0.5
379,CARLOS,COUGHLIN,6,30.94,5.16,0.1667
544,CODY,NOLEN,6,29.94,4.99,0.5
548,ALLAN,CORNISH,6,29.94,4.99,0.3333
555,DWIGHT,LOMBARDI,6,29.94,4.99,0.5
344,HENRY,BILLINGSLEY,6,28.94,4.82,0.3333
193,KATIE,ELLIOTT,6,27.94,4.66,0.1667
246,MARIAN,MENDOZA,6,27.94,4.66,0.3333
308,THOMAS,GRIGSBY,6,27.94,4.66,0.3333
152,ALICIA,MILLS,6,25.94,4.32,0.3333
136,ANITA,MORALES,6,24.94,4.16,0.3333
318,BRIAN,WYMAN,6,24.94,4.16,0.3333
328,JEFFREY,SPEAR,6,24.94,4.16,0.1667
81,ANDREA,HENDERSON,6,23.94,3.99,0.1667
586,KIRK,STCLAIR,6,23.94,3.99,0.1667
93,PHYLLIS,FOSTER,6,21.94,3.66,0.0
596,ENRIQUE,FORSYTHE,6,21.94,3.66,0.0
413,MARVIN,YEE,6,20.94,3.49,0.1667
134,EMMA,BOYD,6,18.94,3.16,0.0
248,CAROLINE,BOWMAN,6,18.94,3.16,0.1667
256,MABEL,HOLLAND,6,12.94,2.16,0.0
117,EDITH,MCDONALD,5,26.95,5.39,0.6
194,KRISTEN,CHAVEZ,5,25.95,5.19,0.4
375,AARON,SELBY,5,22.95,4.59,0.2
4,BARBARA,JONES,5,21.95,4.39,0.4
387,JESSE,SCHILLING,5,21.95,4.39,0.4
266,NORA,HERRERA,5,20.95,4.19,0.4
353,JONATHAN,SCARBOROUGH,5,18.95,3.79,0.2
431,JOEL,FRANCISCO,5,17.95,3.59,0.0
489,RICARDO,MEADOR,5,17.95,3.59,0.0
62,JOAN,COOPER,5,16.95,3.39,0.0
201,VICKI,FIELDS,5,16.95,3.39,0.2
327,LARRY,THRASHER,5,12.95,2.59,0.0
