average_payment,customer_id,customer_name,is_potentially_suspicious,max_payment,payment_count,staff_id,staff_name,total_amount
2.99,68,NICOLE PETERSON,0,2.99,1,1,Mike Hillyer,2.99
2.99,78,LORI WOOD,0,2.99,1,1,Mike Hillyer,2.99
2.99,90,RUBY WASHINGTON,0,6.99,3,2,Jon Stephens,8.97
2.99,91,LOIS BUTLER,0,2.99,1,2,Jon Stephens,2.99
3.1566666666666667,213,GINA WILLIAMSON,0,5.99,6,1,Mike Hillyer,18.94
3.1900000000000004,111,CARMEN OWENS,0,4.99,5,2,Jon Stephens,15.950000000000001
3.1900000000000004,29,ANGELA HERNANDEZ,0,7.99,5,1,Mike Hillyer,15.950000000000001
3.24,146,JAMIE RICE,0,4.99,4,1,Mike Hillyer,12.96
3.24,153,SUZANNE NICHOLS,0,5.99,4,1,Mike Hillyer,12.96
3.24,30,MELISSA KING,0,4.99,4,2,Jon Stephens,12.96
3.24,377,HOWARD FORTNER,0,4.99,4,2,Jon Stephens,12.96
3.24,387,JESSE SCHILLING,0,5.99,4,2,Jon Stephens,12.96
3.24,568,ALBERTO HENNING,0,4.99,4,2,Jon Stephens,12.96
3.24,57,EVELYN MORGAN,0,5.99,4,1,Mike Hillyer,12.96
3.3233333333333337,149,VALERIE BLACK,0,5.99,3,1,Mike Hillyer,9.97
3.3233333333333337,20,SHARON ROBINSON,0,4.99,3,2,Jon Stephens,9.97
3.3233333333333337,208,LUCY WHEELER,0,5.99,3,1,Mike Hillyer,9.97
3.3233333333333337,260,CHRISTY VARGAS,0,3.99,3,2,Jon Stephens,9.97
3.3233333333333337,261,DEANNA BYRD,0,5.99,3,1,Mike Hillyer,9.97
3.3233333333333337,264,GWENDOLYN MAY,0,4.99,3,1,Mike Hillyer,9.97
3.3233333333333337,308,THOMAS GRIGSBY,0,7.99,3,1,Mike Hillyer,9.97
3.3233333333333337,330,SCOTT SHELLEY,0,5.99,3,2,Jon Stephens,9.97
3.3233333333333337,361,LAWRENCE LAWTON,0,4.99,3,2,Jon Stephens,9.97
3.3233333333333337,374,JEREMY HURTADO,0,4.99,3,2,Jon Stephens,9.97
3.3233333333333337,576,MORRIS MCCARTER,0,4.99,3,1,Mike Hillyer,9.97
3.3233333333333337,91,LOIS BUTLER,0,4.99,3,1,Mike Hillyer,9.97
3.3233333333333337,98,LILLIAN GRIFFIN,0,4.99,3,1,Mike Hillyer,9.97
3.3899999999999997,336,JOSHUA MARK,0,4.99,5,2,Jon Stephens,16.95
3.3900000000000006,23,SARAH LEWIS,0,5.99,5,1,Mike Hillyer,16.950000000000003
3.3900000000000006,279,DIANNE SHELTON,0,4.99,5,1,Mike Hillyer,16.950000000000003
3.4899999999999998,107,FLORENCE WOODS,0,6.99,6,2,Jon Stephens,20.939999999999998
3.49,100,ROBIN HAYES,0,3.99,2,1,Mike Hillyer,6.98
3.49,127,ELAINE STEVENS,0,3.99,2,2,Jon Stephens,6.98
3.49,155,GAIL KNIGHT,0,4.99,2,2,Jon Stephens,6.98
3.49,161,GERALDINE PERKINS,0,3.99,2,1,Mike Hillyer,6.98
3.49,174,YVONNE WATKINS,0,5.99,2,1,Mike Hillyer,6.98
3.49,183,IDA ANDREWS,0,5.99,2,1,Mike Hillyer,6.98
3.49,228,ALLISON STANLEY,0,3.99,4,2,Jon Stephens,13.96
3.49,243,LYDIA BURKE,0,5.99,2,1,Mike Hillyer,6.98
3.49,249,DORA MEDINA,0,5.99,2,1,Mike Hillyer,6.98
3.49,252,MATTIE HOFFMAN,0,5.99,2,1,Mike Hillyer,6.98
3.49,292,MISTY LAMBERT,0,3.99,2,2,Jon Stephens,6.98
3.49,307,JOSEPH JOY,0,4.99,4,1,Mike Hillyer,13.96
3.49,314,GEORGE LINTON,0,3.99,2,1,Mike Hillyer,6.98
3.49,319,RONALD WEINER,0,4.99,4,2,Jon Stephens,13.96
3.49,343,DOUGLAS GRAF,0,6.99,4,2,Jon Stephens,13.96
3.49,359,WILLIE MARKHAM,0,4.99,2,2,Jon Stephens,6.98
3.49,38,MARTHA GONZALEZ,0,4.99,4,2,Jon Stephens,13.96
3.49,410,CURTIS IRBY,0,5.99,2,2,Jon Stephens,6.98
3.49,450,JAY ROBB,0,4.99,4,1,Mike Hillyer,13.96
3.49,458,LLOYD DOWD,0,5.99,2,2,Jon Stephens,6.98
3.49,481,HERMAN DEVORE,0,4.99,4,2,Jon Stephens,13.96
3.49,518,GABRIEL HARDER,0,5.99,2,2,Jon Stephens,6.98
3.49,522,ARNOLD HAVENS,0,3.99,2,1,Mike Hillyer,6.98
3.49,579,DARYL LARUE,0,3.99,2,1,Mike Hillyer,6.98
3.49,581,VIRGIL WOFFORD,0,3.99,2,2,Jon Stephens,6.98
3.49,80,MARILYN ROSS,0,3.99,2,1,Mike Hillyer,6.98
3.49,86,JACQUELINE LONG,0,4.99,4,2,Jon Stephens,13.96
3.59,472,GREG ROBINS,0,5.99,5,1,Mike Hillyer,17.95
3.5900000000000007,144,CLARA SHAW,0,5.99,5,1,Mike Hillyer,17.950000000000003
3.5900000000000007,358,SAMUEL MARLOW,0,5.99,5,1,Mike Hillyer,17.950000000000003
3.5900000000000007,454,ALEX GRESHAM,0,4.99,5,1,Mike Hillyer,17.950000000000003
3.6566666666666667,123,SHANNON FREEMAN,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,143,LESLIE GORDON,0,4.99,3,1,Mike Hillyer,10.97
3.6566666666666667,166,LYNN PAYNE,0,5.99,3,1,Mike Hillyer,10.97
3.6566666666666667,214,KRISTIN JOHNSTON,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,233,LILLIE KIM,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,238,NELLIE GARRETT,0,4.99,3,1,Mike Hillyer,10.97
3.6566666666666667,381,BOBBY BOUDREAU,0,4.99,3,1,Mike Hillyer,10.97
3.6566666666666667,428,HERBERT KRUGER,0,3.99,3,1,Mike Hillyer,10.97
3.6566666666666667,44,MARIE TURNER,0,3.99,3,1,Mike Hillyer,10.97
3.6566666666666667,451,JIM REA,0,6.99,6,1,Mike Hillyer,21.94
3.6566666666666667,452,TOM MILNER,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,463,DARRELL POWER,0,4.99,3,1,Mike Hillyer,10.97
3.6566666666666667,473,JORGE OLIVARES,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,540,TYRONE ASHER,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,561,IAN STILL,0,4.99,3,2,Jon Stephens,10.97
3.6566666666666667,59,CHERYL MURPHY,0,3.99,3,1,Mike Hillyer,10.97
3.6566666666666667,86,JACQUELINE LONG,0,4.99,3,1,Mike Hillyer,10.97
3.74,196,ALMA AUSTIN,0,5.99,4,1,Mike Hillyer,14.96
3.74,230,JOY GEORGE,0,8.99,4,2,Jon Stephens,14.96
3.74,333,ANDREW PURDY,0,6.99,4,1,Mike Hillyer,14.96
3.74,85,ANNE POWELL,0,5.99,4,1,Mike Hillyer,14.96
3.79,457,BILL GAVIN,0,7.99,5,1,Mike Hillyer,18.95
3.79,498,GENE SANBORN,0,6.99,5,1,Mike Hillyer,18.95
3.7900000000000005,27,SHIRLEY ALLEN,0,4.99,5,2,Jon Stephens,18.950000000000003
3.7900000000000005,329,FRANK WAGGONER,0,5.99,5,1,Mike Hillyer,18.950000000000003
3.8233333333333337,31,BRENDA WRIGHT,0,6.99,6,2,Jon Stephens,22.94
3.8233333333333337,561,IAN STILL,0,5.99,6,1,Mike Hillyer,22.94
3.9899999999999993,426,BRADLEY MOTLEY,0,7.99,5,1,Mike Hillyer,19.949999999999996
3.99,1,MARY SMITH,0,9.99,3,2,Jon Stephens,11.97
3.99,10,DOROTHY TAYLOR,0,3.99,1,2,Jon Stephens,3.99
3.99,105,DAWN SULLIVAN,0,3.99,3,2,Jon Stephens,11.97
3.99,107,FLORENCE WOODS,0,3.99,1,1,Mike Hillyer,3.99
3.99,132,ESTHER CRAWFORD,0,4.99,2,2,Jon Stephens,7.98
3.99,137,RHONDA KENNEDY,0,3.99,1,2,Jon Stephens,3.99
3.99,140,EVA RAMOS,0,4.99,2,1,Mike Hillyer,7.98
3.99,140,EVA RAMOS,0,6.99,2,2,Jon Stephens,7.98
3.99,147,JOANNE ROBERTSON,0,6.99,2,1,Mike Hillyer,7.98
3.99,151,MEGAN PALMER,0,3.99,1,1,Mike Hillyer,3.99
3.99,160,ERIN DUNN,0,4.99,2,2,Jon Stephens,7.98
3.99,163,CATHY SPENCER,0,6.99,2,1,Mike Hillyer,7.98
3.99,164,JOANN GARDNER,0,4.99,2,2,Jon Stephens,7.98
3.99,165,LORRAINE STEPHENS,0,3.99,1,1,Mike Hillyer,3.99
3.99,173,AUDREY RAY,0,4.99,2,1,Mike Hillyer,7.98
3.99,177,SAMANTHA DUNCAN,0,4.99,2,2,Jon Stephens,7.98
3.99,183,IDA ANDREWS,0,5.99,2,2,Jon Stephens,7.98
3.99,186,HOLLY FOX,0,4.99,4,1,Mike Hillyer,15.96
3.99,192,LAURIE LAWRENCE,0,3.99,1,1,Mike Hillyer,3.99
3.99,203,TARA RYAN,0,4.99,2,1,Mike Hillyer,7.98
3.99,206,TERRI VASQUEZ,0,5.99,3,2,Jon Stephens,11.97
3.99,207,GERTRUDE CASTILLO,0,3.99,1,2,Jon Stephens,3.99
3.99,216,NATALIE MEYER,0,6.99,2,2,Jon Stephens,7.98
3.99,234,CLAUDIA FULLER,0,4.99,2,1,Mike Hillyer,7.98
3.99,239,MINNIE ROMERO,0,4.99,2,2,Jon Stephens,7.98
3.99,24,KIMBERLY LEE,0,5.99,3,1,Mike Hillyer,11.97
3.99,248,CAROLINE BOWMAN,0,3.99,1,1,Mike Hillyer,3.99
3.99,256,MABEL HOLLAND,0,4.99,4,2,Jon Stephens,15.96
3.99,262,PATSY DAVIDSON,0,6.99,3,1,Mike Hillyer,11.97
3.99,264,GWENDOLYN MAY,0,3.99,1,2,Jon Stephens,3.99
3.99,269,CASSANDRA WALTERS,0,3.99,1,1,Mike Hillyer,3.99
3.99,27,SHIRLEY ALLEN,0,4.99,3,1,Mike Hillyer,11.97
3.99,275,CAROLE BARNETT,0,4.99,2,1,Mike Hillyer,7.98
3.99,277,OLGA JIMENEZ,0,5.99,3,1,Mike Hillyer,11.97
3.99,280,TRACEY BARRETT,0,3.99,1,1,Mike Hillyer,3.99
3.99,282,JENNY CASTRO,0,4.99,2,2,Jon Stephens,7.98
3.99,284,SONIA GREGORY,0,6.99,2,2,Jon Stephens,7.98
3.99,292,MISTY LAMBERT,0,3.99,2,1,Mike Hillyer,7.98
3.99,306,CHARLES KOWALSKI,0,6.99,2,2,Jon Stephens,7.98
3.99,311,PAUL TROUT,0,6.99,2,2,Jon Stephens,7.98
3.99,313,DONALD MAHON,0,4.99,2,2,Jon Stephens,7.98
3.99,319,RONALD WEINER,0,4.99,2,1,Mike Hillyer,7.98
3.99,32,AMY LOPEZ,0,6.99,4,2,Jon Stephens,15.96
3.99,352,ALBERT CROUSE,0,4.99,4,1,Mike Hillyer,15.96
3.99,354,JUSTIN NGO,0,6.99,4,1,Mike Hillyer,15.96
3.99,372,STEVE MACKENZIE,0,4.99,3,1,Mike Hillyer,11.97
3.99,384,ERNEST STEPP,0,5.99,4,2,Jon Stephens,15.96
3.99,388,CRAIG MORRELL,0,5.99,3,1,Mike Hillyer,11.97
3.99,390,SHAWN HEATON,0,5.99,3,2,Jon Stephens,11.97
3.99,4,BARBARA JONES,0,5.99,3,1,Mike Hillyer,11.97
3.99,400,BRYAN HARDISON,0,3.99,1,1,Mike Hillyer,3.99
3.99,400,BRYAN HARDISON,0,6.99,2,2,Jon Stephens,7.98
3.99,404,STANLEY SCROGGINS,0,4.99,2,1,Mike Hillyer,7.98
3.99,404,STANLEY SCROGGINS,0,4.99,2,2,Jon Stephens,7.98
3.99,405,LEONARD SCHOFIELD,0,5.99,3,1,Mike Hillyer,11.97
3.99,408,MANUEL MURRELL,0,4.99,2,2,Jon Stephens,7.98
3.99,410,CURTIS IRBY,0,4.99,4,1,Mike Hillyer,15.96
3.99,417,TRAVIS ESTEP,0,3.99,1,1,Mike Hillyer,3.99
3.99,420,JACOB LANCE,0,3.99,1,2,Jon Stephens,3.99
3.99,422,MELVIN ELLINGTON,0,5.99,3,1,Mike Hillyer,11.97
3.99,423,ALFRED CASILLAS,0,6.99,2,2,Jon Stephens,7.98
3.99,449,OSCAR AQUINO,0,4.99,2,2,Jon Stephens,7.98
3.99,46,CATHERINE CAMPBELL,0,4.99,2,1,Mike Hillyer,7.98
3.99,466,LEO EBERT,0,3.99,1,1,Mike Hillyer,3.99
3.99,468,TIM CARY,0,4.99,2,2,Jon Stephens,7.98
3.99,468,TIM CARY,0,8.99,4,1,Mike Hillyer,15.96
3.99,471,DEAN SAUER,0,4.99,4,2,Jon Stephens,15.96
3.99,476,DERRICK BOURQUE,0,4.99,2,2,Jon Stephens,7.98
3.99,478,LEWIS LYMAN,0,6.99,2,1,Mike Hillyer,7.98
3.99,484,ROBERTO VU,0,3.99,1,2,Jon Stephens,3.99
3.99,487,HECTOR POINDEXTER,0,3.99,1,2,Jon Stephens,3.99
3.99,489,RICARDO MEADOR,0,3.99,1,2,Jon Stephens,3.99
3.99,490,SAM MCDUFFIE,0,3.99,1,1,Mike Hillyer,3.99
3.99,492,LESTER KRAUS,0,4.99,3,2,Jon Stephens,11.97
3.99,493,BRENT HARKINS,0,3.99,1,2,Jon Stephens,3.99
3.99,499,MARC OUTLAW,0,4.99,3,2,Jon Stephens,11.97
3.99,5,ELIZABETH BROWN,0,3.99,1,1,Mike Hillyer,3.99
3.99,5,ELIZABETH BROWN,0,4.99,4,2,Jon Stephens,15.96
3.99,50,DIANE COLLINS,0,4.99,2,1,Mike Hillyer,7.98
3.99,506,LESLIE SEWARD,0,6.99,2,2,Jon Stephens,7.98
3.99,517,BRAD MCCURDY,0,4.99,2,2,Jon Stephens,7.98
3.99,52,JULIE SANCHEZ,0,4.99,2,1,Mike Hillyer,7.98
3.99,523,HARVEY GUAJARDO,0,6.99,2,2,Jon Stephens,7.98
3.99,524,JARED ELY,0,4.99,2,2,Jon Stephens,7.98
3.99,532,NEIL RENNER,0,3.99,1,2,Jon Stephens,3.99
3.99,540,TYRONE ASHER,0,3.99,2,1,Mike Hillyer,7.98
3.99,546,KELLY KNOTT,0,5.99,3,1,Mike Hillyer,11.97
3.99,551,CLAYTON BARBEE,0,3.99,1,1,Mike Hillyer,3.99
3.99,566,CASEY MENA,0,5.99,3,1,Mike Hillyer,11.97
3.99,575,ISAAC OGLESBY,0,4.99,2,2,Jon Stephens,7.98
3.99,587,SERGIO STANFIELD,0,4.99,2,1,Mike Hillyer,7.98
3.99,587,SERGIO STANFIELD,0,4.99,2,2,Jon Stephens,7.98
3.99,591,KENT ARSENAULT,0,4.99,2,2,Jon Stephens,7.98
3.99,595,TERRENCE GUNDERSON,0,4.99,2,2,Jon Stephens,7.98
3.99,69,JUDY GRAY,0,4.99,2,1,Mike Hillyer,7.98
3.99,76,IRENE PRICE,0,6.99,2,1,Mike Hillyer,7.98
3.99,77,JANE BENNETT,0,4.99,3,1,Mike Hillyer,11.97
3.99,79,RACHEL BARNES,0,4.99,2,2,Jon Stephens,7.98
3.99,8,SUSAN WILSON,0,4.99,2,2,Jon Stephens,7.98
3.99,87,WANDA PATTERSON,0,4.99,2,1,Mike Hillyer,7.98
3.99,94,NORMA GONZALES,0,4.99,2,1,Mike Hillyer,7.98
3.99,94,NORMA GONZALES,0,4.99,3,2,Jon Stephens,11.97
3.99,96,DIANA ALEXANDER,0,7.99,4,2,Jon Stephens,15.96
3.99,97,ANNIE RUSSELL,0,4.99,2,2,Jon Stephens,7.98
3.99,99,EMILY DIAZ,0,4.99,2,1,Mike Hillyer,7.98
3.9900000000000007,190,YOLANDA WEAVER,0,4.99,5,1,Mike Hillyer,19.950000000000003
3.9900000000000007,194,KRISTEN CHAVEZ,0,7.99,5,1,Mike Hillyer,19.950000000000003
3.9900000000000007,340,PATRICK NEWSOM,0,5.99,5,1,Mike Hillyer,19.950000000000003
3.9900000000000007,380,RUSSELL BRINSON,0,4.99,6,1,Mike Hillyer,23.940000000000005
3.9900000000000007,66,JANICE WARD,0,4.99,5,1,Mike Hillyer,19.950000000000003
4.156666666666667,459,TOMMY COLLAZO,0,9.99,6,2,Jon Stephens,24.94
4.19,215,JESSIE BANKS,0,4.99,5,2,Jon Stephens,20.950000000000003
4.19,479,ZACHARY HITE,0,6.99,5,2,Jon Stephens,20.950000000000003
4.19,515,ANDRE RAPP,0,5.99,5,2,Jon Stephens,20.950000000000003
4.24,196,ALMA AUSTIN,0,5.99,4,2,Jon Stephens,16.96
4.24,268,NINA SOTO,0,4.99,4,2,Jon Stephens,16.96
4.24,277,OLGA JIMENEZ,0,4.99,4,2,Jon Stephens,16.96
4.24,364,BENJAMIN VARNEY,0,4.99,4,2,Jon Stephens,16.96
4.24,365,BRUCE SCHWARZ,0,6.99,4,1,Mike Hillyer,16.96
4.24,516,ELMER NOE,0,10.99,4,1,Mike Hillyer,16.96
4.275714285714286,267,MARGIE WADE,0,7.99,7,2,Jon Stephens,29.930000000000003
4.323333333333333,129,CARRIE PORTER,0,4.99,3,1,Mike Hillyer,12.97
4.323333333333333,130,CHARLOTTE HUNTER,0,6.99,3,1,Mike Hillyer,12.97
4.323333333333333,133,PAULINE HENRY,0,7.99,3,2,Jon Stephens,12.97
4.323333333333333,146,JAMIE RICE,0,7.99,3,2,Jon Stephens,12.97
4.323333333333333,249,DORA MEDINA,0,7.99,3,2,Jon Stephens,12.97
4.323333333333333,293,MAE FLETCHER,0,4.99,3,2,Jon Stephens,12.97
4.323333333333333,299,JAMES GANNON,0,4.99,3,2,Jon Stephens,12.97
4.323333333333333,325,TIMOTHY BUNN,0,4.99,3,2,Jon Stephens,12.97
4.323333333333333,349,JOE GILLILAND,0,8.99,3,1,Mike Hillyer,12.97
4.323333333333333,363,ROY WHITING,0,4.99,3,2,Jon Stephens,12.97
4.323333333333333,371,BILLY POULIN,0,6.99,3,1,Mike Hillyer,12.97
4.323333333333333,402,LUIS YANEZ,0,4.99,3,2,Jon Stephens,12.97
4.323333333333333,430,RAY HOULE,0,6.99,3,1,Mike Hillyer,12.97
4.323333333333333,54,TERESA ROGERS,0,4.99,3,1,Mike Hillyer,12.97
4.323333333333333,55,DORIS REED,0,4.99,3,1,Mike Hillyer,12.97
4.323333333333333,562,WALLACE SLONE,0,4.99,3,1,Mike Hillyer,12.97
4.323333333333333,67,KELLY TORRES,0,4.99,3,1,Mike Hillyer,12.97
4.323333333333333,81,ANDREA HENDERSON,0,5.99,3,1,Mike Hillyer,12.97
4.49,116,VICTORIA GIBSON,0,4.99,2,1,Mike Hillyer,8.98
4.49,119,SHERRY MARSHALL,0,5.99,2,2,Jon Stephens,8.98
4.49,147,JOANNE ROBERTSON,0,5.99,2,2,Jon Stephens,8.98
4.49,15,HELEN HARRIS,0,5.99,2,1,Mike Hillyer,8.98
4.49,181,ANA BRADLEY,0,5.99,2,1,Mike Hillyer,8.98
4.49,187,BRITTANY RILEY,0,5.99,2,1,Mike Hillyer,8.98
4.49,200,JEANNE LAWSON,0,4.99,2,1,Mike Hillyer,8.98
4.49,25,DEBORAH WALKER,0,4.99,4,1,Mike Hillyer,17.96
4.49,267,MARGIE WADE,0,6.99,2,1,Mike Hillyer,8.98
4.49,307,JOSEPH JOY,0,5.99,2,2,Jon Stephens,8.98
4.49,310,DANIEL CABRAL,0,5.99,2,1,Mike Hillyer,8.98
4.49,318,BRIAN WYMAN,0,7.99,2,2,Jon Stephens,8.98
4.49,339,WALTER PERRYMAN,0,4.99,2,2,Jon Stephens,8.98
4.49,342,HAROLD MARTINO,0,5.99,2,1,Mike Hillyer,8.98
4.49,346,ARTHUR SIMPKINS,0,5.99,2,1,Mike Hillyer,8.98
4.49,392,SEAN DOUGLASS,0,6.99,4,2,Jon Stephens,17.96
4.49,42,CAROLYN PEREZ,0,4.99,2,1,Mike Hillyer,8.98
4.49,431,JOEL FRANCISCO,0,4.99,2,1,Mike Hillyer,8.98
4.49,437,RANDALL NEUMANN,0,5.99,2,2,Jon Stephens,8.98
4.49,439,ALEXANDER FENNELL,0,6.99,4,1,Mike Hillyer,17.96
4.49,442,LEROY BUSTAMANTE,0,5.99,2,1,Mike Hillyer,8.98
4.49,45,JANET PHILLIPS,0,4.99,2,1,Mike Hillyer,8.98
4.49,470,GORDON ALLARD,0,7.99,2,2,Jon Stephens,8.98
4.49,491,RICK MATTOX,0,4.99,4,2,Jon Stephens,17.96
4.49,497,GILBERT SLEDGE,0,5.99,2,1,Mike Hillyer,8.98
4.49,500,REGINALD KINDER,0,5.99,2,1,Mike Hillyer,8.98
4.49,502,BRETT CORNWELL,0,7.99,2,2,Jon Stephens,8.98
4.49,504,NATHANIEL ADAM,0,6.99,2,1,Mike Hillyer,8.98
4.49,526,KARL SEAL,0,6.99,4,1,Mike Hillyer,17.96
4.49,539,MATHEW BOLIN,0,4.99,2,2,Jon Stephens,8.98
4.49,571,JOHNNIE CHISHOLM,0,4.99,2,2,Jon Stephens,8.98
4.49,599,AUSTIN CINTRON,0,6.99,2,1,Mike Hillyer,8.98
4.49,71,KATHY JAMES,0,5.99,2,2,Jon Stephens,8.98
4.49,74,DENISE KELLY,0,7.99,2,2,Jon Stephens,8.98
4.49,83,LOUISE JENKINS,0,4.99,2,2,Jon Stephens,8.98
4.590000000000001,178,MARION SNYDER,0,6.99,5,2,Jon Stephens,22.950000000000003
4.590000000000001,200,JEANNE LAWSON,0,6.99,5,2,Jon Stephens,22.950000000000003
4.656666666666667,171,DOLORES WAGNER,0,6.99,6,2,Jon Stephens,27.940000000000005
4.656666666666667,229,TAMARA NGUYEN,0,7.99,3,1,Mike Hillyer,13.97
4.656666666666667,261,DEANNA BYRD,0,8.99,3,2,Jon Stephens,13.97
4.656666666666667,283,FELICIA SUTTON,0,7.99,3,2,Jon Stephens,13.97
4.656666666666667,389,ALAN KAHN,0,4.99,3,1,Mike Hillyer,13.97
4.656666666666667,396,EARL SHANKS,0,6.99,3,2,Jon Stephens,13.97
4.656666666666667,427,JESUS MCCARTNEY,0,5.99,3,1,Mike Hillyer,13.97
4.656666666666667,432,EDWIN BURK,0,5.99,3,2,Jon Stephens,13.97
4.656666666666667,489,RICARDO MEADOR,0,7.99,3,1,Mike Hillyer,13.97
4.656666666666667,491,RICK MATTOX,0,4.99,3,1,Mike Hillyer,13.97
4.656666666666667,556,ARMANDO GRUBER,0,6.99,3,2,Jon Stephens,13.97
4.656666666666667,570,IVAN CROMWELL,0,6.99,6,2,Jon Stephens,27.940000000000005
4.656666666666667,577,CLIFTON MALCOLM,0,6.99,3,2,Jon Stephens,13.97
4.656666666666667,590,SETH HANNON,0,7.99,3,2,Jon Stephens,13.97
4.656666666666667,88,BONNIE HUGHES,0,7.99,3,1,Mike Hillyer,13.97
4.739999999999999,122,THELMA MURRAY,0,7.99,4,2,Jon Stephens,18.959999999999997
4.74,201,VICKI FIELDS,0,7.99,4,1,Mike Hillyer,18.96
4.74,297,SHERRI RHODES,0,8.99,4,1,Mike Hillyer,18.96
4.74,298,ERIKA PENA,0,4.99,4,2,Jon Stephens,18.96
4.74,299,JAMES GANNON,0,8.99,4,1,Mike Hillyer,18.96
4.74,310,DANIEL CABRAL,0,6.99,4,2,Jon Stephens,18.96
4.74,320,ANTHONY SCHWAB,0,7.99,4,2,Jon Stephens,18.96
4.74,341,PETER MENARD,0,7.99,4,1,Mike Hillyer,18.96
4.74,360,RALPH MADRIGAL,0,6.99,4,2,Jon Stephens,18.96
4.74,448,MIGUEL BETANCOURT,0,7.99,4,2,Jon Stephens,18.96
4.790000000000001,526,KARL SEAL,0,7.99,5,2,Jon Stephens,23.950000000000003
4.823333333333334,234,CLAUDIA FULLER,0,6.99,6,2,Jon Stephens,28.940000000000005
4.99,1,MARY SMITH,0,5.99,4,1,Mike Hillyer,19.96
4.99,103,GLADYS HAMILTON,0,4.99,1,2,Jon Stephens,4.99
4.99,106,CONNIE WALLACE,0,4.99,2,1,Mike Hillyer,9.98
4.99,108,TRACY COLE,0,4.99,2,2,Jon Stephens,9.98
4.99,108,TRACY COLE,0,8.99,3,1,Mike Hillyer,14.97
4.99,112,ROSA REYNOLDS,0,4.99,2,1,Mike Hillyer,9.98
4.99,118,KIM CRUZ,0,4.99,1,1,Mike Hillyer,4.99
4.99,125,ETHEL WEBB,0,7.99,4,1,Mike Hillyer,19.96
4.99,127,ELAINE STEVENS,0,4.99,1,1,Mike Hillyer,4.99
4.99,13,KAREN JACKSON,0,8.99,4,1,Mike Hillyer,19.96
4.99,131,MONICA HICKS,0,4.99,1,2,Jon Stephens,4.99
4.99,14,BETTY WHITE,0,4.99,1,2,Jon Stephens,4.99
4.99,141,DEBBIE REYES,0,4.99,1,1,Mike Hillyer,4.99
4.99,144,CLARA SHAW,0,4.99,1,2,Jon Stephens,4.99
4.99,152,ALICIA MILLS,0,4.99,1,1,Mike Hillyer,4.99
4.99,167,SALLY PIERCE,0,5.99,2,1,Mike Hillyer,9.98
4.99,168,REGINA BERRY,0,4.99,1,2,Jon Stephens,4.99
4.99,170,BEATRICE ARNOLD,0,8.99,2,2,Jon Stephens,9.98
4.99,171,DOLORES WAGNER,0,4.99,1,1,Mike Hillyer,4.99
4.99,174,YVONNE WATKINS,0,7.99,2,2,Jon Stephens,9.98
4.99,179,DANA HART,0,4.99,1,1,Mike Hillyer,4.99
4.99,182,RENEE LANE,0,5.99,2,2,Jon Stephens,9.98
4.99,185,ROBERTA HARPER,0,4.99,3,1,Mike Hillyer,14.97
4.99,186,HOLLY FOX,0,4.99,2,2,Jon Stephens,9.98
4.99,188,MELANIE ARMSTRONG,0,4.99,1,1,Mike Hillyer,4.99
4.99,197,SUE PETERS,0,8.99,4,2,Jon Stephens,19.96
4.99,20,SHARON ROBINSON,0,4.99,1,1,Mike Hillyer,4.99
4.99,209,TONYA CHAPMAN,0,4.99,1,2,Jon Stephens,4.99
4.99,209,TONYA CHAPMAN,0,4.99,3,1,Mike Hillyer,14.97
4.99,217,AGNES BISHOP,0,6.99,3,1,Mike Hillyer,14.97
4.99,223,MELINDA FERNANDEZ,0,4.99,1,1,Mike Hillyer,4.99
4.99,224,PEARL GARZA,0,4.99,1,2,Jon Stephens,4.99
4.99,226,MAUREEN LITTLE,0,4.99,1,1,Mike Hillyer,4.99
4.99,227,COLLEEN BURTON,0,6.99,2,1,Mike Hillyer,9.98
4.99,235,JACKIE LYNCH,0,4.99,1,1,Mike Hillyer,4.99
4.99,240,MARLENE WELCH,0,4.99,1,1,Mike Hillyer,4.99
4.99,240,MARLENE WELCH,0,5.99,2,2,Jon Stephens,9.98
4.99,242,GLENDA FRAZIER,0,4.99,3,1,Mike Hillyer,14.97
4.99,242,GLENDA FRAZIER,0,4.99,3,2,Jon Stephens,14.97
4.99,250,JO FOWLER,0,4.99,1,1,Mike Hillyer,4.99
4.99,251,VICKIE BREWER,0,6.99,2,1,Mike Hillyer,9.98
4.99,252,MATTIE HOFFMAN,0,4.99,1,2,Jon Stephens,4.99
4.99,253,TERRY CARLSON,0,4.99,2,1,Mike Hillyer,9.98
4.99,253,TERRY CARLSON,0,6.99,4,2,Jon Stephens,19.96
4.99,255,IRMA PEARSON,0,6.99,2,1,Mike Hillyer,9.98
4.99,256,MABEL HOLLAND,0,6.99,3,1,Mike Hillyer,14.97
4.99,257,MARSHA DOUGLAS,0,4.99,1,2,Jon Stephens,4.99
4.99,258,MYRTLE FLEMING,0,8.99,2,2,Jon Stephens,9.98
4.99,260,CHRISTY VARGAS,0,10.99,5,1,Mike Hillyer,24.95
