customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,average_check,share_payments_above_5
380,RUSSELL,BRINSON,2,Jon,Stephens,2,3.98,1.99,0.0
428,HERBERT,KRUGER,2,Jon,Stephens,2,3.98,1.99,0.0
273,PRISCILLA,LOWE,1,Mike,Hillyer,2,2.98,1.49,0.0
82,KATHRYN,COLEMAN,2,Jon,Stephens,2,1.98,0.99,0.0
208,LUCY,WHEELER,2,Jon,Stephens,2,1.98,0.99,0.0
387,JESSE,SCHILLING,1,Mike,Hillyer,2,1.98,0.99,0.0
510,BEN,EASTER,1,Mike,Hillyer,1,8.99,8.99,1.0
57,EVELYN,MORGAN,2,Jon,Stephens,1,7.99,7.99,1.0
89,JULIA,FLORES,2,Jon,Stephens,1,7.99,7.99,1.0
111,CARMEN,OWENS,1,Mike,Hillyer,1,6.99,6.99,1.0
201,VICKI,FIELDS,2,Jon,Stephens,1,6.99,6.99,1.0
472,GREG,ROBINS,2,Jon,Stephens,1,6.99,6.99,1.0
533,JESSIE,MILAM,2,Jon,Stephens,1,6.99,6.99,1.0
84,SARA,PERRY,1,Mike,Hillyer,1,5.99,5.99,1.0
448,MIGUEL,BETANCOURT,1,Mike,Hillyer,1,5.99,5.99,1.0
574,JULIAN,VEST,2,Jon,Stephens,1,5.99,5.99,1.0
35,VIRGINIA,GREEN,2,Jon,Stephens,1,4.99,4.99,0.0
144,CLARA,SHAW,2,Jon,Stephens,1,4.99,4.99,0.0
171,DOLORES,WAGNER,1,Mike,Hillyer,1,4.99,4.99,0.0
297,SHERRI,RHODES,2,Jon,Stephens,1,4.99,4.99,0.0
320,ANTHONY,SCHWAB,1,Mike,Hillyer,1,4.99,4.99,0.0
352,ALBERT,CROUSE,2,Jon,Stephens,1,4.99,4.99,0.0
368,HARRY,ARCE,2,Jon,Stephens,1,4.99,4.99,0.0
382,VICTOR,BARKLEY,2,Jon,Stephens,1,4.99,4.99,0.0
416,JEFFERY,PINSON,1,Mike,Hillyer,1,4.99,4.99,0.0
471,DEAN,SAUER,1,Mike,Hillyer,1,4.99,4.99,0.0
515,ANDRE,RAPP,1,Mike,Hillyer,1,4.99,4.99,0.0
568,ALBERTO,HENNING,1,Mike,Hillyer,1,4.99,4.99,0.0
570,IVAN,CROMWELL,1,Mike,Hillyer,1,4.99,4.99,0.0
5,ELIZABETH,BROWN,1,Mike,Hillyer,1,3.99,3.99,0.0
10,DOROTHY,TAYLOR,2,Jon,Stephens,1,3.99,3.99,0.0
107,FLORENCE,WOODS,1,Mike,Hillyer,1,3.99,3.99,0.0
151,MEGAN,PALMER,1,Mike,Hillyer,1,3.99,3.99,0.0
466,LEO,EBERT,1,Mike,Hillyer,1,3.99,3.99,0.0
68,NICOLE,PETERSON,1,Mike,Hillyer,1,2.99,2.99,0.0
120,SYLVIA,ORTIZ,2,Jon,Stephens,1,2.99,2.99,0.0
215,JESSIE,BANKS,1,Mike,Hillyer,1,2.99,2.99,0.0
221,BESSIE,MORRISON,2,Jon,Stephens,1,2.99,2.99,0.0
364,BENJAMIN,VARNEY,1,Mike,Hillyer,1,2.99,2.99,0.0
479,ZACHARY,HITE,1,Mike,Hillyer,1,2.99,2.99,0.0
588,MARION,OCAMPO,1,Mike,Hillyer,1,2.99,2.99,0.0
38,MARTHA,GONZALEZ,1,Mike,Hillyer,1,1.99,1.99,0.0
148,ELEANOR,HUNT,1,Mike,Hillyer,1,1.99,1.99,0.0
189,LORETTA,CARPENTER,2,Jon,Stephens,1,1.99,1.99,0.0
377,HOWARD,FORTNER,1,Mike,Hillyer,1,1.99,1.99,0.0
534,CHRISTIAN,JUNG,2,Jon,Stephens,1,1.99,1.99,0.0
558,JIMMIE,EGGLESTON,1,Mike,Hillyer,1,1.99,1.99,0.0
7,MARIA,MILLER,2,Jon,Stephens,1,0.99,0.99,0.0
12,NANCY,THOMAS,1,Mike,Hillyer,1,0.99,0.99,0.0
49,JOYCE,EDWARDS,1,Mike,Hillyer,1,0.99,0.99,0.0
241,HEIDI,LARSON,1,Mike,Hillyer,1,0.99,0.99,0.0
358,SAMUEL,MARLOW,2,Jon,Stephens,1,0.99,0.99,0.0
365,BRUCE,SCHWARZ,2,Jon,Stephens,1,0.99,0.99,0.0
395,JOHNNY,TURPIN,2,Jon,Stephens,1,0.99,0.99,0.0
451,JIM,REA,2,Jon,Stephens,1,0.99,0.99,0.0
459,TOMMY,COLLAZO,1,Mike,Hillyer,1,0.99,0.99,0.0
498,GENE,SANBORN,2,Jon,Stephens,1,0.99,0.99,0.0
