month,customer_full_name,customer_country,payment_count,payment_amount,deviation_from_historical_avg,distinct_staff_count,distinct_store_count,customer_rank_in_month
2005-07,AMBER DIXON,Taiwan,12,51.88,36.92,2,2,249
2005-07,BRAD MCCURDY,Taiwan,12,50.88,36.91,2,2,250
2005-07,TERRANCE ROUSH,Hungary,15,61.85,36.9,2,2,251
2005-07,WALTER PERRYMAN,China,13,52.87,36.9,2,2,251
2005-07,LYDIA BURKE,Argentina,13,45.87,36.89,2,2,253
2005-07,CHAD CARBONE,India,13,39.87,36.88,2,2,254
2005-07,BRYAN HARDISON,United States,10,51.9,36.44,2,2,255
2005-07,ALMA AUSTIN,Germany,14,63.86,36.42,2,2,256
2005-07,RICKY SHELBY,China,10,43.9,36.42,2,2,256
2005-07,TIM CARY,India,14,58.86,36.42,2,2,258
2005-07,STACY CUNNINGHAM,Colombia,10,40.9,36.42,2,2,259
2005-07,BONNIE HUGHES,South Korea,11,44.89,36.41,2,2,260
2005-07,SIDNEY BURLESON,Poland,11,46.89,36.41,2,2,260
2005-07,TRACY COLE,Mexico,13,51.87,36.41,2,2,262
2005-07,MARION OCAMPO,China,14,52.86,36.4,2,2,263
2005-07,VALERIE BLACK,United States,11,54.89,35.93,2,2,264
2005-07,CARRIE PORTER,China,15,55.85,35.91,2,2,265
2005-07,FRED WHEAT,Mexico,12,45.88,35.91,2,2,266
2005-07,PAULINE HENRY,Mexico,13,47.87,35.9,2,2,267
2005-07,DOUGLAS GRAF,Mexico,9,54.91,35.46,2,2,268
2005-07,LEON BOSTIC,Colombia,8,41.92,35.45,2,2,269
2005-07,DOROTHY TAYLOR,Iran,11,45.89,35.42,2,2,270
2005-07,HILDA HOPKINS,Philippines,13,43.87,35.39,2,2,271
2005-07,SALLY PIERCE,India,15,48.85,35.38,2,2,272
2005-07,ANN EVANS,Russian Federation,8,44.92,34.95,2,2,273
2005-07,LONNIE TIRADO,Indonesia,8,47.92,34.94,2,2,274
2005-07,ANGELA HERNANDEZ,Japan,11,46.89,34.93,2,2,275
2005-07,DAVID ROYAL,Peru,12,52.88,34.92,2,2,276
2005-07,PATSY DAVIDSON,Ecuador,11,47.89,34.92,2,2,276
2005-07,TAMARA NGUYEN,Brazil,13,49.87,34.91,2,2,278
2005-07,MARC OUTLAW,Italy,12,43.88,34.91,2,2,279
2005-07,LORI WOOD,India,14,52.86,34.89,2,2,280
2005-07,CONNIE WALLACE,Russian Federation,10,41.9,34.42,2,2,281
2005-07,JACOB LANCE,United States,11,39.89,34.41,2,2,282
2005-07,SHERRI RHODES,India,13,48.87,34.41,2,2,283
2005-07,GLENN PULLEN,Netherlands,11,40.89,34.41,2,2,284
2005-07,MONICA HICKS,Ukraine,12,49.88,34.41,2,2,284
2005-07,GENE SANBORN,Oman,15,51.85,34.4,2,2,286
2005-07,COREY HAUSER,Turkey,8,43.92,33.95,2,2,287
2005-07,MAUREEN LITTLE,Paraguay,9,41.91,33.93,2,2,288
2005-07,RICHARD MCCRARY,United States,10,44.9,33.93,2,2,289
2005-07,COLLEEN BURTON,Germany,12,44.88,33.91,2,2,290
2005-07,MANUEL MURRELL,Sri Lanka,12,45.88,33.91,2,2,291
2005-07,RYAN SALISBURY,Latvia,17,65.83,33.88,2,2,292
2005-07,LENA JENSEN,India,10,53.9,33.44,2,2,293
2005-07,NELLIE GARRETT,India,9,42.91,33.44,2,2,294
2005-07,GINA WILLIAMSON,Yemen,12,51.88,33.43,2,2,295
2005-07,RONALD WEINER,Mexico,12,52.88,33.43,2,2,296
2005-07,JOE GILLILAND,Philippines,12,45.88,33.41,2,2,297
2005-07,VERA MCCOY,Afghanistan,8,37.92,32.95,2,2,298
2005-07,NELSON CHRISTENSON,Spain,9,41.91,32.94,2,2,299
2005-07,RITA GRAHAM,France,10,44.9,32.93,2,2,300
2005-07,JILL HAWKINS,Austria,10,38.9,32.93,2,2,301
2005-07,MARY SMITH,Japan,12,50.88,32.93,2,2,302
2005-07,CHRIS BROTHERS,Spain,10,38.9,32.92,2,2,303
2005-07,ALFREDO MCADAMS,Russian Federation,11,40.89,32.91,2,2,304
2005-07,LAURIE LAWRENCE,India,10,35.9,32.91,2,2,305
2005-07,FELICIA SUTTON,China,17,50.83,32.88,2,2,306
2005-07,ELMER NOE,Cambodia,9,46.91,32.45,2,2,307
2005-07,BRENT HARKINS,Turkey,8,42.92,32.45,2,2,308
2005-07,DIANNE SHELTON,Iran,9,42.91,32.45,2,2,309
2005-07,TIMOTHY BUNN,Brazil,10,41.9,32.42,2,2,310
2005-07,KATHERINE RIVERA,Switzerland,6,32.94,31.95,2,2,311
2005-07,ALBERT CROUSE,Cameroon,9,43.91,31.94,2,2,312
2005-07,RANDALL NEUMANN,Dominican Republic,10,44.9,31.93,2,2,313
2005-07,MYRTLE FLEMING,Dominican Republic,10,44.9,31.93,2,2,314
2005-07,BOB PFEIFFER,China,9,37.91,31.93,2,2,315
2005-07,CURTIS IRBY,Canada,14,54.86,31.92,2,2,316
2005-07,BRANDY GRAVES,United States,11,45.89,31.92,2,2,317
2005-07,ANNIE RUSSELL,Mozambique,12,40.88,31.91,2,2,318
2005-07,SALVADOR TEEL,Gambia,12,44.88,31.91,2,2,319
2005-07,EVELYN MORGAN,Liechtenstein,15,49.85,31.89,2,2,320
2005-07,GREG ROBINS,Vietnam,9,48.91,31.46,2,2,321
2005-07,KURT EMMONS,Japan,10,41.9,31.42,2,2,322
2005-07,EILEEN CARR,Paraguay,8,45.92,30.96,2,2,323
2005-07,TARA RYAN,Indonesia,7,40.93,30.96,2,2,324
2005-07,HELEN HARRIS,India,9,40.91,30.94,2,2,325
2005-07,RAUL FORTIER,India,9,41.91,30.93,2,2,326
2005-07,FRANCES PARKER,Brazil,10,47.9,30.93,2,2,327
2005-07,KELLY KNOTT,China,11,43.89,30.92,2,2,328
2005-07,ALFRED CASILLAS,Egypt,13,58.87,30.92,2,2,329
2005-07,JOSE ANDREW,Saint Vincent and the Grenadines,12,46.88,30.92,2,2,330
2005-07,HAROLD MARTINO,Brazil,12,45.88,30.91,2,2,331
2005-07,CASSANDRA WALTERS,United States,9,46.91,30.46,2,2,332
2005-07,JEAN BELL,Malaysia,9,38.91,30.44,2,2,333
2005-07,BRUCE SCHWARZ,Japan,10,44.9,30.44,2,2,334
2005-07,JEREMY HURTADO,Brazil,10,38.9,30.44,2,2,335
2005-07,TOM MILNER,United Arab Emirates,13,45.87,30.42,2,2,336
2005-07,RENEE LANE,United States,12,39.88,30.41,2,2,337
2005-07,ELAINE STEVENS,Russian Federation,7,36.93,29.96,2,2,338
2005-07,VIVIAN RUIZ,Netherlands,9,36.91,29.94,2,2,339
2005-07,STEVEN CURLEY,India,12,55.88,29.93,2,2,340
2005-07,ROLAND SOUTH,China,9,31.91,29.93,2,2,341
2005-07,SHIRLEY ALLEN,Philippines,12,46.88,29.93,2,2,342
2005-07,KEITH RICO,Slovakia,12,42.88,29.92,2,2,343
2005-07,AMANDA CARTER,Morocco,11,40.89,29.92,2,2,344
2005-07,DEBBIE REYES,Japan,11,41.89,29.91,2,2,345
2005-07,EARL SHANKS,Japan,12,39.88,29.9,2,2,346
2005-07,PAMELA BAKER,China,6,36.94,29.47,2,2,347
2005-07,GERALDINE PERKINS,Israel,10,41.9,29.44,2,2,348
2005-07,DERRICK BOURQUE,Canada,9,39.91,29.44,2,2,349
2005-07,ANGEL BARCLAY,Japan,10,41.9,29.44,2,2,350
2005-07,DAWN SULLIVAN,Tuvalu,10,48.9,29.44,2,2,350
2005-07,SHARON ROBINSON,Pakistan,10,42.9,29.44,2,2,350
2005-07,BILLIE HORTON,Turkey,9,37.91,29.44,2,2,353
2005-07,SHERRY MARSHALL,Egypt,10,44.9,29.43,2,2,354
2005-07,APRIL BURNS,United Kingdom,10,41.9,29.43,2,2,355
2005-07,JOANN GARDNER,Turkey,10,38.9,29.42,2,2,356
2005-07,KIM CRUZ,United States,11,37.89,29.41,2,2,357
2005-07,SYLVIA ORTIZ,Colombia,13,48.87,29.41,2,2,358
2005-07,VERONICA STONE,United States,13,45.87,29.4,2,2,359
2005-07,SHEILA WELLS,Turkey,8,37.92,28.95,2,2,360
2005-07,VICTOR BARKLEY,United States,10,39.9,28.94,2,2,361
2005-07,VICTORIA GIBSON,Indonesia,10,41.9,28.94,2,2,362
2005-07,CINDY FISHER,Venezuela,11,43.89,28.93,2,2,363
2005-07,DELORES HANSEN,Russian Federation,11,46.89,28.93,2,2,364
2005-07,OLGA JIMENEZ,Nigeria,12,46.88,28.92,2,2,365
2005-07,THERESA WATSON,Philippines,10,36.9,28.92,2,2,365
2005-07,EVERETT BANDA,Egypt,12,41.88,28.92,2,2,367
2005-07,DORA MEDINA,China,8,47.92,28.47,2,2,368
2005-07,ROSE HOWARD,French Guiana,9,37.91,28.43,2,2,369
2005-07,RUBEN GEARY,Poland,9,36.91,28.43,2,2,369
2005-07,RENE MCALISTER,United States,12,44.88,28.41,2,2,371
2005-07,DIANA ALEXANDER,United States,12,49.88,27.95,2,2,372
2005-07,DWIGHT LOMBARDI,South Africa,6,29.94,27.95,2,2,373
2005-07,DONNA THOMPSON,Russian Federation,9,43.91,27.94,2,2,374
2005-07,NAOMI JENNINGS,India,10,45.9,27.94,2,2,375
2005-07,LORETTA CARPENTER,Canada,10,37.9,27.93,2,2,376
2005-07,CALVIN MARTEL,Venezuela,10,46.9,27.93,2,2,377
2005-07,DANIEL CABRAL,Brazil,8,41.92,27.46,2,2,378
2005-07,JANET PHILLIPS,Chile,9,37.91,27.44,2,2,379
2005-07,MIGUEL BETANCOURT,Germany,10,43.9,27.44,2,2,380
2005-07,HARRY ARCE,Iran,12,51.88,27.43,2,2,381
2005-07,GAIL KNIGHT,Switzerland,10,42.9,27.43,2,2,382
2005-07,DARRYL ASHCRAFT,Argentina,9,30.91,27.43,2,2,383
2005-07,TRACEY BARRETT,Nigeria,11,34.89,27.41,2,2,384
2005-07,JOSHUA MARK,India,12,52.88,26.96,2,2,385
2005-07,NINA SOTO,India,12,53.88,26.96,2,2,385
2005-07,JEANETTE GREENE,Russian Federation,9,39.91,26.95,2,2,387
2005-07,HOWARD FORTNER,Iran,11,41.89,26.94,2,2,388
2005-07,SUZANNE NICHOLS,Indonesia,10,39.9,26.94,2,2,388
2005-07,ALEXANDER FENNELL,Italy,12,45.88,26.93,2,2,390
2005-07,JOSEPHINE GOMEZ,India,9,31.91,26.93,2,2,391
2005-07,IDA ANDREWS,Brazil,11,34.89,26.92,2,2,392
2005-07,NORMAN CURRIER,Indonesia,12,32.88,26.91,2,2,393
2005-07,JEFFERY PINSON,Pakistan,10,36.9,26.44,2,2,394
2005-07,HARVEY GUAJARDO,Vietnam,10,41.9,26.43,2,2,395
2005-07,ROSEMARY SCHMIDT,Turkey,14,48.86,26.41,2,2,396
2005-07,CLINTON BUFORD,United States,12,40.88,26.41,2,2,397
2005-07,WILMA RICHARDS,United States,7,40.93,25.97,2,2,398
2005-07,PAUL TROUT,Russian Federation,8,45.92,25.96,2,2,399
2005-07,JEROME KENYON,Chile,6,32.94,25.96,2,2,400
2005-07,MELINDA FERNANDEZ,Pakistan,7,32.93,25.95,2,2,401
2005-07,LILLIAN GRIFFIN,United Arab Emirates,9,40.91,25.95,2,2,402
2005-07,VINCENT RALSTON,Mexico,10,40.9,25.93,2,2,403
2005-07,BOBBY BOUDREAU,Anguilla,14,37.86,25.9,2,2,404
2005-07,JOHNNIE CHISHOLM,Poland,9,48.91,25.45,2,2,405
2005-07,WILLIE MARKHAM,Argentina,9,39.91,25.45,2,2,406
2005-07,TYLER WREN,China,8,29.92,25.44,2,2,407
2005-07,GEORGIA JACOBS,India,11,36.89,25.41,2,2,408
2005-07,SUSAN WILSON,New Zealand,12,35.88,25.4,2,2,409
2005-07,CAROLE BARNETT,United States,9,32.91,24.94,2,2,410
2005-07,TONY CARRANZA,Japan,10,36.9,24.93,2,2,411
2005-07,LLOYD DOWD,Indonesia,9,31.91,24.93,2,2,412
2005-07,ESTHER CRAWFORD,South Africa,14,44.86,24.92,2,2,413
2005-07,PENNY NEAL,India,9,30.91,24.92,2,2,414
2005-07,SCOTT SHELLEY,United States,12,41.88,24.92,2,2,415
2005-07,TRAVIS ESTEP,Saudi Arabia,7,35.93,24.45,2,2,416
2005-07,IVAN CROMWELL,Mexico,14,44.86,24.4,2,2,417
2005-07,KRISTIN JOHNSTON,United States,8,35.92,23.96,2,2,418
2005-07,WALLACE SLONE,Nigeria,9,38.91,23.95,2,2,419
2005-07,MICHEAL FORMAN,Argentina,10,29.9,23.92,2,2,420
2005-07,EDDIE TOMLIN,Philippines,9,40.91,23.45,2,2,421
2005-07,BECKY MILES,India,11,40.89,23.43,2,2,422
2005-07,JIM REA,Mexico,7,37.93,22.98,2,2,423
2005-07,EDITH MCDONALD,India,5,26.95,22.97,2,2,424
2005-07,OSCAR AQUINO,Iran,8,36.92,22.95,2,2,425
2005-07,BENJAMIN VARNEY,Mexico,8,35.92,22.95,2,2,426
2005-07,STELLA MORENO,Mexico,7,33.93,22.95,2,2,426
2005-07,ISAAC OGLESBY,Mexico,9,36.91,22.95,2,2,428
2005-07,DENNIS GILMAN,South Africa,10,40.9,22.94,2,2,429
2005-07,VICKIE BREWER,Germany,11,41.89,22.94,2,2,430
2005-07,NATALIE MEYER,Brazil,6,32.94,22.47,2,2,431
2005-07,DARREN WINDHAM,Italy,7,33.93,22.45,2,2,432
2005-07,LESLIE GORDON,Turkey,9,33.91,22.45,2,2,433
2005-07,JAIME NETTLES,Peru,11,34.89,22.42,2,2,434
2005-07,JOANNE ROBERTSON,Japan,13,31.87,22.4,2,2,435
2005-07,RAY HOULE,Russian Federation,7,33.93,21.97,2,2,436
2005-07,ANITA MORALES,India,6,24.94,21.95,2,2,437
2005-07,WILLIAM SATTERFIELD,Yemen,9,36.91,21.95,2,2,438
2005-07,CECIL VINES,United Kingdom,9,36.91,21.94,2,2,439
2005-07,REBECCA SCOTT,Japan,9,33.91,21.94,2,2,439
2005-07,CHRISTINA RAMIREZ,Saudi Arabia,7,26.93,21.94,2,2,441
2005-07,DARRELL POWER,Canada,10,30.9,21.93,2,2,442
2005-07,ANTONIO MEEK,Brazil,7,33.93,21.45,2,2,443
2005-07,ERIKA PENA,Finland,10,32.9,21.43,2,2,444
2005-07,CHESTER BENNER,China,11,35.89,21.42,2,2,445
2005-07,NANCY THOMAS,India,13,39.87,21.41,2,2,446
2005-07,TYRONE ASHER,Bulgaria,9,39.91,20.96,2,2,447
2005-07,GLORIA COOK,French Polynesia,9,37.91,20.95,2,2,448
2005-07,LAURA RODRIGUEZ,Morocco,7,31.93,20.95,2,2,449
2005-07,WAYNE TRUONG,India,8,27.92,20.93,2,2,450
2005-07,KAY CALDWELL,China,6,36.94,20.48,2,2,451
2005-07,LAUREN HUDSON,France,7,32.93,20.47,2,2,452
2005-07,BERTHA FERGUSON,Nigeria,9,34.91,20.44,2,2,453
2005-07,AGNES BISHOP,India,9,33.91,20.44,2,2,454
2005-07,ALLEN BUTTERFIELD,India,7,26.93,19.96,2,2,455
2005-07,CLARENCE GAMEZ,Japan,11,37.89,19.94,2,2,456
2005-07,DORIS REED,Russian Federation,7,36.93,19.47,2,2,457
2005-07,HENRY BILLINGSLEY,Tonga,6,28.94,19.47,1,1,458
2005-07,DUSTIN GILLETTE,Netherlands,10,31.9,19.42,2,2,459
2005-07,ALLAN CORNISH,Philippines,6,29.94,18.97,2,2,460
2005-07,YVONNE WATKINS,Venezuela,7,32.93,18.96,2,2,461
2005-07,CORY MEEHAN,Belarus,9,26.91,18.95,2,2,462
2005-07,LOUISE JENKINS,South Africa,9,31.91,18.95,2,2,463
2005-07,LEONA OBRIEN,China,8,27.92,18.94,2,2,464
2005-07,CODY NOLEN,Brazil,6,29.94,18.47,2,2,465
2005-07,RAFAEL ABNEY,Philippines,6,33.94,18.47,2,2,466
2005-07,ALICIA MILLS,India,6,25.94,18.46,2,2,467
2005-07,ANNA HILL,Italy,8,29.92,18.44,2,2,468
2005-07,CHARLOTTE HUNTER,Brazil,8,31.92,17.96,2,2,469
2005-07,MELANIE ARMSTRONG,Philippines,8,31.92,17.96,2,2,469
2005-07,IRENE PRICE,Kazakstan,9,25.91,17.95,2,2,471
2005-07,JENNIFER DAVIS,United States,9,26.91,17.95,2,2,472
2005-07,MILDRED BAILEY,India,8,27.92,17.95,2,2,472
2005-07,ERIN DUNN,Russian Federation,9,28.91,17.94,2,2,474
2005-07,DEAN SAUER,South Africa,9,29.91,17.94,2,2,475
2005-07,LAWRENCE LAWTON,Cameroon,10,29.9,17.93,2,2,476
2005-07,DEREK BLAKELY,Philippines,11,26.89,17.91,2,2,477
2005-07,KELLY TORRES,China,8,30.92,17.45,2,2,478
2005-07,DANNY ISOM,Pakistan,8,30.92,17.45,2,2,479
2005-07,MEGAN PALMER,China,10,29.9,17.44,2,2,480
2005-07,CARLOS COUGHLIN,India,6,30.94,16.97,2,2,481
2005-07,ANDREA HENDERSON,Madagascar,6,23.94,16.96,2,2,482
2005-07,AUSTIN CINTRON,China,7,29.93,16.96,2,2,483
2005-07,FREDDIE DUGGAN,Peru,7,26.93,16.96,2,2,483
2005-07,CARMEN OWENS,Venezuela,9,29.91,16.94,2,2,485
2005-07,MARGARET MOORE,Oman,9,28.91,16.94,2,2,486
2005-07,LEAH CURTIS,Poland,7,30.93,16.46,2,2,487
2005-07,THOMAS GRIGSBY,United States,6,27.94,15.97,2,2,488
2005-07,FELIX GAFFNEY,Lithuania,10,26.9,15.93,2,2,489
2005-07,JUAN FRALEY,Russian Federation,8,24.92,15.45,2,2,490
2005-07,NORMA GONZALES,Philippines,7,28.93,14.97,2,2,491
2005-07,KIRK STCLAIR,Taiwan,6,23.94,14.96,2,2,492
2005-07,CHRISTIAN JUNG,India,7,25.93,14.47,2,2,493
2005-07,LESTER KRAUS,India,7,26.93,14.46,2,2,494
2005-07,MELVIN ELLINGTON,China,7,21.93,13.96,2,2,495
2005-07,JAY ROBB,Indonesia,7,26.93,13.47,2,2,496
2005-07,TIFFANY JORDAN,China,7,22.93,13.45,2,2,497
2005-07,JEFFREY SPEAR,Indonesia,6,24.94,12.47,2,2,498
2005-07,MATTIE HOFFMAN,United Kingdom,10,20.9,11.93,2,2,499
2005-07,PHYLLIS FOSTER,China,6,21.94,11.47,2,2,500
2005-07,CAROLINE BOWMAN,United States,6,18.94,9.96,2,2,501
2005-08,JOANNE ROBERTSON,Japan,15,76.85,59.91,2,2,1
2005-08,DANIELLE DANIELS,Mexico,16,68.84,56.54,2,2,2
2005-08,NORA HERRERA,Austria,17,71.83,56.2,2,2,3
2005-08,DAVE GARDINER,China,18,75.82,56.2,2,2,4
2005-08,MICHELLE CLARK,Bangladesh,17,79.83,55.55,2,2,5
2005-08,HELEN HARRIS,India,18,79.82,54.38,2,2,6
2005-08,JOSEPHINE GOMEZ,India,14,67.86,53.9,2,2,7
2005-08,SHERRY MARSHALL,Egypt,18,77.82,52.54,2,2,8
2005-08,TRACEY BARRETT,Nigeria,12,68.88,52.26,2,2,9
2005-08,JANET PHILLIPS,Chile,12,68.88,49.26,2,2,10
2005-08,MICHEAL FORMAN,Argentina,14,66.86,48.92,2,2,11
2005-08,LOUIS LEONE,Philippines,15,76.85,48.91,2,2,12
2005-08,CURTIS IRBY,Canada,17,86.83,47.93,2,2,13
2005-08,ELSIE KELLEY,Nigeria,16,70.84,47.24,2,2,14
2005-08,JAIME NETTLES,Peru,13,66.87,46.92,2,2,15
2005-08,ERIN DUNN,Russian Federation,15,66.85,46.91,2,2,16
2005-08,DIANNE SHELTON,Iran,14,66.86,45.58,2,2,17
2005-08,ANGELA HERNANDEZ,Japan,16,68.84,45.24,2,2,18
2005-08,ELEANOR HUNT,Runion,18,87.82,44.91,2,2,19
2005-08,JEFFERY PINSON,Pakistan,13,63.87,44.6,2,2,20
2005-08,MELVIN ELLINGTON,China,13,56.87,44.24,2,2,21
2005-08,LENA JENSEN,India,16,75.84,44.23,2,2,22
2005-08,DUANE TUBBS,Nauru,14,69.86,43.58,2,2,23
2005-08,TERESA ROGERS,Japan,14,64.86,43.58,2,2,24
2005-08,CAROLE BARNETT,United States,16,59.84,43.55,2,2,25
2005-08,HECTOR POINDEXTER,Russian Federation,11,68.89,43.47,2,2,26
2005-08,ANDREA HENDERSON,Madagascar,12,55.88,43.25,2,2,27
2005-08,DEBBIE REYES,Japan,17,64.83,42.88,2,2,28
2005-08,NEIL RENNER,Vietnam,14,69.86,42.58,2,2,29
2005-08,NAOMI JENNINGS,India,16,69.84,42.57,2,2,30
2005-08,DWAYNE OLVERA,India,12,56.88,41.91,2,2,31
2005-08,LARRY THRASHER,Turkey,13,58.87,41.91,2,2,32
2005-08,CHARLES KOWALSKI,Malaysia,14,65.86,41.59,2,2,33
2005-08,JOE GILLILAND,Philippines,11,64.89,41.28,2,2,34
2005-08,RICARDO MEADOR,Japan,10,55.9,41.27,2,2,35
2005-08,MARC OUTLAW,Italy,13,61.87,41.26,2,2,36
2005-08,HILDA HOPKINS,Philippines,11,60.89,40.61,2,2,37
2005-08,JEAN BELL,Malaysia,11,58.89,40.27,2,2,38
2005-08,ISAAC OGLESBY,Mexico,12,61.88,40.27,2,2,39
2005-08,CATHERINE CAMPBELL,Russian Federation,16,65.84,40.23,2,2,40
2005-08,ALEXANDER FENNELL,Italy,15,67.85,39.92,2,2,41
2005-08,ELAINE STEVENS,Russian Federation,12,56.88,39.92,2,2,41
2005-08,JAVIER ELROD,Chad,15,63.85,39.91,2,2,43
2005-08,HAROLD MARTINO,Brazil,17,69.83,39.41,2,2,44
2005-08,ROSA REYNOLDS,United States,13,62.87,39.26,2,2,45
2005-08,SHELLY WATTS,United States,13,57.87,39.25,2,2,46
2005-08,LAURIE LAWRENCE,India,10,52.9,38.94,2,2,47
2005-08,JAMIE RICE,United States,13,63.87,38.59,2,2,48
2005-08,ANA BRADLEY,United States,16,71.84,38.56,2,2,49
2005-08,JIM REA,Mexico,16,60.84,38.23,2,2,50
2005-08,DEAN SAUER,South Africa,12,55.88,37.93,2,2,51
2005-08,DEREK BLAKELY,Philippines,14,52.86,37.91,2,2,52
2005-08,ERIK GUILLEN,India,12,57.88,37.6,2,2,53
2005-08,TIM CARY,India,14,71.86,37.28,2,2,54
2005-08,HOLLY FOX,India,14,55.86,37.25,2,2,55
2005-08,LAURA RODRIGUEZ,Morocco,10,54.9,36.94,2,2,56
2005-08,CECIL VINES,United Kingdom,13,62.87,36.93,2,2,57
2005-08,TROY QUIGLEY,Canada,14,63.86,36.91,2,2,58
2005-08,NICHOLAS BARFIELD,Brazil,11,63.89,36.63,2,2,59
2005-08,LEON BOSTIC,Colombia,12,54.88,36.59,2,2,60
2005-08,THOMAS GRIGSBY,United States,13,53.87,36.58,2,2,61
2005-08,SUE PETERS,China,16,65.84,36.25,2,2,62
2005-08,ALICE STEWART,United States,16,61.84,36.23,2,2,63
2005-08,LORI WOOD,India,14,70.86,35.45,2,2,64
2005-08,SALVADOR TEEL,Gambia,13,58.87,35.26,2,2,65
2005-08,GERALD FULTZ,India,13,56.87,35.26,2,2,66
2005-08,GLORIA COOK,French Polynesia,12,58.88,34.94,2,2,67
2005-08,STACEY MONTGOMERY,China,14,62.86,34.92,2,2,68
2005-08,CLAUDIA FULLER,Kuwait,13,53.87,34.91,2,2,69
2005-08,PHYLLIS FOSTER,China,12,48.88,34.58,2,2,70
2005-08,JOHN FARNSWORTH,India,11,58.89,34.29,2,2,71
2005-08,OLGA JIMENEZ,Nigeria,12,61.88,34.28,2,2,72
2005-08,KATHLEEN ADAMS,Iran,11,48.89,34.28,2,2,73
2005-08,MABEL HOLLAND,Myanmar,12,53.88,34.27,2,2,74
2005-08,DARLENE ROSE,North Korea,11,53.89,33.96,2,2,75
2005-08,TYLER WREN,China,9,46.91,33.95,2,2,76
2005-08,FLOYD GANDY,Mexico,9,42.91,33.94,2,2,77
2005-08,JENNIFER DAVIS,United States,12,48.88,33.93,2,2,78
2005-08,KRISTIN JOHNSTON,United States,14,53.86,33.91,2,2,79
2005-08,JORDAN ARCHULETA,Argentina,11,56.89,33.61,2,2,80
2005-08,TANYA GILBERT,South Korea,11,60.89,32.96,2,2,81
2005-08,GUY BROWNLEE,China,13,63.87,32.93,2,2,82
2005-08,GLENDA FRAZIER,China,14,59.86,32.92,2,2,83
2005-08,DARREN WINDHAM,Italy,13,51.87,32.91,2,2,84
2005-08,ADAM GOOCH,India,8,49.92,32.63,2,2,85
2005-08,ROGER QUINTANILLA,Taiwan,15,60.85,32.25,2,2,86
2005-08,AARON SELBY,"Congo, The Democratic Republic of the",12,51.88,32.25,2,2,87
2005-08,FREDDIE DUGGAN,Peru,12,47.88,32.25,2,2,88
2005-08,BRITTANY RILEY,Ukraine,9,63.91,31.97,2,2,89
2005-08,EARL SHANKS,Japan,11,51.89,31.94,2,2,90
2005-08,ALAN KAHN,China,11,54.89,31.61,2,2,91
2005-08,CHRISTINA RAMIREZ,Saudi Arabia,9,43.91,31.61,2,2,92
2005-08,RUTH MARTINEZ,South Africa,9,54.91,31.29,2,2,93
2005-08,YOLANDA WEAVER,Tanzania,12,49.88,31.26,2,2,94
2005-08,GEORGIA JACOBS,India,11,50.89,30.94,2,2,95
2005-08,ROSS GREY,Philippines,10,47.9,30.62,2,2,96
2005-08,STANLEY SCROGGINS,Japan,11,57.89,30.62,2,2,97
2005-08,ENRIQUE FORSYTHE,Greece,13,46.87,30.58,2,2,98
2005-08,MARCUS HIDALGO,Estonia,14,51.86,30.58,2,2,99
2005-08,ALLEN BUTTERFIELD,India,8,43.92,30.29,2,2,100
2005-08,JANE BENNETT,Brazil,11,47.89,30.28,2,2,101
2005-08,LEO EBERT,China,10,48.9,30.28,2,2,102
2005-08,STELLA MORENO,Mexico,11,48.89,30.26,2,2,103
2005-08,DALE RATCLIFF,South Africa,13,50.87,30.25,2,2,104
2005-08,ELLA OLIVER,Yemen,10,56.9,29.97,2,2,105
2005-08,GERTRUDE CASTILLO,Greenland,12,56.88,29.95,2,2,106
2005-08,BERNICE WILLIS,Turkey,13,58.87,29.94,2,2,107
2005-08,ANDRE RAPP,Chile,12,53.88,29.6,2,2,108
2005-08,MIGUEL BETANCOURT,Germany,10,54.9,29.29,2,2,109
2005-08,TRAVIS ESTEP,Saudi Arabia,13,48.87,29.24,2,2,110
2005-08,THERESA WATSON,Philippines,16,46.84,29.22,2,2,111
2005-08,SEAN DOUGLASS,Ethiopia,11,49.89,28.95,2,2,112
2005-08,VICKI FIELDS,Germany,12,48.88,28.92,2,2,113
2005-08,CHAD CARBONE,India,10,43.9,28.62,2,2,114
2005-08,ELLEN SIMPSON,Brazil,11,50.89,28.61,2,2,115
2005-08,EVERETT BANDA,Egypt,12,55.88,28.46,2,2,116
2005-08,CODY NOLEN,Brazil,10,45.9,28.27,2,2,117
2005-08,HAZEL WARREN,China,14,48.86,28.26,2,2,118
2005-08,CARLOS COUGHLIN,India,12,47.88,28.25,2,2,119
2005-08,ROSE HOWARD,French Guiana,9,46.91,27.95,2,2,120
2005-08,TERRY CARLSON,Japan,11,52.89,27.95,2,2,121
2005-08,EDDIE TOMLIN,Philippines,10,52.9,27.62,2,2,122
2005-08,JEANNE LAWSON,Turkmenistan,8,53.92,27.31,2,2,123
2005-08,STACY CUNNINGHAM,Colombia,9,43.91,27.29,2,2,124
2005-08,ERIKA PENA,Finland,11,45.89,27.27,2,2,125
2005-08,AMANDA CARTER,Morocco,11,47.89,26.94,2,2,126
2005-08,DWIGHT LOMBARDI,South Africa,10,42.9,26.94,2,2,127
2005-08,CHARLENE ALVAREZ,Tanzania,12,48.88,26.93,2,2,128
2005-08,LYNN PAYNE,Malawi,10,50.9,26.63,2,2,129
